id,sku,ean13,name,category_id,supplier_id,brand,unit,unit_price,cost_price,vat_rate,active
235,SKU-000235,8477698466555,Toallitas infantiles Doña Elena pack 6,48,11,Doña Elena,pack,2.49,2.20,0.04,false
236,SKU-000236,8408029475434,Bolsas de basura Vega Real pack 6,55,47,Vega Real,pack,2.99,1.41,0.21,true
237,SKU-000237,8421354804779,Leche de continuación Tierra Nuestra,49,30,Tierra Nuestra,ud,14.95,12.03,0.04,true
238,SKU-000238,8452719693349,Champú Monteclaro,43,50,Monteclaro,ud,2.49,1.90,0.21,false
239,SKU-000239,8414902211051,Papel higiénico Sabor de Antaño pack 6,39,23,Sabor de Antaño,pack,5.99,4.71,0.21,true
240,SKU-000240,8445139135469,Piña en almíbar Origen,18,25,Origen,ud,1.95,1.54,0.10,true
241,SKU-000241,8496055118463,Champú Monteclaro 5,43,50,Monteclaro,ud,5.95,4.24,0.21,true
242,SKU-000242,8451937996386,Ginebra Selecta 22,32,13,Selecta,ud,22.99,13.00,0.21,true
243,SKU-000243,8417132904762,Infusión manzanilla Casa Robles,31,37,Casa Robles,ud,1.49,1.36,0.21,true
244,SKU-000244,8461932196797,Filete de ternera Selecta 1kg,11,22,Selecta,kg,11.95,10.59,0.04,true
245,SKU-000245,8493407790254,Gel de ducha Selecta,44,5,Selecta,ud,3.95,3.31,0.21,true
246,SKU-000246,8432928911649,Berberechos Sabor de Antaño,18,16,Sabor de Antaño,ud,4.50,3.91,0.10,true
247,SKU-000247,8424081896499,Huevos camperos L Vega Real pack 4,16,35,Vega Real,pack,3.99,2.91,0.04,true
248,SKU-000248,8495975869004,Champú Vega Real,43,20,Vega Real,ud,5.49,4.35,0.21,true
249,SKU-000249,8485601325578,Agua mineral Origen pack 6,26,11,Origen,pack,3.99,3.40,0.21,true
250,SKU-000250,8475717715158,Lavavajillas a mano Origen,40,27,Origen,ud,1.49,1.20,0.21,true
251,SKU-000251,8429423412092,Insecticida volador El Molinar,41,28,El Molinar,ud,3.95,2.99,0.21,true
252,SKU-000252,8470397992653,Croquetas Monteclaro,36,11,Monteclaro,ud,3.50,2.79,0.10,true
253,SKU-000253,8491469918692,Alimento para pájaros Vega Real,53,27,Vega Real,ud,3.00,2.46,0.21,true
254,SKU-000254,8414788086637,Macarrones Doña Elena,17,20,Doña Elena,ud,1.50,1.31,0.10,true
255,SKU-000255,8494873496558,Ron añejo Sabor de Antaño,32,43,Sabor de Antaño,ud,16.99,10.26,0.21,true
256,SKU-000256,8403593274377,Ron añejo Campo Sur,32,13,Campo Sur,ud,21.50,14.63,0.21,true
257,SKU-000257,8477708228500,Cerveza sin alcohol Campo Sur pack 4,28,38,Campo Sur,pack,4.00,3.35,0.21,true
258,SKU-000258,8464084713676,Refresco de cola Los Almendros pack 12,27,33,Los Almendros,pack,5.99,4.98,0.21,false
259,SKU-000259,8483927756816,Toallitas infantiles Buenamesa pack 4,48,1,Buenamesa,pack,2.95,2.48,0.04,true
260,SKU-000260,8418319617819,Barra de pan El Molinar,14,38,El Molinar,ud,1.99,1.35,0.04,true
261,SKU-000261,8420377124291,Mayonesa Puente Viejo,20,4,Puente Viejo,ud,2.50,1.97,0.10,true
262,SKU-000262,8491473709255,Leche de continuación Casa Robles,49,31,Casa Robles,ud,12.99,10.05,0.04,true
263,SKU-000263,8481178363210,Huevos frescos M Selecta pack 12,16,14,Selecta,pack,2.49,1.96,0.04,true
264,SKU-000264,8464103457598,Fideos finos Doña Elena,17,15,Doña Elena,ud,1.99,1.71,0.10,true
265,SKU-000265,8453538478872,Protegeslips Sabor de Antaño pack 4,46,20,Sabor de Antaño,pack,2.95,2.44,0.21,false
266,SKU-000266,8419573775703,Aceite de oliva virgen extra Sabor de Antaño 1.5L,19,15,Sabor de Antaño,L,11.49,9.40,0.10,true
267,SKU-000267,8465793514585,Zanahoria Vega Real,10,15,Vega Real,kg,1.95,1.67,0.04,true
268,SKU-000268,8494941253267,Guisantes congelados Vega Real,33,5,Vega Real,ud,1.95,1.48,0.10,true
269,SKU-000269,8486924078745,Merluza congelada Campo Sur,34,41,Campo Sur,ud,6.99,5.86,0.10,true
270,SKU-000270,8475129406408,Tomate triturado Tierra Nuestra,18,35,Tierra Nuestra,ud,1.99,1.74,0.10,true
271,SKU-000271,8406448134147,Naranja de mesa Campo Sur 500g,10,5,Campo Sur,kg,1.99,1.73,0.04,true
272,SKU-000272,8401707704185,Espuma de afeitar Valdehermoso,45,47,Valdehermoso,ud,2.95,2.44,0.21,false
273,SKU-000273,8412123580543,Pienso para perro Tierra Nuestra 500g,51,15,Tierra Nuestra,kg,4.99,3.92,0.21,true
274,SKU-000274,8482486172389,Bombilla LED Ribera Alta,56,3,Ribera Alta,ud,7.99,6.95,0.21,true
275,SKU-000275,8445885768553,Gel infantil Tierra Nuestra,50,16,Tierra Nuestra,ud,5.95,4.71,0.04,true
276,SKU-000276,8464215270337,Huevos camperos L La Almazara pack 6,16,19,La Almazara,pack,4.50,3.53,0.04,true
277,SKU-000277,8430833831748,Croquetas La Almazara,36,23,La Almazara,ud,4.99,4.01,0.10,true
278,SKU-000278,8448928729047,Alimento para pájaros Buenamesa 56,53,25,Buenamesa,ud,3.25,2.67,0.21,true
279,SKU-000279,8405800296578,Cerveza rubia Ribera Alta pack 6,28,39,Ribera Alta,pack,7.99,6.76,0.21,true
280,SKU-000280,8492460943508,Avena en copos Ribera Alta,21,36,Ribera Alta,ud,1.75,1.47,0.10,true
281,SKU-000281,8494491456149,Fregasuelos Casa Robles 16,38,9,Casa Robles,ud,2.00,1.54,0.21,true
282,SKU-000282,8469162104377,Alubias blancas La Almazara,24,25,La Almazara,ud,1.75,1.40,0.10,true
283,SKU-000283,8404938072276,Pimentón dulce La Almazara,20,26,La Almazara,ud,1.95,1.60,0.10,true
284,SKU-000284,8449259402241,Ginebra Casa Robles,32,20,Casa Robles,ud,21.50,13.74,0.21,true
285,SKU-000285,8456268065725,Detergente líquido Puente Viejo 33,37,4,Puente Viejo,ud,9.99,7.76,0.21,true
286,SKU-000286,8429331195544,Snacks para perro El Molinar,51,33,El Molinar,ud,3.25,2.62,0.21,true
287,SKU-000287,8479289743533,Arroz redondo Buenamesa 1kg,17,1,Buenamesa,kg,1.99,1.40,0.10,true
288,SKU-000288,8402154295523,Lavavajillas a mano Puente Viejo,40,1,Puente Viejo,ud,2.00,1.87,0.21,true
289,SKU-000289,8487949055971,Atún claro en aceite Casa Robles pack 12,18,48,Casa Robles,pack,3.99,3.39,0.10,true
290,SKU-000290,8490444050976,Insecticida volador Monteclaro,41,12,Monteclaro,ud,4.95,4.37,0.21,true
291,SKU-000291,8481634798525,Lejía La Almazara 1.5L,38,16,La Almazara,L,0.99,0.76,0.21,true
292,SKU-000292,8481709889462,Refresco de naranja Casa Robles pack 4,27,47,Casa Robles,pack,3.49,2.96,0.21,true
293,SKU-000293,8422003475135,Gel infantil Los Almendros,50,11,Los Almendros,ud,5.49,4.34,0.04,true
294,SKU-000294,8456797449072,Pan de molde integral Selecta,14,38,Selecta,ud,1.99,1.49,0.04,true
295,SKU-000295,8455696913103,Zumo de naranja Casa Robles 1L,30,47,Casa Robles,L,1.99,1.59,0.21,true
296,SKU-000296,8445709450602,Cerveza sin alcohol Puente Viejo pack 12,28,18,Puente Viejo,pack,5.49,4.46,0.21,false
297,SKU-000297,8440350878461,Sartén antiadherente Selecta,54,26,Selecta,ud,10.95,5.08,0.21,true
298,SKU-000298,8414353098010,Garbanzos cocidos Campo Sur,24,34,Campo Sur,ud,1.50,1.18,0.10,false
299,SKU-000299,8449080892846,Chorizo ibérico Tierra Nuestra,13,11,Tierra Nuestra,ud,5.99,4.62,0.04,true
300,SKU-000300,8482040092207,Snacks para perro La Almazara 59,51,47,La Almazara,ud,2.99,2.58,0.21,true
301,SKU-000301,8455916981943,Aceite de oliva virgen extra Casa Robles 2L,19,41,Casa Robles,L,11.25,10.32,0.10,true
302,SKU-000302,8432568707343,Alubias blancas Puente Viejo,24,13,Puente Viejo,ud,1.99,1.67,0.10,true
303,SKU-000303,8410753370282,Lentejas Casa Robles,24,6,Casa Robles,kg,2.25,1.92,0.10,true
304,SKU-000304,8413952886882,Tónica Buenamesa pack 4,27,13,Buenamesa,pack,4.95,4.22,0.21,true
305,SKU-000305,8490182353957,Cereales de desayuno Campo Sur,21,27,Campo Sur,ud,3.99,3.00,0.10,true
306,SKU-000306,8419858450639,Leche de continuación Casa Robles 35,49,26,Casa Robles,ud,8.95,7.07,0.04,true
307,SKU-000307,8476635734191,Miel Selecta,25,5,Selecta,ud,5.25,4.36,0.10,true
308,SKU-000308,8427778663428,Protector solar Selecta,47,25,Selecta,ud,9.99,5.68,0.21,true
309,SKU-000309,8484691683346,Vino blanco Rueda El Molinar,29,16,El Molinar,ud,4.95,4.35,0.21,true
310,SKU-000310,8420907580115,Zumo de naranja Doña Elena 1.5L,30,6,Doña Elena,L,1.99,1.67,0.21,true
311,SKU-000311,8474550086234,Polos de hielo Casa Robles pack 4,35,20,Casa Robles,pack,3.49,2.62,0.10,true
312,SKU-000312,8403142454700,Pañales talla 3 Sabor de Antaño pack 4 72,48,9,Sabor de Antaño,pack,10.99,8.80,0.04,true
313,SKU-000313,8485641436265,Bizcocho Vega Real,22,28,Vega Real,ud,3.99,3.38,0.10,true
314,SKU-000314,8483489836414,Leche entera Sabor de Antaño 2L 42,15,37,Sabor de Antaño,L,1.99,1.70,0.04,true
315,SKU-000315,8444886194583,Polos de hielo Vega Real pack 6,35,41,Vega Real,pack,1.99,1.58,0.10,true
316,SKU-000316,8460683679566,Fregasuelos Ribera Alta,38,12,Ribera Alta,ud,3.75,3.15,0.21,false
317,SKU-000317,8415001072017,Acondicionador Origen,43,27,Origen,ud,4.50,3.71,0.21,true
318,SKU-000318,8414426847071,Fregasuelos Sabor de Antaño 28,38,30,Sabor de Antaño,ud,2.49,2.03,0.21,true
319,SKU-000319,8498291887691,Helado de vainilla El Molinar,35,37,El Molinar,ud,2.50,2.20,0.10,true
320,SKU-000320,8450393914064,Vino rosado Navarra Sabor de Antaño,29,48,Sabor de Antaño,ud,5.99,5.26,0.21,true
321,SKU-000321,8464307114952,Croquetas Campo Sur,36,4,Campo Sur,ud,2.99,2.46,0.10,true
322,SKU-000322,8451174252139,Insecticida volador Casa Robles,41,47,Casa Robles,ud,4.49,4.00,0.21,true
323,SKU-000323,8431627079025,Croquetas Sabor de Antaño,36,15,Sabor de Antaño,ud,4.95,4.21,0.10,true
324,SKU-000324,8421619154663,Toallitas infantiles Buenamesa pack 12,48,5,Buenamesa,pack,2.95,2.14,0.04,true
325,SKU-000325,8414778970298,Vaso de cristal El Molinar,54,1,El Molinar,ud,1.50,1.02,0.21,true
326,SKU-000326,8460028740623,Gel de ducha Los Almendros,44,1,Los Almendros,ud,4.95,4.18,0.21,true
327,SKU-000327,8468637503998,Tomate triturado Doña Elena,18,8,Doña Elena,ud,1.49,1.30,0.10,true
328,SKU-000328,8481049622514,Mantequilla Monteclaro,15,6,Monteclaro,ud,2.99,2.43,0.04,true
329,SKU-000329,8480161356260,Pizza congelada Sabor de Antaño 12,36,30,Sabor de Antaño,ud,3.99,3.47,0.10,true
330,SKU-000330,8488022256209,Pañales talla 3 Buenamesa pack 6,48,15,Buenamesa,pack,11.75,9.61,0.04,true
331,SKU-000331,8441151205722,Potito de frutas El Molinar,49,32,El Molinar,ud,1.99,1.70,0.04,true
332,SKU-000332,8460741614362,Fideos finos Sabor de Antaño,17,48,Sabor de Antaño,ud,1.99,1.68,0.10,true
333,SKU-000333,8461304651060,Cuchillas de afeitar Campo Sur pack 12,45,30,Campo Sur,pack,8.95,7.71,0.21,true
334,SKU-000334,8418743192784,Macarrones El Molinar,17,8,El Molinar,ud,1.50,1.14,0.10,true
335,SKU-000335,8408195360688,Infusión manzanilla Doña Elena,31,36,Doña Elena,ud,2.50,2.17,0.21,true
336,SKU-000336,8408716856850,Tomate triturado La Almazara,18,32,La Almazara,ud,0.99,0.74,0.10,true
337,SKU-000337,8492737337122,Vinagre de Jerez Casa Robles,19,36,Casa Robles,ud,2.99,2.43,0.10,true
338,SKU-000338,8482916459844,Arena para gato Tierra Nuestra,52,4,Tierra Nuestra,ud,3.99,3.16,0.21,true
339,SKU-000339,8497608157120,Lentejas Los Almendros,24,25,Los Almendros,kg,1.95,1.49,0.10,true
340,SKU-000340,8457708205091,Langostinos congelados Puente Viejo,34,32,Puente Viejo,ud,11.00,8.64,0.10,true
341,SKU-000341,8422911042764,Alubias blancas Campo Sur,24,48,Campo Sur,ud,1.99,1.59,0.10,true
342,SKU-000342,8458275782152,Lavavajillas a mano Puente Viejo 97,40,49,Puente Viejo,ud,2.95,2.26,0.21,true
343,SKU-000343,8471258294985,Suavizante Valdehermoso,37,13,Valdehermoso,ud,4.49,3.84,0.21,true
344,SKU-000344,8489975348737,Langostinos congelados Buenamesa,34,15,Buenamesa,ud,11.99,9.39,0.10,true
345,SKU-000345,8498728138464,Protector solar Selecta 73,47,34,Selecta,ud,7.50,3.61,0.21,true
346,SKU-000346,8463635690992,Bombilla LED Doña Elena 57,56,12,Doña Elena,ud,6.99,5.76,0.21,true
347,SKU-000347,8465408069684,Muslo de pollo Monteclaro 500g,11,39,Monteclaro,kg,5.99,4.92,0.04,false
348,SKU-000348,8462927734437,Cepillo de dientes La Almazara,42,31,La Almazara,ud,3.00,2.35,0.21,true
349,SKU-000349,8432674655231,Agua mineral Campo Sur pack 6,26,19,Campo Sur,pack,2.99,2.55,0.21,true
350,SKU-000350,8452975020347,Espaguetis Monteclaro,17,30,Monteclaro,ud,1.99,1.50,0.10,true
351,SKU-000351,8400068977344,Insecticida volador Ribera Alta 20,41,32,Ribera Alta,ud,5.99,5.01,0.21,true
352,SKU-000352,8470445974235,Croquetas Valdehermoso,36,35,Valdehermoso,ud,2.50,2.03,0.10,true
353,SKU-000353,8429774726770,Orégano Sabor de Antaño,20,39,Sabor de Antaño,ud,1.99,1.64,0.10,true
354,SKU-000354,8456106514446,Cerveza sin alcohol Valdehermoso pack 6,28,31,Valdehermoso,pack,3.49,2.92,0.21,true
355,SKU-000355,8435718464202,Pizza congelada Monteclaro 11,36,30,Monteclaro,ud,3.75,2.77,0.10,true
356,SKU-000356,8453424627728,Cuchillas de afeitar Puente Viejo pack 12,45,1,Puente Viejo,pack,12.25,9.66,0.21,true
357,SKU-000357,8433944251856,Galletas María Casa Robles,22,27,Casa Robles,ud,1.95,1.47,0.10,true
358,SKU-000358,8424355561610,Espuma de afeitar Monteclaro,45,19,Monteclaro,ud,2.95,2.36,0.21,false
359,SKU-000359,8479320336489,Huevos camperos L El Molinar pack 12,16,39,El Molinar,pack,3.99,3.31,0.04,true
360,SKU-000360,8425314307034,Agua con gas Doña Elena pack 4,26,1,Doña Elena,pack,2.49,2.06,0.21,true
361,SKU-000361,8457864132576,Pimiento rojo Los Almendros,10,50,Los Almendros,kg,2.49,2.12,0.04,true
362,SKU-000362,8481687565280,Bolsas de basura Casa Robles pack 12,55,32,Casa Robles,pack,3.25,1.70,0.21,true
363,SKU-000363,8464008172763,Cerveza rubia La Almazara pack 4,28,26,La Almazara,pack,4.50,3.60,0.21,true
364,SKU-000364,8457889603747,Jamón serrano lonchas Vega Real,13,37,Vega Real,ud,5.00,4.21,0.04,true
365,SKU-000365,8453120643602,Sartén antiadherente Doña Elena 71,54,22,Doña Elena,ud,17.99,8.39,0.21,true
366,SKU-000366,8407409182894,Gel infantil Buenamesa,50,26,Buenamesa,ud,4.75,3.65,0.04,false
367,SKU-000367,8417872739204,Aceite de oliva virgen extra Selecta 2L,19,10,Selecta,L,7.49,6.01,0.10,false
368,SKU-000368,8480271720333,Menestra congelada Vega Real,33,25,Vega Real,ud,2.99,2.26,0.10,true
369,SKU-000369,8456771640037,Merluza congelada Monteclaro 2,34,21,Monteclaro,ud,7.99,7.22,0.10,true
370,SKU-000370,8412929874341,Vinagre de Jerez Ribera Alta,19,23,Ribera Alta,ud,2.95,2.12,0.10,true
371,SKU-000371,8456396788664,Jamón serrano lonchas Tierra Nuestra,13,49,Tierra Nuestra,ud,5.75,5.03,0.04,true
372,SKU-000372,8444196241809,Bombilla LED Selecta,56,30,Selecta,ud,3.95,2.87,0.21,true
373,SKU-000373,8440780487530,Vino blanco Rueda Casa Robles,29,16,Casa Robles,ud,8.95,7.26,0.21,false
374,SKU-000374,8446871430829,Guisantes congelados Origen,33,10,Origen,ud,2.00,1.64,0.10,true
375,SKU-000375,8472568634973,Dorada Ribera Alta 500g,12,6,Ribera Alta,kg,11.99,10.76,0.04,true
376,SKU-000376,8402732200147,Frutos secos mezcla Campo Sur,23,25,Campo Sur,ud,5.99,5.23,0.10,true
377,SKU-000377,8471883554102,Bolsas de basura Casa Robles pack 4,55,28,Casa Robles,pack,2.99,1.30,0.21,true
378,SKU-000378,8408105319201,Servilletas Valdehermoso pack 12,39,12,Valdehermoso,pack,0.99,0.71,0.21,true
379,SKU-000379,8449282643161,Mayonesa Campo Sur,20,35,Campo Sur,ud,2.95,2.40,0.10,true
380,SKU-000380,8464238295737,Champú Casa Robles 96,43,20,Casa Robles,ud,3.99,3.15,0.21,false
381,SKU-000381,8476220570852,Muslo de pollo El Molinar 500g,11,37,El Molinar,kg,4.00,3.61,0.04,true
382,SKU-000382,8487354496093,Refresco de cola Buenamesa pack 6,27,41,Buenamesa,pack,3.95,3.47,0.21,true
383,SKU-000383,8471439968261,Bombilla LED Puente Viejo 21,56,1,Puente Viejo,ud,5.99,4.76,0.21,true
384,SKU-000384,8477652513141,Detergente líquido Valdehermoso 48,37,30,Valdehermoso,ud,4.99,3.47,0.21,false
385,SKU-000385,8428932119348,Agua con gas Puente Viejo pack 6,26,20,Puente Viejo,pack,2.75,2.32,0.21,true
386,SKU-000386,8463781338366,Cuchillas de afeitar Ribera Alta pack 4 69,45,12,Ribera Alta,pack,9.95,8.53,0.21,true
387,SKU-000387,8462994567310,Vaso de cristal Tierra Nuestra,54,47,Tierra Nuestra,ud,3.95,1.95,0.21,true
388,SKU-000388,8449277066715,Lentejas Ribera Alta 500g,24,37,Ribera Alta,kg,1.99,1.60,0.10,true
389,SKU-000389,8490674597784,Salmón fresco Selecta 1kg,12,3,Selecta,kg,11.95,9.89,0.04,true
390,SKU-000390,8439632148118,Muslo de pollo Los Almendros,11,32,Los Almendros,kg,4.99,4.44,0.04,true
391,SKU-000391,8430809880749,Huevos frescos M Tierra Nuestra pack 4,16,5,Tierra Nuestra,pack,2.99,2.54,0.04,true
392,SKU-000392,8470631647592,Patata Puente Viejo 1kg,10,30,Puente Viejo,kg,1.49,1.29,0.04,false
393,SKU-000393,8420663478756,Pechuga de pollo Tierra Nuestra,11,9,Tierra Nuestra,kg,5.50,5.02,0.04,true
394,SKU-000394,8487335356019,Vino blanco Rueda Ribera Alta,29,21,Ribera Alta,ud,7.99,6.43,0.21,true
395,SKU-000395,8493233136967,Miel Buenamesa 62,25,16,Buenamesa,ud,5.25,4.13,0.10,true
396,SKU-000396,8465477651605,Lejía Buenamesa 2L,38,35,Buenamesa,L,0.99,0.87,0.21,true
397,SKU-000397,8412834954633,Agua con gas Buenamesa pack 4,26,21,Buenamesa,pack,3.99,3.25,0.21,true
398,SKU-000398,8439534838582,Pienso para perro Puente Viejo,51,33,Puente Viejo,kg,3.99,3.20,0.21,true
399,SKU-000399,8473600407579,Avena en copos Monteclaro,21,48,Monteclaro,ud,1.99,1.48,0.10,true
400,SKU-000400,8452619637474,Zumo de naranja Casa Robles 2L,30,8,Casa Robles,L,2.99,2.59,0.21,true
401,SKU-000401,8404600382009,Miel Campo Sur,25,34,Campo Sur,ud,3.75,3.07,0.10,true
402,SKU-000402,8466611314721,Vaso de cristal Selecta,54,32,Selecta,ud,2.99,1.46,0.21,false
403,SKU-000403,8420255735694,Arena para gato La Almazara,52,23,La Almazara,ud,7.99,5.93,0.21,true
404,SKU-000404,8482191113820,Frutos secos mezcla Casa Robles,23,47,Casa Robles,ud,4.99,4.53,0.10,false
405,SKU-000405,8402221697281,Refresco de naranja Tierra Nuestra pack 6,27,34,Tierra Nuestra,pack,4.75,3.89,0.21,true
406,SKU-000406,8432092388902,Merluza fresca Campo Sur 1kg,12,1,Campo Sur,kg,13.99,12.18,0.04,false
407,SKU-000407,8455185521925,Bombilla LED Vega Real,56,14,Vega Real,ud,4.95,4.17,0.21,true
408,SKU-000408,8499699005717,Tónica Campo Sur pack 6,27,5,Campo Sur,pack,4.00,3.45,0.21,true
409,SKU-000409,8466611713432,Desodorante Ribera Alta,47,6,Ribera Alta,ud,3.99,2.29,0.21,true
410,SKU-000410,8458747405398,Acondicionador Valdehermoso,43,20,Valdehermoso,ud,2.99,2.43,0.21,true
411,SKU-000411,8469477803705,Arena para gato Doña Elena,52,8,Doña Elena,ud,3.99,3.32,0.21,true
412,SKU-000412,8490055554894,Pasta de dientes Valdehermoso,42,20,Valdehermoso,ud,3.99,3.55,0.21,true
413,SKU-000413,8409979992354,Sal marina Monteclaro 500g,20,20,Monteclaro,kg,1.95,1.61,0.10,true
414,SKU-000414,8448478960273,Frutos secos mezcla Campo Sur 34,23,47,Campo Sur,ud,4.00,3.39,0.10,false
415,SKU-000415,8431332676199,Vino blanco Rueda Los Almendros,29,14,Los Almendros,ud,9.50,8.00,0.21,true
416,SKU-000416,8457342309742,Tónica Selecta pack 12,27,6,Selecta,pack,2.99,2.56,0.21,true
417,SKU-000417,8415882866903,Agua con gas Monteclaro pack 4,26,6,Monteclaro,pack,1.99,1.80,0.21,true
418,SKU-000418,8483312493746,Sartén antiadherente Los Almendros,54,37,Los Almendros,ud,10.99,6.90,0.21,true
419,SKU-000419,8455795923256,Pastillas lavavajillas Buenamesa pack 6,40,25,Buenamesa,pack,8.99,7.01,0.21,true
420,SKU-000420,8407020600005,Solomillo de cerdo Valdehermoso 500g,11,9,Valdehermoso,kg,13.99,11.93,0.04,true
421,SKU-000421,8455977788505,Leche de continuación Buenamesa,49,35,Buenamesa,ud,10.49,9.45,0.04,true
422,SKU-000422,8433956480497,Vino tinto Rioja Sabor de Antaño,29,20,Sabor de Antaño,ud,11.75,9.32,0.21,true
423,SKU-000423,8488828469025,Champú El Molinar 71,43,34,El Molinar,ud,2.99,2.22,0.21,true
424,SKU-000424,8431977525630,Maíz dulce Sabor de Antaño,18,9,Sabor de Antaño,ud,1.95,1.67,0.10,true
425,SKU-000425,8467606196797,Pilas AA Vega Real pack 4,55,32,Vega Real,pack,3.99,2.53,0.21,true
426,SKU-000426,8487988418133,Garbanzos cocidos Ribera Alta,24,27,Ribera Alta,ud,1.99,1.60,0.10,true
427,SKU-000427,8462589971423,Vino rosado Navarra Tierra Nuestra,29,6,Tierra Nuestra,ud,6.95,6.04,0.21,true
428,SKU-000428,8460170000781,Ginebra Campo Sur,32,4,Campo Sur,ud,12.99,8.83,0.21,true
429,SKU-000429,8418739429962,Pienso para gato Selecta 500g,52,41,Selecta,kg,5.95,5.01,0.21,true
430,SKU-000430,8409509689464,Suavizante Puente Viejo,37,6,Puente Viejo,ud,4.50,3.84,0.21,true
431,SKU-000431,8484877499242,Zumo de naranja Casa Robles 2L 86,30,3,Casa Robles,L,2.49,2.12,0.21,true
432,SKU-000432,8465459027497,Dorada Los Almendros 1kg,12,14,Los Almendros,kg,10.75,9.20,0.04,true
433,SKU-000433,8406206277734,Huevos frescos M Monteclaro pack 6,16,31,Monteclaro,pack,3.99,2.91,0.04,true
434,SKU-000434,8409254269775,Gel infantil Doña Elena,50,47,Doña Elena,ud,3.50,2.99,0.04,true
435,SKU-000435,8418474757191,Refresco de cola Vega Real pack 12,27,20,Vega Real,pack,2.99,2.21,0.21,true
436,SKU-000436,8465814236267,Huevos camperos L Los Almendros pack 12,16,28,Los Almendros,pack,4.99,3.75,0.04,true
437,SKU-000437,8411433491457,Rollo de cocina Los Almendros pack 12,39,28,Los Almendros,pack,4.50,3.53,0.21,true
438,SKU-000438,8499106519882,Bombilla LED Tierra Nuestra 35,56,11,Tierra Nuestra,ud,5.49,4.51,0.21,true
439,SKU-000439,8432697540774,Suavizante Sabor de Antaño,37,1,Sabor de Antaño,ud,3.75,2.77,0.21,true
440,SKU-000440,8468013195762,Azúcar blanco Selecta,25,21,Selecta,kg,1.99,1.72,0.10,true
441,SKU-000441,8482668198473,Pilas AA Campo Sur pack 6,55,25,Campo Sur,pack,6.95,3.91,0.21,true
442,SKU-000442,8469257125386,Pienso para gato Los Almendros 500g,52,26,Los Almendros,kg,3.00,2.24,0.21,true
443,SKU-000443,8448065313307,Macarrones Valdehermoso,17,47,Valdehermoso,ud,0.99,0.72,0.10,true
444,SKU-000444,8421259867077,Refresco de cola Casa Robles pack 12,27,41,Casa Robles,pack,3.99,3.42,0.21,true
445,SKU-000445,8440294565748,Aceitunas rellenas Vega Real,23,4,Vega Real,ud,1.99,1.76,0.10,true
446,SKU-000446,8476690220172,Potito de frutas Buenamesa,49,16,Buenamesa,ud,1.25,1.09,0.04,true
447,SKU-000447,8428814302110,Pan de molde integral Casa Robles,14,31,Casa Robles,ud,2.95,1.97,0.04,false
448,SKU-000448,8400014072819,Aceite de oliva virgen extra Tierra Nuestra 2L,19,32,Tierra Nuestra,L,6.75,6.20,0.10,true
449,SKU-000449,8464916705961,Agua con gas El Molinar pack 6,26,26,El Molinar,pack,3.25,2.57,0.21,true
450,SKU-000450,8474958483727,Rollo de cocina Selecta pack 12,39,31,Selecta,pack,3.99,3.25,0.21,true
451,SKU-000451,8415111330939,Pizza congelada Monteclaro 86,36,28,Monteclaro,ud,4.99,4.29,0.10,true
452,SKU-000452,8404452586525,Aceite de oliva virgen extra Los Almendros 2L,19,10,Los Almendros,L,7.95,6.99,0.10,true
453,SKU-000453,8460356836555,Alimento para pájaros Valdehermoso,53,28,Valdehermoso,ud,4.49,3.41,0.21,true
454,SKU-000454,8410066648115,Aceitunas rellenas Ribera Alta,23,14,Ribera Alta,ud,1.99,1.59,0.10,true
455,SKU-000455,8407477800720,Mayonesa La Almazara,20,43,La Almazara,ud,1.99,1.60,0.10,true
456,SKU-000456,8461907348534,Detergente líquido El Molinar,37,23,El Molinar,ud,8.99,6.75,0.21,true
457,SKU-000457,8490344678775,Aceite de oliva virgen extra Tierra Nuestra 1.5L,19,18,Tierra Nuestra,L,10.99,8.28,0.10,true
458,SKU-000458,8472443441016,Lavavajillas a mano Casa Robles,40,49,Casa Robles,ud,1.75,1.38,0.21,true
459,SKU-000459,8459605779224,Espuma de afeitar Campo Sur,45,20,Campo Sur,ud,2.99,2.52,0.21,true
460,SKU-000460,8473766566783,Vino rosado Navarra Los Almendros,29,50,Los Almendros,ud,7.99,6.57,0.21,true
461,SKU-000461,8462174805027,Piña en almíbar Puente Viejo,18,9,Puente Viejo,ud,1.95,1.54,0.10,true
462,SKU-000462,8438989506633,Vinagre de Jerez Vega Real,19,25,Vega Real,ud,2.49,2.13,0.10,true
463,SKU-000463,8458013439676,Gel infantil Valdehermoso 78,50,47,Valdehermoso,ud,4.25,3.37,0.04,true
464,SKU-000464,8454843108218,Compresas Ribera Alta pack 12,46,36,Ribera Alta,pack,2.50,2.01,0.21,true
465,SKU-000465,8440629677573,Pimentón dulce Valdehermoso,20,12,Valdehermoso,ud,1.99,1.69,0.10,true
466,SKU-000466,8412857684142,Vaso de cristal Tierra Nuestra 94,54,3,Tierra Nuestra,ud,2.95,1.56,0.21,true
467,SKU-000467,8400659424592,Pienso para gato Sabor de Antaño 1kg,52,3,Sabor de Antaño,kg,3.25,2.71,0.21,true
468,SKU-000468,8401155948087,Carne picada mixta Sabor de Antaño 1kg,11,39,Sabor de Antaño,kg,7.95,7.52,0.04,true
469,SKU-000469,8417266810977,Papel higiénico Selecta pack 4,39,21,Selecta,pack,4.50,3.88,0.21,true
