id,transaction_id,line_number,product_id,quantity,unit_price,discount_percent,vat_rate,line_total
1583,502,2,289,1.00,3.99,0.00,0.10,3.99
1584,503,1,446,1.00,1.25,0.00,0.04,1.25
1585,504,1,415,1.00,9.50,0.00,0.21,9.50
1586,504,2,438,1.00,5.49,0.00,0.21,5.49
1587,504,3,371,1.00,5.75,0.00,0.04,5.75
1588,505,1,127,3.00,6.99,0.00,0.10,20.97
1589,505,2,459,1.00,2.99,0.00,0.21,2.99
1590,505,3,424,1.00,1.95,0.00,0.10,1.95
1591,505,4,153,2.00,2.99,0.00,0.10,5.98
1592,505,5,398,1.21,3.99,0.00,0.21,4.83
1593,505,6,437,1.00,4.50,0.00,0.21,4.50
1594,506,1,504,2.00,2.49,0.00,0.10,4.98
1595,507,1,402,3.00,2.99,0.00,0.21,8.97
1596,508,1,553,1.00,7.99,0.00,0.04,7.99
1597,508,2,18,1.00,4.49,0.00,0.21,4.49
1598,508,3,479,1.00,3.75,0.00,0.10,3.75
1599,508,4,268,1.00,1.95,0.00,0.10,1.95
1600,508,5,19,1.00,8.99,0.00,0.21,8.99
1601,508,6,148,2.00,3.00,0.00,0.10,6.00
1602,508,7,167,1.61,19.95,0.00,0.04,32.12
1603,508,8,13,1.00,4.75,0.00,0.21,4.75
1604,508,9,428,3.00,12.99,0.00,0.21,38.97
1605,509,1,565,1.00,22.99,0.00,0.21,22.99
1606,509,2,83,2.00,4.99,0.00,0.21,9.98
1607,509,3,525,2.00,2.99,0.00,0.04,5.98
1608,509,4,422,3.00,11.75,0.00,0.21,35.25
1609,509,5,240,1.00,1.95,0.00,0.10,1.95
1610,510,1,518,1.00,2.95,0.00,0.04,2.95
1611,510,2,178,1.00,5.99,0.00,0.10,5.99
1612,510,3,555,1.00,1.99,0.00,0.04,1.99
1613,510,4,218,3.00,2.95,0.00,0.10,8.85
1614,510,5,332,1.00,1.99,0.00,0.10,1.99
1615,510,6,9,1.00,2.99,0.00,0.21,2.99
1616,510,7,39,1.00,5.99,0.00,0.21,5.99
1617,510,8,551,1.00,3.50,0.00,0.21,3.50
1618,510,9,553,1.00,7.99,0.00,0.04,7.99
1619,510,10,18,1.00,4.49,0.00,0.21,4.49
1620,511,1,547,2.00,5.95,0.00,0.04,11.90
1621,512,1,241,1.00,5.95,0.00,0.21,5.95
1622,513,1,423,3.00,2.99,0.00,0.21,8.97
1623,514,1,390,1.45,4.99,0.00,0.04,7.24
1624,514,2,399,2.00,1.99,0.00,0.10,3.98
1625,514,3,301,4.00,11.25,0.00,0.10,45.00
1626,514,4,17,3.00,2.49,0.00,0.10,7.47
1627,514,5,321,1.00,2.99,0.00,0.10,2.99
1628,514,6,186,2.00,4.25,0.00,0.21,8.50
1629,514,7,424,1.00,1.95,0.00,0.10,1.95
1630,514,8,514,1.63,1.99,0.00,0.04,3.24
1631,514,9,495,2.00,14.95,0.00,0.21,29.90
1632,515,1,328,2.00,2.99,0.00,0.04,5.98
1633,515,2,446,2.00,1.25,0.00,0.04,2.50
1634,515,3,123,6.00,2.50,0.00,0.10,15.00
1635,515,4,214,1.00,4.25,0.00,0.21,4.25
1636,516,1,34,2.00,2.99,0.00,0.21,5.98
1637,516,2,174,1.00,4.49,0.00,0.21,4.49
1638,516,3,482,1.00,4.50,0.00,0.04,4.50
1639,516,4,445,1.00,1.99,0.00,0.10,1.99
1640,516,5,68,1.00,3.49,0.00,0.21,3.49
1641,517,1,118,1.00,5.99,0.00,0.21,5.99
1642,517,2,143,1.59,9.95,0.00,0.04,15.82
1643,517,3,403,1.00,7.99,0.00,0.21,7.99
1644,517,4,469,1.00,4.50,0.00,0.21,4.50
1645,517,5,379,1.00,2.95,0.00,0.10,2.95
1646,518,1,450,1.00,3.99,0.00,0.21,3.99
1647,519,1,243,2.00,1.49,0.00,0.21,2.98
1648,519,2,381,1.31,4.00,0.00,0.04,5.24
1649,519,3,340,1.00,11.00,0.00,0.10,11.00
1650,519,4,434,1.00,3.50,0.00,0.04,3.50
1651,519,5,373,1.00,8.95,0.00,0.21,8.95
1652,520,1,544,1.00,3.99,0.00,0.21,3.99
1653,520,2,523,1.00,3.49,0.00,0.10,3.49
1654,520,3,154,1.99,3.49,0.00,0.21,6.95
1655,520,4,67,3.00,5.99,0.00,0.21,17.97
1656,520,5,211,0.36,3.00,0.00,0.21,1.08
1657,520,6,305,1.00,3.99,0.00,0.10,3.99
1658,521,1,595,4.00,2.49,0.00,0.10,9.96
1659,521,2,250,1.00,1.49,0.00,0.21,1.49
1660,522,1,327,1.00,1.49,0.00,0.10,1.49
1661,522,2,168,2.00,10.95,0.00,0.21,21.90
1662,522,3,117,2.00,2.99,0.00,0.21,5.98
1663,522,4,90,1.00,6.49,0.00,0.21,6.49
1664,522,5,291,1.00,0.99,0.00,0.21,0.99
1665,522,6,310,2.00,1.99,0.00,0.21,3.98
1666,522,7,11,1.00,4.95,0.00,0.21,4.95
1667,522,8,337,1.00,2.99,0.00,0.10,2.99
1668,522,9,514,0.70,1.99,0.00,0.04,1.39
1669,522,10,219,1.00,3.75,0.00,0.21,3.75
1670,523,1,230,1.00,7.99,0.00,0.21,7.99
1671,523,2,39,1.00,5.99,0.00,0.21,5.99
1672,523,3,351,1.00,5.99,0.00,0.21,5.99
1673,523,4,163,2.00,3.25,0.00,0.21,6.50
1674,523,5,535,2.00,4.50,0.00,0.10,9.00
1675,524,1,318,1.00,2.49,0.00,0.21,2.49
1676,524,2,480,1.00,22.50,0.00,0.21,22.50
1677,525,1,122,3.00,2.95,0.00,0.04,8.85
1678,525,2,55,1.00,5.49,0.00,0.04,5.49
1679,526,1,34,1.00,2.99,0.00,0.21,2.99
1680,526,2,67,2.00,5.99,0.00,0.21,11.98
1681,527,1,99,1.00,15.75,0.00,0.21,15.75
1682,527,2,159,2.00,24.99,0.00,0.21,49.98
1683,527,3,473,1.00,1.25,0.00,0.10,1.25
1684,527,4,497,1.00,1.99,0.00,0.10,1.99
1685,527,5,76,3.00,1.99,0.00,0.04,5.97
1686,527,6,573,1.00,2.00,30.00,0.10,1.40
1687,527,7,77,1.00,1.00,0.00,0.10,1.00
1688,527,8,583,1.00,2.99,0.00,0.21,2.99
1689,527,9,491,1.00,5.99,0.00,0.10,5.99
1690,528,1,54,1.00,5.50,0.00,0.21,5.50
1691,529,1,373,1.00,8.95,0.00,0.21,8.95
1692,529,2,579,1.00,2.49,0.00,0.10,2.49
1693,530,1,587,3.00,3.99,0.00,0.21,11.97
1694,530,2,591,1.00,2.49,0.00,0.21,2.49
1695,530,3,564,1.00,16.95,0.00,0.04,16.95
1696,530,4,62,1.00,5.99,0.00,0.21,5.99
1697,531,1,321,2.00,2.99,0.00,0.10,5.98
1698,532,1,420,1.56,13.99,0.00,0.04,21.82
1699,533,1,415,1.00,9.50,0.00,0.21,9.50
1700,533,2,147,2.00,0.99,0.00,0.10,1.98
1701,534,1,594,1.68,10.99,0.00,0.04,18.46
1702,534,2,6,1.00,6.99,0.00,0.21,6.99
1703,535,1,541,1.00,5.95,0.00,0.21,5.95
1704,536,1,247,1.00,3.99,20.00,0.04,3.19
1705,537,1,419,1.00,8.99,0.00,0.21,8.99
1706,537,2,125,1.12,2.00,0.00,0.10,2.24
1707,537,3,302,2.00,1.99,0.00,0.10,3.98
1708,537,4,79,1.00,1.49,0.00,0.10,1.49
1709,538,1,115,1.00,6.99,0.00,0.21,6.99
1710,538,2,282,1.00,1.75,0.00,0.10,1.75
1711,539,1,444,2.00,3.99,0.00,0.21,7.98
1712,540,1,174,3.00,4.49,0.00,0.21,13.47
1713,540,2,204,3.00,8.49,0.00,0.21,25.47
1714,540,3,570,1.00,1.99,0.00,0.10,1.99
1715,540,4,100,3.00,3.00,0.00,0.21,9.00
1716,540,5,455,1.00,1.99,0.00,0.10,1.99
1717,540,6,335,1.00,2.50,0.00,0.21,2.50
1718,540,7,277,3.00,4.99,0.00,0.10,14.97
1719,540,8,133,1.00,1.99,0.00,0.21,1.99
1720,540,9,571,6.00,11.99,0.00,0.21,71.94
1721,541,1,153,1.00,2.99,0.00,0.10,2.99
1722,541,2,300,1.00,2.99,0.00,0.21,2.99
1723,541,3,149,2.00,3.99,0.00,0.10,7.98
1724,541,4,514,0.59,1.99,0.00,0.04,1.17
1725,542,1,550,1.00,3.95,0.00,0.04,3.95
1726,542,2,44,2.00,3.99,0.00,0.21,7.98
1727,543,1,459,1.00,2.99,0.00,0.21,2.99
1728,543,2,228,1.00,2.50,0.00,0.21,2.50
1729,543,3,326,1.00,4.95,0.00,0.21,4.95
1730,544,1,306,1.00,8.95,0.00,0.04,8.95
1731,545,1,129,1.00,2.99,0.00,0.10,2.99
1732,545,2,109,2.00,0.99,0.00,0.04,1.98
1733,545,3,514,1.88,1.99,0.00,0.04,3.74
1734,545,4,220,2.17,3.00,0.00,0.21,6.51
1735,545,5,115,3.00,6.99,0.00,0.21,20.97
1736,545,6,479,2.00,3.75,0.00,0.10,7.50
1737,545,7,557,2.00,4.99,0.00,0.10,9.98
1738,545,8,255,1.00,16.99,0.00,0.21,16.99
1739,545,9,465,1.00,1.99,0.00,0.10,1.99
1740,545,10,355,3.00,3.75,0.00,0.10,11.25
1741,546,1,414,1.00,4.00,0.00,0.10,4.00
1742,546,2,560,2.00,7.95,0.00,0.21,15.90
1743,546,3,364,1.00,5.00,0.00,0.04,5.00
1744,546,4,93,1.36,13.99,0.00,0.04,19.03
1745,546,5,496,1.00,3.50,0.00,0.10,3.50
1746,546,6,184,3.00,7.99,0.00,0.21,23.97
1747,546,7,377,1.00,2.99,0.00,0.21,2.99
1748,546,8,506,2.00,2.99,0.00,0.21,5.98
1749,547,1,391,1.00,2.99,0.00,0.04,2.99
1750,547,2,532,1.00,2.95,0.00,0.21,2.95
1751,548,1,140,1.00,2.99,0.00,0.21,2.99
1752,548,2,192,1.00,14.99,0.00,0.04,14.99
1753,548,3,417,1.00,1.99,0.00,0.21,1.99
1754,548,4,290,1.00,4.95,0.00,0.21,4.95
1755,548,5,304,1.00,4.95,0.00,0.21,4.95
1756,548,6,184,1.00,7.99,0.00,0.21,7.99
1757,548,7,159,2.00,24.99,0.00,0.21,49.98
1758,548,8,326,1.00,4.95,0.00,0.21,4.95
1759,548,9,442,0.28,3.00,0.00,0.21,0.84
1760,548,10,447,1.00,2.95,0.00,0.04,2.95
1761,549,1,455,1.00,1.99,0.00,0.10,1.99
1762,549,2,333,2.00,8.95,0.00,0.21,17.90
1763,549,3,37,2.00,5.99,0.00,0.21,11.98
1764,549,4,264,4.00,1.99,0.00,0.10,7.96
1765,549,5,432,0.29,10.75,0.00,0.04,3.12
1766,549,6,568,1.00,2.99,0.00,0.04,2.99
1767,549,7,209,1.00,6.75,0.00,0.21,6.75
1768,549,8,376,1.00,5.99,0.00,0.10,5.99
1769,549,9,111,2.00,6.99,0.00,0.10,13.98
1770,549,10,45,1.00,4.99,0.00,0.21,4.99
1771,549,11,267,1.16,1.95,0.00,0.04,2.26
1772,550,1,440,1.81,1.99,0.00,0.10,3.60
1773,551,1,474,1.00,2.99,0.00,0.21,2.99
1774,551,2,259,3.00,2.95,0.00,0.04,8.85
1775,551,3,246,1.00,4.50,0.00,0.10,4.50
1776,551,4,139,1.00,2.99,0.00,0.04,2.99
1777,551,5,322,1.00,4.49,0.00,0.21,4.49
1778,551,6,427,1.00,6.95,0.00,0.21,6.95
1779,552,1,115,1.00,6.99,0.00,0.21,6.99
1780,552,2,445,3.00,1.99,0.00,0.10,5.97
1781,553,1,422,1.00,11.75,0.00,0.21,11.75
1782,554,1,68,2.00,3.49,0.00,0.21,6.98
1783,554,2,42,1.00,14.99,0.00,0.21,14.99
1784,554,3,569,1.00,2.95,0.00,0.21,2.95
1785,554,4,126,2.25,2.50,0.00,0.21,5.62
1786,554,5,31,1.76,1.99,0.00,0.04,3.50
1787,554,6,423,1.00,2.99,0.00,0.21,2.99
1788,554,7,402,1.00,2.99,0.00,0.21,2.99
1789,554,8,13,2.00,4.75,0.00,0.21,9.50
1790,554,9,327,1.00,1.49,0.00,0.10,1.49
1791,554,10,483,1.00,2.99,0.00,0.10,2.99
1792,555,1,518,1.00,2.95,0.00,0.04,2.95
1793,556,1,462,2.00,2.49,0.00,0.10,4.98
1794,557,1,185,1.00,2.99,0.00,0.10,2.99
1795,557,2,29,2.00,3.50,0.00,0.21,7.00
1796,558,1,254,1.00,1.50,0.00,0.10,1.50
1797,559,1,503,1.00,3.99,0.00,0.10,3.99
1798,559,2,149,2.00,3.99,0.00,0.10,7.98
1799,559,3,513,1.00,0.99,0.00,0.04,0.99
1800,559,4,377,1.00,2.99,0.00,0.21,2.99
1801,559,5,70,1.00,3.50,0.00,0.21,3.50
1802,559,6,13,1.00,4.75,0.00,0.21,4.75
1803,559,7,578,1.00,1.99,0.00,0.10,1.99
1804,559,8,519,1.00,2.95,0.00,0.10,2.95
1805,559,9,509,1.00,2.99,0.00,0.04,2.99
1806,559,10,470,1.00,6.25,0.00,0.21,6.25
1807,559,11,565,1.00,22.99,0.00,0.21,22.99
1808,559,12,556,6.00,2.95,0.00,0.10,17.70
1809,559,13,1,1.00,12.99,0.00,0.21,12.99
1810,559,14,445,1.00,1.99,0.00,0.10,1.99
1811,560,1,542,2.00,9.99,0.00,0.21,19.98
1812,560,2,600,1.00,2.00,0.00,0.21,2.00
1813,560,3,245,1.00,3.95,0.00,0.21,3.95
1814,561,1,477,1.00,5.00,0.00,0.21,5.00
1815,561,2,591,3.00,2.49,0.00,0.21,7.47
1816,562,1,245,2.00,3.95,0.00,0.21,7.90
1817,562,2,72,2.00,4.95,0.00,0.21,9.90
1818,562,3,451,3.00,4.99,0.00,0.10,14.97
1819,562,4,417,1.00,1.99,0.00,0.21,1.99
1820,563,1,528,2.00,2.99,0.00,0.10,5.98
1821,564,1,256,1.00,21.50,0.00,0.21,21.50
1822,564,2,469,3.00,4.50,0.00,0.21,13.50
1823,564,3,542,1.00,9.99,0.00,0.21,9.99
1824,564,4,512,2.00,2.49,0.00,0.04,4.98
1825,564,5,270,1.00,1.99,0.00,0.10,1.99
1826,565,1,521,2.00,5.99,0.00,0.21,11.98
1827,565,2,345,1.00,7.50,0.00,0.21,7.50
1828,565,3,107,1.00,5.99,0.00,0.21,5.99
1829,566,1,136,1.00,7.95,0.00,0.21,7.95
1830,566,2,280,2.00,1.75,0.00,0.10,3.50
1831,567,1,91,2.01,3.49,0.00,0.21,7.01
1832,567,2,455,1.00,1.99,0.00,0.10,1.99
1833,567,3,559,1.00,4.99,0.00,0.10,4.99
1834,568,1,17,1.00,2.49,0.00,0.10,2.49
1835,568,2,32,2.00,3.50,0.00,0.21,7.00
1836,568,3,591,1.00,2.49,0.00,0.21,2.49
1837,568,4,48,2.00,1.95,0.00,0.21,3.90
1838,568,5,569,2.00,2.95,0.00,0.21,5.90
1839,568,6,571,1.00,11.99,0.00,0.21,11.99
1840,569,1,45,1.00,4.99,0.00,0.21,4.99
1841,569,2,592,1.00,1.50,0.00,0.04,1.50
1842,570,1,134,1.00,3.49,0.00,0.10,3.49
1843,570,2,446,1.00,1.25,0.00,0.04,1.25
1844,571,1,32,1.00,3.50,0.00,0.21,3.50
1845,572,1,421,1.00,10.49,0.00,0.04,10.49
1846,573,1,572,1.00,2.49,0.00,0.21,2.49
1847,573,2,558,1.00,2.49,0.00,0.10,2.49
1848,574,1,249,2.00,3.99,0.00,0.21,7.98
1849,574,2,5,0.84,0.99,0.00,0.10,0.83
1850,574,3,123,1.00,2.50,0.00,0.10,2.50
1851,575,1,212,2.00,17.99,0.00,0.04,35.98
1852,576,1,233,2.00,5.99,0.00,0.21,11.98
1853,577,1,159,1.00,24.99,0.00,0.21,24.99
1854,577,2,468,0.75,7.95,0.00,0.04,5.96
1855,578,1,5,0.88,0.99,0.00,0.10,0.87
1856,578,2,407,2.00,4.95,0.00,0.21,9.90
1857,578,3,358,6.00,2.95,0.00,0.21,17.70
1858,579,1,10,3.00,2.99,0.00,0.10,8.97
1859,579,2,273,1.80,4.99,0.00,0.21,8.98
1860,579,3,3,1.00,2.95,0.00,0.10,2.95
1861,580,1,192,1.00,14.99,0.00,0.04,14.99
1862,581,1,585,1.49,1.95,0.00,0.21,2.91
1863,581,2,282,2.00,1.75,0.00,0.10,3.50
1864,581,3,421,1.00,10.49,0.00,0.04,10.49
1865,581,4,96,2.00,1.99,0.00,0.21,3.98
1866,582,1,327,2.00,1.49,0.00,0.10,2.98
1867,582,2,479,1.00,3.75,0.00,0.10,3.75
1868,582,3,559,2.00,4.99,0.00,0.10,9.98
1869,582,4,131,1.00,10.99,0.00,0.21,10.99
1870,582,5,194,3.00,2.95,0.00,0.10,8.85
1871,582,6,184,1.00,7.99,0.00,0.21,7.99
1872,582,7,465,3.00,1.99,0.00,0.10,5.97
1873,582,8,280,1.00,1.75,0.00,0.10,1.75
1874,582,9,508,6.00,10.99,0.00,0.21,65.94
1875,582,10,73,1.60,0.99,0.00,0.10,1.58
1876,582,11,324,3.00,2.95,0.00,0.04,8.85
1877,582,12,476,1.00,6.99,0.00,0.21,6.99
1878,582,13,202,1.00,4.50,0.00,0.21,4.50
1879,582,14,582,1.00,22.99,0.00,0.21,22.99
1880,582,15,297,1.00,10.95,0.00,0.21,10.95
1881,583,1,170,1.00,7.99,0.00,0.21,7.99
1882,583,2,26,1.00,1.99,0.00,0.21,1.99
1883,583,3,312,3.00,10.99,0.00,0.04,32.97
1884,584,1,488,1.00,2.49,0.00,0.21,2.49
1885,585,1,425,1.00,3.99,0.00,0.21,3.99
1886,585,2,235,2.00,2.49,0.00,0.04,4.98
1887,585,3,142,1.56,4.49,0.00,0.04,7.00
1888,586,1,155,3.00,2.99,0.00,0.21,8.97
1889,586,2,122,2.00,2.95,0.00,0.04,5.90
1890,586,3,315,6.00,1.99,0.00,0.10,11.94
1891,586,4,578,1.00,1.99,0.00,0.10,1.99
1892,586,5,377,1.00,2.99,0.00,0.21,2.99
1893,587,1,321,2.00,2.99,0.00,0.10,5.98
1894,587,2,266,2.00,11.49,0.00,0.10,22.98
1895,588,1,561,1.93,4.00,0.00,0.21,7.72
1896,588,2,94,1.00,2.99,0.00,0.21,2.99
1897,588,3,71,1.00,2.99,0.00,0.10,2.99
1898,588,4,457,1.00,10.99,0.00,0.10,10.99
1899,589,1,1,1.00,12.99,0.00,0.21,12.99
1900,590,1,46,0.55,15.99,0.00,0.04,8.79
1901,590,2,373,3.00,8.95,0.00,0.21,26.85
1902,590,3,333,1.00,8.95,0.00,0.21,8.95
1903,590,4,540,1.00,8.99,0.00,0.21,8.99
1904,591,1,28,3.00,6.99,0.00,0.21,20.97
1905,591,2,344,3.00,11.99,0.00,0.10,35.97
1906,592,1,152,4.00,2.49,0.00,0.10,9.96
1907,593,1,241,3.00,5.95,0.00,0.21,17.85
1908,594,1,448,1.00,6.75,0.00,0.10,6.75
1909,594,2,144,1.00,2.95,0.00,0.21,2.95
1910,594,3,374,1.00,2.00,0.00,0.10,2.00
1911,594,4,131,1.00,10.99,0.00,0.21,10.99
1912,594,5,20,0.96,1.99,0.00,0.04,1.91
1913,595,1,552,1.00,2.50,0.00,0.04,2.50
1914,596,1,214,1.00,4.25,0.00,0.21,4.25
1915,597,1,577,2.00,2.50,0.00,0.21,5.00
1916,597,2,355,1.00,3.75,0.00,0.10,3.75
1917,598,1,494,1.00,10.25,0.00,0.21,10.25
1918,598,2,28,1.00,6.99,0.00,0.21,6.99
1919,598,3,131,1.00,10.99,0.00,0.21,10.99
1920,599,1,55,1.00,5.49,0.00,0.04,5.49
1921,600,1,235,1.00,2.49,0.00,0.04,2.49
1922,600,2,357,1.00,1.95,0.00,0.10,1.95
1923,600,3,162,1.00,1.49,0.00,0.10,1.49
1924,600,4,124,1.00,3.99,0.00,0.04,3.99
1925,601,1,591,1.00,2.49,0.00,0.21,2.49
1926,602,1,28,6.00,6.99,0.00,0.21,41.94
1927,602,2,306,2.00,8.95,0.00,0.04,17.90
1928,602,3,272,2.00,2.95,0.00,0.21,5.90
1929,602,4,463,1.00,4.25,0.00,0.04,4.25
1930,602,5,502,1.00,9.00,0.00,0.10,9.00
1931,602,6,219,1.00,3.75,0.00,0.21,3.75
1932,602,7,266,1.00,11.49,0.00,0.10,11.49
1933,603,1,357,2.00,1.95,0.00,0.10,3.90
1934,604,1,584,2.00,19.95,0.00,0.21,39.90
1935,605,1,123,1.00,2.50,0.00,0.10,2.50
1936,605,2,210,1.00,4.99,0.00,0.21,4.99
1937,605,3,307,1.00,5.25,0.00,0.10,5.25
1938,605,4,310,1.00,1.99,0.00,0.21,1.99
1939,605,5,550,1.00,3.95,0.00,0.04,3.95
1940,605,6,392,0.90,1.49,0.00,0.04,1.34
1941,606,1,500,2.00,1.95,0.00,0.10,3.90
1942,606,2,361,0.69,2.49,0.00,0.04,1.72
1943,607,1,332,1.00,1.99,0.00,0.10,1.99
1944,607,2,122,2.00,2.95,0.00,0.04,5.90
1945,607,3,187,1.00,2.99,0.00,0.10,2.99
1946,607,4,43,1.00,1.95,0.00,0.10,1.95
1947,607,5,285,1.00,9.99,0.00,0.21,9.99
1948,607,6,54,2.00,5.50,0.00,0.21,11.00
1949,608,1,340,2.00,11.00,0.00,0.10,22.00
1950,608,2,219,1.00,3.75,0.00,0.21,3.75
1951,608,3,563,1.00,7.95,0.00,0.21,7.95
1952,608,4,199,1.00,3.75,0.00,0.21,3.75
1953,608,5,575,1.00,8.99,0.00,0.21,8.99
1954,608,6,60,1.00,1.99,0.00,0.21,1.99
1955,608,7,216,3.00,2.95,0.00,0.21,8.85
1956,608,8,72,2.00,4.95,0.00,0.21,9.90
1957,608,9,381,0.40,4.00,0.00,0.04,1.60
1958,608,10,524,0.57,2.99,0.00,0.21,1.70
1959,609,1,108,1.00,3.95,0.00,0.21,3.95
1960,610,1,423,1.00,2.99,0.00,0.21,2.99
1961,611,1,348,2.00,3.00,0.00,0.21,6.00
1962,611,2,386,1.00,9.95,0.00,0.21,9.95
1963,611,3,50,1.00,2.25,0.00,0.21,2.25
1964,612,1,547,2.00,5.95,0.00,0.04,11.90
1965,612,2,84,0.55,11.95,0.00,0.04,6.57
1966,612,3,195,1.00,5.99,0.00,0.21,5.99
1967,612,4,240,2.00,1.95,0.00,0.10,3.90
1968,612,5,533,1.00,6.75,0.00,0.21,6.75
1969,612,6,446,1.00,1.25,0.00,0.04,1.25
1970,612,7,112,1.00,3.99,0.00,0.10,3.99
1971,612,8,44,1.00,3.99,0.00,0.21,3.99
1972,612,9,285,1.00,9.99,0.00,0.21,9.99
1973,612,10,480,3.00,22.50,0.00,0.21,67.50
1974,612,11,540,3.00,8.99,0.00,0.21,26.97
1975,613,1,233,1.00,5.99,0.00,0.21,5.99
1976,613,2,192,3.00,14.99,0.00,0.04,44.97
1977,613,3,541,1.00,5.95,0.00,0.21,5.95
1978,614,1,197,1.94,5.95,0.00,0.21,11.54
1979,615,1,182,3.00,2.75,0.00,0.04,8.25
1980,615,2,279,4.00,7.99,0.00,0.21,31.96
1981,616,1,467,0.86,3.25,0.00,0.21,2.80
1982,616,2,394,2.00,7.99,0.00,0.21,15.98
1983,616,3,303,1.24,2.25,0.00,0.10,2.79
1984,617,1,451,3.00,4.99,0.00,0.10,14.97
1985,617,2,38,1.20,3.99,0.00,0.21,4.79
1986,617,3,271,1.06,1.99,0.00,0.04,2.11
1987,617,4,568,1.00,2.99,0.00,0.04,2.99
1988,617,5,466,1.00,2.95,0.00,0.21,2.95
1989,618,1,190,1.00,3.95,0.00,0.21,3.95
1990,618,2,26,1.00,1.99,0.00,0.21,1.99
1991,618,3,525,1.00,2.99,0.00,0.04,2.99
1992,618,4,353,1.00,1.99,0.00,0.10,1.99
1993,618,5,262,2.00,12.99,0.00,0.04,25.98
1994,618,6,155,1.00,2.99,0.00,0.21,2.99
1995,618,7,504,2.00,2.49,0.00,0.10,4.98
1996,618,8,359,1.00,3.99,0.00,0.04,3.99
1997,618,9,557,4.00,4.99,0.00,0.10,19.96
1998,618,10,355,1.00,3.75,0.00,0.10,3.75
1999,618,11,72,1.00,4.95,0.00,0.21,4.95
2000,618,12,388,0.69,1.99,0.00,0.10,1.37
2001,618,13,507,1.00,8.95,0.00,0.21,8.95
2002,619,1,550,3.00,3.95,0.00,0.04,11.85
2003,620,1,237,1.00,14.95,0.00,0.04,14.95
2004,621,1,94,2.00,2.99,0.00,0.21,5.98
2005,622,1,517,0.88,3.99,0.00,0.21,3.51
2006,622,2,214,1.00,4.25,0.00,0.21,4.25
2007,623,1,571,3.00,11.99,0.00,0.21,35.97
2008,624,1,22,1.00,8.49,0.00,0.21,8.49
2009,624,2,155,3.00,2.99,0.00,0.21,8.97
2010,625,1,251,1.00,3.95,0.00,0.21,3.95
2011,626,1,371,1.00,5.75,0.00,0.04,5.75
2012,626,2,247,1.00,3.99,0.00,0.04,3.99
2013,626,3,142,0.75,4.49,0.00,0.04,3.37
2014,627,1,580,1.00,6.50,0.00,0.10,6.50
2015,627,2,319,1.00,2.50,0.00,0.10,2.50
2016,627,3,141,2.00,4.50,0.00,0.10,9.00
2017,627,4,514,0.71,1.99,0.00,0.04,1.41
2018,628,1,204,1.00,8.49,0.00,0.21,8.49
2019,628,2,28,2.00,6.99,0.00,0.21,13.98
2020,629,1,560,1.00,7.95,0.00,0.21,7.95
2021,629,2,58,6.00,2.99,0.00,0.21,17.94
2022,629,3,462,1.00,2.49,0.00,0.10,2.49
2023,629,4,219,1.00,3.75,0.00,0.21,3.75
2024,629,5,465,1.00,1.99,0.00,0.10,1.99
2025,629,6,513,1.00,0.99,0.00,0.04,0.99
2026,629,7,115,2.00,6.99,0.00,0.21,13.98
2027,629,8,484,2.00,1.99,0.00,0.04,3.98
2028,630,1,166,2.00,8.25,0.00,0.21,16.50
2029,630,2,281,2.00,2.00,0.00,0.21,4.00
2030,630,3,15,1.00,7.75,0.00,0.21,7.75
2031,630,4,172,2.00,14.50,0.00,0.21,29.00
2032,631,1,336,3.00,0.99,0.00,0.10,2.97
2033,632,1,597,1.00,3.75,0.00,0.21,3.75
2034,632,2,354,1.00,3.49,0.00,0.21,3.49
2035,632,3,233,1.00,5.99,0.00,0.21,5.99
2036,632,4,111,1.00,6.99,0.00,0.10,6.99
2037,632,5,464,2.00,2.50,0.00,0.21,5.00
2038,632,6,1,1.00,12.99,0.00,0.21,12.99
2039,633,1,350,1.00,1.99,0.00,0.10,1.99
2040,634,1,460,1.00,7.99,0.00,0.21,7.99
2041,635,1,312,1.00,10.99,0.00,0.04,10.99
2042,635,2,165,1.00,3.99,0.00,0.04,3.99
2043,636,1,234,1.00,4.00,0.00,0.10,4.00
2044,637,1,57,3.00,18.00,0.00,0.21,54.00
2045,637,2,431,1.00,2.49,0.00,0.21,2.49
2046,637,3,470,1.00,6.25,0.00,0.21,6.25
2047,638,1,462,1.00,2.49,0.00,0.10,2.49
2048,638,2,600,3.00,2.00,0.00,0.21,6.00
2049,639,1,206,1.00,2.99,0.00,0.21,2.99
2050,639,2,105,1.00,6.99,0.00,0.21,6.99
2051,639,3,236,2.00,2.99,0.00,0.21,5.98
2052,639,4,72,1.00,4.95,0.00,0.21,4.95
2053,640,1,458,1.00,1.75,0.00,0.21,1.75
2054,641,1,108,1.00,3.95,0.00,0.21,3.95
2055,642,1,482,1.00,4.50,0.00,0.04,4.50
2056,643,1,156,1.00,6.99,0.00,0.21,6.99
2057,643,2,593,1.00,4.25,0.00,0.21,4.25
2058,643,3,543,1.00,1.99,0.00,0.21,1.99
2059,644,1,407,2.00,4.95,0.00,0.21,9.90
2060,645,1,228,2.00,2.50,0.00,0.21,5.00
2061,645,2,282,2.00,1.75,0.00,0.10,3.50
2062,645,3,578,1.00,1.99,0.00,0.10,1.99
2063,645,4,129,1.00,2.99,0.00,0.10,2.99
