id,store_id,product_id,quantity_on_hand,reorder_level,last_restocked_at
820,4,58,18,10,2025-05-31
821,4,60,12,10,2025-06-28
822,4,61,52,25,2025-06-27
823,4,65,0,30,2025-06-30
824,4,67,54,20,2025-05-23
825,4,68,43,15,2025-05-23
826,4,74,52,30,2025-05-18
827,4,78,38,12,2025-05-29
828,4,79,59,20,2025-06-05
829,4,80,23,20,2025-06-26
830,4,81,84,30,2025-06-28
831,4,82,19,10,2025-06-16
832,4,83,39,20,2025-05-28
833,4,84,12,8,2025-06-28
834,4,85,48,30,2025-06-23
835,4,86,19,12,2025-06-13
836,4,87,94,25,2025-06-17
837,4,88,31,10,2025-06-17
838,4,91,32,10,2025-05-30
839,4,93,26,20,2025-06-28
840,4,94,18,8,2025-06-24
841,4,95,72,25,2025-06-05
842,4,97,19,8,2025-06-06
843,4,98,60,25,2025-06-01
844,4,99,52,25,2025-05-23
845,4,100,43,25,2025-06-04
846,4,101,15,10,2025-06-27
847,4,102,87,20,2025-06-28
848,4,104,28,12,2025-06-29
849,4,105,34,20,2025-05-25
850,4,106,12,25,2025-06-07
851,4,107,24,8,2025-06-29
852,4,108,53,30,2025-06-19
853,4,109,20,12,2025-06-27
854,4,110,53,25,2025-06-02
855,4,111,61,25,2025-06-27
856,4,112,13,8,2025-05-16
857,4,114,28,20,2025-06-29
858,4,115,77,25,2025-05-18
859,4,116,40,15,2025-06-30
860,4,117,19,12,2025-06-23
861,4,119,79,20,2025-06-19
862,4,121,14,8,2025-06-27
863,4,122,22,8,2025-06-28
864,4,123,13,10,2025-06-06
865,4,124,36,20,2025-06-27
866,4,125,126,25,2025-06-29
867,4,126,13,12,2025-06-06
868,4,130,38,15,2025-06-14
869,4,131,25,25,2025-05-16
870,4,134,59,20,2025-05-29
871,4,135,19,12,2025-06-24
872,4,136,21,15,2025-05-23
873,4,137,25,15,2025-06-12
874,4,138,69,25,2025-06-21
875,4,139,53,30,2025-06-28
876,4,142,34,15,2025-06-30
877,4,145,19,8,2025-06-23
878,4,146,15,8,2025-05-17
879,4,151,21,15,2025-06-28
880,4,153,11,8,2025-06-23
881,4,154,81,30,2025-05-18
882,4,157,58,30,2025-06-11
883,4,158,35,15,2025-06-16
884,4,159,30,8,2025-06-19
885,4,162,39,20,2025-06-25
886,4,163,30,20,2025-06-09
887,4,164,76,20,2025-06-20
888,4,165,82,25,2025-06-30
889,4,166,37,20,2025-06-12
890,4,169,70,30,2025-06-27
891,4,170,56,25,2025-05-16
892,4,171,25,12,2025-05-21
893,4,172,25,8,2025-05-20
894,4,173,20,12,2025-06-28
895,4,174,53,12,2025-06-18
896,4,175,91,25,2025-06-18
897,4,176,24,10,2025-05-18
898,4,183,24,12,2025-06-28
899,4,185,37,20,2025-05-23
900,4,188,0,25,2025-05-27
901,4,195,45,20,2025-05-17
902,4,196,28,8,2025-06-28
903,4,197,72,25,2025-05-26
904,4,198,69,20,2025-05-27
905,4,199,33,12,2025-06-04
906,4,201,29,15,2025-06-28
907,4,203,42,15,2025-06-27
908,4,204,18,8,2025-06-15
909,4,205,22,12,2025-05-27
910,4,206,28,12,2025-05-23
911,4,207,76,30,2025-05-23
912,4,208,55,25,2025-05-27
913,4,209,23,10,2025-05-27
914,4,210,68,25,2025-06-13
915,4,211,19,8,2025-05-25
916,4,212,0,20,2025-06-27
917,4,215,14,8,2025-06-28
918,4,216,125,30,2025-06-20
919,4,217,69,20,2025-05-29
920,4,219,25,10,2025-05-16
921,4,220,17,8,2025-05-29
922,4,221,19,15,2025-06-30
923,4,224,17,10,2025-06-30
924,4,226,26,12,2025-06-16
925,4,228,51,30,2025-06-22
926,4,229,55,20,2025-05-28
927,4,230,31,20,2025-05-31
928,4,231,25,8,2025-06-29
929,4,232,30,8,2025-06-25
930,4,234,43,25,2025-06-18
931,4,236,37,12,2025-06-26
932,4,239,32,20,2025-05-21
933,4,241,36,30,2025-06-09
934,4,243,25,8,2025-06-09
935,4,244,75,30,2025-06-27
936,4,245,85,30,2025-05-31
937,4,246,20,12,2025-06-20
938,4,251,20,8,2025-06-24
939,4,252,23,8,2025-05-29
940,4,253,8,10,2025-06-27
941,4,254,51,20,2025-06-06
942,4,256,72,25,2025-05-18
943,4,257,93,30,2025-06-13
944,4,259,66,30,2025-06-30
945,4,261,46,25,2025-05-24
946,4,263,10,8,2025-06-28
947,4,264,37,15,2025-06-06
948,4,266,73,25,2025-06-11
949,4,268,45,20,2025-06-26
950,4,269,32,12,2025-06-30
951,4,273,34,12,2025-06-01
952,4,274,29,12,2025-06-28
953,4,275,42,30,2025-06-27
954,4,278,40,30,2025-06-28
955,4,279,9,12,2025-06-12
956,4,280,16,10,2025-06-30
957,4,282,31,15,2025-05-27
958,4,283,105,30,2025-05-26
959,4,284,16,8,2025-06-30
960,4,285,42,12,2025-06-02
961,4,286,0,8,2025-06-10
962,4,289,18,15,2025-05-18
963,4,291,18,8,2025-05-22
964,4,292,5,15,2025-06-14
965,4,293,13,8,2025-06-30
966,4,294,67,30,2025-06-28
967,4,297,26,15,2025-06-24
968,4,301,39,15,2025-06-08
969,4,302,93,30,2025-05-21
970,4,303,42,15,2025-05-20
971,4,306,95,30,2025-06-27
972,4,309,67,20,2025-06-02
973,4,311,14,10,2025-06-26
974,4,312,93,25,2025-06-30
975,4,314,102,25,2025-06-29
976,4,317,39,15,2025-06-12
977,4,318,0,30,2025-06-20
978,4,321,79,25,2025-06-13
979,4,322,26,12,2025-06-01
980,4,325,40,20,2025-06-04
981,4,326,82,25,2025-05-31
982,4,328,68,25,2025-06-29
983,4,330,103,30,2025-06-30
984,4,331,16,10,2025-06-29
985,4,332,33,20,2025-05-20
986,4,333,92,25,2025-06-13
987,4,334,77,25,2025-06-28
988,4,335,15,10,2025-06-09
989,4,336,17,8,2025-05-20
990,4,337,46,20,2025-05-27
991,4,339,75,30,2025-06-21
992,4,340,32,15,2025-06-04
993,4,341,88,25,2025-06-07
994,4,342,75,30,2025-05-17
995,4,344,36,8,2025-06-23
996,4,346,75,30,2025-06-11
997,4,349,24,10,2025-06-30
998,4,351,51,15,2025-05-22
999,4,355,95,30,2025-06-15
1000,4,356,39,30,2025-06-08
1001,4,357,32,25,2025-06-16
1002,4,360,16,15,2025-05-30
1003,4,361,25,10,2025-06-27
1004,4,362,30,20,2025-05-16
1005,4,364,43,15,2025-06-30
1006,4,365,18,12,2025-05-28
1007,4,370,79,30,2025-06-24
1008,4,372,24,10,2025-06-15
1009,4,374,48,15,2025-06-21
1010,4,375,0,25,2025-06-29
1011,4,377,32,20,2025-05-21
1012,4,378,69,30,2025-06-13
1013,4,379,39,12,2025-06-18
1014,4,381,56,15,2025-06-29
1015,4,385,44,25,2025-06-21
1016,4,386,41,12,2025-05-28
1017,4,388,69,25,2025-06-02
1018,4,389,36,15,2025-06-27
1019,4,391,45,15,2025-06-30
1020,4,394,0,15,2025-05-28
1021,4,395,0,8,2025-06-03
1022,4,396,42,15,2025-06-22
1023,4,397,17,8,2025-05-22
1024,4,399,43,12,2025-05-24
1025,4,400,80,25,2025-06-05
1026,4,401,20,10,2025-06-23
1027,4,403,113,30,2025-06-22
1028,4,405,21,8,2025-06-10
1029,4,410,53,30,2025-05-17
1030,4,411,16,10,2025-06-05
1031,4,413,57,25,2025-05-26
1032,4,417,17,15,2025-06-18
1033,4,418,28,15,2025-05-31
1034,4,419,32,10,2025-06-05
1035,4,420,48,25,2025-06-29
1036,4,422,43,20,2025-05-16
1037,4,423,56,30,2025-06-23
1038,4,425,22,10,2025-06-13
1039,4,426,26,10,2025-06-17
1040,4,427,12,8,2025-05-29
1041,4,428,64,20,2025-05-16
1042,4,429,12,8,2025-06-07
1043,4,430,47,20,2025-06-15
1044,4,434,0,30,2025-06-29
1045,4,436,39,12,2025-06-29
1046,4,437,3,8,2025-05-31
1047,4,438,11,8,2025-06-29
1048,4,439,12,12,2025-05-25
1049,4,441,16,10,2025-05-25
1050,4,445,19,10,2025-06-03
1051,4,448,52,25,2025-05-24
1052,4,449,33,12,2025-06-10
1053,4,450,0,12,2025-05-29
1054,4,451,38,15,2025-06-11
1055,4,453,80,30,2025-06-13
1056,4,454,24,10,2025-06-07
1057,4,455,54,25,2025-06-11
1058,4,456,39,20,2025-05-20
1059,4,459,18,8,2025-05-23
1060,4,460,21,10,2025-06-17
1061,4,462,31,12,2025-06-29
1062,4,464,10,15,2025-05-18
1063,4,465,46,15,2025-06-11
1064,4,466,16,12,2025-05-22
1065,4,468,8,15,2025-06-28
1066,4,469,21,8,2025-06-19
1067,4,472,38,25,2025-05-21
1068,4,473,70,30,2025-06-20
1069,4,474,69,30,2025-06-13
1070,4,476,22,12,2025-05-18
1071,4,478,23,20,2025-06-23
1072,4,480,49,30,2025-05-17
1073,4,481,34,12,2025-06-28
1074,4,482,70,25,2025-06-30
1075,4,491,96,30,2025-06-15
1076,4,492,32,15,2025-06-07
1077,4,493,44,20,2025-06-09
1078,4,496,27,10,2025-05-27
1079,4,497,68,30,2025-05-16
1080,4,498,25,20,2025-05-28
1081,4,500,85,25,2025-05-23
1082,4,504,66,20,2025-06-19
1083,4,506,13,15,2025-06-07
1084,4,510,55,20,2025-05-29
1085,4,511,37,30,2025-06-20
1086,4,512,41,15,2025-06-29
1087,4,513,94,25,2025-06-30
1088,4,514,18,10,2025-06-30
1089,4,516,20,8,2025-06-28
1090,4,517,23,12,2025-06-27
1091,4,518,37,20,2025-06-27
1092,4,521,49,20,2025-05-26
1093,4,522,65,30,2025-06-02
1094,4,523,35,15,2025-05-20
1095,4,524,12,8,2025-06-03
1096,4,526,19,8,2025-05-23
1097,4,529,24,8,2025-06-02
1098,4,530,37,20,2025-06-28
1099,4,531,53,20,2025-05-23
1100,4,532,20,8,2025-06-04
1101,4,533,16,8,2025-06-02
1102,4,534,34,30,2025-06-29
1103,4,535,97,30,2025-05-21
1104,4,538,48,12,2025-06-30
1105,4,539,28,20,2025-06-28
1106,4,542,59,25,2025-06-18
1107,4,544,62,30,2025-05-26
1108,4,545,53,25,2025-06-18
1109,4,549,54,20,2025-06-29
1110,4,551,28,10,2025-06-08
1111,4,552,22,15,2025-06-30
1112,4,553,32,20,2025-06-30
1113,4,554,32,30,2025-06-25
1114,4,555,22,8,2025-06-27
1115,4,556,50,25,2025-06-27
1116,4,557,39,25,2025-06-03
1117,4,558,118,30,2025-06-17
1118,4,559,53,20,2025-06-26
1119,4,561,25,10,2025-06-08
1120,4,564,27,8,2025-06-30
1121,4,565,14,15,2025-06-15
1122,4,566,30,20,2025-06-30
1123,4,568,32,12,2025-06-28
1124,4,569,54,30,2025-05-31
1125,4,573,30,15,2025-06-21
1126,4,574,53,12,2025-06-22
1127,4,576,76,30,2025-05-22
1128,4,578,25,12,2025-05-31
1129,4,580,17,8,2025-06-09
1130,4,584,23,8,2025-06-29
1131,4,586,77,30,2025-05-31
1132,4,590,63,25,2025-06-16
1133,4,592,24,8,2025-06-29
1134,4,593,30,10,2025-05-28
1135,4,595,85,25,2025-06-19
1136,4,598,53,30,2025-05-24
1137,5,1,25,8,2025-06-30
1138,5,2,53,30,2025-06-05
1139,5,3,63,20,2025-06-18
1140,5,6,55,30,2025-06-29
1141,5,9,9,10,2025-06-10
1142,5,15,25,12,2025-05-30
1143,5,19,59,25,2025-06-11
1144,5,20,74,30,2025-06-27
1145,5,22,30,15,2025-06-24
1146,5,25,30,15,2025-06-11
1147,5,28,46,20,2025-06-23
1148,5,32,29,20,2025-05-28
1149,5,36,8,12,2025-05-20
1150,5,40,17,8,2025-05-25
1151,5,44,36,10,2025-06-30
1152,5,57,44,15,2025-05-30
1153,5,62,43,25,2025-05-28
1154,5,75,77,25,2025-06-21
1155,5,79,21,25,2025-06-27
1156,5,82,64,20,2025-06-08
1157,5,83,32,10,2025-06-19
1158,5,88,17,8,2025-06-29
1159,5,92,26,12,2025-05-23
1160,5,95,29,10,2025-06-30
1161,5,99,37,12,2025-06-27
1162,5,105,44,25,2025-06-15
1163,5,107,31,8,2025-05-16
1164,5,114,9,8,2025-06-28
1165,5,117,38,15,2025-06-10
1166,5,120,18,8,2025-05-26
1167,5,133,31,12,2025-06-26
1168,5,135,104,25,2025-06-28
1169,5,138,20,12,2025-06-12
1170,5,142,0,8,2025-06-30
1171,5,143,46,12,2025-06-29
1172,5,147,89,25,2025-06-21
1173,5,151,25,12,2025-06-30
1174,5,155,66,25,2025-05-26
1175,5,166,87,25,2025-05-22
1176,5,171,63,20,2025-06-04
1177,5,176,32,12,2025-05-16
1178,5,182,53,25,2025-06-30
1179,5,187,30,15,2025-05-24
1180,5,188,31,15,2025-06-05
1181,5,192,27,10,2025-06-29
1182,5,195,63,30,2025-05-25
1183,5,196,69,30,2025-06-28
1184,5,197,18,12,2025-05-22
1185,5,200,20,10,2025-05-29
1186,5,202,43,20,2025-06-10
1187,5,209,30,10,2025-05-19
1188,5,210,5,30,2025-06-29
1189,5,212,48,30,2025-06-29
1190,5,215,29,15,2025-06-06
1191,5,217,17,12,2025-05-16
1192,5,218,10,8,2025-05-18
1193,5,220,57,25,2025-06-14
1194,5,237,23,20,2025-06-27
1195,5,242,24,10,2025-06-11
1196,5,243,35,10,2025-05-21
1197,5,248,32,10,2025-05-31
1198,5,252,47,25,2025-06-06
1199,5,267,11,8,2025-06-28
1200,5,269,18,10,2025-05-23
1201,5,278,31,12,2025-05-17
1202,5,280,106,30,2025-06-19
1203,5,283,23,15,2025-06-29
1204,5,293,40,15,2025-06-28
1205,5,295,19,12,2025-05-17
1206,5,300,66,25,2025-06-03
1207,5,302,89,25,2025-05-23
1208,5,310,24,8,2025-05-27
1209,5,311,1,15,2025-06-10
1210,5,314,32,10,2025-06-30
1211,5,322,23,12,2025-05-17
1212,5,323,0,25,2025-06-05
1213,5,326,52,20,2025-06-16
1214,5,329,78,30,2025-06-24
1215,5,331,55,15,2025-06-27
1216,5,335,1,20,2025-05-18
1217,5,345,48,25,2025-06-02
1218,5,349,63,25,2025-05-28
1219,5,352,55,25,2025-05-18
1220,5,362,18,10,2025-06-03
1221,5,377,11,12,2025-06-21
1222,5,389,28,10,2025-06-27
1223,5,396,67,25,2025-06-30
1224,5,403,29,8,2025-05-18
1225,5,411,33,10,2025-05-19
1226,5,413,26,8,2025-06-12
1227,5,418,20,8,2025-05-18
1228,5,420,28,15,2025-06-28
1229,5,422,19,15,2025-06-19
1230,5,436,32,12,2025-06-27
1231,5,441,23,10,2025-06-14
1232,5,450,27,8,2025-06-05
1233,5,452,12,8,2025-06-16
1234,5,453,71,30,2025-05-25
1235,5,454,37,25,2025-06-14
1236,5,457,45,20,2025-06-19
1237,5,459,34,12,2025-05-23
1238,5,460,32,12,2025-06-26
1239,5,463,49,20,2025-06-28
1240,5,467,79,30,2025-06-23
1241,5,468,0,10,2025-06-29
1242,5,475,11,10,2025-06-06
1243,5,480,0,25,2025-06-27
1244,5,482,89,25,2025-06-27
1245,5,483,14,8,2025-05-22
1246,5,494,45,20,2025-05-28
1247,5,495,17,8,2025-05-17
1248,5,498,57,25,2025-06-20
1249,5,500,74,30,2025-06-23
1250,5,510,23,10,2025-05-27
1251,5,511,26,10,2025-05-24
1252,5,520,61,25,2025-06-15
1253,5,523,25,30,2025-05-16
1254,5,524,35,8,2025-06-10
1255,5,525,39,15,2025-06-28
1256,5,528,96,30,2025-06-17
1257,5,530,21,8,2025-06-27
1258,5,533,61,20,2025-06-30
1259,5,534,40,15,2025-06-28
1260,5,537,22,12,2025-05-20
1261,5,538,16,8,2025-06-13
1262,5,542,25,15,2025-05-26
1263,5,551,12,8,2025-05-16
1264,5,559,20,8,2025-06-10
1265,5,560,35,25,2025-05-21
1266,5,571,57,20,2025-05-30
1267,5,572,95,25,2025-05-24
1268,5,574,70,25,2025-06-26
1269,5,586,19,10,2025-05-19
1270,5,587,16,10,2025-06-23
1271,5,588,22,10,2025-06-29
1272,5,597,70,30,2025-05-22
1273,6,1,33,20,2025-06-06
1274,6,2,58,20,2025-05-25
1275,6,3,23,10,2025-06-10
1276,6,6,43,20,2025-06-19
1277,6,8,83,30,2025-06-28
1278,6,10,35,10,2025-06-14
1279,6,11,24,10,2025-06-24
1280,6,12,20,10,2025-05-29
1281,6,13,79,30,2025-06-08
1282,6,14,30,8,2025-05-25
1283,6,15,56,25,2025-06-04
1284,6,16,14,10,2025-05-17
1285,6,18,55,20,2025-06-02
1286,6,19,54,25,2025-06-17
1287,6,20,36,20,2025-06-30
1288,6,21,57,20,2025-06-28
1289,6,22,21,10,2025-05-18
1290,6,23,65,25,2025-06-28
1291,6,25,83,30,2025-05-27
1292,6,26,32,12,2025-06-23
1293,6,27,21,10,2025-06-28
1294,6,30,68,30,2025-06-04
1295,6,32,47,20,2025-05-19
1296,6,35,105,30,2025-06-03
1297,6,36,18,8,2025-05-30
1298,6,37,39,20,2025-06-02
1299,6,38,21,12,2025-05-30
1300,6,39,42,20,2025-06-30
1301,6,41,14,10,2025-05-19
1302,6,42,18,25,2025-06-23
1303,6,43,23,15,2025-06-21
1304,6,45,30,10,2025-05-19
1305,6,51,65,20,2025-05-17
1306,6,52,0,8,2025-06-28
1307,6,54,48,15,2025-06-29
1308,6,55,84,30,2025-06-27
1309,6,58,45,25,2025-05-17
1310,6,59,29,8,2025-06-15
1311,6,60,14,8,2025-06-04
1312,6,64,97,25,2025-06-21
1313,6,65,44,25,2025-06-28
1314,6,68,64,20,2025-06-16
1315,6,70,26,10,2025-06-23
1316,6,71,77,30,2025-05-16
1317,6,73,68,25,2025-06-12
1318,6,75,0,12,2025-05-30
1319,6,76,92,30,2025-06-30
1320,6,77,12,8,2025-06-29
1321,6,80,43,25,2025-05-30
1322,6,85,44,20,2025-05-16
1323,6,86,54,20,2025-06-07
1324,6,89,39,20,2025-06-14
1325,6,90,78,20,2025-05-28
1326,6,91,35,25,2025-05-30
1327,6,92,37,25,2025-06-13
1328,6,93,43,12,2025-06-30
1329,6,94,34,12,2025-06-19
1330,6,95,39,12,2025-06-20
1331,6,97,32,15,2025-05-31
1332,6,99,43,12,2025-06-16
1333,6,100,35,10,2025-05-25
1334,6,101,32,15,2025-06-30
1335,6,103,24,15,2025-05-19
1336,6,106,50,25,2025-06-13
1337,6,108,32,12,2025-05-31
1338,6,110,60,20,2025-06-02
1339,6,111,29,25,2025-06-17
1340,6,112,38,20,2025-05-23
1341,6,113,42,25,2025-06-30
1342,6,117,13,8,2025-05-21
1343,6,118,72,30,2025-06-10
1344,6,120,39,20,2025-05-21
1345,6,121,10,25,2025-06-27
1346,6,122,48,20,2025-06-28
1347,6,124,45,15,2025-06-29
1348,6,125,0,25,2025-06-23
1349,6,126,18,10,2025-05-28
1350,6,127,42,12,2025-05-26
1351,6,128,36,20,2025-05-22
1352,6,129,50,25,2025-06-16
1353,6,131,73,25,2025-05-31
1354,6,133,17,12,2025-06-14
1355,6,134,48,15,2025-06-06
1356,6,135,18,8,2025-06-30
1357,6,140,56,15,2025-06-17
1358,6,142,36,12,2025-06-28
1359,6,144,26,10,2025-06-04
1360,6,146,48,12,2025-06-21
1361,6,149,52,25,2025-05-16
1362,6,151,17,8,2025-06-29
1363,6,152,29,15,2025-05-21
1364,6,153,86,25,2025-05-23
1365,6,155,79,25,2025-05-19
1366,6,156,35,15,2025-05-31
1367,6,158,32,30,2025-06-16
1368,6,159,29,20,2025-05-29
1369,6,160,62,30,2025-05-23
1370,6,161,26,10,2025-06-15
1371,6,162,12,8,2025-05-16
1372,6,163,0,20,2025-06-26
1373,6,164,81,30,2025-06-21
1374,6,165,71,25,2025-06-30
1375,6,170,97,30,2025-06-07
1376,6,171,18,8,2025-06-22
1377,6,172,47,25,2025-06-19
1378,6,173,87,30,2025-06-29
1379,6,174,31,20,2025-06-05
1380,6,175,61,20,2025-05-26
1381,6,176,70,20,2025-05-25
1382,6,177,30,10,2025-06-02
1383,6,178,101,25,2025-06-27
1384,6,181,20,12,2025-05-27
1385,6,183,28,15,2025-06-30
1386,6,184,19,10,2025-06-21
1387,6,187,34,10,2025-06-04
1388,6,189,41,25,2025-06-28
1389,6,191,24,8,2025-06-19
1390,6,192,58,20,2025-06-30
1391,6,194,13,10,2025-05-23
1392,6,195,41,25,2025-05-26
1393,6,197,48,15,2025-05-24
1394,6,199,33,15,2025-05-22
1395,6,200,53,30,2025-06-02
1396,6,201,22,20,2025-06-30
1397,6,204,37,10,2025-06-26
1398,6,205,0,30,2025-06-22
1399,6,207,12,8,2025-06-23
1400,6,209,36,15,2025-06-17
1401,6,211,46,20,2025-05-20
1402,6,213,38,12,2025-06-05
1403,6,216,63,25,2025-06-26
1404,6,218,9,10,2025-05-16
1405,6,219,44,15,2025-06-04
1406,6,220,78,30,2025-06-22
1407,6,222,77,30,2025-06-14
1408,6,223,0,15,2025-06-21
1409,6,224,57,20,2025-06-30
1410,6,225,57,20,2025-06-29
1411,6,226,36,20,2025-06-26
1412,6,228,88,30,2025-05-24
1413,6,231,0,30,2025-06-27
1414,6,233,16,8,2025-05-18
1415,6,234,40,12,2025-05-30
1416,6,239,11,12,2025-06-19
1417,6,240,18,12,2025-06-02
1418,6,241,38,25,2025-06-30
1419,6,242,66,30,2025-06-07
1420,6,244,30,12,2025-06-28
1421,6,246,30,10,2025-05-25
1422,6,249,70,30,2025-05-23
1423,6,250,51,15,2025-06-04
1424,6,252,25,12,2025-06-20
1425,6,254,36,12,2025-06-20
1426,6,255,36,12,2025-06-03
1427,6,260,16,8,2025-06-29
1428,6,262,20,10,2025-06-29
1429,6,264,27,8,2025-06-04
1430,6,266,30,10,2025-05-21
1431,6,268,38,15,2025-06-19
1432,6,269,37,12,2025-05-20
1433,6,271,0,10,2025-06-27
1434,6,275,104,30,2025-06-28
1435,6,276,32,15,2025-06-30
1436,6,277,52,20,2025-05-18
1437,6,279,91,25,2025-05-25
1438,6,280,20,8,2025-06-25
1439,6,281,4,10,2025-06-08
1440,6,283,55,25,2025-05-25
1441,6,284,21,8,2025-05-28
1442,6,285,67,15,2025-06-09
1443,6,286,39,12,2025-06-02
1444,6,287,88,25,2025-06-23
1445,6,290,61,15,2025-05-17
1446,6,292,15,12,2025-06-12
1447,6,293,33,10,2025-06-30
1448,6,294,27,20,2025-06-27
1449,6,300,17,8,2025-06-25
1450,6,302,62,20,2025-05-23
1451,6,305,17,25,2025-05-18
1452,6,306,78,25,2025-06-29
1453,6,307,38,12,2025-06-29
1454,6,309,34,20,2025-06-05
1455,6,312,22,8,2025-06-30
1456,6,313,23,10,2025-06-14
1457,6,314,0,8,2025-06-30
1458,6,315,57,20,2025-05-23
1459,6,318,49,12,2025-06-17
1460,6,320,16,8,2025-06-24
1461,6,322,30,15,2025-05-27
1462,6,323,13,8,2025-06-19
1463,6,324,64,25,2025-06-29
1464,6,325,13,10,2025-06-17
1465,6,327,32,25,2025-06-15
1466,6,330,22,8,2025-06-30
1467,6,331,88,25,2025-06-29
1468,6,332,69,25,2025-06-20
1469,6,333,34,12,2025-06-09
1470,6,334,20,10,2025-05-18
1471,6,335,25,25,2025-06-28
1472,6,337,49,25,2025-06-23
1473,6,341,65,30,2025-05-19
1474,6,343,17,8,2025-06-06
1475,6,345,13,8,2025-05-23
1476,6,346,59,30,2025-05-30
1477,6,348,78,25,2025-06-11
1478,6,349,25,30,2025-06-05
1479,6,353,50,15,2025-06-20
1480,6,354,52,15,2025-05-26
1481,6,357,61,20,2025-06-29
1482,6,359,31,12,2025-06-28
1483,6,360,34,12,2025-06-23
1484,6,362,124,30,2025-06-12
1485,6,364,22,8,2025-06-28
1486,6,368,23,8,2025-05-16
1487,6,369,25,15,2025-06-29
1488,6,370,10,8,2025-05-24
1489,6,372,45,25,2025-06-23
1490,6,374,46,20,2025-05-31
1491,6,375,86,25,2025-06-27
1492,6,377,0,8,2025-06-12
1493,6,378,27,12,2025-06-13
1494,6,379,65,30,2025-06-21
1495,6,386,20,8,2025-05-26
1496,6,387,30,25,2025-06-01
1497,6,388,26,12,2025-06-13
1498,6,391,79,30,2025-06-30
1499,6,393,10,12,2025-06-29
1500,6,396,44,25,2025-05-26
1501,6,397,69,20,2025-06-15
1502,6,399,65,30,2025-06-08
1503,6,400,65,20,2025-06-10
1504,6,405,30,10,2025-06-29
1505,6,410,23,25,2025-06-13
1506,6,411,73,25,2025-05-27
1507,6,412,30,8,2025-06-22
1508,6,415,40,20,2025-06-10
1509,6,417,0,20,2025-06-27
1510,6,418,23,8,2025-05-22
1511,6,420,45,20,2025-06-28
1512,6,423,39,20,2025-05-28
1513,6,424,31,25,2025-06-19
1514,6,426,0,25,2025-06-10
1515,6,428,57,30,2025-06-09
1516,6,430,58,15,2025-06-06
1517,6,432,21,8,2025-06-30
1518,6,435,59,20,2025-05-23
1519,6,436,33,10,2025-06-29
1520,6,437,0,30,2025-05-25
1521,6,440,82,25,2025-06-24
1522,6,442,31,10,2025-06-06
1523,6,443,88,30,2025-05-19
1524,6,444,22,8,2025-06-28
1525,6,445,37,20,2025-06-12
1526,6,448,39,15,2025-05-28
1527,6,450,17,8,2025-06-06
1528,6,451,81,30,2025-06-18
1529,6,452,17,8,2025-06-08
1530,6,453,49,15,2025-06-05
1531,6,454,15,8,2025-06-05
1532,6,455,27,12,2025-05-16
1533,6,456,45,15,2025-06-08
1534,6,457,21,10,2025-05-28
1535,6,458,75,25,2025-06-28
1536,6,459,20,8,2025-05-29
1537,6,460,33,15,2025-06-30
1538,6,461,35,10,2025-05-24
1539,6,463,56,20,2025-06-30
1540,6,464,112,30,2025-05-16
1541,6,465,71,25,2025-06-24
1542,6,469,38,30,2025-05-23
1543,6,471,20,12,2025-06-30
1544,6,472,60,30,2025-06-25
1545,6,473,17,8,2025-06-21
1546,6,479,24,10,2025-06-20
1547,6,481,65,25,2025-06-29
1548,6,482,19,10,2025-06-27
1549,6,484,13,8,2025-06-30
1550,6,485,41,20,2025-06-28
1551,6,486,39,12,2025-06-28
1552,6,487,19,8,2025-06-28
1553,6,488,37,10,2025-06-26
1554,6,489,5,8,2025-06-27
1555,6,490,39,15,2025-06-03
1556,6,491,46,20,2025-06-18
1557,6,493,75,25,2025-06-09
1558,6,494,45,15,2025-06-24
1559,6,495,33,15,2025-05-31
1560,6,496,32,12,2025-05-20
1561,6,497,39,25,2025-06-20
1562,6,498,45,12,2025-05-19
1563,6,499,31,8,2025-06-28
1564,6,500,22,10,2025-05-17
1565,6,501,23,8,2025-06-30
1566,6,503,15,8,2025-06-25
1567,6,504,59,20,2025-06-17
1568,6,506,47,20,2025-06-12
1569,6,507,30,15,2025-05-24
1570,6,508,26,10,2025-06-15
1571,6,510,48,20,2025-05-19
1572,6,511,16,15,2025-06-08
1573,6,513,41,25,2025-06-29
1574,6,515,33,15,2025-06-28
1575,6,517,53,30,2025-06-28
1576,6,518,68,30,2025-06-30
1577,6,519,16,10,2025-05-22
1578,6,520,32,15,2025-05-26
1579,6,521,23,12,2025-05-28
1580,6,524,21,8,2025-06-24
1581,6,525,24,10,2025-06-30
1582,6,527,15,12,2025-06-27
1583,6,531,41,20,2025-05-18
1584,6,534,72,20,2025-06-28
1585,6,536,17,8,2025-05-16
1586,6,541,38,12,2025-06-30
1587,6,544,29,15,2025-05-17
1588,6,545,50,20,2025-06-02
1589,6,549,57,30,2025-06-11
1590,6,551,80,25,2025-06-13
1591,6,553,64,25,2025-06-28
1592,6,555,0,15,2025-06-28
1593,6,557,15,8,2025-06-08
1594,6,558,58,25,2025-06-29
1595,6,560,38,15,2025-06-16
1596,6,561,16,10,2025-06-04
1597,6,563,29,10,2025-06-11
1598,6,569,57,30,2025-06-06
1599,6,570,55,25,2025-06-18
1600,6,571,30,25,2025-06-05
1601,6,572,53,15,2025-06-17
1602,6,574,22,15,2025-06-06
1603,6,575,18,10,2025-06-27
1604,6,576,73,25,2025-06-20
