id,account_id,merchant_id,type,amount,balance_after,description,occurred_at,is_foreign
1227,1045,,fee,-12.00,1639.71,COMISION MANTENIMIENTO,2023-10-31T12:14:00,false
1228,709,26,card_payment,-8.86,2344.14,COMPRA LA TIENDA DE GRAN VÍA,2023-10-31T14:17:00,false
1229,713,,transfer_in,92.40,4106.10,TRANSFERENCIA RECIBIDA,2023-11-01T11:37:00,false
1230,754,,direct_debit,-58.79,3824.13,RECIBO DOMICILIADO,2023-11-01T12:31:00,false
1231,287,,atm_withdrawal,-20.00,1124.05,REINTEGRO CAJERO,2023-11-01T14:31:00,false
1232,986,106,card_payment,-18.30,1772.41,COMPRA LIBRERÍA EL FARO,2023-11-01T16:58:00,false
1233,190,,direct_debit,-52.11,2149.18,RECIBO DOMICILIADO,2023-11-01T17:18:00,false
1234,518,,atm_withdrawal,-50.00,1289.87,REINTEGRO CAJERO,2023-11-01T19:24:00,false
1235,703,36,card_payment,-8.98,1811.24,COMPRA PELUQUERÍA GRAN VÍA,2023-11-01T20:40:00,false
1236,426,,transfer_in,663.71,2252.42,TRANSFERENCIA RECIBIDA,2023-11-02T09:20:00,false
1237,555,21,card_payment,-4.61,1190.59,COMPRA RESTAURANTE MODERNO,2023-11-02T10:48:00,false
1238,657,,transfer_out,-599.26,423.01,TRANSFERENCIA EMITIDA,2023-11-02T13:35:00,false
1239,233,,direct_debit,-65.60,4172.67,RECIBO DOMICILIADO,2023-11-02T14:14:00,false
1240,568,112,card_payment,-6.32,1889.45,COMPRA CAFETERÍA DEL PUERTO,2023-11-02T17:08:00,false
1241,382,42,card_payment,-6.52,3785.54,COMPRA EL RINCÓN DE LOS ARCOS,2023-11-02T17:53:00,false
1242,428,,direct_debit,-23.09,797.99,RECIBO DOMICILIADO,2023-11-02T18:57:00,false
1243,54,,transfer_in,913.79,3208.16,TRANSFERENCIA RECIBIDA,2023-11-02T19:04:00,false
1244,1094,,transfer_in,16.69,1648.47,TRANSFERENCIA RECIBIDA,2023-11-02T19:41:00,false
1245,201,,direct_debit,-19.61,3767.44,RECIBO DOMICILIADO,2023-11-02T20:48:00,false
1246,102,,direct_debit,-57.63,3127.18,RECIBO DOMICILIADO,2023-11-03T09:38:00,false
1247,90,,transfer_out,-316.41,1930.32,TRANSFERENCIA EMITIDA,2023-11-03T10:26:00,false
1248,52,,atm_withdrawal,-40.00,5092.97,REINTEGRO CAJERO,2023-11-03T14:49:00,false
1249,103,,atm_withdrawal,-20.00,1585.90,REINTEGRO CAJERO,2023-11-03T18:51:00,false
1250,416,,direct_debit,-66.16,2849.32,RECIBO DOMICILIADO,2023-11-03T20:40:00,false
1251,82,,direct_debit,-45.57,1313.90,RECIBO DOMICILIADO,2023-11-04T13:46:00,false
1252,475,105,card_payment,-61.26,4523.35,COMPRA ÓPTICA BUENAVISTA,2023-11-04T17:07:00,false
1253,168,95,card_payment,-27.38,4565.29,COMPRA EL RINCÓN DE SAN MARCOS,2023-11-04T17:21:00,false
1254,168,,direct_debit,-31.44,4533.85,RECIBO DOMICILIADO,2023-11-04T18:11:00,false
1255,1,9,card_payment,-3.75,4834.37,COMPRA PELUQUERÍA DEL PUERTO,2023-11-04T20:37:00,true
1256,353,139,card_payment,-75.38,520.76,COMPRA RESTAURANTE DEL CARMEN,2023-11-05T09:19:00,true
1257,637,,direct_debit,-31.58,487.12,RECIBO DOMICILIADO,2023-11-05T10:36:00,false
1258,934,,direct_debit,-42.99,3022.52,RECIBO DOMICILIADO,2023-11-05T12:42:00,false
1259,460,,direct_debit,-28.93,174.98,RECIBO DOMICILIADO,2023-11-05T16:04:00,false
1260,294,,fee,-12.00,965.52,COMISION MANTENIMIENTO,2023-11-05T18:42:00,false
1261,443,,direct_debit,-30.51,2590.57,RECIBO DOMICILIADO,2023-11-05T19:21:00,false
1262,988,136,card_payment,-22.94,745.02,COMPRA MUEBLES LA ESTRELLA,2023-11-06T10:20:00,false
1263,171,,interest,3.53,720.35,ABONO INTERESES,2023-11-06T16:13:00,false
1264,329,,direct_debit,-82.53,536.82,RECIBO DOMICILIADO,2023-11-06T17:42:00,false
1265,72,177,card_payment,-21.42,3159.48,COMPRA BAR MODERNO,2023-11-06T19:55:00,true
1266,930,,direct_debit,-108.88,1913.03,RECIBO DOMICILIADO,2023-11-06T20:33:00,false
1267,792,,direct_debit,-5.55,5811.73,RECIBO DOMICILIADO,2023-11-06T20:35:00,false
1268,461,,direct_debit,-53.52,2901.86,RECIBO DOMICILIADO,2023-11-06T20:57:00,false
1269,1076,71,card_payment,-13.52,649.59,COMPRA ÓPTICA NUEVO,2023-11-07T08:37:00,false
1270,588,70,card_payment,-6.05,4825.61,COMPRA EL RINCÓN DE LA ESTRELLA,2023-11-07T10:58:00,false
1271,1076,,direct_debit,-53.45,596.14,RECIBO DOMICILIADO,2023-11-07T13:07:00,false
1272,140,162,card_payment,-31.74,271.97,COMPRA LIBRERÍA LA ESQUINA,2023-11-07T13:14:00,true
1273,265,17,card_payment,-93.62,307.14,COMPRA CASA REAL,2023-11-07T14:03:00,false
1274,488,,transfer_out,-333.29,1326.29,TRANSFERENCIA EMITIDA,2023-11-07T16:55:00,false
1275,448,,transfer_out,-94.00,46.66,TRANSFERENCIA EMITIDA,2023-11-07T18:14:00,false
1276,74,94,card_payment,-39.14,2979.14,COMPRA BAR CENTRAL,2023-11-08T11:13:00,false
1277,770,133,card_payment,-3.02,2805.09,COMPRA ELECTRO GRAN VÍA,2023-11-08T19:04:00,false
1278,1089,,transfer_out,-473.50,2715.44,TRANSFERENCIA EMITIDA,2023-11-08T19:41:00,false
1279,157,137,card_payment,-14.73,297.16,COMPRA ÓPTICA CENTRAL,2023-11-08T20:40:00,false
1280,854,68,card_payment,-23.97,4081.86,COMPRA EL RINCÓN DE GRAN VÍA,2023-11-09T10:56:00,false
1281,265,4,card_payment,-16.75,290.39,COMPRA LIBRERÍA LOS ARCOS,2023-11-10T09:10:00,false
1282,692,161,card_payment,-11.38,4741.91,COMPRA ELECTRO BUENAVISTA,2023-11-10T10:29:00,false
1283,714,,transfer_out,-75.16,5.44,TRANSFERENCIA EMITIDA,2023-11-10T13:00:00,false
1284,555,,atm_withdrawal,-60.00,1130.59,REINTEGRO CAJERO,2023-11-10T19:25:00,false
1285,653,,transfer_out,-187.40,-551.83,TRANSFERENCIA EMITIDA,2023-11-11T08:28:00,false
1286,927,89,card_payment,-35.36,2885.39,COMPRA RESTAURANTE DEL SOL,2023-11-11T10:02:00,false
1287,131,,transfer_out,-436.80,1437.74,TRANSFERENCIA EMITIDA,2023-11-11T10:52:00,false
1288,24,158,card_payment,-2.77,4979.33,COMPRA CASA EL FARO,2023-11-11T11:34:00,false
1289,435,,transfer_out,-492.93,3072.41,TRANSFERENCIA EMITIDA,2023-11-11T13:42:00,false
1290,211,,transfer_out,-974.80,2577.35,TRANSFERENCIA EMITIDA,2023-11-11T16:40:00,false
1291,461,,atm_withdrawal,-20.00,2881.86,REINTEGRO CAJERO,2023-11-11T17:54:00,false
1292,1020,11,card_payment,-8.24,3440.14,COMPRA LA TIENDA DE MODERNO,2023-11-11T19:37:00,false
1293,493,,transfer_out,-232.04,2422.63,TRANSFERENCIA EMITIDA,2023-11-12T08:19:00,false
1294,23,94,card_payment,-11.80,1219.64,COMPRA BAR CENTRAL,2023-11-12T13:28:00,false
1295,1024,,fee,-3.00,490.84,COMISION MANTENIMIENTO,2023-11-12T14:37:00,false
1296,361,32,card_payment,-14.67,3886.12,COMPRA CASA NUEVO,2023-11-12T15:38:00,true
1297,854,96,card_payment,-24.07,4057.79,COMPRA LIBRERÍA BUENAVISTA,2023-11-12T17:21:00,false
1298,443,,transfer_out,-132.09,2458.48,TRANSFERENCIA EMITIDA,2023-11-12T17:47:00,false
1299,151,97,card_payment,-144.74,1738.00,COMPRA ELECTRO LA ESQUINA,2023-11-12T21:49:00,false
1300,99,,transfer_out,-558.51,3284.25,TRANSFERENCIA EMITIDA,2023-11-13T09:20:00,false
1301,1068,3,card_payment,-16.52,1580.81,COMPRA SUPERMERCADO DEL SOL,2023-11-13T10:53:00,true
1302,870,32,card_payment,-36.60,1447.68,COMPRA CASA NUEVO,2023-11-13T16:43:00,true
1303,253,175,card_payment,-13.23,3335.01,COMPRA LA TIENDA DE MODERNO,2023-11-14T10:24:00,false
1304,470,72,card_payment,-17.70,2236.99,COMPRA ÓPTICA LA PLAZA,2023-11-14T10:33:00,false
1305,759,119,card_payment,-6.86,2495.72,COMPRA TALLER NUEVO,2023-11-14T17:49:00,false
1306,954,,fee,-3.00,3981.37,COMISION MANTENIMIENTO,2023-11-14T21:42:00,false
1307,508,,transfer_in,1015.99,4560.99,TRANSFERENCIA RECIBIDA,2023-11-15T08:25:00,false
1308,678,,transfer_in,758.86,2142.45,TRANSFERENCIA RECIBIDA,2023-11-15T08:59:00,false
1309,213,158,card_payment,-7.85,1949.53,COMPRA CASA EL FARO,2023-11-15T09:58:00,false
1310,858,66,card_payment,-13.67,286.59,COMPRA ÓPTICA LA ESQUINA,2023-11-15T19:15:00,false
1311,959,,atm_withdrawal,-60.00,3093.12,REINTEGRO CAJERO,2023-11-16T11:41:00,false
1312,1068,24,card_payment,-12.48,1568.33,COMPRA ELECTRO DEL PUERTO,2023-11-16T13:28:00,false
1313,99,47,card_payment,-13.81,3270.44,COMPRA BAR NUEVO,2023-11-16T15:42:00,false
1314,239,,transfer_out,-328.10,363.16,TRANSFERENCIA EMITIDA,2023-11-17T10:03:00,false
1315,856,34,card_payment,-7.30,2525.25,COMPRA CAFETERÍA DEL SOL,2023-11-17T11:29:00,false
1316,825,157,card_payment,-16.68,1486.48,COMPRA ELECTRO SAN MARCOS,2023-11-17T11:45:00,false
1317,342,66,card_payment,-14.33,848.34,COMPRA ÓPTICA LA ESQUINA,2023-11-17T13:22:00,false
1318,972,,transfer_in,186.81,2101.85,TRANSFERENCIA RECIBIDA,2023-11-18T11:36:00,false
1319,388,,interest,4.26,1152.83,ABONO INTERESES,2023-11-18T18:32:00,false
1320,665,,atm_withdrawal,-100.00,2192.20,REINTEGRO CAJERO,2023-11-18T19:23:00,false
1321,1083,,transfer_in,170.04,3076.42,TRANSFERENCIA RECIBIDA,2023-11-18T20:50:00,false
1322,893,98,card_payment,-12.17,2564.85,COMPRA SUPERMERCADO EL FARO,2023-11-18T21:17:00,false
1323,268,178,card_payment,-14.62,1903.83,COMPRA MUEBLES DEL PUERTO,2023-11-19T08:53:00,false
1324,494,69,card_payment,-25.29,1921.46,COMPRA PELUQUERÍA LA ESQUINA,2023-11-19T13:47:00,false
1325,26,81,card_payment,-7.80,1623.69,COMPRA CASA LOS ARCOS,2023-11-19T14:44:00,true
1326,728,,transfer_in,261.46,1696.32,TRANSFERENCIA RECIBIDA,2023-11-20T13:44:00,false
1327,432,107,card_payment,-23.09,5597.88,COMPRA PELUQUERÍA SAN MARCOS,2023-11-20T19:22:00,false
1328,957,30,card_payment,-8.02,3771.31,COMPRA LA TIENDA DE BUENAVISTA,2023-11-20T20:19:00,false
1329,949,16,card_payment,-4.15,797.57,COMPRA LA TIENDA DE LOS ARCOS,2023-11-21T13:11:00,false
1330,355,,transfer_in,305.58,745.07,TRANSFERENCIA RECIBIDA,2023-11-21T17:27:00,false
1331,534,,transfer_out,-171.35,3801.01,TRANSFERENCIA EMITIDA,2023-11-22T11:00:00,false
1332,1074,,transfer_out,-174.17,1708.25,TRANSFERENCIA EMITIDA,2023-11-22T15:51:00,false
1333,701,,transfer_out,-514.72,2156.74,TRANSFERENCIA EMITIDA,2023-11-22T16:27:00,false
1334,175,2,card_payment,-32.88,604.37,COMPRA CASA CENTRAL,2023-11-22T20:36:00,false
1335,680,,transfer_out,-210.56,2671.59,TRANSFERENCIA EMITIDA,2023-11-23T09:46:00,false
1336,889,74,card_payment,-24.89,2100.64,COMPRA ELECTRO LOS ARCOS,2023-11-23T12:02:00,false
1337,982,,transfer_out,-953.61,402.09,TRANSFERENCIA EMITIDA,2023-11-23T19:57:00,false
1338,835,82,card_payment,-30.97,3138.28,COMPRA ELECTRO MODERNO,2023-11-23T21:58:00,false
1339,992,,transfer_in,661.07,3181.72,TRANSFERENCIA RECIBIDA,2023-11-24T11:07:00,false
1340,309,62,card_payment,-9.78,1274.93,COMPRA PELUQUERÍA DEL PUERTO,2023-11-24T14:59:00,false
1341,982,,atm_withdrawal,-150.00,252.09,REINTEGRO CAJERO,2023-11-24T15:55:00,false
1342,181,99,card_payment,-15.60,2073.48,COMPRA FARMACIA LA PLAZA,2023-11-24T16:42:00,true
1343,821,73,card_payment,-34.70,4751.63,COMPRA MUEBLES MODERNO,2023-11-24T16:55:00,false
1344,621,,salary,2160.63,3439.82,NOMINA,2023-11-25T09:50:00,false
1345,16,56,card_payment,-8.28,2466.82,COMPRA BAR REAL,2023-11-25T13:18:00,false
1346,461,,transfer_in,28.03,2909.89,TRANSFERENCIA RECIBIDA,2023-11-25T15:01:00,false
1347,556,171,card_payment,-46.89,2169.53,COMPRA FARMACIA LA ESTRELLA,2023-11-25T18:14:00,false
1348,713,,salary,780.51,4886.61,NOMINA,2023-11-25T21:42:00,false
1349,144,,fee,-12.00,2229.11,COMISION MANTENIMIENTO,2023-11-26T08:59:00,false
1350,560,,salary,650.00,1082.82,NOMINA,2023-11-26T12:28:00,false
1351,594,,salary,1779.15,4320.49,NOMINA,2023-11-26T15:58:00,false
1352,229,,fee,-2.50,-883.64,COMISION MANTENIMIENTO,2023-11-26T16:56:00,false
1353,714,,salary,1585.56,1591.00,NOMINA,2023-11-26T18:50:00,false
1354,1003,65,card_payment,-29.79,2948.11,COMPRA LIBRERÍA EL FARO,2023-11-27T10:16:00,false
1355,1044,180,card_payment,-1.11,1892.48,COMPRA CAFETERÍA DEL CARMEN,2023-11-27T10:29:00,false
1356,550,,salary,1863.78,3938.53,NOMINA,2023-11-27T12:20:00,false
1357,252,,transfer_out,-260.33,1128.52,TRANSFERENCIA EMITIDA,2023-11-27T13:49:00,false
1358,127,,transfer_in,101.37,1867.74,TRANSFERENCIA RECIBIDA,2023-11-27T14:23:00,false
1359,53,122,card_payment,-33.24,4659.59,COMPRA CASA NUEVO,2023-11-27T14:46:00,false
1360,637,,transfer_in,156.15,643.27,TRANSFERENCIA RECIBIDA,2023-11-28T11:33:00,false
1361,1008,52,card_payment,-5.47,2903.14,COMPRA RESTAURANTE NUEVO,2023-11-28T12:39:00,false
1362,344,,salary,1381.57,1843.63,NOMINA,2023-11-28T17:39:00,false
1363,440,,transfer_out,-595.80,2844.38,TRANSFERENCIA EMITIDA,2023-11-28T19:14:00,false
1364,281,,salary,1782.48,5047.76,NOMINA,2023-11-28T19:20:00,false
1365,420,,atm_withdrawal,-150.00,470.02,REINTEGRO CAJERO,2023-11-28T20:36:00,false
1366,430,150,card_payment,-36.56,4499.57,COMPRA PANADERÍA LA PLAZA,2023-11-29T11:15:00,false
1367,703,96,card_payment,-57.10,1754.14,COMPRA LIBRERÍA BUENAVISTA,2023-11-29T15:26:00,false
1368,945,,transfer_out,-912.94,3120.28,TRANSFERENCIA EMITIDA,2023-11-30T17:57:00,false
1369,799,,transfer_in,426.50,2481.84,TRANSFERENCIA RECIBIDA,2023-11-30T21:48:00,false
1370,113,,direct_debit,-24.54,2250.75,RECIBO DOMICILIADO,2023-12-01T09:47:00,false
1371,241,,direct_debit,-22.98,4294.12,RECIBO DOMICILIADO,2023-12-01T10:17:00,false
1372,35,,direct_debit,-77.27,2046.04,RECIBO DOMICILIADO,2023-12-01T10:19:00,false
1373,526,,direct_debit,-84.14,2459.39,RECIBO DOMICILIADO,2023-12-01T11:38:00,false
1374,691,142,card_payment,-6.82,233.36,COMPRA MUEBLES EL FARO,2023-12-01T11:46:00,false
1375,280,111,card_payment,-23.88,2205.06,COMPRA EL RINCÓN DE EL FARO,2023-12-01T13:57:00,false
1376,843,,direct_debit,-23.42,2992.29,RECIBO DOMICILIADO,2023-12-01T15:38:00,false
1377,959,123,card_payment,-3.76,3089.36,COMPRA LIBRERÍA LOS ARCOS,2023-12-01T15:55:00,false
1378,161,162,card_payment,-3.44,2211.11,COMPRA LIBRERÍA LA ESQUINA,2023-12-01T18:09:00,true
1379,657,167,card_payment,-10.78,412.23,COMPRA BAR NUEVO,2023-12-01T19:58:00,false
1380,781,10,card_payment,-24.96,1953.85,COMPRA PANADERÍA LA ESTRELLA,2023-12-01T21:15:00,false
1381,1049,,direct_debit,-31.70,1611.50,RECIBO DOMICILIADO,2023-12-02T10:25:00,false
1382,51,,atm_withdrawal,-200.00,1436.18,REINTEGRO CAJERO,2023-12-02T11:16:00,false
1383,451,,fee,-12.00,1894.88,COMISION MANTENIMIENTO,2023-12-02T11:42:00,false
1384,669,,direct_debit,-12.36,931.28,RECIBO DOMICILIADO,2023-12-02T13:10:00,false
1385,283,,transfer_out,-889.49,2498.25,TRANSFERENCIA EMITIDA,2023-12-02T16:59:00,false
1386,805,,direct_debit,-10.00,2666.93,RECIBO DOMICILIADO,2023-12-02T19:45:00,false
1387,451,102,card_payment,-200.10,1694.78,COMPRA LIBRERÍA LOS ARCOS,2023-12-03T08:21:00,true
1388,287,,direct_debit,-31.47,1092.58,RECIBO DOMICILIADO,2023-12-03T14:58:00,false
1389,72,152,card_payment,-49.29,3110.19,COMPRA LIBRERÍA DEL CARMEN,2023-12-03T17:17:00,false
1390,159,57,card_payment,-42.54,3281.21,COMPRA ÓPTICA EL FARO,2023-12-03T18:12:00,false
1391,302,,direct_debit,-73.75,2572.05,RECIBO DOMICILIADO,2023-12-03T18:45:00,false
1392,357,2,card_payment,-21.46,1161.46,COMPRA CASA CENTRAL,2023-12-03T20:02:00,false
1393,239,,atm_withdrawal,-200.00,163.16,REINTEGRO CAJERO,2023-12-04T08:09:00,false
1394,432,,direct_debit,-56.61,5541.27,RECIBO DOMICILIADO,2023-12-04T08:19:00,false
1395,805,10,card_payment,-39.54,2627.39,COMPRA PANADERÍA LA ESTRELLA,2023-12-04T08:49:00,false
1396,636,15,card_payment,-25.31,1890.87,COMPRA ELECTRO LOS ARCOS,2023-12-04T09:18:00,false
1397,978,,direct_debit,-9.86,1481.33,RECIBO DOMICILIADO,2023-12-04T11:01:00,false
1398,345,51,card_payment,-7.92,454.83,COMPRA MUEBLES LOS ARCOS,2023-12-04T17:57:00,false
1399,572,64,card_payment,-14.81,4878.15,COMPRA LA TIENDA DE SAN MARCOS,2023-12-04T18:21:00,false
1400,895,,atm_withdrawal,-60.00,888.29,REINTEGRO CAJERO,2023-12-04T19:47:00,false
1401,854,,direct_debit,-169.29,3888.50,RECIBO DOMICILIADO,2023-12-05T09:56:00,false
1402,38,,direct_debit,-25.20,1000.64,RECIBO DOMICILIADO,2023-12-05T13:55:00,false
1403,1067,,transfer_in,1377.60,5045.87,TRANSFERENCIA RECIBIDA,2023-12-05T15:49:00,false
1404,854,,transfer_in,1021.08,4909.58,TRANSFERENCIA RECIBIDA,2023-12-05T18:00:00,false
1405,1087,,direct_debit,-21.24,2729.41,RECIBO DOMICILIADO,2023-12-05T19:28:00,false
1406,1020,1,card_payment,-43.09,3397.05,COMPRA ELECTRO BUENAVISTA,2023-12-05T21:49:00,true
1407,155,,direct_debit,-34.16,3463.65,RECIBO DOMICILIADO,2023-12-06T10:23:00,false
1408,1022,109,card_payment,-8.49,1915.11,COMPRA EL RINCÓN DE GRAN VÍA,2023-12-06T10:57:00,false
1409,809,143,card_payment,-48.63,1511.29,COMPRA PELUQUERÍA LOS ARCOS,2023-12-06T13:45:00,true
1410,701,149,card_payment,-12.11,2144.63,COMPRA PELUQUERÍA EL FARO,2023-12-06T15:03:00,false
1411,451,53,card_payment,-12.31,1682.47,COMPRA LIBRERÍA DEL CARMEN,2023-12-06T15:41:00,true
1412,723,,direct_debit,-13.63,882.36,RECIBO DOMICILIADO,2023-12-06T17:38:00,false
1413,134,,direct_debit,-47.85,316.87,RECIBO DOMICILIADO,2023-12-06T17:45:00,false
1414,416,,direct_debit,-10.80,2838.52,RECIBO DOMICILIADO,2023-12-07T10:07:00,false
1415,564,,direct_debit,-25.74,810.90,RECIBO DOMICILIADO,2023-12-07T12:36:00,false
1416,284,,direct_debit,-56.51,1380.38,RECIBO DOMICILIADO,2023-12-07T12:43:00,false
1417,171,,direct_debit,-27.10,693.25,RECIBO DOMICILIADO,2023-12-07T13:41:00,false
1418,876,,direct_debit,-18.36,4180.35,RECIBO DOMICILIADO,2023-12-07T14:13:00,false
1419,917,,direct_debit,-33.46,1307.46,RECIBO DOMICILIADO,2023-12-07T16:56:00,false
1420,144,,atm_withdrawal,-50.00,2179.11,REINTEGRO CAJERO,2023-12-07T17:00:00,false
1421,817,114,card_payment,-8.09,3537.41,COMPRA FARMACIA BUENAVISTA,2023-12-07T18:14:00,false
1422,558,19,card_payment,-15.22,2307.85,COMPRA TALLER LOS ARCOS,2023-12-07T19:16:00,true
1423,583,,direct_debit,-10.88,4519.85,RECIBO DOMICILIADO,2023-12-07T20:25:00,false
1424,899,85,card_payment,-22.17,3557.28,COMPRA ELECTRO CENTRAL,2023-12-07T21:50:00,false
1425,924,,atm_withdrawal,-40.00,2275.95,REINTEGRO CAJERO,2023-12-08T09:58:00,false
1426,275,28,card_payment,-8.01,2928.87,COMPRA PANADERÍA NUEVO,2023-12-08T19:39:00,false
1427,844,137,card_payment,-12.80,2294.23,COMPRA ÓPTICA CENTRAL,2023-12-09T14:59:00,false
1428,449,21,card_payment,-56.42,3246.79,COMPRA RESTAURANTE MODERNO,2023-12-09T18:55:00,false
1429,223,102,card_payment,-18.05,1832.21,COMPRA LIBRERÍA LOS ARCOS,2023-12-10T17:18:00,true
1430,1048,,fee,-3.00,1959.12,COMISION MANTENIMIENTO,2023-12-10T17:48:00,false
1431,69,12,card_payment,-8.53,532.61,COMPRA MUEBLES LA ESQUINA,2023-12-10T18:15:00,false
1432,1024,70,card_payment,-13.33,477.51,COMPRA EL RINCÓN DE LA ESTRELLA,2023-12-10T18:49:00,false
1433,711,41,card_payment,-8.48,1815.59,COMPRA SUPERMERCADO EL FARO,2023-12-11T18:13:00,false
1434,801,,atm_withdrawal,-20.00,1078.63,REINTEGRO CAJERO,2023-12-12T12:26:00,false
1435,710,,transfer_out,-538.86,3041.98,TRANSFERENCIA EMITIDA,2023-12-12T16:48:00,false
1436,488,123,card_payment,-9.49,1316.80,COMPRA LIBRERÍA LOS ARCOS,2023-12-12T18:33:00,false
1437,362,,atm_withdrawal,-50.00,1261.69,REINTEGRO CAJERO,2023-12-12T19:21:00,false
1438,1068,,transfer_out,-141.82,1426.51,TRANSFERENCIA EMITIDA,2023-12-13T09:11:00,false
1439,709,165,card_payment,-9.51,2334.63,COMPRA LA TIENDA DE DEL CARMEN,2023-12-13T11:29:00,false
1440,931,118,card_payment,-16.30,3954.11,COMPRA TALLER EL FARO,2023-12-13T12:50:00,false
1441,493,,fee,-2.50,2420.13,COMISION MANTENIMIENTO,2023-12-14T12:07:00,false
1442,588,106,card_payment,-15.42,4810.19,COMPRA LIBRERÍA EL FARO,2023-12-14T18:00:00,false
1443,419,,transfer_out,-560.18,388.79,TRANSFERENCIA EMITIDA,2023-12-15T09:31:00,false
1444,246,31,card_payment,-12.67,1596.73,COMPRA MUEBLES LA PLAZA,2023-12-15T11:10:00,false
1445,868,39,card_payment,-31.90,823.51,COMPRA LA TIENDA DE REAL,2023-12-15T13:02:00,false
1446,82,163,card_payment,-7.46,1306.44,COMPRA ELECTRO SAN MARCOS,2023-12-15T13:31:00,false
1447,826,131,card_payment,-8.77,1949.76,COMPRA PANADERÍA MODERNO,2023-12-15T14:25:00,false
1448,250,174,card_payment,-15.08,1728.12,COMPRA EL RINCÓN DE BUENAVISTA,2023-12-15T19:56:00,true
1449,718,,transfer_out,-426.13,3052.63,TRANSFERENCIA EMITIDA,2023-12-16T15:15:00,false
1450,591,,fee,-12.00,1080.84,COMISION MANTENIMIENTO,2023-12-16T16:59:00,false
1451,413,,atm_withdrawal,-200.00,1955.98,REINTEGRO CAJERO,2023-12-16T18:14:00,false
1452,1071,124,card_payment,-10.89,3217.87,COMPRA ELECTRO EL FARO,2023-12-16T18:50:00,false
1453,596,20,card_payment,-39.08,1284.53,COMPRA LA TIENDA DE BUENAVISTA,2023-12-16T19:40:00,false
1454,729,,transfer_out,-123.44,4551.11,TRANSFERENCIA EMITIDA,2023-12-17T13:58:00,false
1455,280,,transfer_out,-221.13,1983.93,TRANSFERENCIA EMITIDA,2023-12-17T15:23:00,false
1456,814,143,card_payment,-6.02,1746.12,COMPRA PELUQUERÍA LOS ARCOS,2023-12-17T16:09:00,true
1457,802,94,card_payment,-139.73,2580.61,COMPRA BAR CENTRAL,2023-12-17T17:50:00,false
1458,174,,transfer_in,576.68,751.71,TRANSFERENCIA RECIBIDA,2023-12-17T19:34:00,false
1459,450,102,card_payment,-19.80,3381.14,COMPRA LIBRERÍA LOS ARCOS,2023-12-18T09:17:00,true
1460,986,22,card_payment,-96.96,1675.45,COMPRA PELUQUERÍA DEL CARMEN,2023-12-18T09:48:00,false
1461,822,,transfer_in,53.72,1354.97,TRANSFERENCIA RECIBIDA,2023-12-18T12:01:00,false
1462,110,59,card_payment,-17.80,2669.08,COMPRA LA TIENDA DE LA ESTRELLA,2023-12-18T13:33:00,false
1463,268,,transfer_out,-645.05,1258.78,TRANSFERENCIA EMITIDA,2023-12-18T17:42:00,false
1464,159,,transfer_in,28.52,3309.73,TRANSFERENCIA RECIBIDA,2023-12-18T20:21:00,false
1465,89,,transfer_in,165.08,1746.75,TRANSFERENCIA RECIBIDA,2023-12-20T11:45:00,false
1466,791,58,card_payment,-10.80,2363.01,COMPRA ÓPTICA MODERNO,2023-12-20T12:42:00,false
1467,913,,atm_withdrawal,-50.00,3357.56,REINTEGRO CAJERO,2023-12-20T19:05:00,false
1468,328,,transfer_out,-665.86,1563.88,TRANSFERENCIA EMITIDA,2023-12-21T09:05:00,false
1469,740,63,card_payment,-23.27,1229.32,COMPRA FARMACIA LOS ARCOS,2023-12-21T12:39:00,false
1470,515,160,card_payment,-37.96,3639.33,COMPRA TALLER DEL CARMEN,2023-12-21T18:41:00,false
1471,775,20,card_payment,-28.84,904.20,COMPRA LA TIENDA DE BUENAVISTA,2023-12-22T09:43:00,false
1472,402,37,card_payment,-24.20,2217.61,COMPRA BAR DEL SOL,2023-12-22T10:08:00,false
1473,944,,transfer_out,-413.78,840.13,TRANSFERENCIA EMITIDA,2023-12-22T10:39:00,false
1474,765,123,card_payment,-14.55,3162.00,COMPRA LIBRERÍA LOS ARCOS,2023-12-22T13:55:00,false
1475,113,,atm_withdrawal,-40.00,2210.75,REINTEGRO CAJERO,2023-12-22T14:58:00,false
1476,940,167,card_payment,-20.71,1337.67,COMPRA BAR NUEVO,2023-12-22T17:25:00,false
1477,344,,atm_withdrawal,-50.00,1793.63,REINTEGRO CAJERO,2023-12-22T20:33:00,false
1478,1035,90,card_payment,-29.32,4352.93,COMPRA LA TIENDA DE LOS ARCOS,2023-12-23T10:39:00,false
1479,537,122,card_payment,-4.08,3285.68,COMPRA CASA NUEVO,2023-12-24T13:45:00,false
1480,739,56,card_payment,-11.66,141.26,COMPRA BAR REAL,2023-12-24T16:46:00,false
1481,384,,atm_withdrawal,-200.00,1820.53,REINTEGRO CAJERO,2023-12-24T17:28:00,false
1482,475,,transfer_out,-1014.47,3508.88,TRANSFERENCIA EMITIDA,2023-12-24T18:13:00,false
1483,14,19,card_payment,-21.15,1033.12,COMPRA TALLER LOS ARCOS,2023-12-24T19:48:00,true
1484,884,,salary,2187.51,7211.30,NOMINA,2023-12-25T10:55:00,false
1485,973,,salary,1924.92,3072.83,NOMINA,2023-12-25T13:17:00,false
