id,loan_id,instalment_number,due_date,paid_date,payment_amount,interest_amount,principal_amount,balance_after
745,25,54,2027-09-01,2027-09-01,576.68,29.29,547.39,3371.18
746,25,55,2027-10-01,2027-10-01,576.68,25.20,551.48,2819.70
747,25,56,2027-11-01,2027-11-01,576.68,21.08,555.60,2264.10
748,25,57,2027-12-01,2027-12-05,576.68,16.92,559.76,1704.34
749,25,58,2028-01-01,2028-01-01,576.68,12.74,563.94,1140.40
750,25,59,2028-02-01,2028-02-01,576.68,8.52,568.16,572.24
751,25,60,2028-03-01,2028-03-01,576.52,4.28,572.24,0.00
752,26,1,2023-10-01,2023-10-01,448.18,95.45,352.73,13947.27
753,26,2,2023-11-01,2023-11-01,448.18,93.10,355.08,13592.19
754,26,3,2023-12-01,2023-12-01,448.18,90.73,357.45,13234.74
755,26,4,2024-01-01,2024-01-01,448.18,88.34,359.84,12874.90
756,26,5,2024-02-01,2024-02-01,448.18,85.94,362.24,12512.66
757,26,6,2024-03-01,2024-03-01,448.18,83.52,364.66,12148.00
758,26,7,2024-04-01,2024-04-01,448.18,81.09,367.09,11780.91
759,26,8,2024-05-01,2024-05-01,448.18,78.64,369.54,11411.37
760,26,9,2024-06-01,2024-06-01,448.18,76.17,372.01,11039.36
761,26,10,2024-07-01,2024-07-01,448.18,73.69,374.49,10664.87
762,26,11,2024-08-01,2024-08-01,448.18,71.19,376.99,10287.88
763,26,12,2024-09-01,2024-09-01,448.18,68.67,379.51,9908.37
764,26,13,2024-10-01,2024-10-01,448.18,66.14,382.04,9526.33
765,26,14,2024-11-01,2024-11-06,448.18,63.59,384.59,9141.74
766,26,15,2024-12-01,2024-12-01,448.18,61.02,387.16,8754.58
767,26,16,2025-01-01,2025-01-01,448.18,58.44,389.74,8364.84
768,26,17,2025-02-01,2025-02-01,448.18,55.84,392.34,7972.50
769,26,18,2025-03-01,2025-03-01,448.18,53.22,394.96,7577.54
770,26,19,2025-04-01,2025-04-01,448.18,50.58,397.60,7179.94
771,26,20,2025-05-01,2025-05-01,448.18,47.93,400.25,6779.69
772,26,21,2025-06-01,2025-06-01,448.18,45.25,402.93,6376.76
773,27,1,2019-03-01,2019-03-01,659.18,187.38,471.80,26328.20
774,27,2,2019-04-01,2019-04-01,659.18,184.08,475.10,25853.10
775,27,3,2019-05-01,2019-05-05,659.18,180.76,478.42,25374.68
776,27,4,2019-06-01,2019-06-01,659.18,177.41,481.77,24892.91
777,27,5,2019-07-01,2019-07-01,659.18,174.04,485.14,24407.77
778,27,6,2019-08-01,2019-08-01,659.18,170.65,488.53,23919.24
779,27,7,2019-09-01,2019-09-01,659.18,167.24,491.94,23427.30
780,27,8,2019-10-01,2019-10-01,659.18,163.80,495.38,22931.92
781,27,9,2019-11-01,2019-11-10,659.18,160.33,498.85,22433.07
782,27,10,2019-12-01,2019-12-01,659.18,156.84,502.34,21930.73
783,27,11,2020-01-01,2020-01-01,659.18,153.33,505.85,21424.88
784,27,12,2020-02-01,2020-02-01,659.18,149.80,509.38,20915.50
785,27,13,2020-03-01,2020-03-01,659.18,146.23,512.95,20402.55
786,27,14,2020-04-01,2020-04-01,659.18,142.65,516.53,19886.02
787,27,15,2020-05-01,2020-05-01,659.18,139.04,520.14,19365.88
788,27,16,2020-06-01,2020-06-01,659.18,135.40,523.78,18842.10
789,27,17,2020-07-01,2020-07-04,659.18,131.74,527.44,18314.66
790,27,18,2020-08-01,2020-08-01,659.18,128.05,531.13,17783.53
791,27,19,2020-09-01,2020-09-01,659.18,124.34,534.84,17248.69
792,27,20,2020-10-01,2020-10-01,659.18,120.60,538.58,16710.11
793,27,21,2020-11-01,2020-11-01,659.18,116.83,542.35,16167.76
794,27,22,2020-12-01,2020-12-01,659.18,113.04,546.14,15621.62
795,27,23,2021-01-01,2021-01-01,659.18,109.22,549.96,15071.66
796,27,24,2021-02-01,2021-02-01,659.18,105.38,553.80,14517.86
797,27,25,2021-03-01,2021-03-01,659.18,101.50,557.68,13960.18
798,27,26,2021-04-01,2021-04-01,659.18,97.60,561.58,13398.60
799,27,27,2021-05-01,2021-05-01,659.18,93.68,565.50,12833.10
800,27,28,2021-06-01,2021-06-01,659.18,89.72,569.46,12263.64
801,27,29,2021-07-01,2021-07-01,659.18,85.74,573.44,11690.20
802,27,30,2021-08-01,2021-08-12,659.18,81.73,577.45,11112.75
803,27,31,2021-09-01,2021-09-01,659.18,77.70,581.48,10531.27
804,27,32,2021-10-01,2021-10-01,659.18,73.63,585.55,9945.72
805,27,33,2021-11-01,2021-11-01,659.18,69.54,589.64,9356.08
806,27,34,2021-12-01,2021-12-01,659.18,65.41,593.77,8762.31
807,27,35,2022-01-01,2022-01-01,659.18,61.26,597.92,8164.39
808,27,36,2022-02-01,2022-02-01,659.18,57.08,602.10,7562.29
809,27,37,2022-03-01,2022-03-04,659.18,52.87,606.31,6955.98
810,27,38,2022-04-01,2022-04-01,659.18,48.63,610.55,6345.43
811,27,39,2022-05-01,2022-05-01,659.18,44.37,614.81,5730.62
812,27,40,2022-06-01,2022-06-07,659.18,40.07,619.11,5111.51
813,27,41,2022-07-01,2022-07-01,659.18,35.74,623.44,4488.07
814,27,42,2022-08-01,2022-08-01,659.18,31.38,627.80,3860.27
815,27,43,2022-09-01,2022-09-01,659.18,26.99,632.19,3228.08
816,27,44,2022-10-01,2022-10-01,659.18,22.57,636.61,2591.47
817,27,45,2022-11-01,2022-11-01,659.18,18.12,641.06,1950.41
818,27,46,2022-12-01,2022-12-01,659.18,13.64,645.54,1304.87
819,27,47,2023-01-01,2023-01-01,659.18,9.12,650.06,654.81
820,27,48,2023-02-01,2023-02-01,659.39,4.58,654.81,0.00
821,28,1,2019-12-01,2019-12-01,1939.45,923.76,1015.69,255584.31
822,28,2,2020-01-01,2020-01-01,1939.45,920.10,1019.35,254564.96
823,28,3,2020-02-01,2020-02-01,1939.45,916.43,1023.02,253541.94
824,28,4,2020-03-01,2020-03-01,1939.45,912.75,1026.70,252515.24
825,28,5,2020-04-01,2020-04-01,1939.45,909.05,1030.40,251484.84
826,28,6,2020-05-01,2020-05-01,1939.45,905.35,1034.10,250450.74
827,28,7,2020-06-01,2020-06-01,1939.45,901.62,1037.83,249412.91
828,28,8,2020-07-01,2020-07-01,1939.45,897.89,1041.56,248371.35
829,28,9,2020-08-01,2020-08-01,1939.45,894.14,1045.31,247326.04
830,28,10,2020-09-01,2020-09-01,1939.45,890.37,1049.08,246276.96
831,28,11,2020-10-01,2020-10-01,1939.45,886.60,1052.85,245224.11
832,28,12,2020-11-01,2020-11-01,1939.45,882.81,1056.64,244167.47
833,28,13,2020-12-01,2020-12-01,1939.45,879.00,1060.45,243107.02
834,28,14,2021-01-01,2021-01-13,1939.45,875.19,1064.26,242042.76
835,28,15,2021-02-01,2021-02-01,1939.45,871.35,1068.10,240974.66
836,28,16,2021-03-01,2021-03-01,1939.45,867.51,1071.94,239902.72
837,28,17,2021-04-01,2021-04-01,1939.45,863.65,1075.80,238826.92
838,28,18,2021-05-01,2021-05-01,1939.45,859.78,1079.67,237747.25
839,28,19,2021-06-01,2021-06-01,1939.45,855.89,1083.56,236663.69
840,28,20,2021-07-01,2021-07-05,1939.45,851.99,1087.46,235576.23
841,28,21,2021-08-01,2021-08-01,1939.45,848.07,1091.38,234484.85
842,28,22,2021-09-01,2021-09-01,1939.45,844.15,1095.30,233389.55
843,28,23,2021-10-01,2021-10-01,1939.45,840.20,1099.25,232290.30
844,28,24,2021-11-01,2021-11-01,1939.45,836.25,1103.20,231187.10
845,28,25,2021-12-01,2021-12-01,1939.45,832.27,1107.18,230079.92
846,28,26,2022-01-01,2022-01-07,1939.45,828.29,1111.16,228968.76
847,28,27,2022-02-01,2022-02-01,1939.45,824.29,1115.16,227853.60
848,28,28,2022-03-01,2022-03-01,1939.45,820.27,1119.18,226734.42
849,28,29,2022-04-01,2022-04-01,1939.45,816.24,1123.21,225611.21
850,28,30,2022-05-01,2022-05-01,1939.45,812.20,1127.25,224483.96
851,28,31,2022-06-01,2022-06-01,1939.45,808.14,1131.31,223352.65
852,28,32,2022-07-01,2022-07-01,1939.45,804.07,1135.38,222217.27
853,28,33,2022-08-01,2022-08-02,1939.45,799.98,1139.47,221077.80
854,28,34,2022-09-01,2022-09-01,1939.45,795.88,1143.57,219934.23
855,28,35,2022-10-01,2022-10-09,1939.45,791.76,1147.69,218786.54
856,28,36,2022-11-01,2022-11-01,1939.45,787.63,1151.82,217634.72
857,28,37,2022-12-01,2022-12-13,1939.45,783.48,1155.97,216478.75
858,28,38,2023-01-01,2023-01-01,1939.45,779.32,1160.13,215318.62
859,28,39,2023-02-01,2023-02-01,1939.45,775.15,1164.30,214154.32
860,28,40,2023-03-01,2023-03-01,1939.45,770.96,1168.49,212985.83
861,28,41,2023-04-01,2023-04-01,1939.45,766.75,1172.70,211813.13
862,28,42,2023-05-01,2023-05-01,1939.45,762.53,1176.92,210636.21
863,28,43,2023-06-01,2023-06-01,1939.45,758.29,1181.16,209455.05
864,28,44,2023-07-01,2023-07-01,1939.45,754.04,1185.41,208269.64
865,28,45,2023-08-01,2023-08-01,1939.45,749.77,1189.68,207079.96
866,28,46,2023-09-01,2023-09-01,1939.45,745.49,1193.96,205886.00
867,28,47,2023-10-01,2023-10-10,1939.45,741.19,1198.26,204687.74
868,28,48,2023-11-01,2023-11-01,1939.45,736.88,1202.57,203485.17
869,28,49,2023-12-01,2023-12-01,1939.45,732.55,1206.90,202278.27
870,28,50,2024-01-01,2024-01-01,1939.45,728.20,1211.25,201067.02
871,28,51,2024-02-01,2024-02-01,1939.45,723.84,1215.61,199851.41
872,28,52,2024-03-01,2024-03-01,1939.45,719.47,1219.98,198631.43
873,28,53,2024-04-01,2024-04-01,1939.45,715.07,1224.38,197407.05
874,28,54,2024-05-01,2024-05-01,1939.45,710.67,1228.78,196178.27
875,28,55,2024-06-01,2024-06-01,1939.45,706.24,1233.21,194945.06
876,28,56,2024-07-01,2024-07-01,1939.45,701.80,1237.65,193707.41
877,28,57,2024-08-01,2024-08-02,1939.45,697.35,1242.10,192465.31
878,28,58,2024-09-01,2024-09-01,1939.45,692.88,1246.57,191218.74
879,28,59,2024-10-01,2024-10-01,1939.45,688.39,1251.06,189967.68
880,28,60,2024-11-01,2024-11-01,1939.45,683.88,1255.57,188712.11
881,28,61,2024-12-01,2024-12-01,1939.45,679.36,1260.09,187452.02
882,28,62,2025-01-01,2025-01-01,1939.45,674.83,1264.62,186187.40
883,28,63,2025-02-01,2025-02-01,1939.45,670.27,1269.18,184918.22
884,28,64,2025-03-01,2025-03-01,1939.45,665.71,1273.74,183644.48
885,28,65,2025-04-01,2025-04-01,1939.45,661.12,1278.33,182366.15
886,28,66,2025-05-01,2025-05-01,1939.45,656.52,1282.93,181083.22
887,28,67,2025-06-01,2025-06-03,1939.45,651.90,1287.55,179795.67
888,28,68,2025-07-01,2025-07-01,1939.45,647.26,1292.19,178503.48
889,28,69,2025-08-01,2025-08-01,1939.45,642.61,1296.84,177206.64
890,28,70,2025-09-01,2025-09-01,1939.45,637.94,1301.51,175905.13
891,28,71,2025-10-01,2025-10-01,1939.45,633.26,1306.19,174598.94
892,28,72,2025-11-01,2025-11-01,1939.45,628.56,1310.89,173288.05
893,28,73,2025-12-01,2025-12-09,1939.45,623.84,1315.61,171972.44
894,28,74,2026-01-01,2026-01-07,1939.45,619.10,1320.35,170652.09
895,28,75,2026-02-01,2026-02-08,1939.45,614.35,1325.10,169326.99
896,28,76,2026-03-01,2026-03-01,1939.45,609.58,1329.87,167997.12
897,28,77,2026-04-01,2026-04-01,1939.45,604.79,1334.66,166662.46
898,28,78,2026-05-01,2026-05-01,1939.45,599.98,1339.47,165322.99
899,28,79,2026-06-01,2026-06-01,1939.45,595.16,1344.29,163978.70
900,28,80,2026-07-01,2026-07-01,1939.45,590.32,1349.13,162629.57
901,28,81,2026-08-01,2026-08-02,1939.45,585.47,1353.98,161275.59
902,28,82,2026-09-01,2026-09-01,1939.45,580.59,1358.86,159916.73
903,28,83,2026-10-01,2026-10-01,1939.45,575.70,1363.75,158552.98
904,28,84,2026-11-01,2026-11-01,1939.45,570.79,1368.66,157184.32
905,28,85,2026-12-01,2026-12-01,1939.45,565.86,1373.59,155810.73
906,28,86,2027-01-01,2027-01-01,1939.45,560.92,1378.53,154432.20
907,28,87,2027-02-01,2027-02-08,1939.45,555.96,1383.49,153048.71
908,28,88,2027-03-01,2027-03-10,1939.45,550.98,1388.47,151660.24
909,28,89,2027-04-01,2027-04-01,1939.45,545.98,1393.47,150266.77
910,28,90,2027-05-01,2027-05-01,1939.45,540.96,1398.49,148868.28
911,28,91,2027-06-01,2027-06-01,1939.45,535.93,1403.52,147464.76
912,28,92,2027-07-01,2027-07-01,1939.45,530.87,1408.58,146056.18
913,28,93,2027-08-01,2027-08-01,1939.45,525.80,1413.65,144642.53
914,28,94,2027-09-01,2027-09-01,1939.45,520.71,1418.74,143223.79
915,28,95,2027-10-01,2027-10-01,1939.45,515.61,1423.84,141799.95
916,28,96,2027-11-01,2027-11-06,1939.45,510.48,1428.97,140370.98
917,28,97,2027-12-01,2027-12-01,1939.45,505.34,1434.11,138936.87
918,28,98,2028-01-01,2028-01-01,1939.45,500.17,1439.28,137497.59
919,28,99,2028-02-01,2028-02-01,1939.45,494.99,1444.46,136053.13
920,28,100,2028-03-01,2028-03-01,1939.45,489.79,1449.66,134603.47
921,28,101,2028-04-01,2028-04-01,1939.45,484.57,1454.88,133148.59
922,28,102,2028-05-01,2028-05-01,1939.45,479.33,1460.12,131688.47
923,28,103,2028-06-01,2028-06-01,1939.45,474.08,1465.37,130223.10
924,28,104,2028-07-01,2028-07-01,1939.45,468.80,1470.65,128752.45
925,28,105,2028-08-01,2028-08-12,1939.45,463.51,1475.94,127276.51
926,28,106,2028-09-01,2028-09-01,1939.45,458.20,1481.25,125795.26
927,28,107,2028-10-01,2028-10-01,1939.45,452.86,1486.59,124308.67
928,28,108,2028-11-01,2028-11-01,1939.45,447.51,1491.94,122816.73
929,28,109,2028-12-01,2028-12-06,1939.45,442.14,1497.31,121319.42
930,28,110,2029-01-01,2029-01-01,1939.45,436.75,1502.70,119816.72
931,28,111,2029-02-01,2029-02-01,1939.45,431.34,1508.11,118308.61
932,28,112,2029-03-01,2029-03-01,1939.45,425.91,1513.54,116795.07
933,28,113,2029-04-01,2029-04-01,1939.45,420.46,1518.99,115276.08
934,28,114,2029-05-01,2029-05-01,1939.45,414.99,1524.46,113751.62
935,28,115,2029-06-01,2029-06-01,1939.45,409.51,1529.94,112221.68
936,28,116,2029-07-01,2029-07-01,1939.45,404.00,1535.45,110686.23
937,28,117,2029-08-01,2029-08-01,1939.45,398.47,1540.98,109145.25
938,28,118,2029-09-01,2029-09-01,1939.45,392.92,1546.53,107598.72
939,28,119,2029-10-01,2029-10-01,1939.45,387.36,1552.09,106046.63
940,28,120,2029-11-01,2029-11-01,1939.45,381.77,1557.68,104488.95
941,28,121,2029-12-01,2029-12-01,1939.45,376.16,1563.29,102925.66
942,28,122,2030-01-01,2030-01-13,1939.45,370.53,1568.92,101356.74
943,28,123,2030-02-01,2030-02-01,1939.45,364.88,1574.57,99782.17
944,28,124,2030-03-01,2030-03-06,1939.45,359.22,1580.23,98201.94
945,28,125,2030-04-01,2030-04-01,1939.45,353.53,1585.92,96616.02
946,28,126,2030-05-01,2030-05-01,1939.45,347.82,1591.63,95024.39
947,28,127,2030-06-01,2030-06-01,1939.45,342.09,1597.36,93427.03
948,28,128,2030-07-01,2030-07-02,1939.45,336.34,1603.11,91823.92
949,28,129,2030-08-01,2030-08-01,1939.45,330.57,1608.88,90215.04
950,28,130,2030-09-01,2030-09-01,1939.45,324.77,1614.68,88600.36
951,28,131,2030-10-01,2030-10-01,1939.45,318.96,1620.49,86979.87
952,28,132,2030-11-01,2030-11-01,1939.45,313.13,1626.32,85353.55
953,28,133,2030-12-01,2030-12-01,1939.45,307.27,1632.18,83721.37
954,28,134,2031-01-01,2031-01-01,1939.45,301.40,1638.05,82083.32
955,28,135,2031-02-01,2031-02-01,1939.45,295.50,1643.95,80439.37
956,28,136,2031-03-01,2031-03-01,1939.45,289.58,1649.87,78789.50
957,28,137,2031-04-01,2031-04-01,1939.45,283.64,1655.81,77133.69
958,28,138,2031-05-01,2031-05-01,1939.45,277.68,1661.77,75471.92
959,28,139,2031-06-01,2031-06-06,1939.45,271.70,1667.75,73804.17
960,28,140,2031-07-01,2031-07-01,1939.45,265.70,1673.75,72130.42
961,28,141,2031-08-01,2031-08-01,1939.45,259.67,1679.78,70450.64
962,28,142,2031-09-01,2031-09-08,1939.45,253.62,1685.83,68764.81
963,28,143,2031-10-01,2031-10-01,1939.45,247.55,1691.90,67072.91
964,28,144,2031-11-01,2031-11-01,1939.45,241.46,1697.99,65374.92
965,28,145,2031-12-01,2031-12-01,1939.45,235.35,1704.10,63670.82
966,28,146,2032-01-01,2032-01-01,1939.45,229.21,1710.24,61960.58
967,28,147,2032-02-01,2032-02-01,1939.45,223.06,1716.39,60244.19
968,28,148,2032-03-01,2032-03-01,1939.45,216.88,1722.57,58521.62
969,28,149,2032-04-01,2032-04-01,1939.45,210.68,1728.77,56792.85
970,28,150,2032-05-01,2032-05-11,1939.45,204.45,1735.00,55057.85
971,28,151,2032-06-01,2032-06-01,1939.45,198.21,1741.24,53316.61
972,28,152,2032-07-01,2032-07-01,1939.45,191.94,1747.51,51569.10
973,28,153,2032-08-01,2032-08-01,1939.45,185.65,1753.80,49815.30
974,28,154,2032-09-01,2032-09-01,1939.45,179.34,1760.11,48055.19
975,28,155,2032-10-01,2032-10-01,1939.45,173.00,1766.45,46288.74
976,28,156,2032-11-01,2032-11-01,1939.45,166.64,1772.81,44515.93
977,28,157,2032-12-01,2032-12-01,1939.45,160.26,1779.19,42736.74
978,28,158,2033-01-01,2033-01-01,1939.45,153.85,1785.60,40951.14
979,28,159,2033-02-01,2033-02-01,1939.45,147.42,1792.03,39159.11
980,28,160,2033-03-01,2033-03-01,1939.45,140.97,1798.48,37360.63
981,28,161,2033-04-01,2033-04-01,1939.45,134.50,1804.95,35555.68
982,28,162,2033-05-01,2033-05-01,1939.45,128.00,1811.45,33744.23
983,28,163,2033-06-01,2033-06-01,1939.45,121.48,1817.97,31926.26
984,28,164,2033-07-01,2033-07-01,1939.45,114.93,1824.52,30101.74
985,28,165,2033-08-01,2033-08-01,1939.45,108.37,1831.08,28270.66
986,28,166,2033-09-01,2033-09-01,1939.45,101.77,1837.68,26432.98
987,28,167,2033-10-01,2033-10-01,1939.45,95.16,1844.29,24588.69
988,28,168,2033-11-01,2033-11-01,1939.45,88.52,1850.93,22737.76
989,28,169,2033-12-01,2033-12-02,1939.45,81.86,1857.59,20880.17
990,28,170,2034-01-01,2034-01-04,1939.45,75.17,1864.28,19015.89
991,28,171,2034-02-01,2034-02-01,1939.45,68.46,1870.99,17144.90
992,28,172,2034-03-01,2034-03-01,1939.45,61.72,1877.73,15267.17
993,28,173,2034-04-01,2034-04-01,1939.45,54.96,1884.49,13382.68
994,28,174,2034-05-01,2034-05-01,1939.45,48.18,1891.27,11491.41
995,28,175,2034-06-01,2034-06-01,1939.45,41.37,1898.08,9593.33
996,28,176,2034-07-01,2034-07-01,1939.45,34.54,1904.91,7688.42
997,28,177,2034-08-01,2034-08-01,1939.45,27.68,1911.77,5776.65
998,28,178,2034-09-01,2034-09-01,1939.45,20.80,1918.65,3858.00
999,28,179,2034-10-01,2034-10-01,1939.45,13.89,1925.56,1932.44
1000,28,180,2034-11-01,2034-11-12,1939.40,6.96,1932.44,0.00
1001,29,1,2022-06-01,2022-06-01,622.90,236.20,386.70,41113.30
1002,29,2,2022-07-01,2022-07-01,622.90,234.00,388.90,40724.40
1003,29,3,2022-08-01,2022-08-01,622.90,231.79,391.11,40333.29
1004,29,4,2022-09-01,2022-09-01,622.90,229.56,393.34,39939.95
1005,29,5,2022-10-01,2022-10-01,622.90,227.32,395.58,39544.37
1006,29,6,2022-11-01,2022-11-01,622.90,225.07,397.83,39146.54
1007,29,7,2022-12-01,2022-12-01,622.90,222.81,400.09,38746.45
1008,29,8,2023-01-01,2023-01-01,622.90,220.53,402.37,38344.08
1009,29,9,2023-02-01,2023-02-06,622.90,218.24,404.66,37939.42
1010,29,10,2023-03-01,2023-03-02,622.90,215.94,406.96,37532.46
1011,29,11,2023-04-01,2023-04-01,622.90,213.62,409.28,37123.18
1012,29,12,2023-05-01,2023-05-01,622.90,211.29,411.61,36711.57
1013,29,13,2023-06-01,2023-06-01,622.90,208.95,413.95,36297.62
1014,29,14,2023-07-01,2023-07-01,622.90,206.59,416.31,35881.31
1015,29,15,2023-08-01,2023-08-01,622.90,204.22,418.68,35462.63
1016,29,16,2023-09-01,2023-09-01,622.90,201.84,421.06,35041.57
1017,29,17,2023-10-01,2023-10-01,622.90,199.44,423.46,34618.11
1018,29,18,2023-11-01,2023-11-01,622.90,197.03,425.87,34192.24
1019,29,19,2023-12-01,2023-12-01,622.90,194.61,428.29,33763.95
1020,29,20,2024-01-01,2024-01-01,622.90,192.17,430.73,33333.22
1021,29,21,2024-02-01,2024-02-01,622.90,189.72,433.18,32900.04
1022,29,22,2024-03-01,2024-03-01,622.90,187.26,435.64,32464.40
1023,29,23,2024-04-01,2024-04-01,622.90,184.78,438.12,32026.28
1024,29,24,2024-05-01,2024-05-01,622.90,182.28,440.62,31585.66
1025,29,25,2024-06-01,2024-06-12,622.90,179.78,443.12,31142.54
1026,29,26,2024-07-01,2024-07-01,622.90,177.25,445.65,30696.89
1027,29,27,2024-08-01,2024-08-01,622.90,174.72,448.18,30248.71
1028,29,28,2024-09-01,2024-09-01,622.90,172.17,450.73,29797.98
1029,29,29,2024-10-01,2024-10-01,622.90,169.60,453.30,29344.68
1030,29,30,2024-11-01,2024-11-01,622.90,167.02,455.88,28888.80
1031,29,31,2024-12-01,2024-12-01,622.90,164.43,458.47,28430.33
1032,29,32,2025-01-01,2025-01-01,622.90,161.82,461.08,27969.25
1033,29,33,2025-02-01,2025-02-05,622.90,159.19,463.71,27505.54
1034,29,34,2025-03-01,2025-03-01,622.90,156.55,466.35,27039.19
1035,29,35,2025-04-01,2025-04-11,622.90,153.90,469.00,26570.19
1036,29,36,2025-05-01,2025-05-01,622.90,151.23,471.67,26098.52
1037,29,37,2025-06-01,2025-06-01,622.90,148.54,474.36,25624.16
1038,30,1,2022-03-01,2022-03-01,207.49,75.13,132.36,13867.64
1039,30,2,2022-04-01,2022-04-01,207.49,74.42,133.07,13734.57
1040,30,3,2022-05-01,2022-05-04,207.49,73.71,133.78,13600.79
1041,30,4,2022-06-01,2022-06-12,207.49,72.99,134.50,13466.29
1042,30,5,2022-07-01,2022-07-01,207.49,72.27,135.22,13331.07
1043,30,6,2022-08-01,2022-08-01,207.49,71.54,135.95,13195.12
1044,30,7,2022-09-01,2022-09-01,207.49,70.81,136.68,13058.44
1045,30,8,2022-10-01,2022-10-01,207.49,70.08,137.41,12921.03
1046,30,9,2022-11-01,2022-11-01,207.49,69.34,138.15,12782.88
1047,30,10,2022-12-01,2022-12-01,207.49,68.60,138.89,12643.99
1048,30,11,2023-01-01,2023-01-01,207.49,67.86,139.63,12504.36
1049,30,12,2023-02-01,2023-02-07,207.49,67.11,140.38,12363.98
1050,30,13,2023-03-01,2023-03-01,207.49,66.35,141.14,12222.84
1051,30,14,2023-04-01,2023-04-01,207.49,65.60,141.89,12080.95
1052,30,15,2023-05-01,2023-05-01,207.49,64.83,142.66,11938.29
1053,30,16,2023-06-01,2023-06-01,207.49,64.07,143.42,11794.87
1054,30,17,2023-07-01,2023-07-01,207.49,63.30,144.19,11650.68
1055,30,18,2023-08-01,2023-08-01,207.49,62.53,144.96,11505.72
1056,30,19,2023-09-01,2023-09-01,207.49,61.75,145.74,11359.98
1057,30,20,2023-10-01,2023-10-01,207.49,60.97,146.52,11213.46
1058,30,21,2023-11-01,2023-11-05,207.49,60.18,147.31,11066.15
1059,30,22,2023-12-01,2023-12-01,207.49,59.39,148.10,10918.05
1060,30,23,2024-01-01,2024-01-04,207.49,58.59,148.90,10769.15
1061,30,24,2024-02-01,2024-02-01,207.49,57.79,149.70,10619.45
1062,30,25,2024-03-01,2024-03-01,207.49,56.99,150.50,10468.95
1063,30,26,2024-04-01,2024-04-01,207.49,56.18,151.31,10317.64
1064,30,27,2024-05-01,2024-05-01,207.49,55.37,152.12,10165.52
1065,30,28,2024-06-01,2024-06-05,207.49,54.55,152.94,10012.58
1066,30,29,2024-07-01,2024-07-01,207.49,53.73,153.76,9858.82
1067,30,30,2024-08-01,2024-08-01,207.49,52.91,154.58,9704.24
1068,30,31,2024-09-01,2024-09-01,207.49,52.08,155.41,9548.83
1069,30,32,2024-10-01,2024-10-01,207.49,51.25,156.24,9392.59
1070,30,33,2024-11-01,2024-11-01,207.49,50.41,157.08,9235.51
1071,30,34,2024-12-01,2024-12-01,207.49,49.56,157.93,9077.58
1072,30,35,2025-01-01,2025-01-01,207.49,48.72,158.77,8918.81
1073,30,36,2025-02-01,2025-02-01,207.49,47.86,159.63,8759.18
1074,30,37,2025-03-01,2025-03-01,207.49,47.01,160.48,8598.70
1075,30,38,2025-04-01,2025-04-01,207.49,46.15,161.34,8437.36
1076,30,39,2025-05-01,2025-05-01,207.49,45.28,162.21,8275.15
1077,30,40,2025-06-01,2025-06-03,207.49,44.41,163.08,8112.07
1078,31,1,2024-10-01,2024-10-06,808.27,203.35,604.92,41395.08
1079,31,2,2024-11-01,2024-11-01,808.27,200.42,607.85,40787.23
1080,31,3,2024-12-01,2024-12-01,808.27,197.48,610.79,40176.44
1081,31,4,2025-01-01,2025-01-01,808.27,194.52,613.75,39562.69
1082,31,5,2025-02-01,2025-02-01,808.27,191.55,616.72,38945.97
1083,31,6,2025-03-01,2025-03-01,808.27,188.56,619.71,38326.26
1084,31,7,2025-04-01,2025-04-01,808.27,185.56,622.71,37703.55
1085,31,8,2025-05-01,2025-05-01,808.27,182.55,625.72,37077.83
1086,31,9,2025-06-01,2025-06-06,808.27,179.52,628.75,36449.08
1087,31,10,2025-07-01,2025-07-01,808.27,176.47,631.80,35817.28
1088,31,11,2025-08-01,2025-08-01,808.27,173.42,634.85,35182.43
1089,31,12,2025-09-01,2025-09-01,808.27,170.34,637.93,34544.50
1090,31,13,2025-10-01,2025-10-01,808.27,167.25,641.02,33903.48
1091,31,14,2025-11-01,2025-11-01,808.27,164.15,644.12,33259.36
1092,31,15,2025-12-01,2025-12-01,808.27,161.03,647.24,32612.12
1093,31,16,2026-01-01,2026-01-01,808.27,157.90,650.37,31961.75
1094,31,17,2026-02-01,2026-02-01,808.27,154.75,653.52,31308.23
1095,31,18,2026-03-01,2026-03-01,808.27,151.58,656.69,30651.54
1096,31,19,2026-04-01,2026-04-01,808.27,148.40,659.87,29991.67
1097,31,20,2026-05-01,2026-05-01,808.27,145.21,663.06,29328.61
1098,31,21,2026-06-01,2026-06-01,808.27,142.00,666.27,28662.34
1099,31,22,2026-07-01,2026-07-01,808.27,138.77,669.50,27992.84
1100,31,23,2026-08-01,2026-08-04,808.27,135.53,672.74,27320.10
1101,31,24,2026-09-01,2026-09-01,808.27,132.27,676.00,26644.10
1102,31,25,2026-10-01,2026-10-01,808.27,129.00,679.27,25964.83
1103,31,26,2026-11-01,2026-11-09,808.27,125.71,682.56,25282.27
1104,31,27,2026-12-01,2026-12-01,808.27,122.41,685.86,24596.41
1105,31,28,2027-01-01,2027-01-01,808.27,119.09,689.18,23907.23
1106,31,29,2027-02-01,2027-02-01,808.27,115.75,692.52,23214.71
1107,31,30,2027-03-01,2027-03-01,808.27,112.40,695.87,22518.84
1108,31,31,2027-04-01,2027-04-01,808.27,109.03,699.24,21819.60
