id,ticker,company_name,trade_date,open_price,high_price,low_price,close_price,volume
698,PNFD,Pinefield Logística,2024-07-26,36.49,36.59,36.28,36.34,254864
699,STNB,Stonebridge Seguros,2024-07-26,45.17,45.76,44.86,45.49,178350
700,VGRE,Vega Renovables,2024-07-26,87.96,88.62,86.51,87.28,310244
701,ARCD,Arcadia Telecom,2024-07-29,8.15,8.15,8.02,8.10,169199
702,BLHB,Blue Harbour Naval,2024-07-29,30.84,31.15,30.74,31.02,163592
703,CALDR,Caldera Energía,2024-07-29,13.11,13.17,12.76,12.94,425560
704,LKVW,Lakeview Alimentación,2024-07-29,11.47,11.51,11.44,11.50,189172
705,MRDN,Meridiano Industrial,2024-07-29,36.31,36.49,35.00,35.56,300751
706,NRTH,Northwind Farmacéutica,2024-07-29,104.18,105.07,103.87,104.44,332325
707,OKVL,Oakvale Construcción,2024-07-29,8.69,8.84,8.69,8.74,361468
708,PNFD,Pinefield Logística,2024-07-29,36.33,37.30,36.01,37.12,323303
709,STNB,Stonebridge Seguros,2024-07-29,45.32,46.72,44.51,46.25,300705
710,VGRE,Vega Renovables,2024-07-29,88.72,90.50,79.84,83.82,491045
711,ARCD,Arcadia Telecom,2024-07-30,8.13,8.20,8.04,8.09,165226
712,BLHB,Blue Harbour Naval,2024-07-30,31.15,31.25,30.70,30.97,201688
713,CALDR,Caldera Energía,2024-07-30,12.88,13.01,12.54,12.74,240221
714,LKVW,Lakeview Alimentación,2024-07-30,11.54,11.61,11.49,11.55,149077
715,MRDN,Meridiano Industrial,2024-07-30,35.46,35.89,35.02,35.80,124873
716,NRTH,Northwind Farmacéutica,2024-07-30,104.39,104.69,103.27,103.79,294463
717,OKVL,Oakvale Construcción,2024-07-30,8.76,8.79,8.66,8.69,290999
718,PNFD,Pinefield Logística,2024-07-30,36.43,36.67,36.30,36.45,332338
719,STNB,Stonebridge Seguros,2024-07-30,46.41,46.93,44.41,45.60,163798
720,VGRE,Vega Renovables,2024-07-30,84.30,84.86,80.84,81.66,413785
721,ARCD,Arcadia Telecom,2024-07-31,8.05,8.08,7.99,8.05,113790
722,BLHB,Blue Harbour Naval,2024-07-31,31.07,31.12,30.89,31.00,49211
723,CALDR,Caldera Energía,2024-07-31,12.74,13.08,12.63,13.00,434233
724,LKVW,Lakeview Alimentación,2024-07-31,11.54,11.55,11.50,11.51,197594
725,MRDN,Meridiano Industrial,2024-07-31,35.81,36.06,35.33,35.59,331881
726,NRTH,Northwind Farmacéutica,2024-07-31,103.50,104.19,102.66,103.14,332633
727,OKVL,Oakvale Construcción,2024-07-31,8.71,8.82,8.52,8.63,196832
728,PNFD,Pinefield Logística,2024-07-31,36.36,39.10,34.97,37.33,226736
729,STNB,Stonebridge Seguros,2024-07-31,45.83,47.26,45.71,46.95,381742
730,VGRE,Vega Renovables,2024-07-31,81.90,83.79,78.06,78.93,640561
731,ARCD,Arcadia Telecom,2024-08-01,8.06,8.06,8.04,8.06,176999
732,BLHB,Blue Harbour Naval,2024-08-01,31.39,32.18,30.33,30.71,321547
733,CALDR,Caldera Energía,2024-08-01,12.91,13.09,12.87,13.01,208454
734,LKVW,Lakeview Alimentación,2024-08-01,11.49,11.65,11.45,11.58,155679
735,MRDN,Meridiano Industrial,2024-08-01,35.72,36.24,35.43,36.05,357583
736,NRTH,Northwind Farmacéutica,2024-08-01,103.35,107.33,102.94,105.27,167899
737,OKVL,Oakvale Construcción,2024-08-01,8.68,8.72,8.52,8.58,243520
738,PNFD,Pinefield Logística,2024-08-01,36.67,38.14,35.80,37.84,160588
739,STNB,Stonebridge Seguros,2024-08-01,46.59,46.61,46.56,46.57,144278
740,VGRE,Vega Renovables,2024-08-01,79.15,79.47,78.86,79.09,219444
741,ARCD,Arcadia Telecom,2024-08-02,8.11,8.18,8.10,8.15,247588
742,BLHB,Blue Harbour Naval,2024-08-02,30.70,31.12,30.17,30.95,162375
743,CALDR,Caldera Energía,2024-08-02,12.99,13.27,12.67,13.12,255477
744,LKVW,Lakeview Alimentación,2024-08-02,11.61,11.75,11.16,11.28,540952
745,MRDN,Meridiano Industrial,2024-08-02,36.17,36.28,35.93,36.18,250485
746,NRTH,Northwind Farmacéutica,2024-08-02,104.98,105.64,104.57,105.55,206650
747,OKVL,Oakvale Construcción,2024-08-02,8.53,8.64,8.45,8.57,243838
748,PNFD,Pinefield Logística,2024-08-02,37.95,38.25,37.78,38.14,249624
749,STNB,Stonebridge Seguros,2024-08-02,46.08,47.21,43.98,45.10,576929
750,VGRE,Vega Renovables,2024-08-02,79.04,80.62,77.08,78.37,264473
751,ARCD,Arcadia Telecom,2024-08-05,8.14,8.19,8.01,8.02,199557
752,BLHB,Blue Harbour Naval,2024-08-05,31.02,31.30,30.35,30.54,419648
753,CALDR,Caldera Energía,2024-08-05,13.21,13.44,13.08,13.35,172997
754,LKVW,Lakeview Alimentación,2024-08-05,11.32,11.37,11.30,11.34,186391
755,MRDN,Meridiano Industrial,2024-08-05,36.04,36.18,35.34,35.37,509936
756,NRTH,Northwind Farmacéutica,2024-08-05,105.50,107.38,104.20,106.60,186067
757,OKVL,Oakvale Construcción,2024-08-05,8.62,8.70,8.52,8.56,111870
758,PNFD,Pinefield Logística,2024-08-05,38.10,41.82,36.52,40.50,1213064
759,STNB,Stonebridge Seguros,2024-08-05,45.37,45.91,45.06,45.63,333895
760,VGRE,Vega Renovables,2024-08-05,78.58,80.22,75.97,76.88,287565
761,ARCD,Arcadia Telecom,2024-08-06,8.04,8.14,7.75,7.75,330616
762,BLHB,Blue Harbour Naval,2024-08-06,30.58,30.95,30.55,30.82,249239
763,CALDR,Caldera Energía,2024-08-06,13.19,13.50,13.03,13.43,206840
764,LKVW,Lakeview Alimentación,2024-08-06,11.28,11.66,10.89,11.62,299555
765,MRDN,Meridiano Industrial,2024-08-06,35.27,35.63,34.59,34.78,273410
766,NRTH,Northwind Farmacéutica,2024-08-06,106.71,107.66,106.49,107.42,295507
767,OKVL,Oakvale Construcción,2024-08-06,8.58,8.61,8.43,8.48,174931
768,PNFD,Pinefield Logística,2024-08-06,40.90,41.35,40.22,41.35,383867
769,STNB,Stonebridge Seguros,2024-08-06,45.39,46.12,43.79,44.92,220656
770,VGRE,Vega Renovables,2024-08-06,76.77,78.72,72.28,75.02,427920
771,ARCD,Arcadia Telecom,2024-08-07,7.73,7.74,7.67,7.69,262095
772,BLHB,Blue Harbour Naval,2024-08-07,30.72,31.79,30.08,31.13,226869
773,CALDR,Caldera Energía,2024-08-07,13.55,13.57,13.54,13.54,283262
774,LKVW,Lakeview Alimentación,2024-08-07,11.61,11.90,11.56,11.80,316815
775,MRDN,Meridiano Industrial,2024-08-07,34.73,34.96,34.60,34.84,189546
776,NRTH,Northwind Farmacéutica,2024-08-07,107.57,109.06,107.28,108.06,280985
777,OKVL,Oakvale Construcción,2024-08-07,8.50,8.62,8.42,8.58,510206
778,PNFD,Pinefield Logística,2024-08-07,41.38,41.87,40.53,41.34,186096
779,STNB,Stonebridge Seguros,2024-08-07,45.13,45.20,45.02,45.06,165889
780,VGRE,Vega Renovables,2024-08-07,74.31,76.80,72.58,75.68,277605
781,ARCD,Arcadia Telecom,2024-08-08,7.70,7.79,7.67,7.76,238031
782,BLHB,Blue Harbour Naval,2024-08-08,31.48,31.60,31.46,31.52,280796
783,CALDR,Caldera Energía,2024-08-08,13.58,13.97,13.55,13.75,159537
784,LKVW,Lakeview Alimentación,2024-08-08,11.84,11.93,11.72,11.81,206463
785,MRDN,Meridiano Industrial,2024-08-08,34.95,35.13,34.31,34.60,253382
786,NRTH,Northwind Farmacéutica,2024-08-08,108.46,108.88,106.20,106.75,312003
787,OKVL,Oakvale Construcción,2024-08-08,8.48,8.64,8.40,8.58,120392
788,PNFD,Pinefield Logística,2024-08-08,41.54,42.00,41.46,41.69,283874
789,STNB,Stonebridge Seguros,2024-08-08,45.12,45.12,45.07,45.09,254551
790,VGRE,Vega Renovables,2024-08-08,75.08,80.58,74.23,78.09,559939
791,ARCD,Arcadia Telecom,2024-08-09,7.77,7.78,7.69,7.73,270958
792,BLHB,Blue Harbour Naval,2024-08-09,31.47,31.92,31.10,31.54,176549
793,CALDR,Caldera Energía,2024-08-09,13.75,13.78,13.63,13.69,259510
794,LKVW,Lakeview Alimentación,2024-08-09,11.73,12.33,11.64,12.03,427846
795,MRDN,Meridiano Industrial,2024-08-09,34.64,35.22,33.40,33.77,365959
796,NRTH,Northwind Farmacéutica,2024-08-09,106.98,107.55,106.86,107.29,178318
797,OKVL,Oakvale Construcción,2024-08-09,8.59,8.74,8.41,8.45,352439
798,PNFD,Pinefield Logística,2024-08-09,41.46,42.12,40.85,41.90,235438
799,STNB,Stonebridge Seguros,2024-08-09,44.98,45.29,44.82,45.24,244193
800,VGRE,Vega Renovables,2024-08-09,78.79,82.10,76.65,80.86,438778
801,ARCD,Arcadia Telecom,2024-08-12,7.75,7.81,7.74,7.76,110035
802,BLHB,Blue Harbour Naval,2024-08-12,31.38,32.63,31.23,32.00,504586
803,CALDR,Caldera Energía,2024-08-12,13.80,14.05,13.39,13.53,251979
804,LKVW,Lakeview Alimentación,2024-08-12,12.02,12.05,11.83,11.97,268768
805,MRDN,Meridiano Industrial,2024-08-12,33.78,35.00,32.08,32.47,831019
806,NRTH,Northwind Farmacéutica,2024-08-12,107.29,108.07,106.46,107.45,209689
807,OKVL,Oakvale Construcción,2024-08-12,8.40,8.60,8.38,8.51,265903
808,PNFD,Pinefield Logística,2024-08-12,41.74,42.02,41.54,41.95,151173
809,STNB,Stonebridge Seguros,2024-08-12,45.27,45.55,45.17,45.48,190505
810,VGRE,Vega Renovables,2024-08-12,81.40,83.17,80.84,82.58,151060
811,ARCD,Arcadia Telecom,2024-08-13,7.74,7.84,7.74,7.81,283813
812,BLHB,Blue Harbour Naval,2024-08-13,32.21,32.22,32.19,32.21,265780
813,CALDR,Caldera Energía,2024-08-13,13.43,13.52,13.27,13.36,172257
814,LKVW,Lakeview Alimentación,2024-08-13,12.02,12.08,11.94,11.94,163645
815,MRDN,Meridiano Industrial,2024-08-13,32.37,32.52,32.15,32.32,385802
816,NRTH,Northwind Farmacéutica,2024-08-13,107.28,109.09,107.16,108.00,197932
817,OKVL,Oakvale Construcción,2024-08-13,8.52,8.81,8.48,8.62,266824
818,PNFD,Pinefield Logística,2024-08-13,41.98,42.52,41.78,42.14,324159
819,STNB,Stonebridge Seguros,2024-08-13,45.35,46.83,44.87,46.02,325041
820,VGRE,Vega Renovables,2024-08-13,82.72,83.17,82.55,83.14,220288
821,ARCD,Arcadia Telecom,2024-08-14,7.88,7.96,7.74,7.78,178536
822,BLHB,Blue Harbour Naval,2024-08-14,32.11,33.19,31.05,32.41,150627
823,CALDR,Caldera Energía,2024-08-14,13.43,13.44,13.21,13.26,344692
824,LKVW,Lakeview Alimentación,2024-08-14,11.91,11.91,11.84,11.87,150134
825,MRDN,Meridiano Industrial,2024-08-14,32.14,32.22,31.80,32.01,343029
826,NRTH,Northwind Farmacéutica,2024-08-14,107.95,108.08,107.47,107.75,151108
827,OKVL,Oakvale Construcción,2024-08-14,8.61,8.65,8.28,8.48,228987
828,PNFD,Pinefield Logística,2024-08-14,42.17,42.94,41.57,42.75,372901
829,STNB,Stonebridge Seguros,2024-08-14,45.89,46.41,45.02,45.56,329859
830,VGRE,Vega Renovables,2024-08-14,83.64,85.70,79.70,80.73,324368
831,ARCD,Arcadia Telecom,2024-08-15,7.78,7.81,7.74,7.75,248229
832,BLHB,Blue Harbour Naval,2024-08-15,32.68,32.75,32.31,32.46,223550
833,CALDR,Caldera Energía,2024-08-15,13.35,13.51,13.18,13.19,229678
834,LKVW,Lakeview Alimentación,2024-08-15,11.83,11.91,11.50,11.65,276953
835,MRDN,Meridiano Industrial,2024-08-15,31.70,32.94,31.08,32.65,333690
836,NRTH,Northwind Farmacéutica,2024-08-15,107.70,109.71,107.31,108.72,236001
837,OKVL,Oakvale Construcción,2024-08-15,8.42,8.48,8.34,8.39,286815
838,PNFD,Pinefield Logística,2024-08-15,42.13,43.52,40.63,43.18,272590
839,STNB,Stonebridge Seguros,2024-08-15,45.97,46.92,45.87,46.75,503475
840,VGRE,Vega Renovables,2024-08-15,81.49,82.55,78.63,79.52,402834
841,ARCD,Arcadia Telecom,2024-08-16,7.79,7.93,7.64,7.71,263052
842,BLHB,Blue Harbour Naval,2024-08-16,32.32,33.05,31.78,32.61,135442
843,CALDR,Caldera Energía,2024-08-16,13.14,13.56,13.09,13.49,375746
844,LKVW,Lakeview Alimentación,2024-08-16,11.73,11.88,11.18,11.45,313500
845,MRDN,Meridiano Industrial,2024-08-16,33.10,33.28,32.11,32.57,234256
846,NRTH,Northwind Farmacéutica,2024-08-16,108.61,108.86,107.85,107.95,254826
847,OKVL,Oakvale Construcción,2024-08-16,8.42,8.59,8.07,8.22,394311
848,PNFD,Pinefield Logística,2024-08-16,43.26,44.97,42.69,44.81,561794
849,STNB,Stonebridge Seguros,2024-08-16,46.63,46.84,46.46,46.82,122374
850,VGRE,Vega Renovables,2024-08-16,79.02,79.60,76.13,77.30,422709
851,ARCD,Arcadia Telecom,2024-08-19,7.73,7.84,7.48,7.58,468276
852,BLHB,Blue Harbour Naval,2024-08-19,32.57,32.75,32.31,32.72,178466
853,CALDR,Caldera Energía,2024-08-19,13.35,13.71,13.01,13.66,292097
854,LKVW,Lakeview Alimentación,2024-08-19,11.46,11.51,11.40,11.42,219609
855,MRDN,Meridiano Industrial,2024-08-19,32.29,32.44,32.26,32.33,232181
856,NRTH,Northwind Farmacéutica,2024-08-19,108.59,109.01,105.73,107.11,311905
857,OKVL,Oakvale Construcción,2024-08-19,8.21,8.25,7.74,7.96,601345
858,PNFD,Pinefield Logística,2024-08-19,45.37,45.95,43.96,44.59,401285
859,STNB,Stonebridge Seguros,2024-08-19,46.67,47.74,45.41,47.68,411541
860,VGRE,Vega Renovables,2024-08-19,77.70,79.53,75.55,78.32,401777
861,ARCD,Arcadia Telecom,2024-08-20,7.57,7.77,7.44,7.69,345692
862,BLHB,Blue Harbour Naval,2024-08-20,32.82,33.21,32.70,33.07,249926
863,CALDR,Caldera Energía,2024-08-20,13.64,13.72,13.56,13.65,169810
864,LKVW,Lakeview Alimentación,2024-08-20,11.37,11.50,11.27,11.40,162664
865,MRDN,Meridiano Industrial,2024-08-20,32.11,32.96,31.90,32.55,191083
866,NRTH,Northwind Farmacéutica,2024-08-20,106.91,108.52,105.04,106.37,203596
867,OKVL,Oakvale Construcción,2024-08-20,7.94,7.98,7.93,7.94,277534
868,PNFD,Pinefield Logística,2024-08-20,44.97,45.59,44.84,45.06,291443
869,STNB,Stonebridge Seguros,2024-08-20,47.65,47.68,47.40,47.41,258486
870,VGRE,Vega Renovables,2024-08-20,78.18,78.79,78.11,78.66,234996
871,ARCD,Arcadia Telecom,2024-08-21,7.76,7.88,7.75,7.82,300761
872,BLHB,Blue Harbour Naval,2024-08-21,33.05,33.56,32.81,33.36,212528
873,CALDR,Caldera Energía,2024-08-21,13.81,13.95,13.59,13.67,129068
874,LKVW,Lakeview Alimentación,2024-08-21,11.39,11.77,11.10,11.51,186131
875,MRDN,Meridiano Industrial,2024-08-21,32.57,32.60,32.44,32.47,200876
876,NRTH,Northwind Farmacéutica,2024-08-21,106.57,106.80,105.43,106.00,148317
877,OKVL,Oakvale Construcción,2024-08-21,7.94,8.00,7.78,7.86,302002
878,PNFD,Pinefield Logística,2024-08-21,44.95,44.98,44.69,44.86,197169
879,STNB,Stonebridge Seguros,2024-08-21,47.45,48.79,46.09,48.77,478104
880,VGRE,Vega Renovables,2024-08-21,78.08,81.93,76.01,80.22,462157
881,ARCD,Arcadia Telecom,2024-08-22,7.76,7.83,7.72,7.81,232826
882,BLHB,Blue Harbour Naval,2024-08-22,33.43,33.88,32.28,32.85,449283
883,CALDR,Caldera Energía,2024-08-22,13.53,14.05,13.37,13.81,315474
884,LKVW,Lakeview Alimentación,2024-08-22,11.54,11.71,11.44,11.67,379092
885,MRDN,Meridiano Industrial,2024-08-22,32.72,32.83,32.58,32.64,287437
886,NRTH,Northwind Farmacéutica,2024-08-22,106.12,108.13,105.57,107.09,297651
887,OKVL,Oakvale Construcción,2024-08-22,7.88,7.98,7.67,7.81,193960
888,PNFD,Pinefield Logística,2024-08-22,44.64,45.17,43.96,44.43,291492
889,STNB,Stonebridge Seguros,2024-08-22,48.74,49.80,48.20,48.20,227155
890,VGRE,Vega Renovables,2024-08-22,79.67,80.01,77.12,78.49,165611
891,ARCD,Arcadia Telecom,2024-08-23,7.83,7.99,7.71,7.71,234435
892,BLHB,Blue Harbour Naval,2024-08-23,32.74,32.82,31.57,31.68,481303
893,CALDR,Caldera Energía,2024-08-23,13.74,13.81,13.68,13.73,188617
894,LKVW,Lakeview Alimentación,2024-08-23,11.72,11.91,11.44,11.61,291108
895,MRDN,Meridiano Industrial,2024-08-23,32.70,32.94,32.46,32.46,168085
896,NRTH,Northwind Farmacéutica,2024-08-23,107.28,108.22,105.42,106.78,325826
897,OKVL,Oakvale Construcción,2024-08-23,7.77,7.82,7.75,7.80,255387
898,PNFD,Pinefield Logística,2024-08-23,44.09,45.33,41.64,42.22,495393
899,STNB,Stonebridge Seguros,2024-08-23,48.28,48.58,48.09,48.56,212519
900,VGRE,Vega Renovables,2024-08-23,79.27,79.93,77.97,78.99,141132
901,ARCD,Arcadia Telecom,2024-08-26,7.75,7.82,7.66,7.68,228803
902,BLHB,Blue Harbour Naval,2024-08-26,31.52,31.70,31.49,31.57,125443
903,CALDR,Caldera Energía,2024-08-26,13.77,14.01,13.70,13.89,327522
904,LKVW,Lakeview Alimentación,2024-08-26,11.60,11.94,11.60,11.87,448855
905,MRDN,Meridiano Industrial,2024-08-26,32.49,32.58,32.16,32.40,184328
906,NRTH,Northwind Farmacéutica,2024-08-26,106.52,109.34,105.48,107.59,245061
907,OKVL,Oakvale Construcción,2024-08-26,7.82,7.88,7.82,7.85,272982
908,PNFD,Pinefield Logística,2024-08-26,42.24,42.97,40.04,41.09,523008
909,STNB,Stonebridge Seguros,2024-08-26,48.53,49.41,47.41,47.71,286495
910,VGRE,Vega Renovables,2024-08-26,79.35,79.66,78.59,79.03,185162
911,ARCD,Arcadia Telecom,2024-08-27,7.67,7.80,7.59,7.75,239262
912,BLHB,Blue Harbour Naval,2024-08-27,31.57,32.25,30.40,30.88,569315
913,CALDR,Caldera Energía,2024-08-27,14.02,14.49,13.83,14.27,179147
914,LKVW,Lakeview Alimentación,2024-08-27,11.90,12.00,11.78,11.80,242506
915,MRDN,Meridiano Industrial,2024-08-27,32.31,32.48,32.13,32.35,145784
916,NRTH,Northwind Farmacéutica,2024-08-27,108.03,108.21,105.88,106.80,228443
917,OKVL,Oakvale Construcción,2024-08-27,7.86,7.94,7.78,7.90,217825
918,PNFD,Pinefield Logística,2024-08-27,41.19,41.64,40.89,41.38,132805
919,STNB,Stonebridge Seguros,2024-08-27,47.69,50.03,46.95,49.05,504255
920,VGRE,Vega Renovables,2024-08-27,78.18,82.43,75.16,81.62,315821
921,ARCD,Arcadia Telecom,2024-08-28,7.85,7.90,7.67,7.76,104339
922,BLHB,Blue Harbour Naval,2024-08-28,30.93,30.94,30.77,30.84,180836
923,CALDR,Caldera Energía,2024-08-28,14.22,14.23,14.15,14.15,277247
924,LKVW,Lakeview Alimentación,2024-08-28,11.92,11.95,11.50,11.71,211014
925,MRDN,Meridiano Industrial,2024-08-28,32.39,32.50,32.24,32.32,171362
926,NRTH,Northwind Farmacéutica,2024-08-28,106.09,106.18,106.03,106.04,232414
927,OKVL,Oakvale Construcción,2024-08-28,7.93,8.16,7.91,8.14,439941
928,PNFD,Pinefield Logística,2024-08-28,41.37,41.96,37.51,39.59,250086
929,STNB,Stonebridge Seguros,2024-08-28,49.38,49.94,49.05,49.28,193812
930,VGRE,Vega Renovables,2024-08-28,81.86,83.96,81.33,83.18,496681
931,ARCD,Arcadia Telecom,2024-08-29,7.75,7.98,7.53,7.60,245642
932,BLHB,Blue Harbour Naval,2024-08-29,30.85,31.90,29.97,31.64,470940
933,CALDR,Caldera Energía,2024-08-29,14.20,14.70,13.73,14.60,489656
934,LKVW,Lakeview Alimentación,2024-08-29,11.71,12.11,11.43,11.92,300012
935,MRDN,Meridiano Industrial,2024-08-29,32.28,32.33,32.27,32.31,206788
936,NRTH,Northwind Farmacéutica,2024-08-29,106.11,107.00,106.06,106.40,237164
937,OKVL,Oakvale Construcción,2024-08-29,8.13,8.13,8.07,8.10,286642
938,PNFD,Pinefield Logística,2024-08-29,39.78,40.56,38.81,39.11,248551
939,STNB,Stonebridge Seguros,2024-08-29,49.10,50.38,48.43,49.55,199115
940,VGRE,Vega Renovables,2024-08-29,84.37,84.53,82.69,83.28,169757
941,ARCD,Arcadia Telecom,2024-08-30,7.60,7.65,7.53,7.54,235691
942,BLHB,Blue Harbour Naval,2024-08-30,31.63,31.76,30.75,30.98,353701
943,CALDR,Caldera Energía,2024-08-30,14.62,14.89,14.08,14.29,511011
944,LKVW,Lakeview Alimentación,2024-08-30,11.92,11.95,11.79,11.88,160357
945,MRDN,Meridiano Industrial,2024-08-30,32.45,32.60,32.37,32.45,213969
946,NRTH,Northwind Farmacéutica,2024-08-30,106.05,106.49,104.38,105.39,228505
947,OKVL,Oakvale Construcción,2024-08-30,8.04,8.52,7.96,8.30,561737
948,PNFD,Pinefield Logística,2024-08-30,39.35,39.35,39.20,39.29,230363
949,STNB,Stonebridge Seguros,2024-08-30,49.52,49.57,49.44,49.50,233855
950,VGRE,Vega Renovables,2024-08-30,83.52,83.61,79.77,80.81,399142
951,ARCD,Arcadia Telecom,2024-09-02,7.63,7.76,7.47,7.58,250701
952,BLHB,Blue Harbour Naval,2024-09-02,31.03,31.86,30.86,31.80,406464
953,CALDR,Caldera Energía,2024-09-02,14.37,14.88,14.33,14.63,256719
954,LKVW,Lakeview Alimentación,2024-09-02,11.94,12.10,11.69,11.74,210022
955,MRDN,Meridiano Industrial,2024-09-02,32.47,33.42,32.18,33.04,360693
956,NRTH,Northwind Farmacéutica,2024-09-02,106.06,106.73,105.04,105.28,149772
957,OKVL,Oakvale Construcción,2024-09-02,8.28,8.46,8.22,8.37,335206
958,PNFD,Pinefield Logística,2024-09-02,39.41,39.44,37.83,38.75,174843
959,STNB,Stonebridge Seguros,2024-09-02,49.82,51.71,47.12,47.55,604626
960,VGRE,Vega Renovables,2024-09-02,81.05,82.72,80.16,81.79,374635
961,ARCD,Arcadia Telecom,2024-09-03,7.60,7.70,7.39,7.45,218577
962,BLHB,Blue Harbour Naval,2024-09-03,31.80,32.48,31.63,32.14,341884
963,CALDR,Caldera Energía,2024-09-03,14.67,14.77,14.18,14.32,414459
964,LKVW,Lakeview Alimentación,2024-09-03,11.76,11.96,11.72,11.83,143827
965,MRDN,Meridiano Industrial,2024-09-03,33.07,33.17,32.96,33.05,104845
966,NRTH,Northwind Farmacéutica,2024-09-03,104.87,105.79,103.74,104.30,218731
967,OKVL,Oakvale Construcción,2024-09-03,8.37,8.39,8.37,8.38,269910
968,PNFD,Pinefield Logística,2024-09-03,38.54,39.83,37.95,39.65,404608
969,STNB,Stonebridge Seguros,2024-09-03,47.70,48.42,46.68,46.85,356058
970,VGRE,Vega Renovables,2024-09-03,81.84,83.31,79.12,79.53,448176
971,ARCD,Arcadia Telecom,2024-09-04,7.44,7.46,7.41,7.41,393280
972,BLHB,Blue Harbour Naval,2024-09-04,32.34,32.81,31.78,31.83,401873
973,CALDR,Caldera Energía,2024-09-04,14.25,14.37,13.78,13.86,331121
974,LKVW,Lakeview Alimentación,2024-09-04,11.70,11.76,11.55,11.62,243623
975,MRDN,Meridiano Industrial,2024-09-04,32.93,33.77,32.87,33.75,208203
976,NRTH,Northwind Farmacéutica,2024-09-04,103.26,104.96,101.72,103.96,266649
977,OKVL,Oakvale Construcción,2024-09-04,8.30,8.34,8.24,8.33,219499
978,PNFD,Pinefield Logística,2024-09-04,39.69,40.93,39.40,40.27,279018
979,STNB,Stonebridge Seguros,2024-09-04,46.94,47.19,44.93,45.97,456100
980,VGRE,Vega Renovables,2024-09-04,79.25,83.76,78.94,82.21,207925
981,ARCD,Arcadia Telecom,2024-09-05,7.41,7.41,7.39,7.40,186409
982,BLHB,Blue Harbour Naval,2024-09-05,31.70,32.28,31.49,31.99,204325
983,CALDR,Caldera Energía,2024-09-05,13.83,14.02,13.67,13.70,297036
984,LKVW,Lakeview Alimentación,2024-09-05,11.65,11.68,11.52,11.54,204011
985,MRDN,Meridiano Industrial,2024-09-05,33.84,33.88,33.31,33.45,184154
986,NRTH,Northwind Farmacéutica,2024-09-05,104.39,105.17,101.83,102.81,278117
987,OKVL,Oakvale Construcción,2024-09-05,8.32,8.44,8.24,8.42,282982
988,PNFD,Pinefield Logística,2024-09-05,40.01,42.26,38.94,41.82,820940
989,STNB,Stonebridge Seguros,2024-09-05,46.02,47.72,45.78,46.80,209951
990,VGRE,Vega Renovables,2024-09-05,81.55,85.42,80.78,83.57,322869
991,ARCD,Arcadia Telecom,2024-09-06,7.38,7.54,7.29,7.48,365529
992,BLHB,Blue Harbour Naval,2024-09-06,31.94,32.61,31.28,31.35,526928
993,CALDR,Caldera Energía,2024-09-06,13.67,13.93,13.07,13.31,580911
994,LKVW,Lakeview Alimentación,2024-09-06,11.45,11.66,11.37,11.57,77596
995,MRDN,Meridiano Industrial,2024-09-06,33.62,33.68,33.32,33.46,180279
996,NRTH,Northwind Farmacéutica,2024-09-06,103.00,104.18,101.48,101.65,241995
997,OKVL,Oakvale Construcción,2024-09-06,8.44,8.48,8.39,8.42,207616
998,PNFD,Pinefield Logística,2024-09-06,41.63,41.99,41.57,41.63,136801
999,STNB,Stonebridge Seguros,2024-09-06,46.37,46.69,46.34,46.43,217868
1000,VGRE,Vega Renovables,2024-09-06,83.66,87.06,81.07,85.34,317307
1001,ARCD,Arcadia Telecom,2024-09-09,7.47,7.50,7.41,7.50,212051
1002,BLHB,Blue Harbour Naval,2024-09-09,31.36,31.54,30.98,31.40,164687
1003,CALDR,Caldera Energía,2024-09-09,13.36,13.49,13.17,13.29,209073
1004,LKVW,Lakeview Alimentación,2024-09-09,11.58,12.11,11.24,11.96,547203
1005,MRDN,Meridiano Industrial,2024-09-09,33.51,34.02,32.92,33.85,344116
1006,NRTH,Northwind Farmacéutica,2024-09-09,101.99,102.25,101.24,101.58,187322
1007,OKVL,Oakvale Construcción,2024-09-09,8.41,8.53,8.32,8.50,293901
1008,PNFD,Pinefield Logística,2024-09-09,41.89,42.46,41.35,42.36,412513
1009,STNB,Stonebridge Seguros,2024-09-09,46.48,46.52,45.93,45.94,243176
1010,VGRE,Vega Renovables,2024-09-09,85.90,88.11,83.66,85.14,259753
1011,ARCD,Arcadia Telecom,2024-09-10,7.51,7.76,7.31,7.65,296313
1012,BLHB,Blue Harbour Naval,2024-09-10,31.51,31.53,31.34,31.45,220519
1013,CALDR,Caldera Energía,2024-09-10,13.31,13.58,13.05,13.41,285496
1014,LKVW,Lakeview Alimentación,2024-09-10,11.98,12.06,11.66,11.86,143935
1015,MRDN,Meridiano Industrial,2024-09-10,33.83,34.19,33.52,33.63,225194
1016,NRTH,Northwind Farmacéutica,2024-09-10,101.63,103.88,97.85,99.80,486630
1017,OKVL,Oakvale Construcción,2024-09-10,8.50,8.57,8.44,8.56,349381
1018,PNFD,Pinefield Logística,2024-09-10,42.33,43.23,41.40,41.59,281899
1019,STNB,Stonebridge Seguros,2024-09-10,46.16,46.23,45.91,46.00,161629
1020,VGRE,Vega Renovables,2024-09-10,84.10,86.32,81.74,82.54,611435
1021,ARCD,Arcadia Telecom,2024-09-11,7.64,7.76,7.54,7.54,326587
1022,BLHB,Blue Harbour Naval,2024-09-11,31.61,31.63,29.85,30.81,217340
