id,enrollment_id,session_date,status,minutes_late
5540,554,2023-02-16,present,0
5541,555,2025-04-21,present,0
5542,555,2024-12-16,present,0
5543,555,2024-11-19,present,0
5544,555,2025-04-15,present,0
5545,555,2025-02-24,late,21
5546,555,2024-12-09,present,0
5547,555,2025-02-25,present,0
5548,555,2024-12-31,present,0
5549,555,2024-09-16,present,0
5550,555,2025-04-07,present,0
5551,556,2025-02-14,present,0
5552,556,2025-01-06,present,0
5553,556,2025-06-09,present,0
5554,556,2024-10-10,present,0
5555,556,2025-06-03,present,0
5556,556,2024-09-27,present,0
5557,556,2025-03-25,present,0
5558,556,2024-11-04,present,0
5559,556,2024-10-23,present,0
5560,556,2025-02-25,present,0
5561,557,2025-02-25,present,0
5562,557,2024-12-03,absent,0
5563,557,2024-11-11,present,0
5564,557,2024-11-27,present,0
5565,557,2025-03-17,absent,0
5566,557,2025-04-07,present,0
5567,557,2025-01-16,absent,0
5568,557,2025-01-06,present,0
5569,557,2024-10-14,present,0
5570,557,2024-11-25,present,0
5571,558,2022-11-07,present,0
5572,558,2023-02-13,late,16
5573,558,2023-05-30,present,0
5574,558,2022-09-14,present,0
5575,558,2022-10-03,present,0
5576,558,2023-03-14,absent,0
5577,558,2023-01-10,late,13
5578,558,2022-11-21,present,0
5579,558,2022-12-06,present,0
5580,558,2023-04-03,excused,0
5581,559,2022-10-21,absent,0
5582,559,2022-12-05,present,0
5583,559,2022-11-17,absent,0
5584,559,2023-06-19,present,0
5585,559,2023-05-22,present,0
5586,559,2022-12-14,present,0
5587,559,2022-10-24,present,0
5588,559,2023-04-25,present,0
5589,559,2022-10-24,present,0
5590,559,2023-05-08,present,0
5591,560,2024-01-26,present,0
5592,560,2024-05-27,present,0
5593,560,2024-05-22,present,0
5594,560,2024-01-08,absent,0
5595,560,2023-12-19,excused,0
5596,560,2023-10-02,present,0
5597,560,2024-01-04,present,0
5598,560,2023-09-11,present,0
5599,560,2023-12-07,present,0
5600,560,2024-01-15,present,0
5601,561,2025-06-04,present,0
5602,561,2024-12-31,present,0
5603,561,2025-02-24,present,0
5604,561,2024-09-30,present,0
5605,561,2024-10-10,present,0
5606,561,2024-11-12,present,0
5607,561,2025-02-11,present,0
5608,561,2024-10-14,present,0
5609,561,2024-12-16,present,0
5610,561,2024-11-11,present,0
5611,562,2024-09-23,present,0
5612,562,2024-11-15,present,0
5613,562,2025-01-27,present,0
5614,562,2025-03-26,present,0
5615,562,2024-11-28,present,0
5616,562,2024-11-20,absent,0
5617,562,2025-02-24,present,0
5618,562,2025-06-13,present,0
5619,562,2025-03-06,present,0
5620,562,2024-12-30,present,0
5621,563,2023-03-06,present,0
5622,563,2023-04-10,present,0
5623,563,2022-12-20,present,0
5624,563,2022-12-28,present,0
5625,563,2023-01-16,present,0
5626,563,2023-05-16,present,0
5627,563,2022-10-03,present,0
5628,563,2023-03-20,present,0
5629,563,2023-01-10,present,0
5630,563,2022-09-16,present,0
5631,564,2024-04-25,present,0
5632,564,2023-12-04,present,0
5633,564,2024-05-13,present,0
5634,564,2024-06-04,present,0
5635,564,2024-04-15,present,0
5636,564,2024-01-23,present,0
5637,564,2023-10-27,present,0
5638,564,2024-02-06,present,0
5639,564,2024-04-25,present,0
5640,564,2024-01-12,present,0
5641,565,2025-05-05,present,0
5642,565,2025-05-15,present,0
5643,565,2025-02-03,present,0
5644,565,2025-04-07,present,0
5645,565,2025-01-08,present,0
5646,565,2025-01-13,present,0
5647,565,2024-09-27,present,0
5648,565,2025-05-27,excused,0
5649,565,2024-09-10,late,26
5650,565,2024-11-01,present,0
5651,566,2023-09-20,present,0
5652,566,2024-05-10,present,0
5653,566,2024-03-06,excused,0
5654,566,2024-04-29,present,0
5655,566,2023-12-04,present,0
5656,566,2023-12-05,present,0
5657,566,2024-04-04,present,0
5658,566,2024-05-29,present,0
5659,566,2023-10-02,present,0
5660,566,2023-09-11,present,0
5661,567,2023-01-23,present,0
5662,567,2022-10-24,present,0
5663,567,2022-09-19,present,0
5664,567,2023-06-07,present,0
5665,567,2022-12-15,present,0
5666,567,2023-04-20,present,0
5667,567,2022-11-22,present,0
5668,567,2023-05-29,present,0
5669,567,2023-04-14,present,0
5670,567,2022-10-28,present,0
5671,568,2023-09-18,present,0
5672,568,2024-02-05,present,0
5673,568,2024-05-01,present,0
5674,568,2023-11-10,present,0
5675,568,2024-02-06,late,24
5676,568,2024-01-18,present,0
5677,568,2024-05-21,present,0
5678,568,2024-04-01,present,0
5679,568,2024-01-01,present,0
5680,568,2023-10-04,present,0
5681,569,2023-12-25,present,0
5682,569,2024-05-17,present,0
5683,569,2024-01-22,present,0
5684,569,2024-04-15,late,29
5685,569,2024-02-05,present,0
5686,569,2023-12-14,present,0
5687,569,2024-04-16,present,0
5688,569,2023-12-25,present,0
5689,569,2023-09-19,present,0
5690,569,2023-10-09,present,0
5691,570,2024-10-07,present,0
5692,570,2024-11-06,present,0
5693,570,2025-06-05,present,0
5694,570,2025-02-17,late,8
5695,570,2025-06-20,present,0
5696,570,2025-04-09,present,0
5697,570,2025-04-14,present,0
5698,570,2024-12-27,present,0
5699,570,2025-03-24,present,0
5700,570,2024-11-21,present,0
5701,571,2022-09-26,present,0
5702,571,2022-11-01,present,0
5703,571,2022-10-10,present,0
5704,571,2022-10-18,present,0
5705,571,2022-10-17,present,0
5706,571,2023-06-16,present,0
5707,571,2023-01-17,present,0
5708,571,2023-04-24,present,0
5709,571,2023-06-12,present,0
5710,571,2023-02-06,present,0
5711,572,2024-09-26,present,0
5712,572,2025-06-05,present,0
5713,572,2024-12-05,present,0
5714,572,2025-06-12,present,0
5715,572,2025-06-02,present,0
5716,572,2024-12-02,late,32
5717,572,2024-12-27,late,11
5718,572,2024-11-25,present,0
5719,572,2025-04-22,present,0
5720,572,2024-10-23,present,0
5721,573,2025-01-14,present,0
5722,573,2025-06-09,present,0
5723,573,2024-10-31,present,0
5724,573,2024-12-26,present,0
5725,573,2024-12-23,late,7
5726,573,2025-01-14,present,0
5727,573,2024-12-26,present,0
5728,573,2025-05-14,present,0
5729,573,2025-06-11,present,0
5730,573,2025-03-06,present,0
5731,574,2025-02-19,present,0
5732,574,2025-02-14,present,0
5733,574,2024-09-27,present,0
5734,574,2025-03-17,present,0
5735,574,2025-02-13,present,0
5736,574,2025-04-24,present,0
5737,574,2024-12-23,present,0
5738,574,2025-01-16,present,0
5739,574,2025-06-06,present,0
5740,574,2025-02-24,present,0
5741,575,2024-05-09,present,0
5742,575,2023-10-11,present,0
5743,575,2023-09-18,present,0
5744,575,2023-10-05,present,0
5745,575,2024-02-23,present,0
5746,575,2024-06-05,present,0
5747,575,2024-05-28,present,0
5748,575,2024-04-01,present,0
5749,575,2023-09-18,late,33
5750,575,2023-12-11,late,33
5751,576,2023-05-29,present,0
5752,576,2023-05-29,present,0
5753,576,2023-05-09,present,0
5754,576,2022-12-26,present,0
5755,576,2023-01-11,present,0
5756,576,2022-10-14,present,0
5757,576,2023-05-17,present,0
5758,576,2022-11-21,present,0
5759,576,2023-01-27,present,0
5760,576,2022-10-24,present,0
5761,577,2023-09-11,present,0
5762,577,2024-02-06,present,0
5763,577,2023-09-13,present,0
5764,577,2024-05-28,present,0
5765,577,2024-01-15,present,0
5766,577,2024-04-02,present,0
5767,577,2023-11-06,present,0
5768,577,2024-05-28,present,0
5769,577,2024-03-04,present,0
5770,577,2024-05-20,present,0
5771,578,2024-02-12,present,0
5772,578,2024-05-13,present,0
5773,578,2023-09-28,present,0
5774,578,2024-06-03,present,0
5775,578,2024-02-19,late,31
5776,578,2024-03-20,present,0
5777,578,2024-03-01,present,0
5778,578,2023-10-16,present,0
5779,578,2024-03-20,present,0
5780,578,2023-11-06,present,0
5781,579,2025-03-07,present,0
5782,579,2025-04-29,late,33
5783,579,2025-01-13,present,0
5784,579,2025-03-04,present,0
5785,579,2025-05-13,present,0
5786,579,2024-12-05,present,0
5787,579,2024-09-30,excused,0
5788,579,2025-05-19,present,0
5789,579,2025-04-25,absent,0
5790,579,2024-09-30,present,0
5791,580,2022-11-02,present,0
5792,580,2022-12-26,present,0
5793,580,2023-04-24,present,0
5794,580,2023-06-19,present,0
5795,580,2022-10-12,present,0
5796,580,2023-04-24,present,0
5797,580,2022-11-25,late,13
5798,580,2023-05-04,present,0
5799,580,2023-04-12,present,0
5800,580,2022-11-29,present,0
5801,581,2025-03-03,present,0
5802,581,2025-06-06,present,0
5803,581,2025-05-21,present,0
5804,581,2024-11-18,present,0
5805,581,2024-11-12,present,0
5806,581,2024-12-19,present,0
5807,581,2024-11-04,present,0
5808,581,2024-12-19,present,0
5809,581,2025-05-12,present,0
5810,581,2025-03-10,present,0
5811,582,2025-03-03,present,0
5812,582,2025-02-07,present,0
5813,582,2024-09-23,present,0
5814,582,2024-09-16,present,0
5815,582,2025-02-03,absent,0
5816,582,2025-06-18,late,23
5817,582,2025-06-19,present,0
5818,582,2025-06-13,present,0
5819,582,2024-12-09,present,0
5820,582,2025-02-03,excused,0
5821,583,2025-06-09,present,0
5822,583,2025-04-07,present,0
5823,583,2025-04-21,present,0
5824,583,2025-03-06,present,0
5825,583,2024-10-14,present,0
5826,583,2025-02-24,present,0
5827,583,2024-10-02,present,0
5828,583,2025-02-05,present,0
5829,583,2024-12-30,present,0
5830,583,2024-09-24,present,0
5831,584,2024-02-07,present,0
5832,584,2024-02-13,excused,0
5833,584,2023-11-20,absent,0
5834,584,2024-02-12,present,0
5835,584,2023-10-04,late,11
5836,584,2024-06-04,absent,0
5837,584,2024-04-09,present,0
5838,584,2024-05-21,present,0
5839,584,2024-05-27,present,0
5840,584,2024-04-23,present,0
5841,585,2023-12-27,present,0
5842,585,2024-01-31,present,0
5843,585,2023-12-07,present,0
5844,585,2024-05-09,present,0
5845,585,2024-02-08,present,0
5846,585,2024-05-13,present,0
5847,585,2023-09-28,present,0
5848,585,2024-04-22,present,0
5849,585,2024-04-23,excused,0
5850,585,2024-03-01,present,0
5851,586,2023-03-24,present,0
5852,586,2022-09-09,present,0
5853,586,2022-11-21,present,0
5854,586,2023-01-23,present,0
5855,586,2023-06-19,present,0
5856,586,2022-10-17,present,0
5857,586,2023-02-21,present,0
5858,586,2022-11-30,present,0
5859,586,2022-12-05,present,0
5860,586,2023-04-17,absent,0
5861,587,2023-06-15,present,0
5862,587,2022-12-01,absent,0
5863,587,2023-02-06,present,0
5864,587,2023-04-06,present,0
5865,587,2023-03-17,present,0
5866,587,2022-12-05,present,0
5867,587,2023-05-17,present,0
5868,587,2023-03-07,present,0
5869,587,2023-05-31,present,0
5870,587,2023-03-27,present,0
5871,588,2022-12-26,excused,0
5872,588,2023-06-19,present,0
5873,588,2022-11-14,present,0
5874,588,2022-10-31,present,0
5875,588,2022-12-02,late,10
5876,588,2023-03-27,present,0
5877,588,2023-01-13,present,0
5878,588,2023-02-20,present,0
5879,588,2023-02-15,present,0
5880,588,2023-06-05,present,0
5881,589,2024-09-23,present,0
5882,589,2024-11-05,present,0
5883,589,2025-02-21,absent,0
5884,589,2024-11-11,present,0
5885,589,2025-01-28,late,24
5886,589,2024-10-28,present,0
5887,589,2025-03-05,late,31
5888,589,2024-11-25,present,0
5889,589,2024-10-21,present,0
5890,589,2024-11-08,present,0
5891,590,2023-10-30,present,0
5892,590,2023-11-27,present,0
5893,590,2024-01-03,present,0
5894,590,2024-05-07,late,13
5895,590,2024-05-13,present,0
5896,590,2023-10-24,present,0
5897,590,2024-05-06,present,0
5898,590,2023-09-18,present,0
5899,590,2024-04-15,present,0
5900,590,2023-12-28,present,0
5901,591,2024-09-23,present,0
5902,591,2025-01-27,present,0
5903,591,2024-10-04,present,0
5904,591,2024-10-14,present,0
5905,591,2025-03-12,present,0
5906,591,2025-03-12,present,0
5907,591,2025-04-14,present,0
5908,591,2025-03-10,present,0
5909,591,2025-06-16,present,0
5910,591,2025-05-13,present,0
5911,592,2025-02-28,present,0
5912,592,2024-11-13,present,0
5913,592,2024-12-30,present,0
5914,592,2025-03-24,present,0
5915,592,2025-03-17,present,0
5916,592,2025-02-03,present,0
5917,592,2025-05-09,present,0
5918,592,2025-02-12,present,0
5919,592,2025-01-24,present,0
5920,592,2025-06-09,present,0
5921,593,2023-03-13,present,0
5922,593,2023-04-05,present,0
5923,593,2023-03-09,present,0
5924,593,2022-09-21,present,0
5925,593,2022-10-03,present,0
5926,593,2022-12-12,absent,0
5927,593,2022-11-28,present,0
5928,593,2023-05-19,present,0
5929,593,2023-02-03,present,0
5930,593,2022-10-27,present,0
5931,594,2022-11-24,present,0
5932,594,2023-01-27,present,0
5933,594,2023-02-27,present,0
5934,594,2023-05-26,present,0
5935,594,2022-10-10,present,0
5936,594,2023-02-06,present,0
5937,594,2023-01-19,present,0
5938,594,2022-10-24,present,0
5939,594,2023-06-06,present,0
5940,594,2023-05-15,late,31
5941,595,2023-04-04,present,0
5942,595,2022-10-31,present,0
5943,595,2023-01-30,present,0
5944,595,2022-10-04,present,0
5945,595,2023-01-16,present,0
5946,595,2022-12-02,present,0
5947,595,2022-12-22,present,0
5948,595,2023-05-15,present,0
5949,595,2022-11-11,present,0
5950,595,2022-12-12,present,0
5951,596,2023-11-06,present,0
5952,596,2023-11-16,present,0
5953,596,2024-05-06,late,26
5954,596,2023-11-08,present,0
5955,596,2023-10-25,present,0
5956,596,2024-01-01,present,0
5957,596,2024-01-01,present,0
5958,596,2024-03-25,present,0
5959,596,2024-05-21,late,26
5960,596,2023-11-01,present,0
5961,597,2022-12-15,present,0
5962,597,2023-05-03,present,0
5963,597,2023-02-03,present,0
5964,597,2023-06-12,late,33
5965,597,2022-12-01,present,0
5966,597,2022-12-05,present,0
5967,597,2022-10-11,present,0
5968,597,2023-04-26,present,0
5969,597,2023-02-13,present,0
5970,597,2023-01-31,present,0
5971,598,2022-10-10,present,0
5972,598,2023-04-19,present,0
5973,598,2022-11-29,present,0
5974,598,2022-09-29,present,0
5975,598,2022-12-29,present,0
5976,598,2023-01-23,present,0
5977,598,2023-02-21,present,0
5978,598,2023-03-27,present,0
5979,598,2022-10-18,present,0
5980,598,2022-11-14,present,0
5981,599,2024-11-11,present,0
5982,599,2024-10-10,present,0
5983,599,2024-11-18,present,0
5984,599,2025-05-12,present,0
5985,599,2024-10-14,present,0
5986,599,2024-12-23,present,0
5987,599,2025-02-04,present,0
5988,599,2025-06-09,present,0
5989,599,2025-01-09,late,14
5990,599,2025-06-12,present,0
5991,600,2024-01-12,present,0
5992,600,2024-04-01,present,0
5993,600,2024-03-04,present,0
5994,600,2024-01-15,present,0
5995,600,2024-03-18,present,0
5996,600,2024-02-26,present,0
5997,600,2024-02-26,present,0
5998,600,2024-05-06,present,0
5999,600,2023-10-19,present,0
6000,600,2023-11-06,present,0
6001,601,2025-02-11,present,0
6002,601,2025-06-02,present,0
6003,601,2025-04-15,excused,0
6004,601,2025-02-11,present,0
6005,601,2024-09-18,excused,0
6006,601,2025-05-26,present,0
6007,601,2024-09-25,present,0
6008,601,2025-06-20,present,0
6009,601,2024-12-02,present,0
6010,601,2025-01-17,present,0
6011,602,2023-02-23,present,0
6012,602,2023-01-30,present,0
6013,602,2023-03-09,present,0
6014,602,2022-12-15,excused,0
6015,602,2023-03-02,present,0
6016,602,2022-12-26,present,0
6017,602,2023-03-27,present,0
6018,602,2023-06-12,present,0
6019,602,2023-01-09,present,0
6020,602,2022-09-12,present,0
6021,603,2023-04-20,present,0
6022,603,2022-10-10,late,13
6023,603,2023-04-25,present,0
6024,603,2022-11-18,present,0
6025,603,2023-05-22,present,0
6026,603,2023-02-09,absent,0
6027,603,2023-03-13,present,0
6028,603,2023-03-24,present,0
6029,603,2023-01-27,present,0
6030,603,2022-10-24,present,0
6031,604,2025-05-23,present,0
6032,604,2024-12-16,present,0
6033,604,2025-02-17,absent,0
6034,604,2025-05-19,present,0
6035,604,2025-02-13,present,0
6036,604,2025-04-01,late,6
6037,604,2024-11-14,present,0
6038,604,2025-02-05,present,0
6039,604,2024-11-01,present,0
6040,604,2024-10-17,present,0
6041,605,2022-11-09,present,0
6042,605,2022-12-23,present,0
6043,605,2022-11-10,present,0
6044,605,2023-03-13,present,0
6045,605,2022-10-05,present,0
6046,605,2023-03-16,present,0
6047,605,2022-11-14,present,0
6048,605,2023-03-07,present,0
6049,605,2023-01-09,present,0
6050,605,2022-10-07,present,0
6051,606,2023-12-26,present,0
6052,606,2023-10-30,present,0
6053,606,2024-03-06,present,0
6054,606,2024-04-26,present,0
6055,606,2023-10-06,present,0
6056,606,2024-01-02,present,0
6057,606,2024-01-19,present,0
6058,606,2024-06-11,late,13
6059,606,2024-02-06,present,0
6060,606,2023-11-17,present,0
6061,607,2023-06-16,present,0
6062,607,2022-12-12,present,0
6063,607,2023-03-21,present,0
6064,607,2023-05-17,present,0
6065,607,2023-03-30,present,0
6066,607,2023-02-13,present,0
6067,607,2022-10-31,present,0
6068,607,2022-09-30,present,0
6069,607,2023-05-31,present,0
6070,607,2023-06-01,present,0
6071,608,2024-12-20,present,0
6072,608,2025-03-10,present,0
6073,608,2025-01-31,present,0
6074,608,2024-11-21,present,0
6075,608,2025-05-15,present,0
6076,608,2024-09-10,present,0
6077,608,2025-04-15,present,0
6078,608,2025-03-05,present,0
6079,608,2025-01-15,present,0
6080,608,2025-02-03,present,0
6081,609,2023-04-03,present,0
6082,609,2022-10-18,present,0
6083,609,2023-05-01,present,0
6084,609,2022-11-07,present,0
6085,609,2023-03-13,present,0
6086,609,2023-05-15,present,0
6087,609,2022-10-03,present,0
6088,609,2022-12-19,present,0
6089,609,2023-06-06,present,0
6090,609,2022-11-29,present,0
6091,610,2022-10-06,present,0
6092,610,2023-05-22,present,0
6093,610,2022-11-22,present,0
6094,610,2023-03-17,present,0
6095,610,2023-06-12,present,0
6096,610,2023-04-03,present,0
6097,610,2023-04-24,present,0
6098,610,2023-01-30,present,0
6099,610,2022-12-12,present,0
6100,610,2023-04-21,present,0
6101,611,2022-11-07,present,0
6102,611,2022-11-25,present,0
6103,611,2023-03-13,present,0
6104,611,2022-09-20,present,0
6105,611,2023-04-24,absent,0
6106,611,2023-05-04,present,0
6107,611,2022-11-14,present,0
6108,611,2023-06-13,absent,0
6109,611,2023-01-27,present,0
6110,611,2022-09-12,excused,0
6111,612,2022-10-25,present,0
6112,612,2023-02-06,present,0
6113,612,2023-06-05,present,0
6114,612,2023-02-09,present,0
6115,612,2023-03-14,present,0
6116,612,2023-02-14,present,0
6117,612,2023-04-14,present,0
6118,612,2023-06-05,present,0
6119,612,2023-04-13,present,0
6120,612,2022-12-19,present,0
6121,613,2025-03-28,present,0
6122,613,2025-05-19,present,0
6123,613,2025-02-03,present,0
6124,613,2024-12-25,present,0
6125,613,2024-09-26,present,0
6126,613,2024-12-04,excused,0
6127,613,2025-04-09,present,0
6128,613,2025-04-24,late,23
6129,613,2024-12-30,present,0
6130,613,2025-05-26,present,0
6131,614,2023-09-11,late,17
6132,614,2023-12-18,present,0
6133,614,2024-03-20,present,0
6134,614,2023-09-20,present,0
6135,614,2024-06-17,present,0
6136,614,2023-09-11,present,0
6137,614,2024-04-01,late,14
6138,614,2023-09-28,present,0
6139,614,2024-04-29,present,0
6140,614,2023-10-23,present,0
6141,615,2023-06-06,present,0
6142,615,2022-12-01,present,0
6143,615,2022-10-03,late,34
6144,615,2022-09-15,present,0
6145,615,2023-01-25,present,0
6146,615,2023-05-25,late,33
6147,615,2023-01-03,present,0
6148,615,2023-02-16,present,0
6149,615,2023-05-11,present,0
6150,615,2023-03-13,present,0
6151,616,2024-10-28,present,0
6152,616,2025-02-21,late,35
6153,616,2025-03-17,present,0
6154,616,2025-02-26,present,0
6155,616,2025-04-22,present,0
6156,616,2025-03-18,present,0
6157,616,2025-01-23,present,0
6158,616,2025-06-09,present,0
6159,616,2025-01-22,present,0
6160,616,2024-10-23,present,0
6161,617,2022-10-04,present,0
6162,617,2023-06-13,present,0
6163,617,2022-09-28,present,0
6164,617,2023-01-16,present,0
6165,617,2023-04-12,present,0
6166,617,2023-05-26,present,0
6167,617,2022-11-15,present,0
6168,617,2023-01-31,present,0
6169,617,2023-04-17,present,0
6170,617,2023-03-01,present,0
6171,618,2024-05-06,present,0
6172,618,2024-02-15,present,0
6173,618,2024-05-20,present,0
6174,618,2024-03-25,present,0
6175,618,2024-01-08,present,0
6176,618,2023-11-15,present,0
6177,618,2023-11-23,present,0
6178,618,2023-12-18,present,0
6179,618,2024-01-01,present,0
6180,618,2024-02-29,present,0
6181,619,2025-04-21,present,0
6182,619,2025-01-07,present,0
6183,619,2025-04-04,present,0
6184,619,2025-02-17,present,0
6185,619,2024-10-28,present,0
6186,619,2025-02-19,present,0
6187,619,2024-11-22,present,0
6188,619,2024-11-22,present,0
6189,619,2025-02-06,present,0
6190,619,2025-06-09,present,0
6191,620,2023-03-16,present,0
6192,620,2023-06-12,present,0
6193,620,2023-05-10,present,0
6194,620,2023-05-15,present,0
6195,620,2023-02-08,present,0
6196,620,2023-02-21,present,0
6197,620,2023-01-09,present,0
6198,620,2023-02-14,present,0
6199,620,2022-10-21,present,0
6200,620,2023-01-23,present,0
6201,621,2023-01-02,present,0
6202,621,2022-11-18,present,0
6203,621,2022-10-24,present,0
6204,621,2023-01-02,present,0
6205,621,2022-11-17,present,0
6206,621,2023-02-06,present,0
6207,621,2023-01-20,present,0
6208,621,2023-03-02,present,0
6209,621,2022-12-28,present,0
6210,621,2022-12-13,excused,0
6211,622,2023-03-22,present,0
6212,622,2023-02-27,present,0
6213,622,2023-06-16,present,0
6214,622,2023-01-09,present,0
6215,622,2023-03-21,present,0
6216,622,2023-05-26,late,25
6217,622,2022-10-21,late,30
6218,622,2023-02-09,present,0
6219,622,2022-09-20,present,0
6220,622,2023-05-04,present,0
6221,623,2022-12-22,present,0
6222,623,2022-11-18,present,0
6223,623,2023-03-13,present,0
6224,623,2022-09-09,present,0
6225,623,2023-01-30,present,0
6226,623,2023-05-12,present,0
6227,623,2022-11-21,present,0
6228,623,2023-03-06,absent,0
6229,623,2023-06-13,present,0
6230,623,2023-01-16,present,0
6231,624,2024-03-13,present,0
6232,624,2024-02-05,present,0
6233,624,2024-01-05,present,0
6234,624,2024-01-08,present,0
6235,624,2024-05-17,present,0
6236,624,2024-02-12,present,0
6237,624,2023-10-30,present,0
6238,624,2024-05-27,present,0
6239,624,2024-06-04,present,0
6240,624,2024-02-12,present,0
6241,625,2023-03-23,present,0
6242,625,2023-05-18,present,0
6243,625,2023-03-06,present,0
6244,625,2023-02-15,present,0
6245,625,2023-01-17,present,0
6246,625,2023-01-30,present,0
6247,625,2022-12-13,present,0
6248,625,2022-12-14,present,0
6249,625,2022-09-16,present,0
6250,625,2023-03-21,present,0
6251,626,2023-01-25,present,0
6252,626,2022-10-27,present,0
6253,626,2022-11-08,present,0
6254,626,2023-04-03,present,0
6255,626,2023-03-21,present,0
6256,626,2023-04-25,present,0
6257,626,2022-12-19,present,0
6258,626,2023-02-01,present,0
6259,626,2023-03-06,present,0
6260,626,2022-11-04,present,0
6261,627,2023-05-01,present,0
6262,627,2022-09-19,present,0
6263,627,2023-05-18,present,0
6264,627,2023-02-27,present,0
6265,627,2022-09-12,present,0
6266,627,2023-04-24,present,0
6267,627,2022-10-24,present,0
6268,627,2023-04-26,absent,0
6269,627,2023-05-26,present,0
6270,627,2023-02-20,present,0
6271,628,2025-01-20,present,0
6272,628,2024-11-18,present,0
6273,628,2024-10-10,present,0
6274,628,2025-05-23,late,27
6275,628,2025-03-10,present,0
6276,628,2024-09-23,present,0
6277,628,2025-04-28,present,0
6278,628,2024-09-23,present,0
6279,628,2024-10-18,present,0
6280,628,2024-09-30,present,0
6281,629,2024-01-15,present,0
6282,629,2024-01-01,present,0
6283,629,2024-02-02,present,0
6284,629,2024-06-11,present,0
6285,629,2024-01-08,present,0
6286,629,2024-05-20,present,0
6287,629,2023-09-25,present,0
6288,629,2023-10-18,present,0
6289,629,2023-10-02,present,0
6290,629,2023-10-16,present,0
6291,630,2022-10-20,absent,0
6292,630,2023-03-07,present,0
6293,630,2023-02-17,present,0
6294,630,2023-03-22,present,0
6295,630,2023-03-24,absent,0
6296,630,2023-03-15,present,0
6297,630,2022-10-31,present,0
6298,630,2023-04-18,present,0
6299,630,2023-03-13,present,0
6300,630,2022-09-29,present,0
6301,631,2024-01-17,absent,0
6302,631,2023-11-17,present,0
6303,631,2023-11-29,excused,0
6304,631,2024-01-09,present,0
6305,631,2024-01-29,present,0
6306,631,2023-10-16,present,0
6307,631,2024-05-22,absent,0
6308,631,2024-01-08,absent,0
6309,631,2024-05-14,present,0
6310,631,2023-12-07,late,13
6311,632,2024-03-22,present,0
6312,632,2023-09-14,present,0
6313,632,2024-05-01,present,0
6314,632,2024-05-07,present,0
6315,632,2024-01-15,late,10
6316,632,2023-09-29,present,0
6317,632,2023-11-27,late,10
6318,632,2024-05-16,present,0
6319,632,2023-12-21,present,0
6320,632,2024-02-22,present,0
6321,633,2022-12-28,absent,0
6322,633,2023-03-13,present,0
6323,633,2023-03-06,present,0
6324,633,2023-03-20,late,5
6325,633,2023-03-13,present,0
6326,633,2023-01-31,present,0
6327,633,2023-04-10,late,22
6328,633,2022-10-31,present,0
6329,633,2022-09-14,absent,0
6330,633,2022-12-05,present,0
6331,634,2024-04-29,present,0
6332,634,2023-12-08,present,0
6333,634,2024-03-04,present,0
6334,634,2024-05-13,present,0
6335,634,2023-09-19,present,0
6336,634,2024-02-15,present,0
6337,634,2023-10-30,present,0
6338,634,2023-11-08,present,0
6339,634,2024-04-08,present,0
6340,634,2024-06-19,present,0
6341,635,2023-03-31,excused,0
6342,635,2023-01-11,present,0
6343,635,2023-05-02,present,0
6344,635,2023-05-29,present,0
6345,635,2022-10-18,present,0
6346,635,2022-12-20,present,0
6347,635,2023-01-16,present,0
6348,635,2022-10-24,present,0
6349,635,2023-02-20,present,0
6350,635,2023-06-20,present,0
6351,636,2024-11-25,present,0
6352,636,2024-10-07,present,0
6353,636,2025-03-10,present,0
6354,636,2024-11-28,present,0
6355,636,2025-06-16,absent,0
6356,636,2025-02-14,present,0
6357,636,2025-03-03,present,0
6358,636,2024-11-25,present,0
6359,636,2025-05-12,excused,0
6360,636,2025-05-05,present,0
6361,637,2024-04-16,present,0
6362,637,2023-10-25,present,0
6363,637,2024-01-29,present,0
6364,637,2023-11-06,present,0
6365,637,2023-11-13,excused,0
6366,637,2024-02-19,late,5
6367,637,2023-12-04,present,0
6368,637,2023-11-03,present,0
6369,637,2024-04-29,present,0
6370,637,2024-05-09,absent,0
6371,638,2025-03-25,present,0
6372,638,2025-06-16,present,0
6373,638,2025-01-07,present,0
6374,638,2024-10-15,present,0
6375,638,2025-03-24,present,0
6376,638,2025-03-17,present,0
6377,638,2025-03-25,present,0
6378,638,2025-02-10,present,0
6379,638,2025-03-10,present,0
6380,638,2025-03-03,present,0
6381,639,2022-11-16,present,0
6382,639,2023-05-29,present,0
6383,639,2023-01-06,present,0
6384,639,2022-12-22,present,0
6385,639,2023-03-20,present,0
6386,639,2022-12-29,present,0
6387,639,2023-03-22,present,0
6388,639,2022-10-11,present,0
6389,639,2023-01-30,present,0
6390,639,2022-10-07,present,0
6391,640,2023-12-26,present,0
6392,640,2023-11-13,present,0
6393,640,2023-09-25,present,0
6394,640,2023-10-16,present,0
6395,640,2023-12-04,present,0
6396,640,2024-01-01,present,0
6397,640,2023-12-22,present,0
6398,640,2023-10-05,present,0
6399,640,2024-06-06,present,0
6400,640,2023-11-28,present,0
6401,641,2025-04-07,present,0
6402,641,2025-03-03,present,0
6403,641,2024-12-16,present,0
6404,641,2024-10-22,present,0
6405,641,2024-11-04,present,0
6406,641,2025-01-06,present,0
6407,641,2025-06-09,present,0
6408,641,2024-12-23,present,0
6409,641,2024-12-02,present,0
