id,student_id,course_id,enrolled_on,status,final_grade,grade_band,attendance_rate
491,172,60,2022-09-09,completed,6.79,Bien,1.00
492,172,86,2023-09-09,completed,6.92,Bien,1.00
493,172,290,2024-09-09,completed,9.37,Sobresaliente,1.00
494,172,251,2023-09-09,completed,7.94,Notable,1.00
495,173,131,2022-09-09,completed,5.52,Aprobado,1.00
496,173,40,2022-09-09,completed,8.33,Notable,1.00
497,174,143,2022-09-09,completed,9.06,Sobresaliente,1.00
498,174,155,2023-09-09,completed,7.69,Notable,1.00
499,174,234,2022-09-09,completed,7.46,Notable,1.00
500,175,300,2023-09-09,in_progress,,,0.80
501,175,231,2023-09-09,completed,4.38,Suspenso,0.70
502,176,87,2023-09-09,completed,7.35,Notable,1.00
503,176,174,2022-09-09,completed,8.33,Notable,1.00
504,177,16,2022-09-09,completed,5.38,Aprobado,1.00
505,177,242,2022-09-09,completed,5.22,Aprobado,0.90
506,177,177,2024-09-09,completed,4.50,Suspenso,1.00
507,178,261,2023-09-09,completed,5.79,Aprobado,0.90
508,178,35,2023-09-09,repeated,6.14,Bien,1.00
509,178,235,2022-09-09,completed,5.00,Aprobado,0.70
510,179,240,2024-09-09,completed,3.28,Suspenso,0.90
511,179,102,2023-09-09,completed,4.42,Suspenso,0.60
512,180,159,2023-09-09,in_progress,,,0.90
513,180,118,2024-09-09,completed,4.84,Suspenso,0.90
514,180,291,2024-09-09,in_progress,,,0.80
515,180,192,2022-09-09,completed,3.80,Suspenso,0.90
516,181,112,2022-09-09,completed,5.02,Aprobado,0.90
517,181,72,2023-09-09,completed,6.16,Bien,1.00
518,182,57,2022-09-09,completed,9.33,Sobresaliente,1.00
519,182,289,2022-09-09,completed,6.26,Bien,1.00
520,182,256,2022-09-09,completed,7.84,Notable,1.00
521,183,300,2023-09-09,completed,5.98,Aprobado,1.00
522,183,231,2023-09-09,in_progress,,,1.00
523,184,121,2023-09-09,completed,6.75,Bien,1.00
524,184,243,2023-09-09,completed,5.07,Aprobado,1.00
525,185,12,2023-09-09,completed,6.45,Bien,0.90
526,185,260,2022-09-09,completed,4.50,Suspenso,0.80
527,185,39,2022-09-09,completed,6.84,Bien,0.90
528,185,56,2024-09-09,completed,7.35,Notable,0.90
529,186,120,2024-09-09,completed,5.95,Aprobado,1.00
530,186,61,2024-09-09,completed,6.93,Bien,0.90
531,186,77,2024-09-09,completed,5.87,Aprobado,0.90
532,186,43,2023-09-09,completed,6.76,Bien,0.90
533,187,209,2022-09-09,completed,3.74,Suspenso,0.60
534,187,71,2022-09-09,in_progress,,,0.60
535,187,284,2024-09-09,completed,1.27,Suspenso,0.70
536,188,285,2023-09-09,completed,6.36,Bien,0.70
537,188,179,2024-09-09,completed,7.28,Notable,0.90
538,188,188,2023-09-09,in_progress,,,0.90
539,188,84,2022-09-09,completed,6.68,Bien,1.00
540,189,132,2022-09-09,completed,6.30,Bien,1.00
541,189,174,2022-09-09,completed,9.08,Sobresaliente,1.00
542,189,277,2023-09-09,completed,6.44,Bien,1.00
543,189,87,2023-09-09,completed,6.96,Bien,1.00
544,190,132,2022-09-09,in_progress,,,1.00
545,190,174,2022-09-09,completed,3.54,Suspenso,0.70
546,190,277,2023-09-09,in_progress,,,1.00
547,190,87,2023-09-09,completed,7.28,Notable,0.90
548,191,159,2023-09-09,in_progress,,,0.90
549,191,291,2024-09-09,completed,3.56,Suspenso,0.90
550,191,192,2022-09-09,completed,2.51,Suspenso,1.00
551,192,199,2023-09-09,completed,4.82,Suspenso,1.00
552,192,246,2023-09-09,completed,6.93,Bien,1.00
553,192,239,2024-09-09,completed,5.74,Aprobado,0.80
554,193,101,2022-09-09,completed,6.88,Bien,1.00
555,193,162,2024-09-09,completed,8.12,Notable,1.00
556,193,146,2024-09-09,completed,6.09,Bien,1.00
557,194,296,2024-09-09,completed,5.02,Aprobado,0.70
558,194,113,2022-09-09,completed,4.93,Suspenso,0.80
559,194,62,2022-09-09,completed,3.57,Suspenso,0.80
560,195,15,2023-09-09,completed,6.95,Bien,0.80
561,195,100,2024-09-09,completed,6.92,Bien,1.00
562,195,123,2024-09-09,completed,6.70,Bien,0.90
563,196,1,2022-09-09,completed,6.20,Bien,1.00
564,196,295,2023-09-09,completed,5.78,Aprobado,1.00
565,197,258,2024-09-09,completed,8.12,Notable,0.90
566,197,58,2023-09-09,in_progress,,,0.90
567,197,28,2022-09-09,completed,6.40,Bien,1.00
568,197,51,2023-09-09,in_progress,,,1.00
569,198,151,2023-09-09,completed,7.36,Notable,1.00
570,198,274,2024-09-09,completed,8.06,Notable,1.00
571,198,205,2022-09-09,withdrawn,7.84,Notable,1.00
572,198,232,2024-09-09,completed,7.76,Notable,1.00
573,198,42,2024-09-09,in_progress,,,1.00
574,199,81,2024-09-09,in_progress,,,1.00
575,199,252,2023-09-09,completed,6.94,Bien,1.00
576,199,67,2022-09-09,in_progress,,,1.00
577,199,282,2023-09-09,completed,7.35,Notable,1.00
578,199,30,2023-09-09,completed,10.00,Sobresaliente,1.00
579,200,50,2024-09-09,completed,4.85,Suspenso,0.80
580,201,18,2022-09-09,completed,7.94,Notable,1.00
581,201,161,2024-09-09,completed,9.58,Sobresaliente,1.00
582,202,240,2024-09-09,completed,7.79,Notable,0.80
583,202,11,2024-09-09,completed,6.74,Bien,1.00
584,202,24,2023-09-09,completed,6.23,Bien,0.70
585,202,102,2023-09-09,completed,5.75,Aprobado,0.90
586,203,40,2022-09-09,completed,4.56,Suspenso,0.90
587,203,131,2022-09-09,completed,5.48,Aprobado,0.90
588,205,206,2022-09-09,completed,6.82,Bien,0.90
589,205,147,2024-09-09,completed,3.70,Suspenso,0.90
590,206,15,2023-09-09,completed,9.72,Sobresaliente,1.00
591,206,123,2024-09-09,completed,7.97,Notable,1.00
592,206,100,2024-09-09,completed,8.34,Notable,1.00
593,207,34,2022-09-09,completed,3.40,Suspenso,0.90
594,208,70,2022-09-09,completed,4.34,Suspenso,1.00
595,208,217,2022-09-09,completed,6.66,Bien,1.00
596,208,244,2023-09-09,completed,6.58,Bien,1.00
597,209,62,2022-09-09,completed,7.82,Notable,1.00
598,209,113,2022-09-09,completed,6.65,Bien,1.00
599,209,296,2024-09-09,completed,9.16,Sobresaliente,1.00
600,210,73,2023-09-09,completed,5.62,Aprobado,1.00
601,210,144,2024-09-09,completed,5.38,Aprobado,0.80
602,211,175,2022-09-09,completed,6.22,Bien,0.90
603,211,88,2022-09-09,completed,2.89,Suspenso,0.90
604,211,78,2024-09-09,in_progress,,,0.90
605,212,49,2022-09-09,completed,8.18,Notable,1.00
606,212,152,2023-09-09,completed,7.12,Notable,1.00
607,212,254,2022-09-09,completed,7.08,Notable,1.00
608,213,21,2024-09-09,completed,6.33,Bien,1.00
609,213,217,2022-09-09,repeated,7.13,Notable,1.00
610,213,108,2022-09-09,completed,6.34,Bien,1.00
611,214,34,2022-09-09,completed,4.96,Suspenso,0.70
612,215,10,2022-09-09,completed,6.29,Bien,1.00
613,215,238,2024-09-09,completed,8.23,Notable,0.90
614,215,220,2023-09-09,completed,6.20,Bien,1.00
615,216,279,2022-09-09,completed,6.77,Bien,1.00
616,216,169,2024-09-09,in_progress,,,1.00
617,216,4,2022-09-09,in_progress,,,1.00
618,216,2,2023-09-09,completed,8.20,Notable,1.00
619,218,146,2024-09-09,completed,8.46,Notable,1.00
620,218,101,2022-09-09,completed,7.73,Notable,1.00
621,219,41,2022-09-09,completed,5.43,Aprobado,0.90
622,220,256,2022-09-09,in_progress,,,1.00
623,220,57,2022-09-09,completed,7.61,Notable,0.90
624,221,173,2023-09-09,completed,6.15,Bien,1.00
625,221,250,2022-09-09,completed,7.12,Notable,1.00
626,222,167,2022-09-09,completed,5.04,Aprobado,1.00
627,222,267,2022-09-09,in_progress,,,0.90
628,223,95,2024-09-09,completed,8.64,Notable,1.00
629,223,35,2023-09-09,in_progress,,,1.00
630,224,132,2022-09-09,completed,2.50,Suspenso,0.80
631,224,277,2023-09-09,in_progress,,,0.60
632,224,87,2023-09-09,completed,4.34,Suspenso,1.00
633,224,174,2022-09-09,completed,4.79,Suspenso,0.80
634,225,153,2023-09-09,completed,7.30,Notable,1.00
635,225,37,2022-09-09,completed,6.46,Bien,0.90
636,226,191,2024-09-09,completed,5.20,Aprobado,0.80
637,226,44,2023-09-09,completed,6.62,Bien,0.80
638,227,50,2024-09-09,completed,8.48,Notable,1.00
639,228,20,2022-09-09,completed,7.34,Notable,1.00
640,228,200,2023-09-09,withdrawn,7.68,Notable,1.00
641,228,103,2024-09-09,completed,7.72,Notable,1.00
642,228,32,2024-09-09,in_progress,,,1.00
643,229,118,2024-09-09,withdrawn,7.37,Notable,1.00
644,229,192,2022-09-09,completed,9.32,Sobresaliente,1.00
645,229,159,2023-09-09,completed,5.72,Aprobado,1.00
646,230,78,2024-09-09,completed,3.41,Suspenso,0.80
647,230,175,2022-09-09,completed,5.90,Aprobado,0.90
648,230,88,2022-09-09,completed,4.47,Suspenso,0.80
649,231,11,2024-09-09,withdrawn,5.56,Aprobado,0.90
650,231,24,2023-09-09,completed,5.83,Aprobado,0.80
651,231,240,2024-09-09,in_progress,,,0.90
652,231,102,2023-09-09,completed,6.13,Bien,0.90
653,232,159,2023-09-09,completed,8.74,Notable,1.00
654,232,192,2022-09-09,in_progress,,,1.00
655,232,118,2024-09-09,completed,7.44,Notable,1.00
656,232,291,2024-09-09,in_progress,,,1.00
657,233,262,2022-09-09,in_progress,,,0.90
658,233,180,2024-09-09,completed,4.26,Suspenso,1.00
659,233,121,2023-09-09,completed,7.42,Notable,0.90
660,233,139,2024-09-09,completed,5.20,Aprobado,1.00
661,233,190,2023-09-09,in_progress,,,0.90
662,234,232,2024-09-09,completed,5.57,Aprobado,0.70
663,234,292,2024-09-09,completed,3.56,Suspenso,0.60
664,234,205,2022-09-09,completed,2.00,Suspenso,0.90
665,235,131,2022-09-09,completed,7.78,Notable,1.00
666,235,40,2022-09-09,completed,7.54,Notable,1.00
667,236,102,2023-09-09,completed,5.96,Aprobado,0.70
668,236,24,2023-09-09,completed,5.06,Aprobado,0.80
669,236,11,2024-09-09,completed,5.67,Aprobado,1.00
670,236,240,2024-09-09,completed,6.31,Bien,0.70
671,237,105,2024-09-09,withdrawn,7.27,Notable,1.00
672,237,148,2023-09-09,in_progress,,,1.00
673,237,46,2024-09-09,withdrawn,6.41,Bien,0.90
674,238,99,2023-09-09,in_progress,,,0.90
675,238,44,2023-09-09,completed,7.61,Notable,0.70
676,238,191,2024-09-09,in_progress,,,0.90
677,239,209,2022-09-09,completed,6.20,Bien,1.00
678,239,71,2022-09-09,completed,7.00,Notable,0.90
679,240,51,2023-09-09,in_progress,,,1.00
680,240,58,2023-09-09,completed,6.59,Bien,1.00
681,240,276,2023-09-09,completed,7.31,Notable,1.00
682,240,28,2022-09-09,in_progress,,,1.00
683,241,200,2023-09-09,completed,6.54,Bien,0.90
684,241,20,2022-09-09,completed,6.24,Bien,0.80
685,242,11,2024-09-09,in_progress,,,0.80
686,242,102,2023-09-09,completed,5.82,Aprobado,0.80
687,242,24,2023-09-09,repeated,4.66,Suspenso,0.60
688,242,240,2024-09-09,completed,5.67,Aprobado,0.70
689,243,83,2022-09-09,completed,5.64,Aprobado,1.00
690,243,32,2024-09-09,withdrawn,6.94,Bien,0.80
691,243,187,2024-09-09,repeated,6.28,Bien,0.90
692,243,271,2022-09-09,completed,6.26,Bien,1.00
693,243,20,2022-09-09,repeated,5.44,Aprobado,0.90
694,244,114,2024-09-09,completed,5.80,Aprobado,1.00
695,244,288,2024-09-09,completed,7.06,Notable,1.00
696,245,120,2024-09-09,completed,3.49,Suspenso,0.90
697,245,61,2024-09-09,withdrawn,3.94,Suspenso,0.80
698,245,77,2024-09-09,in_progress,,,0.90
699,245,43,2023-09-09,completed,5.56,Aprobado,0.80
700,246,282,2023-09-09,completed,6.60,Bien,1.00
701,246,30,2023-09-09,completed,8.44,Notable,1.00
702,247,196,2024-09-09,completed,6.22,Bien,1.00
703,247,215,2023-09-09,completed,9.09,Sobresaliente,1.00
704,247,13,2022-09-09,completed,6.87,Bien,1.00
705,248,149,2024-09-09,completed,6.26,Bien,0.90
706,248,117,2023-09-09,completed,6.73,Bien,0.90
707,248,216,2024-09-09,in_progress,,,0.90
708,249,214,2023-09-09,completed,6.35,Bien,1.00
709,249,140,2023-09-09,completed,5.34,Aprobado,1.00
710,249,275,2022-09-09,completed,5.67,Aprobado,0.90
711,250,215,2023-09-09,withdrawn,8.50,Notable,0.90
712,250,13,2022-09-09,completed,5.48,Aprobado,1.00
713,250,196,2024-09-09,completed,6.38,Bien,1.00
714,251,300,2023-09-09,completed,5.29,Aprobado,1.00
715,251,231,2023-09-09,completed,5.03,Aprobado,1.00
716,252,179,2024-09-09,completed,7.01,Notable,1.00
717,252,285,2023-09-09,completed,6.77,Bien,1.00
718,252,84,2022-09-09,completed,6.05,Bien,1.00
719,252,188,2023-09-09,completed,6.94,Bien,1.00
720,253,203,2023-09-09,in_progress,,,0.90
721,253,237,2024-09-09,completed,7.10,Notable,0.90
722,253,89,2023-09-09,withdrawn,7.76,Notable,1.00
723,254,78,2024-09-09,completed,4.58,Suspenso,1.00
724,254,175,2022-09-09,completed,5.62,Aprobado,1.00
725,255,67,2022-09-09,completed,6.55,Bien,1.00
726,255,282,2023-09-09,completed,6.83,Bien,1.00
727,255,81,2024-09-09,completed,8.24,Notable,1.00
728,255,30,2023-09-09,completed,8.32,Notable,1.00
729,256,275,2022-09-09,completed,6.58,Bien,0.90
730,256,214,2023-09-09,completed,6.73,Bien,1.00
731,257,102,2023-09-09,completed,7.80,Notable,1.00
732,257,24,2023-09-09,completed,5.38,Aprobado,0.90
733,257,240,2024-09-09,completed,5.59,Aprobado,0.90
734,257,11,2024-09-09,completed,7.20,Notable,0.90
735,258,100,2024-09-09,completed,5.91,Aprobado,1.00
736,258,15,2023-09-09,completed,6.02,Bien,0.90
737,258,123,2024-09-09,in_progress,,,0.90
738,259,239,2024-09-09,repeated,5.14,Aprobado,0.70
739,259,199,2023-09-09,completed,3.04,Suspenso,0.90
740,259,246,2023-09-09,completed,4.62,Suspenso,0.70
741,260,182,2022-09-09,completed,7.81,Notable,0.90
742,260,191,2024-09-09,completed,6.08,Bien,1.00
743,260,8,2024-09-09,completed,8.60,Notable,1.00
744,260,44,2023-09-09,completed,6.24,Bien,1.00
745,260,99,2023-09-09,completed,8.47,Notable,1.00
746,261,257,2022-09-09,completed,6.86,Bien,0.80
747,261,52,2022-09-09,completed,5.42,Aprobado,1.00
748,262,290,2024-09-09,completed,4.90,Suspenso,0.90
749,262,60,2022-09-09,completed,4.64,Suspenso,1.00
750,262,86,2023-09-09,completed,4.97,Suspenso,0.70
751,262,251,2023-09-09,repeated,6.16,Bien,0.70
752,263,264,2023-09-09,completed,2.28,Suspenso,0.50
753,263,144,2024-09-09,in_progress,,,0.60
754,263,94,2023-09-09,completed,1.61,Suspenso,0.60
755,264,234,2022-09-09,completed,6.04,Bien,1.00
756,264,155,2023-09-09,in_progress,,,1.00
757,264,143,2022-09-09,completed,8.18,Notable,0.90
758,265,246,2023-09-09,completed,6.00,Bien,1.00
759,265,199,2023-09-09,completed,6.32,Bien,1.00
760,265,239,2024-09-09,completed,6.33,Bien,0.90
761,266,45,2023-09-09,completed,5.61,Aprobado,0.90
762,266,89,2023-09-09,completed,7.76,Notable,0.90
763,266,203,2023-09-09,completed,7.90,Notable,1.00
764,266,237,2024-09-09,completed,6.16,Bien,0.90
765,267,281,2022-09-09,repeated,7.87,Notable,1.00
766,267,164,2024-09-09,completed,8.86,Notable,1.00
767,267,9,2024-09-09,completed,7.20,Notable,1.00
768,267,170,2022-09-09,completed,7.85,Notable,1.00
769,267,69,2024-09-09,repeated,8.20,Notable,1.00
770,268,125,2022-09-09,in_progress,,,1.00
771,268,194,2024-09-09,completed,6.60,Bien,1.00
772,268,4,2022-09-09,completed,6.47,Bien,1.00
773,269,246,2023-09-09,completed,5.77,Aprobado,0.70
774,269,199,2023-09-09,completed,4.50,Suspenso,0.90
775,269,239,2024-09-09,in_progress,,,0.80
776,270,272,2024-09-09,completed,6.68,Bien,1.00
777,271,227,2024-09-09,withdrawn,8.98,Notable,1.00
778,271,202,2024-09-09,completed,8.60,Notable,1.00
779,271,150,2022-09-09,completed,6.37,Bien,1.00
780,272,99,2023-09-09,completed,8.23,Notable,0.90
781,272,191,2024-09-09,completed,6.02,Bien,1.00
782,272,197,2024-09-09,in_progress,,,0.90
783,272,182,2022-09-09,completed,5.28,Aprobado,0.90
784,272,44,2023-09-09,completed,4.65,Suspenso,0.80
785,274,214,2023-09-09,completed,5.83,Aprobado,0.90
786,274,140,2023-09-09,in_progress,,,0.80
787,274,275,2022-09-09,completed,2.97,Suspenso,1.00
788,275,296,2024-09-09,completed,4.23,Suspenso,0.90
789,275,62,2022-09-09,completed,5.46,Aprobado,0.90
790,275,113,2022-09-09,completed,5.26,Aprobado,0.80
791,276,62,2022-09-09,completed,3.48,Suspenso,1.00
792,276,113,2022-09-09,completed,4.32,Suspenso,0.90
793,276,296,2024-09-09,completed,5.80,Aprobado,0.90
794,278,13,2022-09-09,in_progress,,,1.00
795,278,215,2023-09-09,completed,7.12,Notable,1.00
796,278,196,2024-09-09,completed,5.78,Aprobado,0.70
797,279,249,2023-09-09,completed,5.27,Aprobado,0.80
798,279,221,2023-09-09,completed,5.58,Aprobado,0.70
799,279,93,2024-09-09,in_progress,,,0.70
800,280,41,2022-09-09,repeated,2.98,Suspenso,0.70
801,281,62,2022-09-09,completed,6.28,Bien,0.80
802,281,113,2022-09-09,completed,4.69,Suspenso,0.70
803,281,296,2024-09-09,completed,5.00,Aprobado,1.00
804,283,253,2022-09-09,completed,5.70,Aprobado,0.90
805,283,97,2022-09-09,completed,7.58,Notable,1.00
806,284,190,2023-09-09,completed,8.26,Notable,0.80
807,284,139,2024-09-09,completed,6.63,Bien,0.80
808,285,99,2023-09-09,completed,7.68,Notable,1.00
809,285,182,2022-09-09,completed,6.18,Bien,1.00
810,285,191,2024-09-09,in_progress,,,1.00
811,285,8,2024-09-09,completed,9.78,Sobresaliente,1.00
812,285,197,2024-09-09,completed,7.02,Notable,1.00
813,286,83,2022-09-09,completed,8.06,Notable,1.00
814,286,219,2024-09-09,completed,7.50,Notable,1.00
815,286,20,2022-09-09,completed,9.20,Sobresaliente,1.00
816,286,32,2024-09-09,completed,6.18,Bien,1.00
817,286,103,2024-09-09,completed,9.85,Sobresaliente,1.00
818,287,120,2024-09-09,repeated,5.19,Aprobado,0.90
819,287,77,2024-09-09,withdrawn,6.90,Bien,1.00
820,287,43,2023-09-09,withdrawn,6.18,Bien,0.90
821,288,123,2024-09-09,completed,7.26,Notable,0.90
822,288,15,2023-09-09,completed,5.16,Aprobado,1.00
823,288,100,2024-09-09,completed,6.82,Bien,0.90
824,289,225,2023-09-09,completed,7.28,Notable,1.00
825,289,287,2022-09-09,completed,7.89,Notable,1.00
826,290,119,2023-09-09,completed,8.02,Notable,1.00
827,290,73,2023-09-09,completed,7.93,Notable,1.00
828,290,229,2022-09-09,in_progress,,,1.00
829,290,90,2022-09-09,completed,6.86,Bien,1.00
830,291,199,2023-09-09,completed,6.07,Bien,0.80
831,291,239,2024-09-09,withdrawn,6.20,Bien,0.90
832,291,246,2023-09-09,completed,7.30,Notable,1.00
833,292,34,2022-09-09,in_progress,,,1.00
834,293,206,2022-09-09,in_progress,,,1.00
835,293,147,2024-09-09,in_progress,,,1.00
836,295,110,2024-09-09,completed,4.82,Suspenso,1.00
837,295,69,2024-09-09,completed,1.96,Suspenso,0.60
838,295,247,2022-09-09,repeated,3.60,Suspenso,1.00
839,295,92,2024-09-09,completed,2.67,Suspenso,0.90
840,295,281,2022-09-09,completed,3.17,Suspenso,0.70
841,296,107,2024-09-09,completed,5.92,Aprobado,0.60
842,296,165,2024-09-09,in_progress,,,1.00
843,297,260,2022-09-09,completed,4.24,Suspenso,0.90
844,297,56,2024-09-09,repeated,3.22,Suspenso,0.90
845,298,204,2023-09-09,withdrawn,6.20,Bien,0.90
846,298,48,2022-09-09,completed,7.12,Notable,1.00
847,298,297,2024-09-09,completed,8.30,Notable,1.00
848,298,163,2022-09-09,completed,8.21,Notable,1.00
849,298,128,2024-09-09,in_progress,,,1.00
850,300,168,2024-09-09,in_progress,,,1.00
851,300,181,2023-09-09,in_progress,,,0.80
852,301,229,2022-09-09,completed,8.42,Notable,1.00
853,301,73,2023-09-09,completed,6.34,Bien,0.90
854,301,90,2022-09-09,completed,5.39,Aprobado,1.00
855,301,264,2023-09-09,completed,6.68,Bien,1.00
856,301,119,2023-09-09,in_progress,,,0.90
857,302,14,2022-09-09,completed,4.24,Suspenso,1.00
858,302,127,2023-09-09,completed,5.48,Aprobado,1.00
859,303,246,2023-09-09,completed,4.36,Suspenso,0.80
860,303,239,2024-09-09,withdrawn,3.00,Suspenso,0.70
861,303,199,2023-09-09,completed,3.47,Suspenso,0.90
862,305,213,2023-09-09,completed,6.90,Bien,1.00
863,306,275,2022-09-09,completed,7.52,Notable,0.90
864,306,140,2023-09-09,completed,6.65,Bien,1.00
865,306,214,2023-09-09,completed,7.38,Notable,0.90
866,307,138,2024-09-09,in_progress,,,1.00
867,307,171,2024-09-09,in_progress,,,1.00
868,307,47,2022-09-09,in_progress,,,1.00
869,307,53,2024-09-09,completed,9.06,Sobresaliente,1.00
870,308,283,2022-09-09,completed,5.24,Aprobado,0.80
871,308,64,2022-09-09,in_progress,,,0.80
872,309,189,2024-09-09,completed,7.79,Notable,1.00
873,309,142,2024-09-09,completed,5.83,Aprobado,1.00
874,309,210,2023-09-09,completed,8.75,Notable,1.00
875,309,287,2022-09-09,completed,9.34,Sobresaliente,1.00
876,310,19,2024-09-09,completed,6.34,Bien,1.00
877,311,159,2023-09-09,completed,2.97,Suspenso,0.80
878,311,291,2024-09-09,completed,3.77,Suspenso,0.80
879,311,192,2022-09-09,completed,4.12,Suspenso,0.60
880,311,118,2024-09-09,completed,5.13,Aprobado,0.70
881,312,113,2022-09-09,withdrawn,7.52,Notable,1.00
882,312,296,2024-09-09,completed,8.78,Notable,1.00
883,312,62,2022-09-09,in_progress,,,1.00
884,313,213,2023-09-09,completed,7.90,Notable,1.00
885,314,255,2022-09-09,completed,7.50,Notable,0.90
886,314,129,2024-09-09,in_progress,,,1.00
887,315,111,2022-09-09,completed,5.62,Aprobado,1.00
888,315,226,2022-09-09,completed,5.43,Aprobado,0.80
889,315,261,2023-09-09,in_progress,,,0.90
890,315,136,2024-09-09,completed,5.34,Aprobado,0.90
891,315,26,2024-09-09,withdrawn,5.21,Aprobado,0.70
892,316,260,2022-09-09,completed,9.64,Sobresaliente,1.00
893,316,39,2022-09-09,completed,8.51,Notable,1.00
894,317,190,2023-09-09,in_progress,,,1.00
895,317,121,2023-09-09,completed,6.84,Bien,1.00
896,317,139,2024-09-09,repeated,6.92,Bien,1.00
897,317,243,2023-09-09,in_progress,,,0.80
898,317,262,2022-09-09,completed,6.12,Bien,0.90
899,318,98,2024-09-09,completed,6.28,Bien,0.90
900,318,236,2024-09-09,completed,5.47,Aprobado,0.80
901,318,186,2024-09-09,completed,4.32,Suspenso,0.90
902,319,10,2022-09-09,completed,6.56,Bien,1.00
903,319,238,2024-09-09,completed,7.82,Notable,1.00
904,319,220,2023-09-09,completed,7.65,Notable,1.00
905,320,133,2023-09-09,completed,4.76,Suspenso,0.70
906,320,106,2024-09-09,completed,5.24,Aprobado,1.00
907,320,259,2023-09-09,completed,4.20,Suspenso,0.70
908,321,19,2024-09-09,completed,5.47,Aprobado,0.90
909,322,86,2023-09-09,in_progress,,,1.00
910,322,290,2024-09-09,completed,5.11,Aprobado,0.70
911,322,60,2022-09-09,completed,6.74,Bien,0.80
912,322,251,2023-09-09,completed,6.10,Bien,1.00
913,323,263,2023-09-09,completed,5.82,Aprobado,1.00
914,323,224,2023-09-09,completed,4.91,Suspenso,0.90
915,325,110,2024-09-09,withdrawn,4.29,Suspenso,0.80
916,325,298,2022-09-09,completed,5.26,Aprobado,0.60
917,325,9,2024-09-09,completed,2.65,Suspenso,0.80
918,325,6,2023-09-09,completed,5.44,Aprobado,0.90
919,326,239,2024-09-09,completed,8.18,Notable,1.00
920,326,246,2023-09-09,completed,7.82,Notable,1.00
921,327,100,2024-09-09,completed,6.53,Bien,1.00
922,327,15,2023-09-09,in_progress,,,1.00
923,327,123,2024-09-09,completed,8.38,Notable,1.00
924,328,28,2022-09-09,completed,6.33,Bien,1.00
925,328,258,2024-09-09,completed,7.87,Notable,1.00
926,329,135,2023-09-09,completed,5.11,Aprobado,0.90
927,329,7,2023-09-09,withdrawn,5.91,Aprobado,0.90
928,329,115,2022-09-09,completed,6.42,Bien,0.80
929,330,275,2022-09-09,completed,7.23,Notable,1.00
930,330,140,2023-09-09,completed,7.84,Notable,1.00
931,331,41,2022-09-09,completed,5.42,Aprobado,0.90
932,332,241,2024-09-09,completed,4.22,Suspenso,0.90
933,332,75,2022-09-09,in_progress,,,0.80
934,332,153,2023-09-09,in_progress,,,0.60
935,332,269,2022-09-09,completed,4.60,Suspenso,0.60
936,332,134,2022-09-09,completed,4.76,Suspenso,0.70
937,333,265,2022-09-09,completed,5.88,Aprobado,0.90
938,333,266,2023-09-09,completed,5.38,Aprobado,1.00
939,333,137,2022-09-09,completed,3.49,Suspenso,1.00
940,334,35,2023-09-09,completed,5.10,Aprobado,0.80
941,334,95,2024-09-09,completed,4.02,Suspenso,0.80
942,334,226,2022-09-09,completed,5.26,Aprobado,0.70
943,334,235,2022-09-09,completed,4.60,Suspenso,0.80
944,334,26,2024-09-09,withdrawn,5.59,Aprobado,0.80
945,336,35,2023-09-09,completed,5.64,Aprobado,0.90
946,336,95,2024-09-09,in_progress,,,1.00
947,336,261,2023-09-09,repeated,6.02,Bien,0.90
948,336,26,2024-09-09,completed,5.02,Aprobado,0.90
949,336,136,2024-09-09,withdrawn,6.09,Bien,1.00
950,337,118,2024-09-09,in_progress,,,1.00
951,337,291,2024-09-09,completed,8.56,Notable,1.00
952,337,159,2023-09-09,completed,8.21,Notable,1.00
953,337,192,2022-09-09,completed,7.53,Notable,1.00
954,338,123,2024-09-09,completed,6.57,Bien,1.00
955,338,100,2024-09-09,completed,6.81,Bien,1.00
956,338,15,2023-09-09,completed,7.89,Notable,1.00
957,339,62,2022-09-09,completed,6.49,Bien,1.00
958,339,113,2022-09-09,completed,6.24,Bien,1.00
959,339,296,2024-09-09,in_progress,,,1.00
960,340,91,2023-09-09,completed,5.64,Aprobado,1.00
961,340,254,2022-09-09,completed,5.68,Aprobado,1.00
962,341,94,2023-09-09,completed,7.13,Notable,1.00
963,341,229,2022-09-09,in_progress,,,1.00
964,342,161,2024-09-09,in_progress,,,0.90
965,342,18,2022-09-09,completed,7.36,Notable,0.90
966,343,62,2022-09-09,completed,6.42,Bien,1.00
967,343,296,2024-09-09,completed,8.25,Notable,1.00
968,343,113,2022-09-09,completed,7.05,Notable,1.00
969,344,23,2022-09-09,in_progress,,,1.00
970,345,199,2023-09-09,withdrawn,7.39,Notable,1.00
971,345,246,2023-09-09,completed,8.96,Notable,1.00
972,345,239,2024-09-09,in_progress,,,1.00
973,346,171,2024-09-09,in_progress,,,0.90
974,346,53,2024-09-09,completed,6.02,Bien,1.00
975,346,47,2022-09-09,completed,8.50,Notable,1.00
976,346,138,2024-09-09,completed,5.72,Aprobado,0.90
977,347,19,2024-09-09,completed,5.99,Aprobado,0.90
978,348,128,2024-09-09,completed,6.15,Bien,0.90
979,348,163,2022-09-09,completed,3.83,Suspenso,1.00
980,348,297,2024-09-09,completed,4.45,Suspenso,0.90
981,348,204,2023-09-09,completed,6.17,Bien,1.00
982,349,158,2024-09-09,completed,5.36,Aprobado,0.90
