id,enrollment_id,assessment_type,title,score,weight,graded_on
1294,434,exam,Examen 1º trimestre,4.80,0.60,2023-06-04
1295,434,coursework,Trabajo 2º trimestre,8.20,0.30,2022-09-19
1296,434,participation,Trabajo 3º trimestre,3.50,0.10,2022-09-16
1297,435,exam,Examen 1º trimestre,2.90,0.35,2023-11-26
1298,435,exam,Examen 2º trimestre,8.30,0.35,2023-11-02
1299,435,coursework,Trabajo 3º trimestre,6.00,0.30,2024-05-15
1300,436,exam,Examen 1º trimestre,8.60,0.40,2024-10-09
1301,436,practical,Trabajo 2º trimestre,7.20,0.25,2025-05-28
1302,436,coursework,Trabajo 3º trimestre,6.50,0.25,2024-10-07
1303,436,participation,Trabajo 1º trimestre,5.50,0.10,2025-04-19
1304,437,exam,Examen 1º trimestre,9.40,0.35,2025-02-01
1305,437,exam,Examen 2º trimestre,3.20,0.35,2024-11-02
1306,437,coursework,Trabajo 3º trimestre,4.80,0.30,2024-10-21
1307,438,exam,Examen 1º trimestre,6.00,0.60,2025-03-12
1308,438,coursework,Trabajo 2º trimestre,3.80,0.30,2025-06-14
1309,438,participation,Trabajo 3º trimestre,7.30,0.10,2025-01-13
1310,439,exam,Examen 1º trimestre,4.50,0.40,2025-05-24
1311,439,practical,Trabajo 2º trimestre,6.30,0.25,2025-04-20
1312,439,coursework,Trabajo 3º trimestre,5.60,0.25,2025-05-31
1313,439,participation,Trabajo 1º trimestre,7.50,0.10,2025-05-07
1314,440,exam,Examen 1º trimestre,5.80,0.60,2022-10-30
1315,440,coursework,Trabajo 2º trimestre,4.70,0.30,2022-10-18
1316,440,participation,Trabajo 3º trimestre,6.90,0.10,2023-03-18
1317,441,exam,Examen 1º trimestre,7.30,0.70,2023-12-22
1318,441,coursework,Trabajo 2º trimestre,6.40,0.30,2024-04-09
1319,442,exam,Examen 1º trimestre,6.00,0.70,2025-02-11
1320,442,coursework,Trabajo 2º trimestre,5.30,0.30,2025-01-24
1321,443,exam,Examen 1º trimestre,3.90,0.70,2025-01-07
1322,443,coursework,Trabajo 2º trimestre,4.90,0.30,2024-10-08
1323,444,exam,Examen 1º trimestre,3.70,0.40,2025-04-10
1324,444,practical,Trabajo 2º trimestre,4.60,0.25,2024-12-04
1325,444,coursework,Trabajo 3º trimestre,10.00,0.25,2024-09-09
1326,444,participation,Trabajo 1º trimestre,8.40,0.10,2025-03-07
1327,445,exam,Examen 1º trimestre,4.60,0.60,2023-11-28
1328,445,coursework,Trabajo 2º trimestre,4.10,0.30,2023-11-23
1329,445,participation,Trabajo 3º trimestre,4.70,0.10,2024-05-16
1330,446,exam,Examen 1º trimestre,7.70,0.60,2024-09-09
1331,446,coursework,Trabajo 2º trimestre,7.60,0.30,2025-04-29
1332,446,participation,Trabajo 3º trimestre,4.70,0.10,2025-01-26
1333,447,exam,Examen 1º trimestre,3.00,0.70,2024-06-13
1334,447,coursework,Trabajo 2º trimestre,6.60,0.30,2023-09-30
1335,448,exam,Examen 1º trimestre,5.30,0.60,2023-02-02
1336,448,coursework,Trabajo 2º trimestre,7.30,0.30,2022-10-21
1337,448,participation,Trabajo 3º trimestre,4.40,0.10,2023-01-29
1338,449,exam,Examen 1º trimestre,9.60,0.35,2023-12-16
1339,449,exam,Examen 2º trimestre,8.50,0.35,2024-03-04
1340,449,coursework,Trabajo 3º trimestre,10.00,0.30,2024-04-24
1341,450,exam,Examen 1º trimestre,6.30,0.40,2024-01-21
1342,450,practical,Trabajo 2º trimestre,9.10,0.25,2024-04-23
1343,450,coursework,Trabajo 3º trimestre,8.40,0.25,2024-04-07
1344,450,participation,Trabajo 1º trimestre,8.10,0.10,2023-12-31
1345,451,exam,Examen 1º trimestre,9.10,0.35,2025-06-18
1346,451,exam,Examen 2º trimestre,7.50,0.35,2025-06-20
1347,451,coursework,Trabajo 3º trimestre,7.40,0.30,2024-11-19
1348,452,exam,Examen 1º trimestre,8.30,0.40,2025-06-11
1349,452,practical,Trabajo 2º trimestre,7.40,0.25,2024-12-08
1350,452,coursework,Trabajo 3º trimestre,8.40,0.25,2025-04-26
1351,452,participation,Trabajo 1º trimestre,6.10,0.10,2025-03-09
1352,453,exam,Examen 1º trimestre,2.30,0.35,2022-10-07
1353,453,exam,Examen 2º trimestre,6.30,0.35,2023-05-15
1354,453,coursework,Trabajo 3º trimestre,6.30,0.30,2023-02-07
1355,454,exam,Examen 1º trimestre,6.90,0.70,2024-12-11
1356,454,coursework,Trabajo 2º trimestre,9.90,0.30,2025-06-19
1357,455,exam,Examen 1º trimestre,7.90,0.70,2023-02-28
1358,455,coursework,Trabajo 2º trimestre,8.40,0.30,2023-05-14
1359,456,exam,Examen 1º trimestre,7.20,0.70,2025-01-04
1360,456,coursework,Trabajo 2º trimestre,9.00,0.30,2024-12-13
1361,457,exam,Examen 1º trimestre,8.60,0.35,2024-04-24
1362,457,exam,Examen 2º trimestre,6.40,0.35,2023-11-29
1363,457,coursework,Trabajo 3º trimestre,4.10,0.30,2023-11-19
1364,458,exam,Examen 1º trimestre,5.20,0.35,2023-09-19
1365,458,exam,Examen 2º trimestre,8.20,0.35,2024-04-24
1366,458,coursework,Trabajo 3º trimestre,7.00,0.30,2024-04-11
1367,459,exam,Examen 1º trimestre,6.60,0.40,2023-01-04
1368,459,practical,Trabajo 2º trimestre,7.70,0.25,2023-03-31
1369,459,coursework,Trabajo 3º trimestre,7.00,0.25,2023-05-23
1370,459,participation,Trabajo 1º trimestre,7.70,0.10,2023-03-16
1371,460,exam,Examen 1º trimestre,5.60,0.35,2023-11-12
1372,460,exam,Examen 2º trimestre,9.50,0.35,2024-06-14
1373,460,coursework,Trabajo 3º trimestre,5.60,0.30,2024-05-12
1374,461,exam,Examen 1º trimestre,4.30,0.40,2024-06-09
1375,461,practical,Trabajo 2º trimestre,2.40,0.25,2023-11-09
1376,461,coursework,Trabajo 3º trimestre,4.20,0.25,2024-02-28
1377,461,participation,Trabajo 1º trimestre,7.40,0.10,2023-10-26
1378,462,exam,Examen 1º trimestre,7.10,0.40,2022-09-25
1379,462,practical,Trabajo 2º trimestre,4.00,0.25,2023-01-22
1380,462,coursework,Trabajo 3º trimestre,3.30,0.25,2022-12-10
1381,462,participation,Trabajo 1º trimestre,2.80,0.10,2022-11-09
1382,463,exam,Examen 1º trimestre,5.90,0.70,2023-01-09
1383,463,coursework,Trabajo 2º trimestre,4.30,0.30,2022-11-24
1384,464,exam,Examen 1º trimestre,4.50,0.40,2023-03-24
1385,464,practical,Trabajo 2º trimestre,7.20,0.25,2023-05-18
1386,464,coursework,Trabajo 3º trimestre,0.20,0.25,2022-12-21
1387,464,participation,Trabajo 1º trimestre,3.10,0.10,2023-03-14
1388,465,exam,Examen 1º trimestre,3.50,0.40,2024-05-04
1389,465,practical,Trabajo 2º trimestre,4.80,0.25,2024-03-02
1390,465,coursework,Trabajo 3º trimestre,5.80,0.25,2024-04-14
1391,465,participation,Trabajo 1º trimestre,4.90,0.10,2023-11-08
1392,466,exam,Examen 1º trimestre,7.80,0.35,2022-09-22
1393,466,exam,Examen 2º trimestre,3.70,0.35,2022-12-07
1394,466,coursework,Trabajo 3º trimestre,6.00,0.30,2023-03-02
1395,467,exam,Examen 1º trimestre,7.70,0.40,2023-03-08
1396,467,practical,Trabajo 2º trimestre,7.00,0.25,2023-02-18
1397,467,coursework,Trabajo 3º trimestre,8.90,0.25,2023-04-12
1398,467,participation,Trabajo 1º trimestre,9.40,0.10,2023-03-01
1399,468,exam,Examen 1º trimestre,4.50,0.60,2025-05-30
1400,468,coursework,Trabajo 2º trimestre,7.60,0.30,2025-02-02
1401,468,participation,Trabajo 3º trimestre,5.80,0.10,2024-10-15
1402,469,exam,Examen 1º trimestre,6.10,0.60,2023-10-07
1403,469,coursework,Trabajo 2º trimestre,5.60,0.30,2023-10-24
1404,469,participation,Trabajo 3º trimestre,7.30,0.10,2024-02-29
1405,470,exam,Examen 1º trimestre,10.00,0.70,2024-10-30
1406,470,coursework,Trabajo 2º trimestre,5.80,0.30,2025-01-27
1407,471,exam,Examen 1º trimestre,4.70,0.40,2025-03-17
1408,471,practical,Trabajo 2º trimestre,5.40,0.25,2025-04-20
1409,471,coursework,Trabajo 3º trimestre,4.40,0.25,2024-10-20
1410,471,participation,Trabajo 1º trimestre,2.70,0.10,2024-10-22
1411,472,exam,Examen 1º trimestre,6.60,0.60,2023-06-07
1412,472,coursework,Trabajo 2º trimestre,4.90,0.30,2023-05-18
1413,472,participation,Trabajo 3º trimestre,2.60,0.10,2023-01-08
1414,473,exam,Examen 1º trimestre,5.60,0.35,2025-03-27
1415,473,exam,Examen 2º trimestre,8.80,0.35,2025-05-21
1416,473,coursework,Trabajo 3º trimestre,2.10,0.30,2025-04-06
1417,474,exam,Examen 1º trimestre,2.10,0.60,2025-02-10
1418,474,coursework,Trabajo 2º trimestre,5.30,0.30,2025-06-02
1419,474,participation,Trabajo 3º trimestre,4.40,0.10,2025-01-06
1420,475,exam,Examen 1º trimestre,6.10,0.60,2023-02-11
1421,475,coursework,Trabajo 2º trimestre,5.40,0.30,2023-03-18
1422,475,participation,Trabajo 3º trimestre,6.00,0.10,2023-05-18
1423,476,exam,Examen 1º trimestre,6.30,0.70,2024-11-25
1424,476,coursework,Trabajo 2º trimestre,6.10,0.30,2025-05-23
1425,477,exam,Examen 1º trimestre,6.20,0.40,2024-05-10
1426,477,practical,Trabajo 2º trimestre,5.20,0.25,2024-04-15
1427,477,coursework,Trabajo 3º trimestre,2.90,0.25,2023-12-23
1428,477,participation,Trabajo 1º trimestre,0.90,0.10,2024-01-23
1429,478,exam,Examen 1º trimestre,6.30,0.35,2024-01-09
1430,478,exam,Examen 2º trimestre,2.40,0.35,2023-09-10
1431,478,coursework,Trabajo 3º trimestre,7.40,0.30,2024-05-25
1432,479,exam,Examen 1º trimestre,6.10,0.70,2024-01-29
1433,479,coursework,Trabajo 2º trimestre,3.60,0.30,2023-10-25
1434,480,exam,Examen 1º trimestre,4.40,0.70,2022-10-10
1435,480,coursework,Trabajo 2º trimestre,4.70,0.30,2023-01-30
1436,481,exam,Examen 1º trimestre,5.30,0.60,2024-02-26
1437,481,coursework,Trabajo 2º trimestre,4.30,0.30,2024-05-27
1438,481,participation,Trabajo 3º trimestre,5.40,0.10,2024-03-29
1439,482,exam,Examen 1º trimestre,7.40,0.60,2023-01-10
1440,482,coursework,Trabajo 2º trimestre,5.00,0.30,2022-10-24
1441,482,participation,Trabajo 3º trimestre,6.20,0.10,2023-01-22
1442,483,exam,Examen 1º trimestre,6.90,0.70,2023-03-09
1443,483,coursework,Trabajo 2º trimestre,5.30,0.30,2022-10-16
1444,484,exam,Examen 1º trimestre,9.50,0.40,2025-06-02
1445,484,practical,Trabajo 2º trimestre,4.90,0.25,2024-11-13
1446,484,coursework,Trabajo 3º trimestre,8.80,0.25,2024-09-25
1447,484,participation,Trabajo 1º trimestre,6.00,0.10,2024-12-29
1448,485,exam,Examen 1º trimestre,7.50,0.35,2025-06-07
1449,485,exam,Examen 2º trimestre,3.40,0.35,2025-06-20
1450,485,coursework,Trabajo 3º trimestre,7.30,0.30,2024-10-30
1451,486,exam,Examen 1º trimestre,3.60,0.70,2022-11-20
1452,486,coursework,Trabajo 2º trimestre,3.90,0.30,2022-10-09
1453,487,exam,Examen 1º trimestre,5.80,0.35,2024-04-07
1454,487,exam,Examen 2º trimestre,8.80,0.35,2023-12-04
1455,487,coursework,Trabajo 3º trimestre,6.30,0.30,2023-12-15
1456,488,exam,Examen 1º trimestre,7.10,0.40,2025-05-10
1457,488,practical,Trabajo 2º trimestre,7.40,0.25,2024-11-06
1458,488,coursework,Trabajo 3º trimestre,7.70,0.25,2025-05-24
1459,488,participation,Trabajo 1º trimestre,5.20,0.10,2024-12-05
1460,489,exam,Examen 1º trimestre,6.70,0.35,2023-10-17
1461,489,exam,Examen 2º trimestre,4.90,0.35,2024-05-26
1462,489,coursework,Trabajo 3º trimestre,6.80,0.30,2023-12-16
1463,490,exam,Examen 1º trimestre,7.10,0.35,2023-12-13
1464,490,exam,Examen 2º trimestre,3.80,0.35,2024-05-30
1465,490,coursework,Trabajo 3º trimestre,6.20,0.30,2023-12-13
1466,491,exam,Examen 1º trimestre,7.10,0.35,2022-11-08
1467,491,exam,Examen 2º trimestre,6.90,0.35,2023-02-26
1468,491,coursework,Trabajo 3º trimestre,6.30,0.30,2022-10-20
1469,492,exam,Examen 1º trimestre,6.30,0.40,2024-05-04
1470,492,practical,Trabajo 2º trimestre,7.80,0.25,2024-04-15
1471,492,coursework,Trabajo 3º trimestre,6.90,0.25,2024-03-04
1472,492,participation,Trabajo 1º trimestre,7.20,0.10,2023-11-16
1473,493,exam,Examen 1º trimestre,10.00,0.70,2024-11-20
1474,493,coursework,Trabajo 2º trimestre,7.90,0.30,2024-11-02
1475,494,exam,Examen 1º trimestre,6.90,0.40,2024-01-19
1476,494,practical,Trabajo 2º trimestre,8.80,0.25,2024-05-13
1477,494,coursework,Trabajo 3º trimestre,8.30,0.25,2023-10-19
1478,494,participation,Trabajo 1º trimestre,9.10,0.10,2023-12-11
1479,495,exam,Examen 1º trimestre,4.80,0.70,2022-10-02
1480,495,coursework,Trabajo 2º trimestre,7.20,0.30,2023-05-20
1481,496,exam,Examen 1º trimestre,9.80,0.70,2023-02-26
1482,496,coursework,Trabajo 2º trimestre,4.90,0.30,2023-04-26
1483,497,exam,Examen 1º trimestre,9.30,0.70,2022-12-03
1484,497,coursework,Trabajo 2º trimestre,8.50,0.30,2022-12-10
1485,498,exam,Examen 1º trimestre,7.20,0.35,2024-02-02
1486,498,exam,Examen 2º trimestre,6.20,0.35,2023-12-22
1487,498,coursework,Trabajo 3º trimestre,10.00,0.30,2024-02-05
1488,499,exam,Examen 1º trimestre,6.50,0.70,2022-12-25
1489,499,coursework,Trabajo 2º trimestre,9.70,0.30,2022-12-19
1490,500,exam,Examen 1º trimestre,5.80,0.35,2024-04-09
1491,500,exam,Examen 2º trimestre,6.90,0.35,2023-11-24
1492,500,coursework,Trabajo 3º trimestre,5.10,0.30,2023-10-10
1493,501,exam,Examen 1º trimestre,5.30,0.40,2024-05-23
1494,501,practical,Trabajo 2º trimestre,3.20,0.25,2024-06-16
1495,501,coursework,Trabajo 3º trimestre,3.50,0.25,2024-05-15
1496,501,participation,Trabajo 1º trimestre,5.80,0.10,2023-09-09
1497,502,exam,Examen 1º trimestre,6.40,0.60,2023-12-17
1498,502,coursework,Trabajo 2º trimestre,9.50,0.30,2024-03-05
1499,502,participation,Trabajo 3º trimestre,6.60,0.10,2024-01-02
1500,503,exam,Examen 1º trimestre,9.50,0.70,2023-02-13
1501,503,coursework,Trabajo 2º trimestre,5.60,0.30,2023-05-29
1502,504,exam,Examen 1º trimestre,5.80,0.70,2022-12-29
1503,504,coursework,Trabajo 2º trimestre,4.40,0.30,2023-02-23
1504,505,exam,Examen 1º trimestre,6.20,0.40,2023-03-15
1505,505,practical,Trabajo 2º trimestre,3.30,0.25,2023-04-25
1506,505,coursework,Trabajo 3º trimestre,4.80,0.25,2023-06-10
1507,505,participation,Trabajo 1º trimestre,7.20,0.10,2023-04-18
1508,506,exam,Examen 1º trimestre,6.00,0.35,2024-10-19
1509,506,exam,Examen 2º trimestre,2.30,0.35,2025-02-21
1510,506,coursework,Trabajo 3º trimestre,5.30,0.30,2025-06-05
1511,507,exam,Examen 1º trimestre,6.60,0.70,2023-11-26
1512,507,coursework,Trabajo 2º trimestre,3.90,0.30,2023-09-21
1513,508,exam,Examen 1º trimestre,7.10,0.60,2023-11-07
1514,508,coursework,Trabajo 2º trimestre,3.80,0.30,2023-11-12
1515,508,participation,Trabajo 3º trimestre,7.40,0.10,2023-12-31
1516,509,exam,Examen 1º trimestre,3.90,0.60,2023-02-10
1517,509,coursework,Trabajo 2º trimestre,5.90,0.30,2023-01-23
1518,509,participation,Trabajo 3º trimestre,8.90,0.10,2023-06-18
1519,510,exam,Examen 1º trimestre,3.10,0.60,2024-10-09
1520,510,coursework,Trabajo 2º trimestre,3.80,0.30,2025-02-26
1521,510,participation,Trabajo 3º trimestre,2.80,0.10,2025-02-02
1522,511,exam,Examen 1º trimestre,5.10,0.40,2024-02-18
1523,511,practical,Trabajo 2º trimestre,6.00,0.25,2023-10-08
1524,511,coursework,Trabajo 3º trimestre,2.30,0.25,2023-10-22
1525,511,participation,Trabajo 1º trimestre,3.00,0.10,2024-06-11
1526,512,exam,Examen 1º trimestre,5.10,0.70,2024-01-10
1527,512,coursework,Trabajo 2º trimestre,6.00,0.30,2024-02-25
1528,513,exam,Examen 1º trimestre,3.80,0.40,2024-12-28
1529,513,practical,Trabajo 2º trimestre,7.60,0.25,2024-10-31
1530,513,coursework,Trabajo 3º trimestre,4.30,0.25,2024-11-22
1531,513,participation,Trabajo 1º trimestre,3.50,0.10,2024-11-19
1532,514,exam,Examen 1º trimestre,3.10,0.60,2025-03-18
1533,514,coursework,Trabajo 2º trimestre,4.20,0.30,2025-05-02
1534,514,participation,Trabajo 3º trimestre,0.90,0.10,2025-06-06
1535,515,exam,Examen 1º trimestre,3.80,0.70,2023-02-15
1536,515,coursework,Trabajo 2º trimestre,3.80,0.30,2023-02-02
1537,516,exam,Examen 1º trimestre,4.80,0.40,2022-12-28
1538,516,practical,Trabajo 2º trimestre,5.90,0.25,2023-05-15
1539,516,coursework,Trabajo 3º trimestre,4.20,0.25,2023-05-11
1540,516,participation,Trabajo 1º trimestre,5.80,0.10,2023-05-13
1541,517,exam,Examen 1º trimestre,6.10,0.35,2024-03-09
1542,517,exam,Examen 2º trimestre,6.00,0.35,2024-02-22
1543,517,coursework,Trabajo 3º trimestre,6.40,0.30,2023-10-30
1544,518,exam,Examen 1º trimestre,10.00,0.60,2022-09-24
1545,518,coursework,Trabajo 2º trimestre,7.90,0.30,2022-11-19
1546,518,participation,Trabajo 3º trimestre,9.60,0.10,2022-12-11
1547,519,exam,Examen 1º trimestre,6.20,0.40,2023-03-06
1548,519,practical,Trabajo 2º trimestre,5.90,0.25,2022-11-07
1549,519,coursework,Trabajo 3º trimestre,7.10,0.25,2022-11-03
1550,519,participation,Trabajo 1º trimestre,5.30,0.10,2022-11-09
1551,520,exam,Examen 1º trimestre,7.40,0.40,2022-11-30
1552,520,practical,Trabajo 2º trimestre,7.70,0.25,2022-11-18
1553,520,coursework,Trabajo 3º trimestre,9.20,0.25,2022-10-15
1554,520,participation,Trabajo 1º trimestre,6.50,0.10,2022-11-13
1555,521,exam,Examen 1º trimestre,7.60,0.35,2023-10-25
1556,521,exam,Examen 2º trimestre,4.70,0.35,2024-02-03
1557,521,coursework,Trabajo 3º trimestre,5.60,0.30,2024-02-25
1558,522,exam,Examen 1º trimestre,4.40,0.40,2023-12-01
1559,522,practical,Trabajo 2º trimestre,8.10,0.25,2024-04-08
1560,522,coursework,Trabajo 3º trimestre,4.70,0.25,2024-02-01
1561,522,participation,Trabajo 1º trimestre,6.70,0.10,2023-11-21
1562,523,exam,Examen 1º trimestre,6.90,0.70,2024-02-04
1563,523,coursework,Trabajo 2º trimestre,6.40,0.30,2024-06-04
1564,524,exam,Examen 1º trimestre,4.80,0.60,2023-09-25
1565,524,coursework,Trabajo 2º trimestre,5.00,0.30,2023-11-03
1566,524,participation,Trabajo 3º trimestre,6.90,0.10,2024-04-14
1567,525,exam,Examen 1º trimestre,4.50,0.40,2023-09-11
1568,525,practical,Trabajo 2º trimestre,8.00,0.25,2023-09-12
1569,525,coursework,Trabajo 3º trimestre,7.40,0.25,2023-11-04
1570,525,participation,Trabajo 1º trimestre,8.00,0.10,2024-05-04
1571,526,exam,Examen 1º trimestre,2.80,0.40,2022-12-13
1572,526,practical,Trabajo 2º trimestre,5.70,0.25,2022-11-05
1573,526,coursework,Trabajo 3º trimestre,5.60,0.25,2023-04-19
1574,526,participation,Trabajo 1º trimestre,5.50,0.10,2022-11-07
1575,527,exam,Examen 1º trimestre,8.10,0.70,2023-05-30
1576,527,coursework,Trabajo 2º trimestre,3.90,0.30,2023-06-14
1577,528,exam,Examen 1º trimestre,9.50,0.35,2025-05-02
1578,528,exam,Examen 2º trimestre,6.70,0.35,2024-10-27
1579,528,coursework,Trabajo 3º trimestre,5.60,0.30,2024-09-12
1580,529,exam,Examen 1º trimestre,6.00,0.40,2025-03-28
1581,529,practical,Trabajo 2º trimestre,5.60,0.25,2024-10-15
1582,529,coursework,Trabajo 3º trimestre,7.00,0.25,2024-09-25
1583,529,participation,Trabajo 1º trimestre,4.00,0.10,2024-09-15
1584,530,exam,Examen 1º trimestre,6.60,0.40,2025-05-21
1585,530,practical,Trabajo 2º trimestre,7.50,0.25,2025-01-30
1586,530,coursework,Trabajo 3º trimestre,6.70,0.25,2024-10-11
1587,530,participation,Trabajo 1º trimestre,7.40,0.10,2025-04-26
1588,531,exam,Examen 1º trimestre,6.10,0.60,2025-04-11
1589,531,coursework,Trabajo 2º trimestre,5.00,0.30,2025-01-02
1590,531,participation,Trabajo 3º trimestre,7.10,0.10,2025-01-22
1591,532,exam,Examen 1º trimestre,5.70,0.40,2023-09-16
1592,532,practical,Trabajo 2º trimestre,5.90,0.25,2024-02-16
1593,532,coursework,Trabajo 3º trimestre,8.60,0.25,2023-12-12
1594,532,participation,Trabajo 1º trimestre,8.50,0.10,2024-01-31
1595,533,exam,Examen 1º trimestre,2.80,0.40,2023-04-13
1596,533,practical,Trabajo 2º trimestre,3.70,0.25,2023-02-15
1597,533,coursework,Trabajo 3º trimestre,4.90,0.25,2023-04-01
1598,533,participation,Trabajo 1º trimestre,4.70,0.10,2023-01-25
1599,534,exam,Examen 1º trimestre,3.90,0.60,2022-11-22
1600,534,coursework,Trabajo 2º trimestre,5.40,0.30,2022-11-20
1601,534,participation,Trabajo 3º trimestre,3.80,0.10,2023-05-23
1602,535,exam,Examen 1º trimestre,1.00,0.70,2025-04-28
1603,535,coursework,Trabajo 2º trimestre,1.90,0.30,2025-04-18
1604,536,exam,Examen 1º trimestre,8.30,0.35,2023-11-16
1605,536,exam,Examen 2º trimestre,3.00,0.35,2024-01-25
1606,536,coursework,Trabajo 3º trimestre,8.00,0.30,2024-02-28
1607,537,exam,Examen 1º trimestre,8.60,0.70,2024-12-13
1608,537,coursework,Trabajo 2º trimestre,4.20,0.30,2025-02-03
1609,538,exam,Examen 1º trimestre,6.70,0.60,2023-12-09
1610,538,coursework,Trabajo 2º trimestre,5.00,0.30,2024-05-11
1611,538,participation,Trabajo 3º trimestre,6.60,0.10,2023-12-02
1612,539,exam,Examen 1º trimestre,9.10,0.35,2023-01-18
1613,539,exam,Examen 2º trimestre,4.50,0.35,2022-10-26
1614,539,coursework,Trabajo 3º trimestre,6.40,0.30,2022-09-18
1615,540,exam,Examen 1º trimestre,8.20,0.35,2023-01-11
1616,540,exam,Examen 2º trimestre,4.30,0.35,2023-04-07
1617,540,coursework,Trabajo 3º trimestre,6.40,0.30,2023-05-02
1618,541,exam,Examen 1º trimestre,9.20,0.60,2023-02-28
1619,541,coursework,Trabajo 2º trimestre,10.00,0.30,2023-04-10
1620,541,participation,Trabajo 3º trimestre,5.60,0.10,2023-05-07
1621,542,exam,Examen 1º trimestre,6.60,0.60,2023-11-05
1622,542,coursework,Trabajo 2º trimestre,5.50,0.30,2023-12-31
1623,542,participation,Trabajo 3º trimestre,8.30,0.10,2024-01-08
1624,543,exam,Examen 1º trimestre,6.80,0.40,2024-01-20
1625,543,practical,Trabajo 2º trimestre,7.40,0.25,2024-05-08
1626,543,coursework,Trabajo 3º trimestre,5.70,0.25,2024-01-06
1627,543,participation,Trabajo 1º trimestre,9.60,0.10,2023-09-23
1628,544,exam,Examen 1º trimestre,5.10,0.40,2023-03-04
1629,544,practical,Trabajo 2º trimestre,7.10,0.25,2022-09-29
1630,544,coursework,Trabajo 3º trimestre,8.50,0.25,2023-04-26
1631,544,participation,Trabajo 1º trimestre,4.80,0.10,2023-03-20
1632,545,exam,Examen 1º trimestre,3.30,0.70,2023-04-05
1633,545,coursework,Trabajo 2º trimestre,4.10,0.30,2022-10-24
1634,546,exam,Examen 1º trimestre,6.40,0.35,2023-12-08
1635,546,exam,Examen 2º trimestre,8.00,0.35,2023-12-09
1636,546,coursework,Trabajo 3º trimestre,5.70,0.30,2024-03-20
1637,547,exam,Examen 1º trimestre,8.60,0.60,2023-09-09
1638,547,coursework,Trabajo 2º trimestre,5.40,0.30,2023-10-30
1639,547,participation,Trabajo 3º trimestre,5.00,0.10,2024-06-17
1640,548,exam,Examen 1º trimestre,1.00,0.40,2024-04-21
1641,548,practical,Trabajo 2º trimestre,3.70,0.25,2024-05-28
1642,548,coursework,Trabajo 3º trimestre,3.80,0.25,2023-09-23
1643,548,participation,Trabajo 1º trimestre,2.60,0.10,2024-01-02
1644,549,exam,Examen 1º trimestre,3.60,0.35,2025-06-20
1645,549,exam,Examen 2º trimestre,3.40,0.35,2025-01-07
1646,549,coursework,Trabajo 3º trimestre,3.70,0.30,2025-04-01
1647,550,exam,Examen 1º trimestre,2.40,0.60,2023-04-28
1648,550,coursework,Trabajo 2º trimestre,2.10,0.30,2022-12-31
1649,550,participation,Trabajo 3º trimestre,4.40,0.10,2023-02-02
1650,551,exam,Examen 1º trimestre,4.40,0.35,2023-12-25
1651,551,exam,Examen 2º trimestre,6.30,0.35,2024-01-07
1652,551,coursework,Trabajo 3º trimestre,3.60,0.30,2023-11-03
1653,552,exam,Examen 1º trimestre,8.10,0.70,2023-10-31
1654,552,coursework,Trabajo 2º trimestre,4.20,0.30,2023-10-31
1655,553,exam,Examen 1º trimestre,3.80,0.35,2025-02-20
1656,553,exam,Examen 2º trimestre,7.10,0.35,2025-01-17
1657,553,coursework,Trabajo 3º trimestre,6.40,0.30,2025-02-05
1658,554,exam,Examen 1º trimestre,7.10,0.60,2023-06-06
1659,554,coursework,Trabajo 2º trimestre,5.90,0.30,2022-10-19
1660,554,participation,Trabajo 3º trimestre,8.50,0.10,2022-12-09
1661,555,exam,Examen 1º trimestre,8.20,0.60,2025-04-30
1662,555,coursework,Trabajo 2º trimestre,8.60,0.30,2024-10-21
1663,555,participation,Trabajo 3º trimestre,6.20,0.10,2025-01-03
1664,556,exam,Examen 1º trimestre,5.70,0.70,2025-03-01
1665,556,coursework,Trabajo 2º trimestre,7.00,0.30,2024-12-13
1666,557,exam,Examen 1º trimestre,5.50,0.70,2025-05-22
1667,557,coursework,Trabajo 2º trimestre,3.90,0.30,2025-01-25
1668,558,exam,Examen 1º trimestre,5.20,0.60,2023-04-11
1669,558,coursework,Trabajo 2º trimestre,4.60,0.30,2022-12-03
1670,558,participation,Trabajo 3º trimestre,4.30,0.10,2023-02-08
1671,559,exam,Examen 1º trimestre,3.60,0.40,2023-05-06
1672,559,practical,Trabajo 2º trimestre,3.70,0.25,2023-04-21
1673,559,coursework,Trabajo 3º trimestre,2.90,0.25,2022-11-08
1674,559,participation,Trabajo 1º trimestre,4.80,0.10,2023-02-14
1675,560,exam,Examen 1º trimestre,7.00,0.40,2023-11-28
1676,560,practical,Trabajo 2º trimestre,7.20,0.25,2023-10-24
1677,560,coursework,Trabajo 3º trimestre,7.20,0.25,2023-09-23
1678,560,participation,Trabajo 1º trimestre,5.50,0.10,2023-12-09
1679,561,exam,Examen 1º trimestre,6.30,0.40,2025-04-15
1680,561,practical,Trabajo 2º trimestre,8.20,0.25,2025-06-12
1681,561,coursework,Trabajo 3º trimestre,6.60,0.25,2024-11-21
1682,561,participation,Trabajo 1º trimestre,7.00,0.10,2025-05-22
1683,562,exam,Examen 1º trimestre,7.40,0.35,2025-06-18
1684,562,exam,Examen 2º trimestre,7.90,0.35,2024-10-30
1685,562,coursework,Trabajo 3º trimestre,4.50,0.30,2024-12-23
1686,563,exam,Examen 1º trimestre,6.70,0.40,2023-02-07
