id,vehicle_id,dealership_id,service_date,mileage_km,service_type,parts_cost,labour_cost,total_cost
803,139,,2025-06-04,104514,Oil and filter change,59.42,44.16,103.58
804,139,,2025-06-08,105151,Oil and filter change,64.65,42.72,107.37
805,140,3,2022-10-17,25782,Air conditioning service,71.06,50.88,121.94
806,140,13,2023-03-15,33450,Tyre replacement,237.08,47.04,284.12
807,140,,2025-03-16,71120,Routine service,172.30,85.44,257.74
808,141,2,2014-07-09,5696,Routine service,92.89,64.32,157.21
809,141,17,2014-08-06,6558,Air conditioning service,50.89,66.72,117.61
810,141,21,2015-04-14,14287,Oil and filter change,47.21,42.72,89.93
811,141,3,2015-05-06,15034,Routine service,168.23,64.32,232.55
812,141,18,2015-06-06,15919,Bodywork repair,380.32,248.16,628.48
813,141,23,2016-08-20,29497,Timing belt replacement,517.17,245.28,762.45
814,141,,2017-05-15,37749,Oil and filter change,86.14,42.24,128.38
815,141,,2018-01-10,45139,Routine service,75.83,73.92,149.75
816,141,27,2018-02-22,46463,Tyre replacement,193.98,48.00,241.98
817,141,,2020-06-13,72389,Routine service,135.47,84.00,219.47
818,141,,2021-07-22,84829,Oil and filter change,38.02,36.48,74.50
819,141,,2022-03-20,92250,Oil and filter change,52.26,40.32,92.58
820,142,25,2024-06-15,16527,Routine service,173.87,72.96,246.83
821,142,21,2024-10-31,20004,Timing belt replacement,223.78,241.92,465.70
822,142,4,2025-02-03,22397,Brake replacement,292.55,94.56,387.11
823,143,26,2022-02-04,19654,Air conditioning service,67.41,69.12,136.53
824,143,25,2022-12-23,34758,Routine service,152.72,88.80,241.52
825,143,,2024-03-04,55256,Oil and filter change,67.80,36.48,104.28
826,143,,2025-01-31,70876,Routine service,64.42,76.80,141.22
827,143,,2025-03-26,73409,Battery replacement,117.68,24.48,142.16
828,144,20,2019-03-15,5126,Oil and filter change,81.45,38.40,119.85
829,144,9,2020-01-02,12830,Timing belt replacement,475.82,227.04,702.86
830,144,14,2020-09-03,19271,Air conditioning service,123.07,71.52,194.59
831,144,9,2021-06-28,27106,Routine service,146.01,88.80,234.81
832,144,12,2022-12-09,41014,Routine service,155.35,67.68,223.03
833,144,,2023-07-31,47166,Routine service,108.44,75.36,183.80
834,144,,2024-04-19,54081,Routine service,115.85,82.08,197.93
835,145,20,2022-09-04,8670,Tyre replacement,166.72,52.32,219.04
836,145,21,2024-05-04,30915,Suspension repair,408.79,130.56,539.35
837,145,21,2024-09-11,35671,Routine service,164.67,62.88,227.55
838,145,,2025-06-21,46025,Routine service,157.91,70.56,228.47
839,146,13,2021-10-20,13112,Tyre replacement,453.49,57.12,510.61
840,146,1,2021-12-02,14847,Routine service,172.25,76.32,248.57
841,146,27,2022-01-18,16744,Air conditioning service,92.02,59.52,151.54
842,146,,2024-10-03,56648,Oil and filter change,81.42,33.12,114.54
843,147,19,2025-06-11,13173,Battery replacement,99.17,25.92,125.09
844,148,7,2013-09-03,21896,Routine service,93.03,87.36,180.39
845,148,7,2014-01-22,28315,Battery replacement,127.49,24.96,152.45
846,148,4,2014-12-04,42700,Routine service,88.13,89.76,177.89
847,148,4,2015-01-31,45340,Air conditioning service,50.50,57.60,108.10
848,148,8,2015-04-17,48800,Oil and filter change,73.10,42.24,115.34
849,148,4,2015-12-30,60499,Routine service,155.67,84.48,240.15
850,148,,2017-12-23,93457,Oil and filter change,80.33,41.76,122.09
851,148,,2018-10-23,107296,Oil and filter change,54.02,42.72,96.74
852,148,20,2019-05-23,116947,Air conditioning service,52.57,63.36,115.93
853,148,,2020-01-29,128373,Brake replacement,224.06,89.28,313.34
854,148,,2020-03-01,129830,Routine service,149.97,77.28,227.25
855,148,,2020-04-04,131378,Routine service,109.28,87.84,197.12
856,148,,2021-05-24,150270,Battery replacement,151.52,23.52,175.04
857,148,6,2025-05-06,215959,Clutch repair,607.24,229.92,837.16
858,148,18,2025-06-21,218053,Routine service,149.26,63.36,212.62
859,149,22,2020-07-31,3557,Routine service,140.34,80.64,220.98
860,149,17,2020-09-04,5263,Battery replacement,195.82,25.44,221.26
861,149,14,2022-09-30,42109,Tyre replacement,276.13,51.36,327.49
862,149,23,2022-10-06,42500,Tyre replacement,348.24,44.16,392.40
863,150,25,2021-04-13,2187,Routine service,156.92,61.92,218.84
864,150,20,2022-07-13,21011,Routine service,146.22,77.76,223.98
865,150,19,2023-10-27,40453,Brake replacement,174.70,118.56,293.26
866,150,,2024-05-21,48998,Oil and filter change,56.92,44.16,101.08
867,150,8,2025-06-18,65221,Routine service,93.00,61.92,154.92
868,151,4,2023-07-11,11213,Routine service,120.81,71.52,192.33
869,151,,2024-08-16,15466,Oil and filter change,89.73,46.56,136.29
870,151,,2024-10-02,15964,Air conditioning service,78.10,65.28,143.38
871,151,,2024-11-03,16414,Routine service,116.04,74.88,190.92
872,152,8,2018-10-27,14354,Oil and filter change,40.20,33.12,73.32
873,152,19,2020-07-24,47674,Bodywork repair,887.61,297.60,1185.21
874,152,,2021-05-26,63705,Oil and filter change,68.93,36.48,105.41
875,152,,2022-03-19,79265,Air conditioning service,92.60,57.12,149.72
876,152,,2023-03-07,97758,Oil and filter change,65.64,46.56,112.20
877,152,,2023-06-24,103469,Routine service,78.31,79.68,157.99
878,152,,2023-08-28,106874,Routine service,91.50,74.40,165.90
879,152,,2024-07-13,123638,Timing belt replacement,220.17,204.00,424.17
880,153,14,2011-07-05,980,Air conditioning service,97.63,58.56,156.19
881,153,18,2012-03-05,14268,Battery replacement,193.84,25.44,219.28
882,153,27,2014-05-08,57508,Air conditioning service,80.90,60.48,141.38
883,153,,2015-03-26,75044,Tyre replacement,354.91,43.68,398.59
884,153,6,2015-03-29,75216,Air conditioning service,114.25,66.24,180.49
885,153,13,2015-05-11,77549,Oil and filter change,63.82,43.20,107.02
886,153,,2018-08-07,142028,Brake replacement,168.99,110.40,279.39
887,153,16,2018-09-11,143934,Air conditioning service,94.41,54.72,149.13
888,153,,2018-10-14,145731,Routine service,173.12,62.40,235.52
889,153,8,2019-01-21,151123,Routine service,174.86,62.40,237.26
890,153,,2019-06-04,158420,Clutch repair,748.39,226.56,974.95
891,153,,2020-07-07,180149,Oil and filter change,48.02,36.00,84.02
892,153,,2021-09-02,203131,Battery replacement,113.74,21.12,134.86
893,153,,2022-11-27,227692,Routine service,65.47,63.36,128.83
894,153,14,2023-06-06,238093,Oil and filter change,80.22,41.76,121.98
895,154,10,2024-09-25,2164,Oil and filter change,67.22,38.40,105.62
896,155,19,2021-09-29,370,Brake replacement,192.35,84.48,276.83
897,155,16,2024-01-17,4763,Routine service,177.10,81.60,258.70
898,155,,2025-06-09,7550,Timing belt replacement,543.15,221.76,764.91
899,158,12,2023-01-07,10396,Oil and filter change,89.84,46.56,136.40
900,158,9,2023-03-30,12818,Routine service,158.11,80.16,238.27
901,158,,2025-06-19,36800,Oil and filter change,89.13,34.56,123.69
902,159,12,2025-02-19,19248,Routine service,148.95,75.36,224.31
903,160,2,2016-06-02,7837,Oil and filter change,86.99,34.08,121.07
904,160,26,2016-06-12,8533,Tyre replacement,495.54,49.44,544.98
905,160,17,2018-05-18,24032,Clutch repair,664.62,278.88,943.50
906,160,14,2019-03-22,31008,Battery replacement,181.80,29.76,211.56
907,160,,2019-04-10,31630,Routine service,104.83,68.64,173.47
908,160,,2020-06-10,41110,Oil and filter change,49.62,39.84,89.46
909,160,,2020-09-22,43466,Oil and filter change,53.11,38.88,91.99
910,160,,2020-10-21,44122,Routine service,87.21,84.00,171.21
911,160,,2022-06-12,57690,Brake replacement,179.60,99.84,279.44
912,160,,2023-07-31,67067,Routine service,154.89,80.16,235.05
913,160,27,2025-02-15,79865,Oil and filter change,50.32,38.40,88.72
914,161,13,2022-04-28,23897,Brake replacement,186.80,118.08,304.88
915,161,17,2022-05-15,24794,Brake replacement,269.96,98.40,368.36
916,161,7,2023-05-21,38949,Oil and filter change,54.44,46.56,101.00
917,161,,2024-03-09,50316,Oil and filter change,66.96,43.20,110.16
918,161,,2025-02-07,63312,Oil and filter change,53.01,35.04,88.05
919,162,3,2011-08-16,2989,Tyre replacement,552.23,45.60,597.83
920,162,2,2011-10-07,5210,Battery replacement,100.88,21.60,122.48
921,162,23,2011-12-20,8371,Routine service,179.57,73.92,253.49
922,162,7,2013-05-24,30625,Tyre replacement,174.41,44.64,219.05
923,162,,2016-09-27,82820,Routine service,85.59,82.56,168.15
924,162,,2017-01-27,88031,Battery replacement,134.17,24.96,159.13
925,162,17,2017-06-28,94524,Routine service,65.16,72.96,138.12
926,162,,2018-01-17,103194,Tyre replacement,568.14,47.04,615.18
927,162,,2018-03-14,105586,Suspension repair,205.32,148.32,353.64
928,162,,2019-09-29,129676,Routine service,107.02,72.48,179.50
929,162,28,2020-10-30,146633,Oil and filter change,38.99,41.28,80.27
930,162,,2021-04-10,153553,Routine service,123.94,80.16,204.10
931,162,,2024-01-28,197248,Oil and filter change,50.62,44.16,94.78
932,162,,2024-03-28,199811,Brake replacement,211.42,84.96,296.38
933,162,,2025-05-18,217580,Bodywork repair,507.11,267.84,774.95
934,163,24,2025-06-12,2583,Oil and filter change,45.44,41.76,87.20
935,165,30,2017-07-20,27419,Oil and filter change,75.41,48.00,123.41
936,165,9,2021-05-16,90274,Routine service,140.46,86.40,226.86
937,165,,2022-07-11,109229,Routine service,135.33,82.56,217.89
938,165,,2022-08-04,110310,Brake replacement,261.03,111.84,372.87
939,165,2,2023-03-27,120890,Brake replacement,135.18,106.08,241.26
940,165,,2023-10-27,130526,Air conditioning service,107.81,64.80,172.61
941,165,,2023-12-23,133092,Battery replacement,109.07,20.64,129.71
942,165,,2024-04-16,138270,Routine service,111.47,72.96,184.43
943,165,18,2024-10-15,146464,Tyre replacement,389.26,43.20,432.46
944,165,5,2025-01-27,151147,Oil and filter change,59.89,36.96,96.85
945,165,3,2025-06-22,157720,Brake replacement,224.20,117.60,341.80
946,166,23,2021-09-09,14193,Brake replacement,182.69,84.00,266.69
947,166,11,2021-11-16,16382,Brake replacement,245.58,118.56,364.14
948,166,3,2022-03-04,19858,Brake replacement,127.29,96.48,223.77
949,166,16,2022-11-24,28387,Oil and filter change,65.35,39.36,104.71
950,166,,2024-02-18,42902,Clutch repair,418.60,307.20,725.80
951,167,8,2021-08-08,1524,Tyre replacement,416.19,48.48,464.67
952,167,3,2021-08-19,1905,Routine service,150.03,63.36,213.39
953,167,23,2021-09-03,2424,Timing belt replacement,292.32,207.84,500.16
954,167,,2024-08-25,40078,Oil and filter change,79.71,42.24,121.95
955,168,26,2019-02-11,20129,Routine service,110.01,62.88,172.89
956,168,28,2019-04-14,21739,Brake replacement,266.58,112.80,379.38
957,168,24,2019-12-15,28103,Oil and filter change,53.76,37.92,91.68
958,168,27,2020-09-14,35219,Oil and filter change,59.81,35.04,94.85
959,168,,2021-03-23,40154,Oil and filter change,55.48,44.64,100.12
960,168,,2021-11-26,46596,Oil and filter change,36.82,35.52,72.34
961,168,26,2023-07-01,61712,Oil and filter change,38.87,45.12,83.99
962,168,,2025-06-28,80621,Timing belt replacement,427.07,254.88,681.95
963,170,2,2014-10-29,10084,Suspension repair,173.48,150.24,323.72
964,170,23,2014-12-01,11024,Tyre replacement,179.90,51.36,231.26
965,170,10,2016-02-22,23786,Routine service,137.58,71.52,209.10
966,170,23,2016-06-25,27318,Brake replacement,95.26,86.40,181.66
967,170,2,2016-11-02,31022,Oil and filter change,87.88,43.20,131.08
968,170,9,2019-01-06,53668,Brake replacement,236.70,105.60,342.30
969,170,,2019-02-24,55064,Routine service,98.31,83.52,181.83
970,170,,2021-05-10,78025,Brake replacement,236.93,82.08,319.01
971,170,,2021-09-26,81984,Clutch repair,409.90,296.64,706.54
972,170,,2023-03-30,97652,Oil and filter change,62.86,43.68,106.54
973,170,17,2023-06-17,99902,Brake replacement,184.13,88.32,272.45
974,170,,2025-02-22,117450,Routine service,102.09,77.76,179.85
975,172,16,2021-10-19,1516,Brake replacement,261.75,110.88,372.63
976,172,2,2022-01-28,6622,Brake replacement,170.77,96.48,267.25
977,172,14,2023-02-21,26286,Oil and filter change,53.60,39.84,93.44
978,172,24,2023-08-15,35133,Routine service,143.36,79.68,223.04
979,172,28,2024-03-21,46204,Tyre replacement,389.01,48.48,437.49
980,173,24,2024-05-28,144,Oil and filter change,60.54,37.92,98.46
981,174,23,2014-09-21,7721,Routine service,135.19,82.08,217.27
982,174,10,2015-05-29,16535,Oil and filter change,57.91,47.52,105.43
983,174,3,2016-07-29,31590,Brake replacement,118.02,120.00,238.02
984,174,,2017-07-13,43895,Oil and filter change,68.56,39.84,108.40
985,174,,2018-10-19,60219,Brake replacement,132.93,108.48,241.41
986,174,,2018-12-14,62193,Oil and filter change,50.17,35.52,85.69
987,174,,2021-05-10,93149,Tyre replacement,522.08,41.76,563.84
988,174,,2023-02-15,115926,Oil and filter change,36.78,34.56,71.34
989,174,,2023-11-24,125868,Routine service,157.83,65.76,223.59
990,174,1,2024-06-01,132567,Tyre replacement,512.67,48.00,560.67
991,174,,2024-09-08,136058,Air conditioning service,65.26,71.04,136.30
992,174,,2024-09-18,136787,Routine service,81.85,76.32,158.17
993,175,5,2019-11-25,22676,Routine service,177.84,87.36,265.20
994,175,8,2020-06-13,28032,Air conditioning service,82.87,53.28,136.15
995,175,,2020-08-19,29818,Tyre replacement,308.49,42.24,350.73
996,175,,2020-09-24,30777,Air conditioning service,71.35,51.36,122.71
997,175,,2023-06-17,57318,Battery replacement,88.09,28.80,116.89
998,175,,2023-09-10,59583,Brake replacement,258.66,87.36,346.02
999,175,,2023-11-19,61448,Air conditioning service,128.94,60.00,188.94
1000,175,,2024-07-12,67737,Tyre replacement,601.47,58.08,659.55
1001,175,,2024-12-31,72320,Routine service,155.77,76.32,232.09
1002,176,23,2011-04-15,682,Routine service,61.34,73.44,134.78
1003,176,13,2012-05-06,5576,Brake replacement,142.64,94.56,237.20
1004,176,28,2013-03-18,10129,Routine service,82.16,70.08,152.24
1005,176,21,2014-04-07,15676,Oil and filter change,44.44,37.44,81.88
1006,176,,2014-07-01,16901,Routine service,62.72,65.28,128.00
1007,176,16,2015-09-24,23385,Routine service,74.02,88.32,162.34
1008,176,,2017-04-03,31411,Air conditioning service,79.65,59.52,139.17
1009,176,,2018-04-29,37045,Oil and filter change,79.35,36.00,115.35
1010,176,,2018-08-06,38471,Routine service,69.03,87.36,156.39
1011,176,,2018-12-29,40560,Routine service,125.06,85.44,210.50
1012,176,28,2020-07-07,48572,Routine service,124.10,89.28,213.38
1013,176,,2022-02-20,57116,Clutch repair,714.08,229.44,943.52
1014,176,9,2022-04-15,57894,Battery replacement,167.66,23.04,190.70
1015,176,,2024-05-31,69090,Brake replacement,179.29,87.36,266.65
1016,176,22,2024-10-24,71194,Air conditioning service,50.59,58.08,108.67
1017,176,9,2025-06-06,74436,Oil and filter change,59.69,44.16,103.85
1018,177,2,2021-07-21,722,Brake replacement,111.21,109.92,221.13
1019,177,13,2022-10-28,3263,Routine service,67.76,74.88,142.64
1020,177,3,2023-12-07,5480,Routine service,111.73,65.76,177.49
1021,177,,2024-08-21,6893,Tyre replacement,351.03,46.56,397.59
1022,177,,2024-11-11,7342,Clutch repair,388.05,269.28,657.33
1023,177,16,2025-06-29,8601,Battery replacement,207.10,26.40,233.50
1024,178,20,2024-02-10,8518,Oil and filter change,82.89,40.32,123.21
1025,178,12,2024-03-26,10015,Brake replacement,167.28,108.48,275.76
1026,178,19,2024-08-30,15240,Air conditioning service,106.42,63.36,169.78
1027,179,13,2019-09-06,1979,Routine service,179.86,73.92,253.78
1028,179,,2023-05-02,18385,Routine service,64.62,64.80,129.42
1029,179,21,2023-06-09,18852,Battery replacement,149.84,29.28,179.12
1030,179,29,2023-08-21,19750,Routine service,122.25,72.96,195.21
1031,179,23,2023-09-19,20577,Suspension repair,236.44,161.28,397.72
1032,179,18,2024-01-21,21632,Oil and filter change,65.60,34.08,99.68
1033,181,27,2021-12-25,4262,Routine service,177.79,61.44,239.23
1034,181,21,2022-04-29,6549,Brake replacement,109.30,108.00,217.30
1035,181,1,2023-11-29,17141,Air conditioning service,110.53,52.80,163.33
1036,181,,2025-01-20,24787,Oil and filter change,57.80,42.24,100.04
1037,182,19,2020-02-29,1980,Brake replacement,173.76,111.36,285.12
1038,182,7,2020-07-10,5824,Routine service,78.21,65.76,143.97
1039,182,15,2021-07-19,16715,Routine service,176.93,75.84,252.77
1040,182,20,2022-06-13,26296,Brake replacement,129.27,108.96,238.23
1041,182,15,2024-03-27,45312,Clutch repair,649.26,326.88,976.14
1042,182,,2024-12-15,52971,Routine service,145.72,75.36,221.08
1043,183,3,2022-08-02,2099,Oil and filter change,54.93,35.04,89.97
1044,183,20,2024-06-13,48227,Oil and filter change,51.17,43.68,94.85
1045,183,8,2025-02-11,64686,Suspension repair,345.28,137.28,482.56
1046,183,14,2025-03-01,65906,Routine service,77.17,87.84,165.01
1047,184,12,2010-12-01,1160,Oil and filter change,82.01,36.48,118.49
1048,184,16,2013-06-02,10223,Oil and filter change,49.54,40.32,89.86
1049,184,,2014-07-21,14329,Oil and filter change,46.23,36.00,82.23
1050,184,,2014-10-04,15072,Clutch repair,678.18,280.32,958.50
1051,184,,2014-11-03,15370,Routine service,157.94,77.76,235.70
1052,184,,2016-02-14,20011,Routine service,99.77,73.44,173.21
1053,184,,2016-02-26,20840,Tyre replacement,388.58,56.64,445.22
1054,184,,2016-07-13,21591,Oil and filter change,49.77,33.12,82.89
1055,184,3,2017-09-11,25713,Tyre replacement,448.13,44.64,492.77
1056,184,,2018-12-05,30175,Tyre replacement,356.73,54.24,410.97
1057,184,,2018-12-09,30797,Battery replacement,180.65,21.60,202.25
1058,184,4,2020-06-20,35758,Tyre replacement,161.66,43.20,204.86
1059,184,10,2021-07-29,39764,Tyre replacement,543.52,44.64,588.16
1060,184,,2021-11-28,40974,Routine service,103.51,67.20,170.71
1061,184,,2023-03-22,45724,Routine service,160.42,78.24,238.66
1062,184,,2024-01-24,48778,Battery replacement,141.75,24.48,166.23
1063,186,21,2021-09-12,9823,Oil and filter change,48.48,39.36,87.84
1064,186,14,2022-01-13,14418,Routine service,163.86,64.80,228.66
1065,186,1,2023-06-18,33878,Suspension repair,390.73,141.60,532.33
1066,186,8,2024-12-31,54871,Oil and filter change,48.83,47.04,95.87
1067,186,20,2025-03-28,58120,Routine service,175.10,79.68,254.78
1068,188,17,2020-10-10,3238,Routine service,161.44,74.88,236.32
1069,188,19,2020-12-20,5035,Routine service,174.37,83.52,257.89
1070,188,9,2022-07-17,19558,Battery replacement,205.91,23.52,229.43
1071,188,21,2023-11-30,32235,Bodywork repair,675.96,307.20,983.16
1072,188,11,2024-04-19,35802,Routine service,70.59,80.16,150.75
1073,189,21,2022-06-25,24758,Routine service,136.63,70.08,206.71
1074,189,19,2023-03-09,34907,Suspension repair,274.42,125.76,400.18
1075,189,24,2023-11-08,44542,Timing belt replacement,523.29,184.32,707.61
1076,189,26,2025-03-07,63693,Brake replacement,265.56,86.40,351.96
1077,190,9,2024-08-04,1310,Routine service,155.76,68.64,224.40
1078,191,13,2021-12-23,3868,Tyre replacement,501.24,51.36,552.60
1079,191,10,2023-10-15,35832,Brake replacement,233.46,110.88,344.34
1080,191,,2024-10-27,54112,Routine service,92.59,63.84,156.43
1081,192,14,2025-06-24,10985,Oil and filter change,60.23,43.20,103.43
1082,193,23,2014-03-29,10461,Tyre replacement,532.36,47.52,579.88
1083,193,22,2015-08-04,33797,Routine service,109.61,75.84,185.45
1084,193,,2017-05-04,64044,Oil and filter change,66.52,36.48,103.00
1085,193,29,2017-07-31,68209,Battery replacement,110.90,28.80,139.70
1086,193,,2018-09-25,88137,Routine service,121.48,76.80,198.28
1087,193,,2018-12-15,91971,Routine service,165.54,72.00,237.54
1088,193,,2019-07-05,101533,Oil and filter change,38.47,44.16,82.63
1089,193,,2020-07-10,119094,Routine service,117.06,73.44,190.50
1090,193,,2023-01-09,162311,Routine service,99.07,87.36,186.43
1091,193,,2023-04-26,167376,Bodywork repair,865.86,252.00,1117.86
1092,193,,2023-10-22,175849,Routine service,164.60,61.44,226.04
1093,193,,2025-04-23,201836,Routine service,149.91,88.32,238.23
1094,195,25,2017-08-23,8101,Brake replacement,317.66,114.72,432.38
1095,195,29,2020-05-16,55898,Oil and filter change,37.85,35.04,72.89
1096,195,,2021-04-19,72102,Oil and filter change,65.46,45.12,110.58
1097,195,,2021-05-22,73684,Battery replacement,197.40,20.64,218.04
1098,195,,2021-07-17,76369,Routine service,105.78,69.60,175.38
1099,195,,2021-11-09,81882,Battery replacement,129.07,23.52,152.59
1100,195,,2022-10-18,98326,Bodywork repair,660.94,343.68,1004.62
1101,195,,2023-08-11,112564,Routine service,91.51,61.92,153.43
1102,196,15,2015-12-16,3328,Routine service,76.60,63.36,139.96
1103,196,,2019-04-05,29736,Oil and filter change,67.94,33.12,101.06
1104,196,,2019-11-01,34334,Routine service,91.58,83.04,174.62
1105,196,,2020-01-03,35714,Routine service,155.61,83.04,238.65
1106,196,,2020-06-21,39436,Routine service,108.01,74.40,182.41
1107,196,,2020-12-30,43640,Brake replacement,95.67,101.76,197.43
1108,196,,2021-08-09,48502,Oil and filter change,66.82,43.20,110.02
1109,196,,2021-12-21,51436,Brake replacement,182.44,100.32,282.76
1110,196,13,2024-09-08,73158,Routine service,109.53,83.04,192.57
1111,196,,2025-06-05,79070,Tyre replacement,181.05,51.84,232.89
1112,197,9,2022-09-26,9281,Routine service,69.84,74.88,144.72
1113,197,23,2023-03-02,15018,Timing belt replacement,355.60,219.84,575.44
1114,197,7,2024-10-29,37199,Brake replacement,247.90,117.60,365.50
1115,197,,2025-05-26,44837,Oil and filter change,59.09,42.24,101.33
1116,198,6,2025-04-11,24531,Routine service,104.79,79.20,183.99
1117,199,2,2017-03-11,4084,Battery replacement,174.97,29.76,204.73
1118,199,24,2017-07-07,9052,Oil and filter change,89.54,37.92,127.46
1119,199,20,2018-01-20,17346,Routine service,64.17,75.36,139.53
1120,199,4,2019-07-17,40209,Clutch repair,776.03,253.92,1029.95
1121,199,2,2019-08-20,41640,Routine service,109.84,86.88,196.72
1122,199,14,2020-12-24,62355,Suspension repair,462.57,149.28,611.85
1123,199,,2021-07-20,71113,Battery replacement,164.26,23.52,187.78
1124,199,,2023-06-24,100754,Brake replacement,232.01,91.68,323.69
1125,199,28,2025-06-26,131616,Oil and filter change,68.65,35.52,104.17
1126,200,27,2023-08-27,469,Oil and filter change,39.94,34.56,74.50
1127,200,18,2023-11-07,957,Battery replacement,109.90,22.56,132.46
1128,200,26,2025-03-29,4836,Suspension repair,214.34,135.84,350.18
1129,201,21,2014-06-16,950,Air conditioning service,119.48,56.16,175.64
1130,201,5,2015-05-22,11052,Oil and filter change,68.56,42.24,110.80
1131,201,8,2016-01-09,17946,Air conditioning service,96.02,53.76,149.78
1132,201,10,2016-02-11,18926,Routine service,85.32,61.92,147.24
1133,201,22,2017-05-06,32297,Tyre replacement,357.48,52.80,410.28
1134,201,2,2017-06-15,33485,Clutch repair,422.73,290.40,713.13
1135,201,,2017-11-04,37704,Brake replacement,135.34,99.36,234.70
1136,201,6,2019-04-05,53066,Tyre replacement,510.36,53.28,563.64
1137,201,,2020-10-26,70002,Routine service,168.28,63.36,231.64
1138,201,,2020-12-28,71874,Suspension repair,149.73,175.68,325.41
1139,201,23,2024-09-29,112609,Routine service,111.12,84.48,195.60
1140,201,28,2024-11-12,113917,Clutch repair,738.22,232.80,971.02
1141,201,,2025-01-02,115432,Tyre replacement,371.12,48.96,420.08
1142,202,16,2010-09-01,2874,Routine service,132.72,72.96,205.68
1143,202,2,2012-03-02,19116,Air conditioning service,97.70,60.00,157.70
1144,202,,2013-09-23,36009,Oil and filter change,42.99,38.40,81.39
1145,202,19,2014-12-01,48872,Brake replacement,100.77,89.76,190.53
1146,202,,2014-12-24,49652,Tyre replacement,583.97,53.76,637.73
1147,202,,2015-01-11,50220,Battery replacement,106.42,26.88,133.30
1148,202,,2015-09-24,57674,Oil and filter change,37.17,39.36,76.53
1149,202,26,2015-11-06,58949,Routine service,173.12,77.28,250.40
1150,202,,2017-02-06,72523,Bodywork repair,718.18,277.44,995.62
1151,202,,2018-01-18,82777,Routine service,155.40,77.28,232.68
1152,202,,2019-07-07,98633,Routine service,76.65,84.48,161.13
1153,202,,2019-11-24,102783,Tyre replacement,432.95,41.76,474.71
1154,202,,2020-05-09,107732,Routine service,66.50,89.76,156.26
1155,202,,2021-02-04,115764,Routine service,171.47,86.40,257.87
1156,202,,2023-12-15,146706,Oil and filter change,77.72,44.16,121.88
1157,202,,2025-03-27,160576,Routine service,118.31,80.64,198.95
1158,204,19,2021-08-03,13161,Air conditioning service,82.92,57.12,140.04
1159,204,6,2023-02-25,34391,Routine service,92.26,69.60,161.86
1160,204,,2024-09-24,55844,Routine service,71.68,89.28,160.96
1161,204,,2025-02-20,61384,Routine service,70.83,66.24,137.07
1162,204,22,2025-05-28,64991,Oil and filter change,62.03,48.00,110.03
1163,205,7,2022-12-02,15909,Oil and filter change,45.97,44.64,90.61
1164,205,19,2024-07-24,49169,Tyre replacement,432.66,43.68,476.34
1165,205,,2025-05-23,65965,Oil and filter change,61.38,37.44,98.82
1166,206,20,2022-04-01,6000,Suspension repair,253.58,134.40,387.98
1167,206,25,2023-02-03,16325,Brake replacement,262.61,109.44,372.05
1168,206,,2025-02-03,40830,Oil and filter change,36.31,33.60,69.91
1169,207,25,2013-02-05,14098,Routine service,77.86,88.32,166.18
1170,207,1,2014-02-13,29297,Air conditioning service,81.54,51.84,133.38
1171,207,,2015-05-19,48041,Routine service,138.90,72.96,211.86
1172,207,,2015-05-20,48117,Routine service,175.43,72.00,247.43
1173,207,9,2015-05-29,48467,Oil and filter change,41.69,33.12,74.81
1174,207,,2017-08-26,81861,Oil and filter change,40.30,44.16,84.46
1175,207,,2018-08-31,96938,Air conditioning service,53.26,66.72,119.98
1176,207,11,2019-10-17,113726,Oil and filter change,46.35,46.08,92.43
1177,207,,2020-11-22,130106,Routine service,71.12,65.28,136.40
1178,207,4,2021-02-10,133366,Oil and filter change,84.17,43.20,127.37
1179,207,,2021-12-22,146201,Routine service,64.28,69.60,133.88
1180,207,,2023-11-18,174562,Oil and filter change,58.76,34.56,93.32
1181,207,,2023-12-27,176151,Routine service,115.68,63.84,179.52
1182,207,,2024-09-09,186623,Suspension repair,297.09,138.72,435.81
1183,208,6,2019-05-26,31115,Oil and filter change,79.10,44.64,123.74
1184,208,15,2019-08-18,33576,Oil and filter change,47.12,43.20,90.32
1185,208,,2020-01-31,38439,Brake replacement,159.59,96.48,256.07
1186,208,,2021-04-15,51331,Routine service,60.06,86.40,146.46
1187,208,28,2021-12-26,58802,Oil and filter change,41.34,41.76,83.10
1188,208,24,2022-01-27,59739,Oil and filter change,41.45,47.04,88.49
1189,208,,2023-07-23,75619,Brake replacement,112.45,83.04,195.49
1190,208,,2023-10-18,78168,Routine service,170.22,86.40,256.62
1191,208,,2023-11-01,78578,Routine service,164.47,76.32,240.79
1192,208,5,2023-11-02,79326,Timing belt replacement,498.81,206.88,705.69
1193,209,15,2023-09-19,12454,Routine service,111.76,76.80,188.56
1194,209,1,2025-05-15,30758,Timing belt replacement,217.58,258.72,476.30
1195,210,30,2017-12-05,16544,Routine service,78.58,64.32,142.90
1196,210,20,2018-12-10,34085,Oil and filter change,37.40,34.08,71.48
1197,210,30,2019-03-03,38020,Brake replacement,93.12,109.44,202.56
1198,210,,2021-04-08,74381,Tyre replacement,511.95,57.12,569.07
1199,210,22,2021-12-13,86185,Oil and filter change,74.62,34.08,108.70
1200,210,,2022-03-06,90120,Routine service,90.32,83.52,173.84
1201,210,,2022-05-10,93201,Bodywork repair,697.92,276.00,973.92
1202,210,11,2022-12-01,102919,Routine service,97.87,84.96,182.83
