id,vehicle_id,inspection_date,result,defects,mileage_km,next_due,station_code
391,222,2019-06-11,favourable,,112315,2021-06-10,ITV-8493
392,222,2021-06-11,favourable,,149753,2023-06-11,ITV-2830
393,222,2023-06-11,favourable,,187191,2024-06-10,ITV-9816
394,222,2024-06-10,favourable,,205911,2025-06-10,ITV-6128
395,222,2025-06-11,favourable,,224630,2026-06-11,ITV-2738
396,223,2020-10-12,favourable,,54189,2022-10-12,ITV-8039
397,223,2022-10-12,favourable,,81283,2024-10-11,ITV-1663
398,223,2024-10-12,favourable,,108378,2026-10-12,ITV-7443
399,225,2018-11-27,favourable,,44970,2020-11-26,ITV-4129
400,225,2020-11-26,favourable,,67455,2022-11-26,ITV-8617
401,225,2022-11-27,favourable,,89940,2024-11-26,ITV-9146
402,225,2024-11-26,favourable,,112425,2025-11-26,ITV-0597
403,226,2023-11-22,favourable,,81686,2025-11-21,ITV-8378
404,227,2017-03-02,unfavourable,Corroded exhaust mounting,61328,2019-03-02,ITV-0952
405,227,2019-03-02,favourable,,91992,2021-03-01,ITV-0149
406,227,2021-03-02,favourable,,122657,2023-03-02,ITV-4644
407,227,2023-03-02,negative,Seat belt retractor faulty,153321,2024-03-01,ITV-3062
408,227,2024-03-01,favourable,,168653,2025-03-01,ITV-7992
409,227,2025-03-02,unfavourable,Number plate light inoperative,183985,2026-03-02,ITV-0992
410,230,2015-02-24,negative,Number plate light inoperative,52818,2017-02-23,ITV-1948
411,230,2017-02-23,unfavourable,Excessive steering play,79227,2019-02-23,ITV-7082
412,230,2019-02-24,favourable,,105636,2021-02-23,ITV-3426
413,230,2021-02-23,unfavourable,Seat belt retractor faulty,132046,2022-02-23,ITV-8091
414,230,2022-02-23,unfavourable,Excessive steering play,145250,2023-02-23,ITV-3702
415,230,2023-02-24,unfavourable,Faulty dipped beam alignment,158455,2024-02-24,ITV-2046
416,230,2024-02-24,favourable,,171660,2025-02-23,ITV-9085
417,230,2025-02-23,favourable,,184864,2026-02-23,ITV-0863
418,233,2022-08-30,unfavourable,Seat belt retractor faulty,50124,2024-08-29,ITV-3040
419,233,2024-08-29,unfavourable,Corroded exhaust mounting,75186,2026-08-29,ITV-7722
420,235,2014-09-09,favourable,,56476,2016-09-08,ITV-7540
421,235,2016-09-08,favourable,,84714,2018-09-08,ITV-4373
422,235,2018-09-09,favourable,,112953,2020-09-08,ITV-8844
423,235,2020-09-08,favourable,,141191,2021-09-08,ITV-2373
424,235,2021-09-08,unfavourable,Excessive brake imbalance,155310,2022-09-08,ITV-5496
425,235,2022-09-09,favourable,,169429,2023-09-09,ITV-2409
426,235,2023-09-09,favourable,,183548,2024-09-08,ITV-9775
427,235,2024-09-08,favourable,,197667,2025-09-08,ITV-6528
428,237,2022-01-18,favourable,,73915,2024-01-18,ITV-1622
429,237,2024-01-18,favourable,,110872,2026-01-17,ITV-7760
430,238,2024-05-01,favourable,,86907,2026-05-01,ITV-1736
431,239,2024-11-28,unfavourable,Worn front tyre below 1.6mm,51994,2026-11-28,ITV-1790
432,241,2021-10-02,favourable,,19546,2023-10-02,ITV-4552
433,241,2023-10-02,favourable,,29319,2025-10-01,ITV-8377
434,243,2019-03-03,favourable,,64731,2021-03-02,ITV-0959
435,243,2021-03-02,favourable,,97097,2023-03-02,ITV-3933
436,243,2023-03-03,favourable,,129462,2025-03-02,ITV-2143
437,243,2025-03-02,favourable,,161828,2026-03-02,ITV-0998
438,245,2016-05-25,favourable,,54520,2018-05-25,ITV-8879
439,245,2018-05-25,favourable,,81781,2020-05-24,ITV-5252
440,245,2020-05-25,favourable,,109041,2022-05-25,ITV-7760
441,245,2022-05-25,favourable,,136302,2023-05-25,ITV-8376
442,245,2023-05-25,favourable,,149932,2024-05-24,ITV-8419
443,245,2024-05-25,favourable,,163562,2025-05-25,ITV-4074
444,245,2025-05-25,favourable,,177192,2026-05-25,ITV-0526
445,246,2017-07-28,favourable,,80082,2019-07-28,ITV-0196
446,246,2019-07-28,favourable,,120123,2021-07-27,ITV-2646
447,246,2021-07-28,unfavourable,Faulty dipped beam alignment,160164,2023-07-28,ITV-0707
448,246,2023-07-28,favourable,,200205,2024-07-27,ITV-0581
449,246,2024-07-27,favourable,,220226,2025-07-27,ITV-4171
450,247,2019-12-21,favourable,,7999,2021-12-20,ITV-2687
451,247,2021-12-20,unfavourable,Rear shock absorber leaking,11999,2023-12-20,ITV-1575
452,247,2023-12-21,favourable,,15999,2025-12-20,ITV-3211
453,248,2014-04-20,favourable,,52751,2016-04-19,ITV-0670
454,248,2016-04-19,unfavourable,Suspension bush play,79127,2018-04-19,ITV-9404
455,248,2018-04-20,favourable,,105503,2020-04-19,ITV-5429
456,248,2020-04-19,favourable,,131878,2021-04-19,ITV-0996
457,248,2021-04-19,favourable,,145066,2022-04-19,ITV-4646
458,248,2022-04-20,favourable,,158254,2023-04-20,ITV-1263
459,248,2023-04-20,favourable,,171442,2024-04-19,ITV-7884
460,248,2024-04-19,favourable,,184630,2025-04-19,ITV-9964
461,248,2025-04-19,favourable,,197818,2026-04-19,ITV-1308
462,249,2023-07-22,favourable,,58987,2025-07-21,ITV-5694
463,250,2014-07-22,favourable,,33748,2016-07-21,ITV-6440
464,250,2016-07-21,favourable,,50623,2018-07-21,ITV-5484
465,250,2018-07-22,favourable,,67497,2020-07-21,ITV-7143
466,250,2020-07-21,unfavourable,Rear shock absorber leaking,84372,2021-07-21,ITV-0368
467,250,2021-07-21,favourable,,92809,2022-07-21,ITV-6157
468,250,2022-07-22,favourable,,101246,2023-07-22,ITV-5896
469,250,2023-07-22,favourable,,109683,2024-07-21,ITV-5743
470,250,2024-07-21,favourable,,118121,2025-07-21,ITV-6384
471,252,2023-01-04,favourable,,24280,2025-01-03,ITV-5304
472,252,2025-01-03,favourable,,36420,2027-01-03,ITV-9187
473,253,2018-01-05,favourable,,66528,2020-01-05,ITV-7678
474,253,2020-01-05,favourable,,99792,2022-01-04,ITV-3693
475,253,2022-01-05,favourable,,133056,2024-01-05,ITV-4992
476,253,2024-01-05,favourable,,166321,2025-01-04,ITV-3915
477,253,2025-01-04,favourable,,182953,2026-01-04,ITV-4954
478,254,2023-10-19,favourable,,54893,2025-10-18,ITV-2730
479,257,2024-07-18,unfavourable,Emissions above limit,42070,2026-07-18,ITV-7546
480,258,2021-10-24,favourable,,82411,2023-10-24,ITV-4327
481,258,2023-10-24,favourable,,123616,2025-10-23,ITV-2465
482,260,2018-04-04,favourable,,47327,2020-04-03,ITV-6732
483,260,2020-04-03,favourable,,70991,2022-04-03,ITV-3548
484,260,2022-04-04,unfavourable,Rear shock absorber leaking,94655,2024-04-03,ITV-6783
485,260,2024-04-03,favourable,,118319,2025-04-03,ITV-0927
486,260,2025-04-03,favourable,,130151,2026-04-03,ITV-3108
487,261,2019-08-01,favourable,,41604,2021-07-31,ITV-4892
488,261,2021-07-31,favourable,,62406,2023-07-31,ITV-8975
489,261,2023-08-01,favourable,,83208,2025-07-31,ITV-1413
490,263,2022-08-22,favourable,,45964,2024-08-21,ITV-4795
491,263,2024-08-21,favourable,,68946,2026-08-21,ITV-2993
492,265,2022-12-18,favourable,,28603,2024-12-17,ITV-4228
493,265,2024-12-17,favourable,,42905,2026-12-17,ITV-3137
494,266,2022-03-01,favourable,,26773,2024-02-29,ITV-1792
495,266,2024-02-29,favourable,,40160,2026-02-28,ITV-7222
496,268,2019-12-06,favourable,,40217,2021-12-05,ITV-2391
497,268,2021-12-05,favourable,,60325,2023-12-05,ITV-0601
498,268,2023-12-06,unfavourable,Emissions above limit,80434,2025-12-05,ITV-6386
499,269,2014-04-16,favourable,,73369,2016-04-15,ITV-9992
500,269,2016-04-15,favourable,,110054,2018-04-15,ITV-7612
501,269,2018-04-16,unfavourable,Suspension bush play,146739,2020-04-15,ITV-6547
502,269,2020-04-15,favourable,,183424,2021-04-15,ITV-9137
503,269,2021-04-15,favourable,,201766,2022-04-15,ITV-0540
504,269,2022-04-16,favourable,,220108,2023-04-16,ITV-4419
505,269,2023-04-16,favourable,,238451,2024-04-15,ITV-9328
506,269,2024-04-15,favourable,,256793,2025-04-15,ITV-0510
507,269,2025-04-15,favourable,,275136,2026-04-15,ITV-2036
508,270,2021-01-20,unfavourable,Worn front tyre below 1.6mm,25960,2023-01-20,ITV-0825
509,270,2023-01-20,favourable,,38940,2025-01-19,ITV-6896
510,270,2025-01-20,favourable,,51920,2027-01-20,ITV-0930
511,271,2016-07-29,favourable,,20443,2018-07-29,ITV-6905
512,271,2018-07-29,favourable,,30665,2020-07-28,ITV-3020
513,271,2020-07-29,favourable,,40887,2022-07-29,ITV-2564
514,271,2022-07-29,unfavourable,Excessive brake imbalance,51109,2023-07-29,ITV-6626
515,271,2023-07-29,favourable,,56220,2024-07-28,ITV-0576
516,271,2024-07-29,unfavourable,Windscreen chip in swept area,61331,2025-07-29,ITV-1707
517,273,2017-09-30,favourable,,58967,2019-09-30,ITV-4553
518,273,2019-09-30,favourable,,88451,2021-09-29,ITV-8355
519,273,2021-09-30,favourable,,117934,2023-09-30,ITV-5998
520,273,2023-09-30,unfavourable,Suspension bush play,147418,2024-09-29,ITV-0911
521,273,2024-09-29,unfavourable,Faulty dipped beam alignment,162160,2025-09-29,ITV-0747
522,274,2021-12-09,favourable,,56102,2023-12-09,ITV-9498
523,274,2023-12-09,favourable,,84153,2025-12-08,ITV-1044
524,275,2022-11-08,favourable,,44696,2024-11-07,ITV-8472
525,275,2024-11-07,unfavourable,Emissions above limit,67044,2026-11-07,ITV-8127
526,276,2024-09-14,favourable,,36859,2026-09-14,ITV-4462
527,277,2017-01-24,favourable,,58370,2019-01-24,ITV-6276
528,277,2019-01-24,favourable,,87555,2021-01-23,ITV-6264
529,277,2021-01-24,favourable,,116740,2023-01-24,ITV-2144
530,277,2023-01-24,favourable,,145925,2024-01-24,ITV-9666
531,277,2024-01-24,unfavourable,Excessive steering play,160517,2025-01-23,ITV-8065
532,277,2025-01-24,favourable,,175110,2026-01-24,ITV-1021
533,278,2025-02-25,unfavourable,Worn front tyre below 1.6mm,86206,2027-02-25,ITV-1960
534,279,2022-07-25,unfavourable,Windscreen chip in swept area,35051,2024-07-24,ITV-0610
535,279,2024-07-24,unfavourable,Suspension bush play,52577,2026-07-24,ITV-2675
536,281,2017-04-18,favourable,,65424,2019-04-18,ITV-1852
537,281,2019-04-18,unfavourable,Windscreen chip in swept area,98136,2021-04-17,ITV-8975
538,281,2021-04-18,favourable,,130848,2023-04-18,ITV-8583
539,281,2023-04-18,favourable,,163560,2024-04-17,ITV-5125
540,281,2024-04-17,favourable,,179916,2025-04-17,ITV-8095
541,281,2025-04-18,favourable,,196272,2026-04-18,ITV-0100
542,282,2016-05-27,favourable,,53758,2018-05-27,ITV-7465
543,282,2018-05-27,favourable,,80638,2020-05-26,ITV-7552
544,282,2020-05-27,negative,Corroded exhaust mounting,107517,2022-05-27,ITV-0877
545,282,2022-05-27,favourable,,134397,2023-05-27,ITV-0195
546,282,2023-05-27,unfavourable,Suspension bush play,147836,2024-05-26,ITV-3415
547,282,2024-05-27,favourable,,161276,2025-05-27,ITV-5195
548,282,2025-05-27,favourable,,174716,2026-05-27,ITV-8445
549,283,2021-06-23,favourable,,35180,2023-06-23,ITV-6985
550,283,2023-06-23,unfavourable,Handbrake efficiency below threshold,52770,2025-06-22,ITV-0007
551,283,2025-06-23,favourable,,70360,2027-06-23,ITV-2740
552,284,2020-12-27,favourable,,48219,2022-12-27,ITV-3337
553,284,2022-12-27,favourable,,72329,2024-12-26,ITV-6691
554,284,2024-12-27,negative,Worn front tyre below 1.6mm,96439,2026-12-27,ITV-3573
555,286,2022-01-15,favourable,,63999,2024-01-15,ITV-1653
556,286,2024-01-15,unfavourable,Faulty dipped beam alignment,95999,2026-01-14,ITV-9672
557,289,2021-10-12,favourable,,59653,2023-10-12,ITV-9511
558,289,2023-10-12,favourable,,89480,2025-10-11,ITV-1164
559,290,2022-09-09,unfavourable,Excessive brake imbalance,61025,2024-09-08,ITV-2673
560,290,2024-09-08,favourable,,91537,2026-09-08,ITV-6376
561,292,2021-11-08,favourable,,66247,2023-11-08,ITV-5865
562,292,2023-11-08,negative,Faulty dipped beam alignment,99371,2025-11-07,ITV-5722
563,293,2023-05-03,unfavourable,Corroded exhaust mounting,79882,2025-05-02,ITV-8702
564,293,2025-05-02,favourable,,119824,2027-05-02,ITV-9830
565,294,2021-01-12,favourable,,63605,2023-01-12,ITV-3239
566,294,2023-01-12,favourable,,95408,2025-01-11,ITV-1096
567,294,2025-01-12,unfavourable,Number plate light inoperative,127211,2027-01-12,ITV-8564
568,295,2023-10-27,favourable,,57234,2025-10-26,ITV-4452
569,296,2024-06-14,unfavourable,Emissions above limit,38995,2026-06-14,ITV-6280
570,297,2016-04-21,favourable,,28890,2018-04-21,ITV-7010
571,297,2018-04-21,favourable,,43336,2020-04-20,ITV-9164
572,297,2020-04-21,favourable,,57781,2022-04-21,ITV-4878
573,297,2022-04-21,favourable,,72227,2023-04-21,ITV-3355
574,297,2023-04-21,favourable,,79450,2024-04-20,ITV-8171
575,297,2024-04-21,favourable,,86672,2025-04-21,ITV-5199
576,297,2025-04-21,favourable,,93895,2026-04-21,ITV-2566
577,300,2018-11-08,favourable,,46848,2020-11-07,ITV-1730
578,300,2020-11-07,favourable,,70273,2022-11-07,ITV-6508
579,300,2022-11-08,favourable,,93697,2024-11-07,ITV-8051
580,300,2024-11-07,favourable,,117122,2025-11-07,ITV-6029
581,302,2020-05-15,favourable,,48172,2022-05-15,ITV-6455
582,302,2022-05-15,unfavourable,Suspension bush play,72259,2024-05-14,ITV-9817
583,302,2024-05-15,favourable,,96345,2026-05-15,ITV-7789
584,303,2019-04-05,favourable,,33781,2021-04-04,ITV-5593
585,303,2021-04-04,favourable,,50672,2023-04-04,ITV-1652
586,303,2023-04-05,favourable,,67563,2025-04-04,ITV-0619
587,303,2025-04-04,favourable,,84454,2026-04-04,ITV-1822
588,304,2025-04-04,favourable,,49594,2027-04-04,ITV-7203
589,305,2019-11-12,favourable,,64990,2021-11-11,ITV-1660
590,305,2021-11-11,favourable,,97485,2023-11-11,ITV-4353
591,305,2023-11-12,favourable,,129980,2025-11-11,ITV-5241
592,306,2024-04-22,favourable,,98000,2026-04-22,ITV-6684
593,308,2024-08-11,favourable,,52632,2026-08-11,ITV-7239
594,312,2023-11-10,favourable,,51934,2025-11-09,ITV-5039
595,313,2020-09-29,unfavourable,Excessive brake imbalance,31246,2022-09-29,ITV-6509
596,313,2022-09-29,unfavourable,Emissions above limit,46869,2024-09-28,ITV-0043
597,313,2024-09-29,favourable,,62492,2026-09-29,ITV-4636
598,314,2021-12-12,favourable,,42095,2023-12-12,ITV-3146
599,314,2023-12-12,favourable,,63142,2025-12-11,ITV-1672
600,320,2023-07-27,favourable,,61180,2025-07-26,ITV-2433
601,321,2020-12-13,favourable,,52343,2022-12-13,ITV-8683
602,321,2022-12-13,favourable,,78515,2024-12-12,ITV-3998
603,321,2024-12-13,unfavourable,Faulty dipped beam alignment,104687,2026-12-13,ITV-9133
604,322,2015-08-25,favourable,,52497,2017-08-24,ITV-2665
605,322,2017-08-24,favourable,,78746,2019-08-24,ITV-2610
606,322,2019-08-25,favourable,,104995,2021-08-24,ITV-0258
607,322,2021-08-24,favourable,,131243,2022-08-24,ITV-8978
608,322,2022-08-24,favourable,,144368,2023-08-24,ITV-7021
609,322,2023-08-25,unfavourable,Corroded exhaust mounting,157492,2024-08-24,ITV-5193
610,322,2024-08-24,favourable,,170616,2025-08-24,ITV-9908
611,323,2020-09-28,favourable,,52246,2022-09-28,ITV-8225
612,323,2022-09-28,favourable,,78369,2024-09-27,ITV-4791
613,323,2024-09-28,negative,Emissions above limit,104492,2026-09-28,ITV-9269
614,324,2024-02-15,favourable,,37434,2026-02-14,ITV-6226
615,326,2022-08-24,favourable,,59700,2024-08-23,ITV-6710
616,326,2024-08-23,favourable,,89550,2026-08-23,ITV-8577
617,330,2019-07-27,negative,Excessive brake imbalance,21111,2021-07-26,ITV-5315
618,330,2021-07-26,unfavourable,Windscreen chip in swept area,31667,2023-07-26,ITV-9144
619,330,2023-07-27,favourable,,42223,2025-07-26,ITV-7398
620,333,2018-01-11,negative,Suspension bush play,30995,2020-01-11,ITV-1214
621,333,2020-01-11,negative,Suspension bush play,46492,2022-01-10,ITV-1832
622,333,2022-01-11,favourable,,61990,2024-01-11,ITV-8687
623,333,2024-01-11,favourable,,77488,2025-01-10,ITV-9927
624,333,2025-01-10,unfavourable,Emissions above limit,85237,2026-01-10,ITV-0864
625,335,2025-05-28,favourable,,57271,2027-05-28,ITV-4029
626,337,2014-10-14,favourable,,41373,2016-10-13,ITV-4373
627,337,2016-10-13,favourable,,62060,2018-10-13,ITV-7224
628,337,2018-10-14,favourable,,82747,2020-10-13,ITV-5194
629,337,2020-10-13,favourable,,103433,2021-10-13,ITV-6345
630,337,2021-10-13,unfavourable,Handbrake efficiency below threshold,113777,2022-10-13,ITV-4306
631,337,2022-10-14,favourable,,124120,2023-10-14,ITV-7420
632,337,2023-10-14,favourable,,134463,2024-10-13,ITV-6606
633,337,2024-10-13,unfavourable,Windscreen chip in swept area,144807,2025-10-13,ITV-7129
634,338,2022-04-24,favourable,,75484,2024-04-23,ITV-8101
635,338,2024-04-23,favourable,,113227,2026-04-23,ITV-8983
636,339,2024-11-27,unfavourable,Handbrake efficiency below threshold,82853,2026-11-27,ITV-9639
637,340,2023-11-03,favourable,,34395,2025-11-02,ITV-4769
638,343,2018-07-14,favourable,,33094,2020-07-13,ITV-9322
639,343,2020-07-13,unfavourable,Seat belt retractor faulty,49642,2022-07-13,ITV-7672
640,343,2022-07-14,favourable,,66189,2024-07-13,ITV-5484
641,343,2024-07-13,favourable,,82736,2025-07-13,ITV-4768
642,345,2020-01-27,favourable,,33448,2022-01-26,ITV-2783
643,345,2022-01-26,favourable,,50172,2024-01-26,ITV-5304
644,345,2024-01-27,favourable,,66896,2026-01-26,ITV-7804
645,346,2025-03-01,favourable,,72194,2027-03-01,ITV-1015
646,347,2020-08-18,favourable,,20714,2022-08-18,ITV-7437
647,347,2022-08-18,unfavourable,Worn front tyre below 1.6mm,31072,2024-08-17,ITV-1184
648,347,2024-08-18,favourable,,41429,2026-08-18,ITV-5757
649,348,2016-05-01,favourable,,88235,2018-05-01,ITV-0967
650,348,2018-05-01,favourable,,132353,2020-04-30,ITV-7572
651,348,2020-05-01,favourable,,176471,2022-05-01,ITV-9369
652,348,2022-05-01,favourable,,220589,2023-05-01,ITV-3323
653,348,2023-05-01,favourable,,242648,2024-04-30,ITV-4419
654,348,2024-05-01,favourable,,264707,2025-05-01,ITV-0264
655,348,2025-05-01,favourable,,286766,2026-05-01,ITV-3385
656,350,2021-04-17,negative,Excessive brake imbalance,40689,2023-04-17,ITV-7538
657,350,2023-04-17,favourable,,61034,2025-04-16,ITV-2853
658,350,2025-04-17,favourable,,81379,2027-04-17,ITV-9652
659,354,2019-12-09,favourable,,43393,2021-12-08,ITV-1526
660,354,2021-12-08,negative,Corroded exhaust mounting,65089,2023-12-08,ITV-8033
661,354,2023-12-09,favourable,,86786,2025-12-08,ITV-8364
662,356,2021-12-01,favourable,,31403,2023-12-01,ITV-2712
663,356,2023-12-01,favourable,,47104,2025-11-30,ITV-5517
664,357,2022-09-05,unfavourable,Corroded exhaust mounting,80876,2024-09-04,ITV-5811
665,357,2024-09-04,favourable,,121314,2026-09-04,ITV-5126
666,359,2024-03-26,unfavourable,Worn front tyre below 1.6mm,46893,2026-03-26,ITV-8787
667,360,2024-05-28,favourable,,72450,2026-05-28,ITV-1382
668,361,2023-09-30,favourable,,15090,2025-09-29,ITV-2688
669,362,2019-04-05,favourable,,73884,2021-04-04,ITV-9981
670,362,2021-04-04,unfavourable,Suspension bush play,110826,2023-04-04,ITV-3200
671,362,2023-04-05,favourable,,147769,2025-04-04,ITV-1045
672,362,2025-04-04,favourable,,184711,2026-04-04,ITV-1280
673,363,2020-03-11,favourable,,76265,2022-03-11,ITV-5874
674,363,2022-03-11,unfavourable,Worn front tyre below 1.6mm,114397,2024-03-10,ITV-1275
675,363,2024-03-11,favourable,,152530,2026-03-11,ITV-8562
676,365,2025-02-21,negative,Emissions above limit,45278,2027-02-21,ITV-2084
677,366,2025-03-15,favourable,,43261,2027-03-15,ITV-3029
678,367,2020-10-20,favourable,,23217,2022-10-20,ITV-1925
679,367,2022-10-20,favourable,,34826,2024-10-19,ITV-2300
680,367,2024-10-20,favourable,,46435,2026-10-20,ITV-7102
681,369,2022-12-29,unfavourable,Worn front tyre below 1.6mm,68965,2024-12-28,ITV-7626
682,369,2024-12-28,favourable,,103448,2026-12-28,ITV-0175
683,370,2019-07-25,unfavourable,Suspension bush play,50187,2021-07-24,ITV-5451
684,370,2021-07-24,favourable,,75280,2023-07-24,ITV-2018
685,370,2023-07-25,favourable,,100374,2025-07-24,ITV-6173
686,371,2020-04-19,favourable,,66672,2022-04-19,ITV-9117
687,371,2022-04-19,favourable,,100009,2024-04-18,ITV-0474
688,371,2024-04-19,favourable,,133345,2026-04-19,ITV-5312
689,373,2023-02-08,favourable,,60168,2025-02-07,ITV-5996
690,373,2025-02-07,favourable,,90253,2027-02-07,ITV-5176
691,374,2023-12-05,negative,Windscreen chip in swept area,71419,2025-12-04,ITV-1413
692,375,2024-07-22,favourable,,30355,2026-07-22,ITV-6017
693,376,2025-06-25,favourable,,74823,2027-06-25,ITV-0082
694,378,2019-08-28,unfavourable,Excessive steering play,79293,2021-08-27,ITV-2351
695,378,2021-08-27,negative,Excessive steering play,118940,2023-08-27,ITV-4817
696,378,2023-08-28,favourable,,158587,2025-08-27,ITV-7347
697,384,2017-12-01,favourable,,61391,2019-12-01,ITV-1170
698,384,2019-12-01,favourable,,92087,2021-11-30,ITV-1176
699,384,2021-12-01,favourable,,122782,2023-12-01,ITV-1262
700,384,2023-12-01,favourable,,153478,2024-11-30,ITV-2760
701,384,2024-11-30,favourable,,168826,2025-11-30,ITV-6901
702,388,2022-09-16,favourable,,7999,2024-09-15,ITV-9040
703,388,2024-09-15,favourable,,11999,2026-09-15,ITV-6757
704,391,2020-02-17,unfavourable,Suspension bush play,48126,2022-02-16,ITV-7797
705,391,2022-02-16,favourable,,72190,2024-02-16,ITV-0886
706,391,2024-02-17,favourable,,96253,2026-02-16,ITV-3144
707,392,2022-01-24,favourable,,46344,2024-01-24,ITV-3058
708,392,2024-01-24,favourable,,69516,2026-01-23,ITV-3952
709,395,2024-05-22,negative,Emissions above limit,38697,2026-05-22,ITV-8553
710,398,2025-06-03,unfavourable,Rear shock absorber leaking,59619,2027-06-03,ITV-3558
711,399,2025-04-04,unfavourable,Rear shock absorber leaking,25216,2027-04-04,ITV-2343
712,400,2016-10-09,favourable,,24782,2018-10-09,ITV-6214
713,400,2018-10-09,favourable,,37173,2020-10-08,ITV-4583
714,400,2020-10-09,favourable,,49564,2022-10-09,ITV-0656
715,400,2022-10-09,favourable,,61955,2023-10-09,ITV-1612
716,400,2023-10-09,favourable,,68151,2024-10-08,ITV-4666
717,400,2024-10-09,favourable,,74346,2025-10-09,ITV-1206
718,402,2023-06-11,favourable,,40665,2025-06-10,ITV-8113
719,402,2025-06-10,negative,Worn front tyre below 1.6mm,60998,2027-06-10,ITV-9998
720,403,2024-02-04,negative,Handbrake efficiency below threshold,43507,2026-02-03,ITV-0172
721,404,2019-09-24,negative,Emissions above limit,53174,2021-09-23,ITV-6483
722,404,2021-09-23,unfavourable,Windscreen chip in swept area,79762,2023-09-23,ITV-2840
723,404,2023-09-24,favourable,,106349,2025-09-23,ITV-3153
724,405,2019-07-10,favourable,,49988,2021-07-09,ITV-0624
725,405,2021-07-09,favourable,,74982,2023-07-09,ITV-4965
726,405,2023-07-10,favourable,,99976,2025-07-09,ITV-5514
727,406,2024-01-15,unfavourable,Seat belt retractor faulty,57301,2026-01-14,ITV-5884
728,409,2020-01-31,favourable,,73271,2022-01-30,ITV-5626
729,409,2022-01-30,negative,Suspension bush play,109907,2024-01-30,ITV-8724
730,409,2024-01-31,unfavourable,Windscreen chip in swept area,146543,2026-01-30,ITV-7276
731,411,2024-10-10,unfavourable,Seat belt retractor faulty,56142,2026-10-10,ITV-3736
732,412,2014-05-23,unfavourable,Handbrake efficiency below threshold,66069,2016-05-22,ITV-9994
733,412,2016-05-22,favourable,,99104,2018-05-22,ITV-9405
734,412,2018-05-23,favourable,,132139,2020-05-22,ITV-3638
735,412,2020-05-22,favourable,,165174,2021-05-22,ITV-5664
736,412,2021-05-22,favourable,,181692,2022-05-22,ITV-7558
737,412,2022-05-23,favourable,,198209,2023-05-23,ITV-7411
738,412,2023-05-23,favourable,,214727,2024-05-22,ITV-1560
739,412,2024-05-22,favourable,,231244,2025-05-22,ITV-1158
740,412,2025-05-22,favourable,,247762,2026-05-22,ITV-0111
741,413,2022-04-30,favourable,,98625,2024-04-29,ITV-3380
742,413,2024-04-29,favourable,,147938,2026-04-29,ITV-6308
743,414,2016-11-12,favourable,,54662,2018-11-12,ITV-8640
744,414,2018-11-12,favourable,,81993,2020-11-11,ITV-2263
745,414,2020-11-12,negative,Corroded exhaust mounting,109324,2022-11-12,ITV-4277
746,414,2022-11-12,favourable,,136655,2023-11-12,ITV-3789
747,414,2023-11-12,unfavourable,Excessive steering play,150321,2024-11-11,ITV-2424
748,414,2024-11-12,favourable,,163986,2025-11-12,ITV-7375
749,416,2023-01-29,unfavourable,Excessive brake imbalance,69600,2025-01-28,ITV-9558
750,416,2025-01-28,favourable,,104401,2027-01-28,ITV-7140
751,417,2023-05-25,favourable,,42218,2025-05-24,ITV-0923
752,417,2025-05-24,favourable,,63327,2027-05-24,ITV-6037
753,419,2024-09-11,unfavourable,Rear shock absorber leaking,50859,2026-09-11,ITV-0845
754,420,2016-07-15,unfavourable,Handbrake efficiency below threshold,58452,2018-07-15,ITV-9365
755,420,2018-07-15,favourable,,87678,2020-07-14,ITV-0628
756,420,2020-07-15,favourable,,116904,2022-07-15,ITV-2529
757,420,2022-07-15,favourable,,146130,2023-07-15,ITV-4870
758,420,2023-07-15,unfavourable,Number plate light inoperative,160743,2024-07-14,ITV-5953
759,420,2024-07-15,favourable,,175357,2025-07-15,ITV-3390
760,423,2022-10-20,favourable,,86857,2024-10-19,ITV-8542
761,423,2024-10-19,favourable,,130286,2026-10-19,ITV-2230
762,424,2025-03-26,unfavourable,Corroded exhaust mounting,63538,2027-03-26,ITV-3662
763,426,2019-09-26,favourable,,39284,2021-09-25,ITV-2908
764,426,2021-09-25,favourable,,58926,2023-09-25,ITV-0801
765,426,2023-09-26,favourable,,78568,2025-09-25,ITV-0122
766,427,2022-01-21,favourable,,49600,2024-01-21,ITV-0185
767,427,2024-01-21,favourable,,74400,2026-01-20,ITV-1827
768,431,2016-05-29,favourable,,87625,2018-05-29,ITV-2186
769,431,2018-05-29,favourable,,131438,2020-05-28,ITV-3537
770,431,2020-05-29,favourable,,175251,2022-05-29,ITV-0391
771,431,2022-05-29,unfavourable,Windscreen chip in swept area,219064,2023-05-29,ITV-1031
772,431,2023-05-29,negative,Emissions above limit,240970,2024-05-28,ITV-8711
773,431,2024-05-29,favourable,,262877,2025-05-29,ITV-6268
774,431,2025-05-29,favourable,,284783,2026-05-29,ITV-6323
775,435,2019-10-17,favourable,,59212,2021-10-16,ITV-4962
776,435,2021-10-16,favourable,,88818,2023-10-16,ITV-9008
777,435,2023-10-17,favourable,,118424,2025-10-16,ITV-1292
778,436,2020-10-29,favourable,,45057,2022-10-29,ITV-1692
779,436,2022-10-29,favourable,,67585,2024-10-28,ITV-9582
780,436,2024-10-29,favourable,,90114,2026-10-29,ITV-8489
781,438,2018-11-13,favourable,,48126,2020-11-12,ITV-8639
