id,vehicle_id,owner_id,owned_from,owned_until,purchase_price
660,351,801,2023-05-17,2025-01-19,17400.00
661,351,916,2025-01-19,,11254.41
662,352,603,2022-11-26,,92220.00
663,353,164,2021-11-02,,20300.00
664,354,723,2015-12-09,2020-12-19,27144.00
665,354,124,2020-12-19,,8895.86
666,355,440,2025-03-24,2025-06-17,56840.00
667,355,743,2025-06-17,,52204.04
668,356,682,2017-12-01,2018-07-04,41412.00
669,356,25,2018-07-04,,33890.93
670,357,391,2018-09-05,,59160.00
671,358,430,2024-09-22,,33988.00
672,359,263,2020-03-26,2022-05-25,41528.00
673,359,983,2022-05-25,,
674,360,734,2020-05-28,,
675,361,690,2019-09-30,,
676,362,662,2015-04-05,2015-05-22,41528.00
677,362,334,2015-05-22,2018-12-05,38515.53
678,362,264,2018-12-05,2020-04-14,16267.42
679,362,344,2020-04-14,,12424.54
680,363,398,2016-03-11,2022-09-28,15196.00
681,363,586,2022-09-28,2025-02-16,3335.83
682,363,899,2025-02-16,,2077.03
683,364,172,2023-12-13,2025-02-11,17052.00
684,364,586,2025-02-11,,11050.91
685,365,869,2021-02-21,2022-10-29,92220.00
686,365,818,2022-10-29,,
687,366,995,2021-03-15,,
688,367,82,2016-10-20,,34916.00
689,368,235,2025-04-06,2025-04-20,56840.00
690,368,461,2025-04-20,,56025.44
691,369,91,2018-12-29,2019-12-02,31204.00
692,369,189,2019-12-02,,
693,370,632,2015-07-25,2024-05-19,24476.00
694,370,120,2024-05-19,,3707.82
695,371,195,2016-04-19,,67860.00
696,372,926,2025-02-24,2025-06-15,17400.00
697,372,442,2025-06-15,,15271.61
698,373,923,2019-02-08,2021-12-02,25520.00
699,373,684,2021-12-02,2022-09-05,
700,373,978,2022-09-05,,
701,374,94,2019-12-05,2021-04-07,31204.00
702,374,55,2021-04-07,2021-04-18,19559.24
703,374,240,2021-04-18,,
704,375,938,2020-07-22,,92220.00
705,376,556,2021-06-25,2022-11-23,
706,376,61,2022-11-23,,15666.71
707,377,261,2024-11-02,2025-05-29,54636.00
708,377,622,2025-05-29,,47801.26
709,378,299,2015-08-28,2023-04-10,27840.00
710,378,288,2023-04-10,2024-08-18,
711,378,697,2024-08-18,,3740.13
712,379,509,2022-03-28,2023-10-02,
713,379,823,2023-10-02,,43341.10
714,380,385,2023-01-03,,15196.00
715,381,966,2025-04-05,,17400.00
716,382,588,2022-01-29,,53244.00
717,383,732,2025-02-12,2025-04-02,20300.00
718,383,977,2025-04-02,,19448.39
719,384,581,2013-12-01,2017-08-25,56956.00
720,384,90,2017-08-25,,22900.51
721,385,447,2025-06-02,,94888.00
722,386,758,2023-08-13,2025-03-08,56840.00
723,386,442,2025-03-08,,39798.67
724,387,852,2025-05-12,2025-06-29,22852.00
725,387,105,2025-06-29,,21259.67
726,388,776,2018-09-16,,23664.00
727,389,70,2025-05-11,,
728,390,532,2025-01-29,2025-03-08,12760.00
729,390,76,2025-03-08,,
730,391,483,2016-02-17,2017-10-30,24476.00
731,391,377,2017-10-30,2020-05-05,15319.41
732,391,354,2020-05-05,,9303.05
733,392,53,2018-01-24,2018-11-08,41412.00
734,392,719,2018-11-08,,31221.64
735,393,290,2024-03-23,,
736,394,370,2025-05-05,2025-06-17,58928.00
737,394,566,2025-06-17,,53977.02
738,395,913,2020-05-22,2024-08-30,38164.00
739,395,692,2024-08-30,2025-02-16,14726.99
740,395,478,2025-02-16,,13427.64
741,396,679,2022-01-27,2022-12-04,65888.00
742,396,23,2022-12-04,,50264.74
743,397,317,2021-08-18,2022-05-17,26448.00
744,397,736,2022-05-17,,19161.32
745,398,263,2021-06-03,2024-06-09,36772.00
746,398,196,2024-06-09,,17129.12
747,399,457,2021-04-04,2023-08-09,31204.00
748,399,595,2023-08-09,,18326.32
749,400,20,2012-10-09,2016-10-31,19024.00
750,400,302,2016-10-31,2019-06-18,7960.98
751,400,671,2019-06-18,,4725.42
752,401,659,2022-10-04,,92220.00
753,402,173,2019-06-11,2024-03-31,20648.00
754,402,295,2024-03-31,,7130.68
755,403,992,2020-02-04,2024-05-08,30276.00
756,403,182,2024-05-08,2024-09-21,11561.42
757,403,791,2024-09-21,,10737.91
758,404,132,2015-09-24,2016-11-25,15660.00
759,404,910,2016-11-25,2021-06-13,10725.16
760,404,511,2021-06-13,2024-07-13,4349.75
761,404,77,2024-07-13,,2359.22
762,405,479,2015-07-10,2022-01-09,27840.00
763,405,898,2022-01-09,,6682.31
764,406,69,2020-01-15,2022-09-25,67860.00
765,406,683,2022-09-25,,33938.89
766,407,82,2023-11-12,2024-02-06,18792.00
767,407,614,2024-02-06,,16555.83
768,408,174,2023-10-06,2025-02-23,56840.00
769,408,220,2025-02-23,,38195.07
770,409,67,2016-01-31,2020-04-11,27028.00
771,409,114,2020-04-11,,
772,410,699,2025-05-14,2025-06-27,34916.00
773,410,506,2025-06-27,,33131.92
774,411,541,2020-10-10,2020-10-17,
775,411,350,2020-10-17,2021-05-15,67232.18
776,411,988,2021-05-15,,51664.51
777,412,849,2010-05-23,2014-03-06,30856.00
778,412,528,2014-03-06,2018-05-27,12098.37
779,412,600,2018-05-27,,5231.58
780,413,781,2018-04-30,2023-10-14,
781,413,217,2023-10-14,,15192.21
782,414,278,2012-11-12,2018-02-18,30856.00
783,414,628,2018-02-18,2021-09-14,9333.24
784,414,69,2021-09-14,2024-09-26,4595.52
785,414,265,2024-09-26,,2517.01
786,415,632,2023-02-05,,59972.00
787,416,787,2019-01-29,2019-02-07,
788,416,892,2019-02-07,2025-03-04,21969.52
789,416,611,2025-03-04,,
790,417,520,2019-05-25,,59972.00
791,418,364,2024-11-09,2025-04-28,17400.00
792,418,683,2025-04-28,,14016.97
793,419,188,2020-09-11,2021-06-06,54636.00
794,419,499,2021-06-06,2025-05-04,41096.81
795,419,138,2025-05-04,,18916.83
796,420,691,2012-07-15,2021-10-07,24476.00
797,420,545,2021-10-07,,3334.86
798,421,905,2023-07-01,,41528.00
799,422,596,2023-01-28,2025-01-08,
800,422,119,2025-01-08,,38662.69
801,423,190,2018-10-20,,56956.00
802,424,54,2021-03-26,,66700.00
803,425,538,2023-07-03,2024-12-02,26216.00
804,425,729,2024-12-02,,16847.50
805,426,825,2015-09-26,2018-10-07,23664.00
806,426,85,2018-10-07,2023-06-22,11666.84
807,426,755,2023-06-22,2025-01-21,4584.89
808,426,571,2025-01-21,,3347.38
809,427,378,2018-01-21,2018-09-27,14036.00
810,427,583,2018-09-27,,10706.77
811,428,190,2024-06-03,2025-06-21,92220.00
812,428,359,2025-06-21,,61437.41
813,429,716,2025-06-21,2025-06-29,38164.00
814,429,819,2025-06-29,,37933.25
815,430,128,2024-09-08,,34104.00
816,431,908,2012-05-29,2017-01-15,25520.00
817,431,996,2017-01-15,,
818,432,989,2025-06-11,,58928.00
819,433,326,2025-05-14,2025-06-06,22272.00
820,433,501,2025-06-06,,
821,434,832,2025-06-01,,33988.00
822,435,631,2015-10-17,2016-12-31,51620.00
823,435,177,2016-12-31,2019-07-09,34477.88
824,435,613,2019-07-09,,20914.77
825,436,628,2016-10-29,2019-07-27,26796.00
826,436,480,2019-07-27,2024-08-21,13764.82
827,436,688,2024-08-21,,
828,437,903,2021-08-19,2024-02-06,31204.00
829,437,68,2024-02-06,,
830,438,998,2014-11-13,2023-02-07,22968.00
831,438,610,2023-02-07,2023-06-08,3929.86
832,438,82,2023-06-08,,3679.80
833,439,324,2023-08-14,,13804.00
834,440,8,2010-05-20,2011-06-18,19024.00
835,440,719,2011-06-18,2014-09-01,13689.28
836,440,386,2014-09-01,2020-11-14,7245.45
837,440,239,2020-11-14,2023-01-28,2115.28
838,440,465,2023-01-28,,1365.89
839,441,111,2024-12-28,2025-04-02,56840.00
840,441,557,2025-04-02,,
841,442,953,2022-10-25,2025-01-30,13804.00
842,442,959,2025-01-30,,7724.71
843,443,549,2019-10-23,,41412.00
844,444,455,2023-09-16,2023-10-14,20648.00
845,444,25,2023-10-14,,20003.81
846,445,15,2019-02-18,2020-05-25,57188.00
847,445,470,2020-05-25,2021-06-03,
848,445,331,2021-06-03,,
849,446,393,2024-11-01,2025-06-17,67860.00
850,446,960,2025-06-17,,52461.26
851,447,168,2014-03-05,,24476.00
852,448,671,2018-03-10,2020-02-16,27840.00
853,448,825,2020-02-16,2020-12-15,18562.72
854,448,603,2020-12-15,,15745.05
855,449,266,2013-04-17,2014-04-06,55216.00
856,449,272,2014-04-06,2017-10-06,
857,449,724,2017-10-06,,19640.84
858,450,979,2015-11-27,2019-06-10,54636.00
859,450,192,2019-06-10,2019-09-27,
860,450,339,2019-09-27,,23118.13
861,451,129,2020-12-19,,29000.00
862,452,410,2019-03-21,2020-02-26,22968.00
863,452,503,2020-02-26,2021-12-21,17861.30
864,452,434,2021-12-21,,12451.73
865,453,862,2021-03-12,2023-04-01,12760.00
866,453,811,2023-04-01,,7451.84
867,454,574,2025-03-23,2025-06-18,65888.00
868,454,809,2025-06-18,,58713.38
869,455,711,2023-08-05,2024-02-09,53244.00
870,455,377,2024-02-09,,39995.07
871,456,420,2017-10-28,,34104.00
872,457,324,2024-05-21,,56840.00
873,458,763,2022-01-24,2023-02-23,25172.00
874,458,248,2023-02-23,,15606.11
875,459,869,2021-09-02,2023-10-09,53360.00
876,459,692,2023-10-09,,30274.80
877,460,659,2012-03-14,2023-03-22,19024.00
878,460,484,2023-03-22,2023-05-05,1742.61
879,460,828,2023-05-05,,1701.44
880,461,164,2022-01-16,,53360.00
881,462,413,2021-07-18,2025-06-03,28652.00
882,462,271,2025-06-03,,11751.01
883,463,979,2017-02-25,2019-10-14,23664.00
884,463,181,2019-10-14,2020-07-26,12357.03
885,463,782,2020-07-26,,10578.61
886,464,453,2016-10-01,2017-03-19,
887,464,534,2017-03-19,2019-09-21,33694.96
888,464,669,2019-09-21,,20279.01
889,465,735,2019-12-24,2023-12-02,29000.00
890,465,701,2023-12-02,,11784.35
891,466,617,2023-10-22,,66700.00
892,467,586,2022-09-17,,
893,468,406,2022-03-18,,30276.00
894,469,61,2019-10-13,,57188.00
895,470,910,2015-11-09,2018-03-03,
896,470,356,2018-03-03,2019-07-19,
897,470,890,2019-07-19,2025-06-19,6135.90
898,470,352,2025-06-19,,
899,471,148,2020-10-28,,20648.00
900,472,78,2015-04-13,2018-02-04,53244.00
901,472,751,2018-02-04,2021-08-31,26452.21
902,472,643,2021-08-31,,13024.55
903,473,961,2013-09-01,2017-04-09,22968.00
904,473,107,2017-04-09,,9383.02
905,474,717,2023-12-21,,34916.00
906,475,476,2023-10-10,,94888.00
907,476,333,2021-02-10,,26216.00
908,477,597,2015-06-20,2020-02-25,
909,477,395,2020-02-25,,
910,478,684,2024-09-01,2025-03-20,54636.00
911,478,282,2025-03-20,,35934.90
912,479,734,2017-01-08,2021-05-08,32364.00
913,479,160,2021-05-08,,12106.00
914,480,442,2020-10-07,,57188.00
915,481,863,2018-01-31,2018-02-01,26216.00
916,481,221,2018-02-01,2023-01-15,26184.63
917,481,948,2023-01-15,,8634.19
918,482,219,2019-12-11,2022-12-24,53360.00
919,482,377,2022-12-24,,22876.32
920,483,433,2023-05-03,2025-01-19,29000.00
921,483,152,2025-01-19,,17715.67
922,484,478,2012-05-05,2022-12-04,55216.00
923,484,982,2022-12-04,2025-04-22,6312.27
924,484,966,2025-04-22,2025-06-16,3934.56
925,484,284,2025-06-16,,3818.72
926,485,467,2024-12-07,,22852.00
927,486,518,2020-09-13,,92220.00
928,487,520,2025-04-01,2025-06-28,12760.00
929,487,561,2025-06-28,,12044.70
930,488,486,2024-02-02,2024-11-15,
931,488,730,2024-11-15,,18486.12
932,489,933,2024-05-10,2024-10-28,15196.00
933,489,627,2024-10-28,,12669.47
934,490,579,2017-03-30,,
935,491,482,2018-09-14,,26796.00
936,492,228,2024-07-05,,23664.00
937,493,663,2015-05-10,2015-11-21,59160.00
938,493,392,2015-11-21,,51101.62
939,494,752,2024-03-11,2024-05-10,
940,494,177,2024-05-10,,80450.37
941,495,889,2021-09-22,,25636.00
942,496,668,2011-09-03,2018-10-10,27144.00
943,496,114,2018-10-10,2019-05-05,
944,496,929,2019-05-05,2023-04-25,5261.52
945,496,209,2023-04-25,,
946,497,494,2021-08-23,,34916.00
947,498,185,2020-01-03,2024-09-09,30276.00
948,498,880,2024-09-09,,9495.91
949,499,969,2019-06-09,2021-08-18,26796.00
950,499,704,2021-08-18,2022-08-19,13943.30
951,499,746,2022-08-19,,11428.81
952,500,200,2019-02-14,,24476.00
953,501,649,2020-08-23,2024-07-03,54636.00
954,501,45,2024-07-03,,
955,502,215,2023-04-07,,25172.00
956,503,453,2022-09-15,,27840.00
957,504,705,2016-11-05,,22272.00
958,505,913,2017-10-09,2019-04-01,41528.00
959,505,270,2019-04-01,2025-06-17,26867.01
960,505,387,2025-06-17,,7830.93
961,506,119,2022-08-11,,
962,507,220,2022-12-17,2024-04-26,25172.00
963,507,880,2024-04-26,,
964,508,745,2018-01-06,2019-05-24,59160.00
965,508,799,2019-05-24,,
966,509,453,2019-02-08,,31204.00
967,510,996,2020-10-18,2025-04-10,51620.00
968,510,215,2025-04-10,2025-04-26,
969,510,25,2025-04-26,,18460.95
970,511,164,2019-09-09,2020-02-19,31204.00
971,511,905,2020-02-19,,24681.97
972,512,916,2015-03-28,,41412.00
973,513,684,2021-01-30,2021-05-22,65888.00
974,513,720,2021-05-22,,57721.09
975,514,622,2020-08-05,2021-10-18,25636.00
976,514,744,2021-10-18,,16486.55
977,515,530,2023-07-04,2023-07-09,22852.00
978,515,330,2023-07-09,,22724.34
979,516,855,2024-11-26,,25636.00
980,517,585,2019-08-18,2022-09-13,29000.00
981,517,34,2022-09-13,2022-09-19,14669.36
982,517,878,2022-09-19,,
983,518,263,2013-09-14,,27028.00
984,519,201,2023-02-03,,17400.00
985,520,145,2020-01-10,,36888.00
986,521,587,2020-02-15,2020-10-21,13804.00
987,521,211,2020-10-21,2022-01-01,9847.27
988,521,379,2022-01-01,,7765.98
989,522,231,2013-05-09,,68556.00
990,523,462,2020-09-21,,20300.00
991,524,536,2025-02-26,2025-06-18,25636.00
992,524,866,2025-06-18,,21823.99
993,525,616,2022-03-13,,17400.00
994,526,602,2022-07-20,,26448.00
995,527,737,2017-04-29,2017-09-13,14036.00
996,527,95,2017-09-13,,11494.81
997,528,178,2014-11-05,,17284.00
998,529,119,2013-07-09,2024-08-28,57188.00
999,529,911,2024-08-28,,
1000,530,669,2019-12-25,2025-05-10,26796.00
1001,530,301,2025-05-10,,8246.92
1002,531,580,2018-06-04,2018-11-11,31204.00
1003,531,3,2018-11-11,,24818.68
1004,532,447,2024-04-27,,55216.00
1005,533,662,2025-06-24,,22852.00
1006,534,667,2023-04-21,,
1007,535,647,2021-01-25,2024-05-15,24708.00
1008,535,592,2024-05-15,,11283.56
1009,536,735,2024-01-01,2024-09-24,25172.00
1010,536,889,2024-09-24,,
1011,537,351,2010-03-28,2014-12-20,19024.00
1012,537,935,2014-12-20,,6159.58
1013,538,657,2014-12-10,2016-08-30,15660.00
1014,538,963,2016-08-30,2017-08-12,9319.65
1015,538,788,2017-08-12,2021-03-08,7718.23
1016,538,150,2021-03-08,,3800.32
1017,539,437,2022-11-02,,20300.00
1018,540,471,2017-01-08,,
1019,541,135,2015-09-23,2023-06-12,27144.00
1020,541,439,2023-06-12,2024-12-26,5008.01
1021,541,635,2024-12-26,,3688.22
1022,542,641,2015-12-01,2025-03-11,
1023,542,125,2025-03-11,,3678.52
1024,543,139,2023-01-17,2024-04-19,58928.00
1025,543,592,2024-04-19,,43401.99
1026,544,763,2025-01-13,,65888.00
1027,545,472,2020-09-11,2022-06-05,66700.00
1028,545,345,2022-06-05,,39585.61
1029,546,804,2020-01-19,2024-12-06,22968.00
1030,546,694,2024-12-06,,7864.86
1031,547,152,2013-02-02,,
1032,548,556,2019-07-20,,26796.00
1033,549,116,2021-05-05,2022-08-21,15196.00
1034,549,200,2022-08-21,,9980.65
1035,550,925,2020-11-04,,66700.00
1036,551,830,2023-01-05,2023-05-15,57768.00
1037,551,748,2023-05-15,,53046.39
1038,552,911,2018-09-26,2022-03-27,34916.00
1039,552,936,2022-03-27,2025-03-10,15869.36
1040,552,128,2025-03-10,,8829.84
1041,553,228,2012-09-28,2014-10-08,30856.00
1042,553,260,2014-10-08,2023-08-03,18352.63
1043,553,370,2023-08-03,2023-10-23,3189.01
1044,553,587,2023-10-23,,
1045,554,672,2024-09-01,,25172.00
1046,555,467,2024-09-20,2024-09-21,51620.00
1047,555,698,2024-09-21,,51551.90
1048,556,883,2020-05-31,,18444.00
1049,557,730,2021-08-29,,
1050,558,910,2025-06-07,,17052.00
1051,559,195,2025-06-13,2025-06-24,24708.00
1052,559,404,2025-06-24,,24291.76
1053,560,732,2011-10-01,2019-02-25,15660.00
1054,560,434,2019-02-25,2019-04-08,2835.43
1055,560,106,2019-04-08,,2771.46
1056,561,415,2021-07-17,2025-03-01,57768.00
1057,561,765,2025-03-01,,23928.39
1058,562,766,2023-11-09,2024-12-18,26448.00
1059,562,216,2024-12-18,,20037.50
1060,563,287,2022-02-23,2024-03-20,33988.00
1061,563,760,2024-03-20,,21120.43
1062,564,845,2015-06-05,2024-12-11,24476.00
1063,564,380,2024-12-11,,3106.43
1064,565,622,2015-08-04,2021-12-10,
1065,565,263,2021-12-10,2022-03-10,8483.76
1066,565,363,2022-03-10,,8078.89
1067,566,511,2021-06-25,2024-12-23,
1068,566,205,2024-12-23,,
1069,567,85,2021-10-17,,18444.00
1070,568,248,2024-12-16,,66700.00
1071,569,580,2018-02-09,2021-03-12,23664.00
1072,569,418,2021-03-12,2025-02-05,11027.70
1073,569,112,2025-02-05,,5081.57
1074,570,543,2024-01-27,,
1075,571,346,2011-05-25,2019-03-12,68556.00
1076,571,460,2019-03-12,,
1077,572,490,2018-04-06,,67860.00
1078,573,724,2014-12-30,2021-12-24,
1079,573,128,2021-12-24,,5106.11
1080,574,320,2023-06-05,,
1081,575,562,2023-10-04,2025-05-29,92220.00
1082,575,595,2025-05-29,,56172.94
1083,576,530,2025-01-28,2025-03-09,17400.00
1084,576,424,2025-03-09,,16560.07
1085,577,225,2025-01-22,,67860.00
1086,578,266,2017-04-13,2021-10-23,15196.00
1087,578,757,2021-10-23,,5747.36
1088,579,405,2014-12-11,2015-06-18,51620.00
1089,579,432,2015-06-18,,35408.03
1090,580,400,2020-07-20,,26796.00
1091,581,900,2010-02-10,2018-07-06,19024.00
1092,581,484,2018-07-06,2024-06-18,3303.00
1093,581,197,2024-06-18,2024-12-13,
1094,581,958,2024-12-13,,
1095,582,205,2022-04-26,,59972.00
1096,583,314,2022-02-19,,59972.00
1097,584,708,2015-05-10,2019-05-12,38860.00
1098,584,376,2019-05-12,,15276.91
1099,585,954,2023-05-11,2024-03-16,17052.00
1100,585,861,2024-03-16,,13834.79
1101,586,912,2019-06-21,,31204.00
1102,587,366,2021-06-01,,59160.00
1103,588,444,2023-11-15,,58928.00
1104,589,864,2015-01-16,,
1105,590,786,2015-10-21,2018-04-22,22272.00
1106,590,654,2018-04-22,,11309.59
1107,591,268,2024-06-01,2025-01-04,
1108,591,727,2025-01-04,,18456.51
1109,592,447,2024-08-03,2024-12-30,65888.00
1110,592,201,2024-12-30,,
1111,593,677,2012-07-30,2012-10-21,55216.00
1112,593,807,2012-10-21,2014-09-21,49747.33
1113,593,594,2014-09-21,2020-01-14,31518.81
1114,593,871,2020-01-14,,10978.95
1115,594,290,2018-07-16,2023-06-26,
1116,594,268,2023-06-26,,9802.43
1117,595,239,2025-06-29,,53244.00
1118,596,937,2021-01-15,,20300.00
1119,597,874,2020-10-15,2020-10-16,28652.00
1120,597,36,2020-10-16,2022-04-05,
1121,597,735,2022-04-05,,18234.42
1122,598,873,2022-11-17,2024-05-09,94888.00
1123,598,852,2024-05-09,,63225.08
1124,599,147,2016-10-15,2023-01-17,34916.00
1125,599,175,2023-01-17,,9279.59
1126,600,113,2020-03-07,2020-06-02,41412.00
1127,600,31,2020-06-02,,38166.60
1128,601,23,2024-08-07,2025-05-16,34916.00
1129,601,101,2025-05-16,,24568.60
1130,602,426,2011-03-08,2021-02-23,51620.00
1131,602,352,2021-02-23,,5982.78
1132,603,180,2024-08-24,,
1133,604,9,2017-04-29,2018-07-21,27840.00
1134,604,735,2018-07-21,2020-05-27,
1135,604,200,2020-05-27,,12564.03
1136,605,818,2018-03-07,2021-01-28,26216.00
1137,605,970,2021-01-28,,13744.70
1138,606,296,2019-02-11,2020-11-24,66700.00
1139,606,132,2020-11-24,2023-05-21,42075.97
1140,606,183,2023-05-21,,
1141,607,931,2019-03-10,2019-04-03,21112.00
1142,607,405,2019-04-03,2024-10-15,20426.72
1143,607,957,2024-10-15,,5901.51
1144,608,707,2025-06-03,,53360.00
1145,609,210,2024-06-13,,29000.00
1146,610,283,2023-11-02,,
1147,611,100,2015-10-19,2017-12-08,24476.00
1148,611,973,2017-12-08,,14360.46
1149,612,492,2014-01-31,2016-09-13,34916.00
1150,612,160,2016-09-13,2020-01-18,16870.58
1151,612,585,2020-01-18,,8685.21
1152,613,626,2018-06-24,2020-10-08,26216.00
1153,613,529,2020-10-08,2021-01-22,15768.13
1154,613,924,2021-01-22,,
1155,614,646,2014-06-10,2018-10-09,67860.00
1156,614,363,2018-10-09,2019-02-03,23054.66
1157,614,731,2019-02-03,2022-11-10,21634.71
1158,614,725,2022-11-10,,10243.86
1159,615,361,2011-08-20,2017-06-11,15660.00
1160,615,126,2017-06-11,2020-11-14,4284.34
1161,615,597,2020-11-14,,2169.98
1162,616,429,2024-09-13,2025-05-18,29000.00
1163,616,816,2025-05-18,,22299.14
1164,617,420,2024-10-08,2025-01-10,58928.00
1165,617,736,2025-01-10,,50854.22
1166,618,1000,2015-03-05,2015-06-14,51620.00
1167,618,661,2015-06-14,2019-02-23,
1168,618,574,2019-02-23,,20291.46
1169,619,422,2018-09-11,2021-08-22,
1170,619,146,2021-08-22,2024-06-10,28172.43
1171,619,421,2024-06-10,,16159.64
1172,620,268,2021-01-04,,34916.00
1173,621,27,2015-10-05,,21112.00
1174,622,677,2021-07-22,,34104.00
1175,623,264,2021-01-25,,59972.00
1176,624,291,2022-01-04,,38164.00
1177,625,991,2021-10-21,2022-04-05,31204.00
1178,625,223,2022-04-05,,27429.11
1179,626,224,2016-10-05,2016-12-09,28652.00
1180,626,153,2016-12-09,2017-07-27,25678.57
1181,626,747,2017-07-27,,19500.45
1182,627,799,2019-08-18,2024-07-04,57188.00
1183,627,211,2024-07-04,,19307.54
1184,628,271,2021-09-13,2023-03-22,53244.00
1185,628,92,2023-03-22,,31397.49
1186,629,936,2017-03-21,2018-09-20,31204.00
1187,629,974,2018-09-20,,
1188,630,961,2023-08-20,,
1189,631,719,2017-09-02,,14036.00
1190,632,736,2023-03-15,,53244.00
1191,633,323,2020-02-13,2022-01-29,
1192,633,68,2022-01-29,,15499.34
1193,634,857,2025-04-12,2025-06-01,
1194,634,950,2025-06-01,,21065.20
1195,635,246,2022-10-30,,18444.00
1196,636,34,2014-04-11,,27144.00
1197,637,549,2011-04-02,,
1198,638,707,2018-03-05,2023-05-01,59160.00
1199,638,511,2023-05-01,2025-03-08,16132.70
1200,638,371,2025-03-08,,11167.58
1201,639,20,2020-08-05,,
1202,640,214,2014-11-18,2015-06-06,53244.00
1203,640,321,2015-06-06,2019-04-01,42007.11
1204,640,663,2019-04-01,2023-01-12,19685.36
1205,640,335,2023-01-12,,9290.52
1206,641,403,2017-12-09,2020-12-04,34916.00
1207,641,127,2020-12-04,2023-12-02,
1208,641,93,2023-12-02,,
1209,642,595,2025-06-10,,38164.00
1210,643,69,2022-01-10,2025-05-17,59972.00
1211,643,412,2025-05-17,,28758.83
1212,644,469,2014-10-20,2015-05-14,27144.00
1213,644,139,2015-05-14,2022-10-17,21211.03
1214,644,545,2022-10-17,2024-04-05,4857.19
1215,644,226,2024-04-05,,3630.01
1216,645,836,2013-09-11,2014-04-05,30856.00
1217,645,813,2014-04-05,,21511.81
1218,646,509,2022-09-18,2024-07-28,38164.00
1219,646,854,2024-07-28,,
1220,647,380,2018-07-17,2021-05-28,22272.00
1221,647,438,2021-05-28,2023-10-05,11083.43
1222,647,953,2023-10-05,,6946.15
1223,648,300,2021-05-24,,59972.00
1224,649,882,2015-10-03,2016-05-13,41412.00
1225,649,776,2016-05-13,2024-04-04,33200.58
1226,649,257,2024-04-04,,
1227,650,417,2024-09-18,,22852.00
1228,651,698,2015-01-18,2017-04-13,17284.00
1229,651,168,2017-04-13,,9847.31
1230,652,992,2019-08-27,,53360.00
1231,653,69,2019-07-22,,57188.00
1232,654,394,2015-03-21,2021-07-26,22968.00
1233,654,810,2021-07-26,2024-10-02,4956.58
1234,654,601,2024-10-02,,2633.41
1235,655,830,2011-08-13,2012-06-28,27144.00
1236,655,937,2012-06-28,,
1237,656,383,2013-03-13,2020-10-12,55216.00
1238,656,542,2020-10-12,2022-04-16,
1239,656,990,2022-04-16,2022-07-27,
1240,656,86,2022-07-27,,7286.25
1241,657,49,2024-11-20,2025-06-10,25172.00
1242,657,954,2025-06-10,,19006.10
1243,658,325,2025-06-02,,29116.00
1244,659,334,2016-01-20,2017-09-11,36772.00
1245,659,805,2017-09-11,,22207.18
1246,660,229,2010-07-15,,30856.00
1247,661,501,2015-06-11,2017-09-20,67860.00
1248,661,32,2017-09-20,2020-04-23,31644.64
1249,661,728,2020-04-23,2022-02-03,18926.72
1250,661,187,2022-02-03,,13288.08
1251,662,382,2024-03-07,2024-05-16,38164.00
1252,662,832,2024-05-16,,34237.52
1253,663,395,2022-02-22,,22852.00
1254,664,128,2018-04-16,,24476.00
1255,665,734,2024-01-26,,22272.00
1256,666,454,2019-03-12,,25520.00
1257,667,187,2024-12-07,,17400.00
1258,668,538,2018-01-09,2019-08-25,23664.00
1259,668,64,2019-08-25,,13146.80
1260,669,909,2023-11-18,2025-04-15,26448.00
1261,669,60,2025-04-15,,17075.81
1262,670,942,2014-04-21,2019-08-22,27144.00
1263,670,565,2019-08-22,2019-09-16,7916.79
1264,670,732,2019-09-16,,7809.98
1265,671,227,2014-04-03,,
1266,672,295,2023-08-07,,18444.00
1267,673,170,2024-07-03,2024-11-10,22852.00
1268,673,175,2024-11-10,,19111.03
1269,674,515,2024-04-04,,65888.00
1270,675,46,2012-04-20,2017-07-28,68556.00
1271,675,387,2017-07-28,2022-12-19,22776.94
1272,675,943,2022-12-19,2025-06-21,7809.89
1273,675,94,2025-06-21,,4750.47
1274,676,208,2020-07-09,,18792.00
1275,677,123,2023-04-13,2024-04-24,33988.00
1276,677,723,2024-04-24,,27127.29
1277,678,418,2011-11-13,2012-06-18,68556.00
1278,678,75,2012-06-18,2020-05-14,48376.04
1279,678,266,2020-05-14,2020-09-28,10078.48
1280,678,18,2020-09-28,,9355.50
1281,679,906,2021-05-19,,29000.00
1282,680,42,2021-10-30,,
1283,681,380,2020-08-14,,12760.00
1284,682,285,2019-02-07,,41528.00
1285,683,313,2025-06-20,,55216.00
1286,684,661,2020-06-17,2020-07-10,36772.00
1287,684,311,2020-07-10,2024-09-14,36091.23
1288,684,9,2024-09-14,,15063.81
1289,685,938,2023-01-12,,58928.00
1290,686,689,2015-09-22,2017-10-04,34916.00
1291,686,792,2017-10-04,,
1292,687,678,2012-03-07,2024-11-19,15660.00
1293,687,664,2024-11-19,,1047.47
1294,688,295,2010-09-19,2014-03-16,30856.00
1295,688,273,2014-03-16,,14330.96
1296,689,481,2017-10-18,,22968.00
1297,690,974,2019-08-17,2022-10-18,41528.00
1298,690,898,2022-10-18,2025-05-06,19602.26
1299,690,321,2025-05-06,,11820.12
1300,691,441,2016-09-01,2024-06-01,24476.00
1301,691,337,2024-06-01,,4450.57
1302,692,453,2023-09-29,,64844.00
