id,vehicle_id,dealership_id,buyer_id,sale_date,sale_type,sale_price,financing,warranty_months
512,383,12,977,2025-04-02,used,19448.39,cash,12
513,384,17,581,2013-12-01,new,47911.78,loan,36
514,385,11,447,2025-06-02,new,82290.80,leasing,36
515,386,20,758,2023-08-13,new,45452.40,loan,36
516,386,10,442,2025-03-08,used,39798.67,renting,12
517,387,30,852,2025-05-12,new,18841.08,loan,36
518,387,30,105,2025-06-29,used,21259.67,cash,12
519,388,24,776,2018-09-16,new,20720.28,loan,36
520,389,19,70,2025-05-11,new,53473.94,loan,36
521,390,1,76,2025-03-08,used,11998.64,loan,12
522,391,3,377,2020-12-24,used,8196.83,leasing,24
523,392,5,719,2018-11-08,used,31221.64,loan,12
524,393,13,290,2024-03-23,new,55675.36,leasing,36
525,394,15,566,2025-06-17,used,53977.02,cash,12
526,395,10,913,2020-05-22,new,32636.80,loan,36
527,395,3,478,2025-02-16,used,13427.64,cash,12
528,396,13,679,2022-01-27,new,55300.48,cash,36
529,396,6,23,2022-12-04,used,50264.74,renting,12
530,397,8,317,2021-08-18,new,21810.48,loan,36
531,397,9,736,2022-05-17,demo,19161.32,cash,24
532,398,12,263,2021-06-03,new,30463.70,loan,36
533,398,30,196,2024-06-09,used,17129.12,leasing,12
534,399,27,457,2021-04-04,new,25345.18,loan,36
535,399,22,595,2023-08-09,used,18326.32,loan,24
536,402,11,173,2019-06-11,new,17447.56,loan,36
537,402,11,295,2024-03-31,used,7130.68,loan,24
538,403,17,992,2020-02-04,new,24972.48,cash,36
539,403,9,182,2024-05-08,used,11561.42,loan,12
540,403,8,791,2024-09-21,used,10737.91,leasing,24
541,404,10,132,2015-09-24,new,13543.20,loan,36
542,404,20,910,2018-08-14,used,7628.75,loan,24
543,404,20,511,2021-06-13,used,4349.75,cash,24
544,404,10,77,2024-07-13,used,2359.22,leasing,12
545,405,21,479,2020-10-25,used,8491.55,leasing,12
546,406,25,69,2020-01-15,new,56815.20,cash,36
547,406,19,683,2022-09-25,used,33938.89,loan,12
548,409,18,67,2021-12-11,used,6864.68,leasing,24
549,410,25,699,2025-05-14,demo,34916.00,leasing,12
550,410,25,506,2025-06-27,used,33131.92,loan,12
551,411,7,541,2020-10-10,new,57435.30,cash,36
552,411,19,988,2021-05-15,used,51664.51,leasing,24
553,412,15,849,2017-04-29,used,6476.90,leasing,24
554,412,1,528,2014-03-06,used,12098.37,cash,12
555,412,29,600,2018-05-27,used,5231.58,loan,12
556,413,6,217,2023-10-14,used,15192.21,loan,12
557,414,15,628,2018-02-18,used,9333.24,loan,24
558,414,24,69,2021-09-14,used,4595.52,loan,12
559,414,26,265,2024-09-26,used,2517.01,cash,12
560,415,29,632,2023-02-05,new,51157.15,loan,36
561,416,8,787,2020-06-06,used,14001.79,loan,24
562,416,13,892,2019-02-07,used,21969.52,loan,24
563,417,17,520,2019-05-25,new,52175.64,renting,36
564,418,7,364,2024-11-09,new,13914.00,loan,36
565,418,18,683,2025-04-28,used,14016.97,leasing,24
566,419,7,188,2020-09-11,new,47048.19,loan,36
567,419,19,499,2021-06-06,demo,41096.81,leasing,12
568,420,15,691,2017-04-29,used,8050.33,renting,24
569,421,16,905,2023-07-01,new,36956.34,loan,36
570,422,25,119,2025-01-08,used,38662.69,loan,24
571,424,13,54,2021-03-26,demo,66700.00,cash,12
572,425,20,538,2023-07-03,new,21696.00,cash,36
573,425,7,729,2024-12-02,used,16847.50,cash,12
574,426,16,825,2015-09-26,new,20506.08,loan,36
575,426,28,85,2018-10-07,used,11666.84,leasing,12
576,426,28,571,2025-01-21,used,3347.38,leasing,12
577,427,26,378,2018-01-21,new,11400.62,loan,36
578,428,9,359,2025-06-21,used,61437.41,loan,12
579,429,21,716,2025-06-21,new,32018.28,loan,36
580,429,4,819,2025-06-29,used,37933.25,cash,24
581,430,17,128,2024-09-08,new,28062.30,loan,36
582,431,12,908,2013-08-04,demo,15664.27,renting,12
583,432,27,989,2025-06-11,demo,58928.00,loan,24
584,433,9,501,2025-06-06,used,21538.76,cash,12
585,434,30,832,2025-06-01,new,29675.04,cash,36
586,435,10,631,2015-10-17,demo,51620.00,loan,12
587,436,6,628,2016-10-29,new,21295.89,leasing,36
588,436,12,480,2019-07-27,used,13764.82,loan,24
589,436,13,688,2024-08-21,used,5032.25,loan,24
590,437,22,68,2024-02-06,used,15738.19,cash,12
591,438,23,998,2014-11-13,new,19225.80,loan,36
592,438,16,610,2023-02-07,used,3929.86,loan,12
593,438,15,82,2023-06-08,used,3679.80,loan,12
594,439,16,324,2023-08-14,new,11633.44,loan,36
595,440,6,8,2010-05-20,new,16427.88,renting,36
596,440,13,386,2014-09-01,used,7245.45,loan,12
597,440,6,239,2020-11-14,used,2115.28,leasing,12
598,442,28,959,2025-01-30,used,7724.71,loan,24
599,443,11,549,2019-10-23,new,34482.63,loan,36
600,444,5,455,2023-09-16,demo,20648.00,cash,12
601,444,5,25,2023-10-14,used,20003.81,loan,12
602,445,2,15,2020-09-04,used,35826.74,loan,12
603,445,3,470,2020-12-24,used,33729.82,leasing,24
604,446,25,393,2024-11-01,new,55235.70,loan,36
605,446,7,960,2025-06-17,used,52461.26,loan,12
606,447,2,168,2020-09-04,used,6326.20,cash,12
607,448,4,671,2018-03-10,new,24456.00,renting,36
608,448,26,603,2020-12-15,used,15745.05,leasing,24
609,449,12,266,2013-08-04,new,47185.88,leasing,36
610,449,6,272,2014-04-06,used,39351.60,loan,24
611,449,6,724,2017-10-06,used,19640.84,leasing,12
612,450,18,979,2021-12-11,used,14919.87,loan,12
613,452,1,503,2020-02-26,used,17861.30,loan,12
614,452,27,434,2021-12-21,used,12451.73,cash,24
615,453,1,862,2021-03-12,new,11268.40,loan,36
616,454,12,574,2025-03-23,new,52398.00,loan,36
617,454,12,809,2025-06-18,used,58713.38,loan,12
618,455,20,711,2023-08-05,new,43054.20,loan,36
619,455,30,377,2024-02-09,used,39995.07,leasing,12
620,456,8,420,2020-06-06,used,17403.35,loan,24
621,457,30,324,2024-05-21,new,50925.70,renting,36
622,458,24,763,2022-01-24,new,21697.83,renting,36
623,458,15,248,2023-02-23,used,15606.11,loan,12
624,459,10,869,2021-09-02,demo,53360.00,loan,12
625,459,30,692,2023-10-09,used,30274.80,renting,12
626,460,12,659,2013-08-04,used,11778.46,loan,12
627,460,13,484,2023-03-22,used,1742.61,cash,24
628,460,12,828,2023-05-05,used,1701.44,renting,12
629,461,20,164,2022-01-16,new,44311.80,loan,36
630,462,6,413,2021-07-18,new,24339.38,loan,36
631,462,12,271,2025-06-03,used,11751.01,loan,12
632,463,24,979,2018-07-13,used,15848.51,cash,12
633,463,16,181,2019-10-14,used,12357.03,loan,12
634,464,24,453,2018-07-13,used,25685.70,loan,12
635,464,28,534,2017-03-19,used,33694.96,loan,12
636,464,28,669,2019-09-21,used,20279.01,loan,12
637,465,18,701,2023-12-02,used,11784.35,cash,12
638,466,13,617,2023-10-22,demo,66700.00,loan,12
639,467,22,586,2022-09-17,new,46538.52,cash,36
640,468,9,406,2022-03-18,new,26379.27,leasing,36
641,469,2,61,2020-09-04,used,42978.76,loan,24
642,470,30,910,2015-11-09,new,12621.15,renting,36
643,470,30,890,2019-07-19,used,6135.90,cash,24
644,470,10,352,2025-06-19,used,1895.50,cash,24
645,471,5,148,2020-10-28,new,17949.52,loan,36
646,472,28,78,2015-04-13,new,46542.60,loan,36
647,472,16,751,2018-02-04,demo,26452.21,loan,24
648,472,14,643,2021-08-31,used,13024.55,loan,24
649,473,27,961,2016-12-14,used,9993.42,cash,12
650,475,11,476,2023-10-10,new,77472.78,loan,36
651,477,6,597,2015-06-20,new,23240.23,cash,36
652,477,13,395,2020-02-25,used,10035.05,leasing,12
653,479,17,160,2021-05-08,used,12106.00,loan,12
654,480,3,442,2020-12-24,new,47747.05,cash,36
655,481,11,863,2018-01-31,new,21528.76,loan,36
656,481,21,221,2020-10-25,used,13422.24,loan,24
657,481,10,948,2023-01-15,used,8634.19,loan,12
658,482,10,219,2019-12-11,new,44909.80,loan,36
659,482,20,377,2022-12-24,used,22876.32,loan,12
660,483,21,433,2023-05-03,new,24110.00,loan,36
661,484,13,478,2012-05-05,new,44344.16,cash,36
662,484,6,982,2022-12-04,used,6312.27,loan,12
663,484,6,966,2025-04-22,used,3934.56,cash,12
664,484,6,284,2025-06-16,used,3818.72,cash,12
665,485,10,467,2024-12-07,demo,22852.00,loan,24
666,486,29,518,2020-09-13,new,73521.60,cash,36
667,487,29,520,2025-04-01,new,11242.00,loan,36
668,487,29,561,2025-06-28,used,12044.70,cash,24
669,489,18,933,2024-05-10,new,12557.66,cash,36
670,490,15,579,2017-04-29,new,25802.80,cash,36
671,491,12,482,2018-09-14,new,22746.57,leasing,36
672,492,16,228,2024-07-05,new,18888.36,loan,36
673,493,5,392,2015-11-21,used,51101.62,loan,24
674,494,23,752,2024-03-11,new,80915.10,cash,36
675,496,15,668,2017-04-29,used,7848.41,leasing,24
676,496,21,929,2020-10-25,used,3925.78,loan,12
677,497,19,494,2021-08-23,new,29504.02,leasing,36
678,498,9,185,2020-01-03,new,26974.35,loan,36
679,498,23,880,2024-09-09,used,9495.91,cash,24
680,500,2,200,2020-09-04,used,14575.62,loan,24
681,501,18,649,2021-12-11,used,35756.72,leasing,24
682,501,7,45,2024-07-03,used,21514.30,loan,24
683,503,21,453,2022-09-15,new,22411.20,loan,36
684,504,27,705,2016-12-14,new,19626.24,cash,36
685,505,24,913,2018-07-13,used,30977.49,loan,12
686,505,28,270,2019-04-01,used,26867.01,leasing,12
687,506,13,119,2022-08-11,new,16313.40,loan,36
688,507,2,220,2022-12-17,demo,25172.00,loan,12
689,508,5,745,2018-01-06,new,52601.40,loan,36
690,508,5,799,2019-05-24,used,36876.50,loan,12
691,509,27,453,2019-02-08,new,24877.12,leasing,36
692,510,30,996,2020-10-18,new,45465.65,loan,36
693,510,30,215,2025-04-10,used,18622.18,cash,24
694,511,22,164,2019-09-09,new,27244.32,loan,36
695,511,15,905,2020-02-19,used,24681.97,loan,12
696,512,5,916,2015-11-21,used,30175.21,cash,24
697,513,13,684,2021-01-30,new,55720.80,loan,36
698,513,13,720,2021-05-22,used,57721.09,cash,12
699,514,15,744,2021-10-18,used,16486.55,loan,12
700,515,20,530,2023-07-04,new,18783.95,cash,36
701,516,5,855,2024-11-26,new,21496.67,loan,36
702,517,5,34,2022-09-13,used,14669.36,leasing,12
703,517,11,878,2022-09-19,used,14621.60,cash,12
704,518,18,263,2021-12-11,used,4425.22,cash,12
705,519,18,201,2023-02-03,new,13942.50,loan,36
706,521,14,587,2020-02-15,new,12208.21,loan,36
707,521,14,379,2022-01-01,used,7765.98,loan,24
708,523,12,462,2020-09-21,new,17370.50,loan,36
709,524,15,866,2025-06-18,used,21823.99,cash,24
710,525,7,616,2022-03-13,new,14224.50,cash,36
711,526,9,602,2022-07-20,demo,26448.00,loan,12
712,527,26,737,2017-04-29,new,11198.55,cash,36
713,527,26,95,2017-09-13,used,11494.81,cash,12
714,529,2,119,2020-09-04,used,11466.73,leasing,12
715,529,3,911,2024-08-28,used,5204.11,cash,12
716,530,12,669,2019-12-25,new,23850.75,loan,36
717,531,1,580,2018-06-04,new,26803.16,leasing,36
718,531,27,3,2018-11-11,used,24818.68,leasing,24
719,534,7,667,2023-04-21,new,54636.66,cash,36
720,535,2,592,2024-05-15,used,11283.56,loan,24
721,537,13,351,2010-03-28,new,16960.88,cash,36
722,537,13,935,2014-12-20,used,6159.58,loan,12
723,538,30,657,2014-12-10,new,13159.80,cash,36
724,538,30,788,2017-08-12,used,7718.23,loan,24
725,538,30,150,2021-03-08,used,3800.32,loan,12
726,539,12,437,2022-11-02,new,16101.75,loan,36
727,541,11,439,2023-06-12,used,5008.01,cash,12
728,541,4,635,2024-12-26,used,3688.22,cash,12
729,542,28,641,2015-12-01,new,20816.16,loan,36
730,543,22,139,2023-01-17,new,50612.04,renting,36
731,543,15,592,2024-04-19,used,43401.99,loan,24
732,545,13,345,2022-06-05,used,39585.61,loan,12
733,546,1,804,2020-01-19,demo,22968.00,renting,12
734,546,9,694,2024-12-06,used,7864.86,loan,12
735,547,9,152,2013-02-02,new,50916.70,loan,36
736,549,19,116,2021-05-05,new,12331.03,cash,36
737,549,19,200,2022-08-21,used,9980.65,cash,24
738,550,13,925,2020-11-04,new,56465.00,loan,36
739,551,14,830,2023-01-05,new,50063.94,leasing,36
740,552,12,911,2018-09-26,new,30792.30,loan,36
741,552,6,936,2022-03-27,used,15869.36,loan,12
742,553,19,228,2012-09-28,new,27576.22,loan,36
743,553,12,260,2014-10-08,used,18352.63,loan,24
744,553,10,587,2023-10-23,used,3051.70,loan,12
745,554,11,672,2024-09-01,new,22435.63,loan,36
746,555,10,698,2024-09-21,used,51551.90,loan,24
747,556,13,883,2020-05-31,new,16057.41,cash,36
748,557,23,730,2021-08-29,new,21108.24,loan,36
749,560,10,732,2011-10-01,new,12650.85,cash,36
750,560,30,434,2019-02-25,used,2835.43,renting,12
751,560,30,106,2019-04-08,used,2771.46,renting,12
752,561,2,765,2025-03-01,used,23928.39,loan,12
753,562,9,216,2024-12-18,used,20037.50,cash,12
754,564,2,845,2020-09-04,used,7246.55,cash,24
755,564,2,380,2024-12-11,used,3106.43,loan,24
756,565,3,622,2020-12-24,used,10266.26,leasing,12
757,565,9,263,2021-12-10,used,8483.76,loan,24
758,565,26,363,2022-03-10,used,8078.89,leasing,12
759,566,19,511,2021-06-25,new,30557.52,cash,36
760,566,18,205,2024-12-23,used,15178.09,loan,12
761,567,6,85,2021-10-17,new,14696.37,loan,36
762,569,16,580,2018-02-09,new,19149.48,cash,36
763,569,28,112,2025-02-05,used,5081.57,loan,12
764,570,10,543,2024-01-27,new,44560.20,loan,36
765,571,18,346,2021-12-11,used,6823.03,leasing,12
766,571,19,460,2019-03-12,used,11779.36,loan,12
767,573,7,128,2021-12-24,used,5106.11,loan,24
768,574,5,320,2023-06-05,new,81055.62,leasing,36
769,575,26,562,2023-10-04,new,74356.35,loan,36
770,575,19,595,2025-05-29,used,56172.94,leasing,12
771,576,7,530,2025-01-28,new,14745.00,cash,36
772,577,19,225,2025-01-22,new,58968.00,leasing,36
773,578,25,266,2017-04-13,new,12345.44,leasing,36
774,579,30,432,2015-06-18,used,35408.03,loan,12
775,581,6,484,2018-07-06,used,3303.00,loan,24
776,581,6,197,2024-06-18,used,1013.73,loan,24
777,581,6,958,2024-12-13,used,920.28,loan,12
778,583,8,314,2022-02-19,new,51136.47,loan,36
779,584,15,376,2019-05-12,used,15276.91,renting,12
780,585,19,861,2024-03-16,used,13834.79,cash,24
781,587,5,366,2021-06-01,new,51438.60,cash,36
782,588,1,444,2023-11-15,new,48402.24,loan,36
783,589,13,864,2015-01-16,new,24411.01,renting,36
784,590,1,786,2015-10-21,new,18739.20,loan,36
785,591,21,268,2024-06-01,new,22433.46,cash,36
786,591,5,727,2025-01-04,used,18456.51,cash,12
787,592,6,447,2024-08-03,new,56408.08,loan,36
788,592,6,201,2024-12-30,used,53438.32,loan,12
789,594,6,268,2023-06-26,used,9802.43,loan,12
790,595,10,239,2025-06-29,new,43839.09,loan,36
791,597,13,36,2020-10-16,used,28613.62,renting,12
792,598,11,852,2024-05-09,demo,63225.08,cash,12
793,599,6,147,2016-10-15,new,29799.00,cash,36
794,599,6,175,2023-01-17,used,9279.59,loan,12
795,600,5,113,2020-03-07,new,33979.26,loan,36
796,600,5,31,2020-06-02,used,38166.60,leasing,12
797,601,25,23,2024-08-07,new,29543.15,leasing,36
798,602,30,426,2011-03-08,new,44704.70,cash,36
799,602,10,352,2021-02-23,used,5982.78,cash,12
800,604,21,9,2020-10-25,demo,11574.39,cash,12
801,604,4,735,2018-07-21,used,18140.20,loan,12
802,604,21,200,2020-10-25,used,11574.39,cash,12
803,605,11,970,2021-01-28,used,13744.70,loan,12
804,606,6,296,2019-02-11,new,55096.50,cash,36
805,606,13,132,2020-11-24,used,42075.97,loan,12
806,606,13,183,2023-05-21,used,25690.75,cash,12
807,607,26,931,2019-03-10,demo,21112.00,leasing,24
808,607,26,405,2019-04-03,used,20426.72,cash,12
809,607,21,957,2024-10-15,used,5901.51,leasing,12
810,608,20,707,2025-06-03,new,43750.60,leasing,36
811,609,12,210,2024-06-13,new,25905.00,loan,36
812,610,10,283,2023-11-02,new,49235.20,leasing,36
813,612,6,160,2016-09-13,used,16870.58,renting,12
814,612,12,585,2020-01-18,used,8685.21,loan,12
815,613,5,626,2018-06-24,demo,26216.00,loan,12
816,613,25,529,2020-10-08,used,15768.13,loan,12
817,613,22,924,2021-01-22,used,14885.64,cash,24
818,614,7,646,2014-06-10,demo,67860.00,renting,24
819,614,7,731,2019-02-03,used,21634.71,cash,12
820,615,20,126,2018-08-14,demo,3393.55,leasing,12
821,615,20,597,2020-11-14,used,2169.98,loan,12
822,616,1,429,2024-09-13,new,23017.50,loan,36
823,616,27,816,2025-05-18,used,22299.14,cash,12
824,617,15,736,2025-01-10,used,50854.22,loan,24
825,618,10,1000,2015-03-05,new,41611.95,cash,36
826,618,10,661,2015-06-14,used,45208.14,loan,24
827,618,30,574,2019-02-23,used,20291.46,loan,12
828,619,13,422,2018-09-11,new,55096.50,cash,36
829,619,12,421,2024-06-10,used,16159.64,loan,12
830,620,18,268,2021-12-11,used,24189.19,cash,24
831,621,21,27,2020-10-25,used,6695.42,loan,12
832,622,23,677,2021-07-22,new,29441.16,loan,36
833,623,18,264,2021-12-11,used,42594.89,renting,24
834,626,13,224,2016-10-05,new,23371.14,leasing,36
835,627,2,799,2020-09-04,used,41289.73,leasing,24
836,627,2,211,2024-07-04,used,19307.54,loan,24
837,628,20,271,2021-09-13,new,44128.26,loan,36
838,628,20,92,2023-03-22,used,31397.49,leasing,12
839,629,29,936,2017-03-21,new,26531.47,leasing,36
840,629,29,974,2018-09-20,used,22695.37,loan,24
841,630,29,961,2023-08-20,new,11069.30,cash,36
842,631,4,719,2017-09-02,new,11139.26,leasing,36
843,632,20,736,2023-03-15,new,45927.54,cash,36
844,634,17,857,2025-04-12,demo,22272.00,loan,24
845,634,24,950,2025-06-01,used,21065.20,loan,24
846,638,5,511,2023-05-01,demo,16132.70,loan,12
847,639,21,20,2020-10-25,new,12528.34,cash,36
848,640,16,321,2015-06-06,used,42007.11,loan,12
849,640,28,663,2019-04-01,used,19685.36,loan,12
850,640,14,335,2023-01-12,used,9290.52,loan,12
851,641,12,403,2017-12-09,new,28838.81,leasing,36
852,641,13,127,2020-12-04,used,17244.24,cash,12
853,641,13,93,2023-12-02,used,9522.12,cash,24
854,643,11,412,2025-05-17,used,28758.83,loan,12
855,644,6,469,2014-10-20,new,23091.12,loan,36
856,644,12,139,2015-05-14,used,21211.03,renting,24
857,644,25,226,2024-04-05,used,3630.01,cash,24
858,645,13,836,2013-09-11,new,25387.04,loan,36
859,645,17,813,2014-04-05,used,21511.81,cash,12
860,646,11,509,2022-09-18,new,31597.16,cash,36
861,646,13,854,2024-07-28,used,24133.59,leasing,12
862,647,22,380,2018-07-17,new,19330.56,cash,36
863,647,24,438,2021-05-28,used,11083.43,cash,12
864,648,19,300,2021-05-24,new,49704.38,loan,36
865,649,5,776,2016-05-13,used,33200.58,cash,12
866,649,5,257,2024-04-04,used,6931.93,leasing,12
867,650,20,417,2024-09-18,new,19755.16,cash,36
868,651,14,168,2017-04-13,used,9847.31,cash,24
869,653,3,69,2020-12-24,used,35590.44,leasing,12
870,654,3,394,2020-12-24,used,5567.73,loan,24
871,654,2,601,2024-10-02,used,2633.41,leasing,12
872,655,16,830,2011-08-13,new,23458.50,cash,36
873,655,2,937,2020-09-04,demo,4160.04,leasing,12
874,656,6,383,2013-03-13,new,44763.04,loan,36
875,656,13,542,2020-10-12,used,10389.38,leasing,12
876,656,6,86,2022-07-27,used,7286.25,cash,12
877,657,25,49,2024-11-20,new,21049.00,leasing,36
878,657,25,954,2025-06-10,used,19006.10,cash,12
879,658,29,325,2025-06-02,new,24555.33,cash,36
880,659,22,334,2016-01-20,new,29693.39,cash,36
881,661,18,501,2021-12-11,used,13683.72,loan,12
882,661,18,32,2021-12-11,used,13683.72,cash,12
883,661,7,728,2020-04-23,used,18926.72,loan,12
884,662,2,382,2024-03-07,demo,38164.00,loan,12
885,663,20,395,2022-02-22,new,20361.92,cash,36
886,664,3,128,2020-12-24,used,11774.56,loan,12
887,665,6,734,2024-01-26,new,19006.08,leasing,36
888,667,7,187,2024-12-07,new,15124.50,loan,36
889,668,16,538,2018-01-09,new,19796.16,cash,36
890,669,8,60,2025-04-15,used,17075.81,leasing,12
891,670,7,565,2019-08-22,used,7916.79,loan,12
892,671,19,227,2014-04-03,demo,68556.00,loan,24
893,673,10,175,2024-11-10,used,19111.03,renting,12
894,675,7,46,2013-03-04,used,54537.16,loan,12
895,675,19,387,2017-07-28,used,22776.94,cash,12
896,675,19,94,2025-06-21,used,4750.47,loan,12
897,676,7,208,2020-07-09,demo,18792.00,cash,12
898,677,20,123,2023-04-13,new,30389.96,loan,36
899,678,7,418,2013-03-04,used,42025.39,renting,12
900,678,25,75,2012-06-18,used,48376.04,leasing,12
901,678,25,266,2020-05-14,used,10078.48,leasing,12
902,679,3,906,2021-05-19,new,23805.00,leasing,36
903,681,15,380,2020-08-14,new,10610.60,loan,36
904,684,25,311,2020-07-10,used,36091.23,loan,12
905,684,25,9,2024-09-14,demo,15063.81,cash,12
906,685,22,938,2023-01-12,new,48392.08,leasing,36
907,686,12,689,2015-09-22,demo,34916.00,loan,12
908,686,12,792,2017-10-04,used,21817.48,leasing,24
909,687,30,678,2012-03-07,new,12618.45,cash,36
910,687,20,664,2024-11-19,used,1047.47,leasing,24
911,688,21,295,2020-10-25,used,3858.52,cash,12
912,688,4,273,2017-07-02,used,7450.31,loan,12
913,690,14,974,2019-08-17,new,33981.36,renting,36
914,690,14,898,2022-10-18,used,19602.26,loan,24
915,691,27,441,2016-12-14,new,21688.69,loan,36
916,691,15,337,2024-06-01,used,4450.57,cash,12
917,693,27,852,2020-06-23,new,10419.20,leasing,36
918,695,28,981,2014-06-05,new,32752.95,loan,36
919,695,28,998,2014-10-21,used,33644.54,cash,24
920,697,26,759,2016-02-29,demo,23571.21,cash,12
921,697,26,74,2018-06-25,used,12510.30,renting,12
922,698,19,592,2011-08-05,new,58491.27,cash,36
923,699,4,764,2017-07-02,used,8849.85,loan,12
924,699,12,876,2013-08-04,used,19226.26,loan,24
925,700,2,32,2021-11-10,new,20496.99,cash,36
926,700,2,375,2022-12-14,used,19244.96,loan,24
927,701,15,546,2017-04-29,used,14159.81,loan,12
928,701,2,687,2020-09-04,used,7281.76,leasing,24
929,701,10,943,2022-06-09,used,5134.65,cash,24
930,702,2,532,2025-02-25,new,20922.99,loan,36
931,703,30,927,2021-04-16,used,40675.64,cash,12
932,704,6,981,2017-01-02,new,21815.20,cash,36
933,705,11,675,2024-08-05,new,81677.30,cash,36
934,705,11,725,2024-09-16,used,87840.47,loan,24
935,706,13,65,2021-06-07,new,52980.50,cash,36
936,706,12,686,2023-11-23,used,35334.91,renting,12
937,707,15,63,2020-10-04,used,23987.07,loan,24
938,707,16,822,2022-01-25,used,18500.63,cash,12
939,710,19,88,2011-11-18,new,23710.08,renting,36
940,710,19,448,2024-06-19,used,1968.45,cash,12
941,713,29,971,2016-08-09,new,19530.16,cash,36
942,713,29,698,2019-08-24,used,11017.20,loan,24
943,713,15,191,2024-10-29,used,3939.03,cash,12
944,714,30,643,2020-05-10,new,45135.20,leasing,36
945,714,30,917,2023-01-08,used,29052.61,cash,12
946,714,30,778,2024-04-13,used,22615.40,cash,24
947,715,2,269,2020-09-04,used,7236.91,renting,12
948,715,3,853,2022-05-10,used,5186.89,loan,12
949,716,19,207,2017-02-12,new,57985.20,cash,36
950,716,19,91,2018-09-25,used,41774.50,renting,12
951,716,25,896,2021-02-10,used,26052.95,loan,24
952,717,20,665,2025-06-29,new,44412.84,loan,36
953,718,29,211,2018-12-10,used,16248.18,leasing,24
954,718,15,583,2021-08-30,used,9467.95,leasing,12
955,719,13,449,2019-11-11,demo,26796.00,loan,24
956,720,25,174,2024-07-06,new,28856.87,loan,36
957,720,19,532,2025-05-25,used,25133.43,loan,12
958,721,6,778,2016-04-21,new,24707.41,loan,36
959,723,3,824,2022-01-05,new,21561.99,loan,36
960,724,26,125,2024-12-23,new,22314.37,loan,36
961,724,19,631,2025-01-19,used,24533.76,cash,24
962,725,7,21,2023-12-06,new,59576.40,cash,36
963,726,7,585,2023-08-27,new,14222.25,cash,36
964,726,18,974,2025-05-21,used,11550.93,renting,24
965,727,16,940,2020-10-31,new,36652.04,renting,36
966,727,24,246,2024-12-19,used,15160.61,loan,24
967,728,26,844,2022-02-22,new,25400.00,renting,36
968,728,23,164,2024-06-14,used,16985.44,renting,12
969,729,2,25,2024-01-09,new,20680.17,loan,36
970,729,3,434,2024-04-22,used,22011.20,cash,12
971,730,14,869,2017-09-04,new,45537.39,cash,36
972,731,26,930,2020-03-25,new,12293.60,cash,36
973,731,21,714,2021-08-02,used,9388.75,cash,12
974,731,26,156,2024-07-05,used,5255.28,loan,12
975,732,3,280,2022-05-19,used,13849.33,loan,12
976,732,2,793,2023-06-25,used,11131.93,renting,24
977,733,25,424,2012-04-02,new,21985.88,loan,36
978,733,19,343,2018-04-30,used,6791.28,loan,12
979,733,18,425,2021-12-11,used,3313.16,cash,12
980,735,16,485,2025-03-05,new,27374.99,loan,36
981,735,13,969,2025-06-23,used,28816.36,loan,12
982,736,13,378,2025-02-27,demo,38164.00,loan,12
983,736,8,189,2025-06-09,used,31276.81,cash,12
984,737,3,128,2020-12-24,used,25989.59,renting,12
985,737,3,862,2020-12-24,used,25989.59,cash,12
986,738,15,632,2023-04-27,new,22896.06,cash,36
987,738,18,623,2023-10-16,used,22978.31,leasing,12
988,739,10,609,2022-01-05,new,42677.82,leasing,36
989,739,20,278,2023-09-11,used,31282.47,cash,24
990,740,22,69,2016-03-20,used,20535.03,renting,24
991,741,7,589,2023-09-25,new,52775.19,cash,36
992,741,7,410,2023-10-18,used,63088.68,loan,12
993,742,22,266,2013-01-10,new,31811.60,leasing,36
994,742,23,806,2024-05-19,used,3585.85,loan,12
995,743,15,258,2018-05-13,new,31959.00,cash,36
996,743,22,358,2022-07-10,used,13076.58,loan,12
997,743,1,54,2022-10-25,used,12338.02,loan,12
998,744,7,879,2023-08-17,new,14181.09,cash,36
999,745,2,627,2020-09-04,used,12721.12,leasing,24
1000,746,13,623,2022-09-05,new,15987.45,leasing,36
1001,747,19,328,2022-03-04,new,14056.14,loan,36
1002,747,19,207,2022-12-29,used,13534.29,loan,24
1003,748,19,55,2011-08-13,new,60878.91,cash,36
1004,749,11,474,2012-04-16,demo,59160.00,loan,24
1005,749,5,677,2015-11-21,used,24604.95,loan,12
1006,749,5,819,2023-10-28,used,5095.61,cash,24
1007,750,2,607,2020-09-04,used,10553.16,loan,12
1008,752,13,350,2021-07-14,new,15680.58,loan,36
1009,752,12,708,2024-06-23,used,8171.23,leasing,12
1010,753,8,647,2023-07-17,new,26126.10,cash,36
1011,753,23,43,2024-06-15,used,22087.86,loan,24
1012,754,18,69,2023-07-01,new,52316.81,loan,36
1013,755,1,430,2022-08-07,new,49237.44,loan,36
1014,756,9,602,2022-05-30,demo,56956.00,loan,12
1015,757,19,194,2015-03-11,new,16370.10,loan,36
1016,757,25,553,2016-03-13,used,15072.03,loan,12
1017,757,19,204,2024-06-26,used,2910.09,cash,12
1018,758,24,884,2018-07-13,used,10547.77,loan,24
1019,758,24,613,2020-08-26,used,6922.92,loan,24
1020,758,14,682,2024-08-11,used,3155.61,loan,24
1021,760,27,255,2017-06-13,used,12712.52,loan,24
1022,760,1,841,2023-03-24,used,4039.65,loan,12
